Date,AIP
2021-10-27,18.200000762939453
2021-10-28,18.059999465942383
2021-10-29,22.350000381469727
2021-11-01,23.56999969482422
2021-11-02,21.84000015258789
2021-11-03,22.360000610351562
2021-11-04,22.399999618530273
2021-11-05,21.540000915527344
2021-11-08,20.299999237060547
2021-11-09,21.8700008392334
2021-11-10,21.540000915527344
2021-11-11,21.59000015258789
2021-11-12,22.170000076293945
2021-11-15,22.899999618530273
2021-11-16,25.790000915527344
2021-11-17,25.360000610351562
2021-11-18,24.700000762939453
2021-11-19,24.100000381469727
2021-11-22,21.600000381469727
2021-11-23,21.610000610351562
2021-11-24,23.639999389648438
2021-11-26,26.290000915527344
2021-11-29,26.09000015258789
2021-11-30,27.15999984741211
2021-12-01,22.520000457763672
2021-12-02,23.8799991607666
2021-12-03,24.15999984741211
2021-12-06,24.40999984741211
2021-12-07,26.760000228881836
2021-12-08,24.940000534057617
2021-12-09,25.190000534057617
2021-12-10,25.239999771118164
2021-12-13,25.790000915527344
2021-12-14,23.25
2021-12-15,24.700000762939453
2021-12-16,21.600000381469727
2021-12-17,19.200000762939453
2021-12-20,18.639999389648438
2021-12-21,19.68000030517578
2021-12-22,20.889999389648438
2021-12-23,20.93000030517578
2021-12-27,21.989999771118164
2021-12-28,20.639999389648438
2021-12-29,20.540000915527344
2021-12-30,20.84000015258789
2021-12-31,21.110000610351562
2022-01-03,21.360000610351562
2022-01-04,19.729999542236328
2022-01-05,17.979999542236328
2022-01-06,17.639999389648438
2022-01-07,17.81999969482422
2022-01-10,17.959999084472656
2022-01-11,18.799999237060547
2022-01-12,17.09000015258789
2022-01-13,15.65999984741211
2022-01-14,15.25
2022-01-18,14.390000343322754
2022-01-19,13.229999542236328
2022-01-20,12.729999542236328
2022-01-21,12.550000190734863
2022-01-24,13.609999656677246
2022-01-25,12.359999656677246
2022-01-26,13.149999618530273
2022-01-27,12.9399995803833
2022-01-28,13.65999984741211
2022-01-31,14.789999961853027
2022-02-01,15.600000381469727
2022-02-02,15.850000381469727
2022-02-03,14.279999732971191
2022-02-04,15.630000114440918
2022-02-07,15.130000114440918
2022-02-08,15.270000457763672
2022-02-09,16.09000015258789
2022-02-10,16.709999084472656
2022-02-11,16.75
2022-02-14,16.299999237060547
2022-02-15,17.1299991607666
2022-02-16,17.1299991607666
2022-02-17,16.260000228881836
2022-02-18,14.989999771118164
2022-02-22,17.829999923706055
2022-02-23,18.530000686645508
2022-02-24,19.219999313354492
2022-02-25,16.920000076293945
2022-02-28,14.930000305175781
2022-03-01,13.649999618530273
2022-03-02,14.75
2022-03-03,13.0
2022-03-04,13.520000457763672
2022-03-07,11.510000228881836
2022-03-08,12.390000343322754
2022-03-09,13.130000114440918
2022-03-10,13.369999885559082
2022-03-11,12.699999809265137
2022-03-14,11.90999984741211
2022-03-15,12.720000267028809
2022-03-16,12.350000381469727
2022-03-17,12.989999771118164
2022-03-18,14.789999961853027
2022-03-21,13.65999984741211
2022-03-22,14.09000015258789
2022-03-23,13.220000267028809
2022-03-24,13.350000381469727
2022-03-25,12.989999771118164
2022-03-28,13.140000343322754
2022-03-29,13.890000343322754
2022-03-30,13.050000190734863
2022-03-31,13.0
2022-04-01,13.140000343322754
2022-04-04,13.9399995803833
2022-04-05,13.75
2022-04-06,13.039999961853027
2022-04-07,13.210000038146973
2022-04-08,13.020000457763672
2022-04-11,12.760000228881836
2022-04-12,13.079999923706055
2022-04-13,13.850000381469727
2022-04-14,13.210000038146973
2022-04-18,13.420000076293945
2022-04-19,14.430000305175781
2022-04-20,14.130000114440918
2022-04-21,13.859999656677246
2022-04-22,14.399999618530273
2022-04-25,14.899999618530273
2022-04-26,15.329999923706055
2022-04-27,13.819999694824219
2022-04-28,12.210000038146973
2022-04-29,11.789999961853027
2022-05-02,11.649999618530273
2022-05-03,11.550000190734863
2022-05-04,11.300000190734863
2022-05-05,10.0
2022-05-06,9.920000076293945
2022-05-09,8.640000343322754
2022-05-10,8.619999885559082
2022-05-11,8.329999923706055
2022-05-12,9.25
2022-05-13,8.819999694824219
2022-05-16,8.079999923706055
2022-05-17,8.170000076293945
2022-05-18,8.119999885559082
2022-05-19,8.260000228881836
2022-05-20,8.539999961853027
2022-05-23,8.59000015258789
2022-05-24,9.449999809265137
2022-05-25,9.1899995803833
2022-05-26,9.489999771118164
2022-05-27,9.430000305175781
2022-05-31,9.279999732971191
2022-06-01,8.930000305175781
2022-06-02,9.369999885559082
2022-06-03,9.449999809265137
2022-06-06,9.0
2022-06-07,8.979999542236328
2022-06-08,8.6899995803833
2022-06-09,8.470000267028809
2022-06-10,8.109999656677246
2022-06-13,7.150000095367432
2022-06-14,7.179999828338623
2022-06-15,7.840000152587891
2022-06-16,7.519999980926514
2022-06-17,7.730000019073486
2022-06-21,7.800000190734863
2022-06-22,7.789999961853027
2022-06-23,7.809999942779541
2022-06-24,7.840000152587891
2022-06-27,8.119999885559082
2022-06-28,7.659999847412109
2022-06-29,6.880000114440918
2022-06-30,6.96999979019165
2022-07-01,7.159999847412109
2022-07-05,7.320000171661377
2022-07-06,7.360000133514404
2022-07-07,7.769999980926514
2022-07-08,7.860000133514404
2022-07-11,7.440000057220459
2022-07-12,7.21999979019165
2022-07-13,7.28000020980835
2022-07-14,7.230000019073486
2022-07-15,7.630000114440918
2022-07-18,7.619999885559082
2022-07-19,8.1899995803833
2022-07-20,8.420000076293945
2022-07-21,8.300000190734863
2022-07-22,7.900000095367432
2022-07-25,7.75
2022-07-26,7.75
2022-07-27,7.960000038146973
2022-07-28,8.199999809265137
2022-07-29,8.0600004196167
2022-08-01,8.15999984741211
2022-08-02,8.4399995803833
2022-08-03,8.800000190734863
2022-08-04,8.970000267028809
2022-08-05,8.899999618530273
2022-08-08,8.890000343322754
2022-08-09,8.75
2022-08-10,8.670000076293945
2022-08-11,8.949999809265137
2022-08-12,8.369999885559082
2022-08-15,8.229999542236328
2022-08-16,8.359999656677246
2022-08-17,8.149999618530273
2022-08-18,8.329999923706055
2022-08-19,7.960000038146973
2022-08-22,7.670000076293945
2022-08-23,7.409999847412109
2022-08-24,7.400000095367432
2022-08-25,7.690000057220459
2022-08-26,7.070000171661377
2022-08-29,7.110000133514404
2022-08-30,7.119999885559082
2022-08-31,7.119999885559082
2022-09-01,7.059999942779541
2022-09-02,6.989999771118164
2022-09-06,7.03000020980835
2022-09-07,7.099999904632568
2022-09-08,7.340000152587891
2022-09-09,7.550000190734863
2022-09-12,7.659999847412109
2022-09-13,7.619999885559082
2022-09-14,7.760000228881836
2022-09-15,7.579999923706055
2022-09-16,7.460000038146973
2022-09-19,7.78000020980835
2022-09-20,7.329999923706055
2022-09-21,7.050000190734863
2022-09-22,6.889999866485596
2022-09-23,6.960000038146973
2022-09-26,6.949999809265137
2022-09-27,7.059999942779541
2022-09-28,6.699999809265137
2022-09-29,6.650000095367432
2022-09-30,6.659999847412109
2022-10-03,6.710000038146973
2022-10-04,7.090000152587891
2022-10-05,7.010000228881836
2022-10-06,6.53000020980835
2022-10-07,6.090000152587891
2022-10-10,5.889999866485596
2022-10-11,5.829999923706055
2022-10-12,5.909999847412109
2022-10-13,5.940000057220459
2022-10-14,5.769999980926514
2022-10-17,5.809999942779541
2022-10-18,5.800000190734863
2022-10-19,5.460000038146973
2022-10-20,5.349999904632568
2022-10-21,5.179999828338623
2022-10-24,5.190000057220459
2022-10-25,5.389999866485596
2022-10-26,5.389999866485596
2022-10-27,5.300000190734863
2022-10-28,5.510000228881836
2022-10-31,5.539999961853027
2022-11-01,5.570000171661377
2022-11-02,5.190000057220459
2022-11-03,4.889999866485596
2022-11-04,4.920000076293945
2022-11-07,4.989999771118164
2022-11-08,5.0
2022-11-09,4.619999885559082
2022-11-10,5.309999942779541
2022-11-11,5.440000057220459
2022-11-14,5.210000038146973
2022-11-15,5.420000076293945
2022-11-16,5.309999942779541
2022-11-17,5.340000152587891
2022-11-18,5.519999980926514
2022-11-21,5.420000076293945
2022-11-22,5.400000095367432
2022-11-23,5.420000076293945
2022-11-25,5.369999885559082
2022-11-28,4.889999866485596
2022-11-29,4.880000114440918
2022-11-30,4.949999809265137
2022-12-01,4.840000152587891
2022-12-02,4.610000133514404
2022-12-05,4.400000095367432
2022-12-06,4.090000152587891
2022-12-07,4.170000076293945
2022-12-08,4.059999942779541
2022-12-09,3.869999885559082
2022-12-12,3.4200000762939453
2022-12-13,3.380000114440918
2022-12-14,3.359999895095825
2022-12-15,3.450000047683716
2022-12-16,4.139999866485596
2022-12-19,4.03000020980835
2022-12-20,4.03000020980835
2022-12-21,4.5
2022-12-22,4.340000152587891
2022-12-23,4.289999961853027
2022-12-27,4.019999980926514
2022-12-28,4.059999942779541
2022-12-29,4.190000057220459
2022-12-30,4.300000190734863
2023-01-03,4.190000057220459
2023-01-04,4.199999809265137
2023-01-05,4.019999980926514
2023-01-06,4.03000020980835
2023-01-09,4.050000190734863
2023-01-10,4.099999904632568
2023-01-11,4.150000095367432
2023-01-12,4.929999828338623
2023-01-13,5.150000095367432
2023-01-17,5.099999904632568
2023-01-18,5.320000171661377
2023-01-19,5.139999866485596
2023-01-20,5.179999828338623
2023-01-23,5.329999923706055
2023-01-24,5.46999979019165
2023-01-25,5.489999771118164
2023-01-26,6.050000190734863
2023-01-27,6.360000133514404
2023-01-30,6.170000076293945
2023-01-31,6.28000020980835
2023-02-01,6.539999961853027
2023-02-02,6.420000076293945
2023-02-03,6.210000038146973
2023-02-06,6.090000152587891
2023-02-07,6.349999904632568
2023-02-08,6.269999980926514
2023-02-09,6.150000095367432
2023-02-10,6.0
2023-02-13,5.929999828338623
2023-02-14,5.860000133514404
2023-02-15,6.090000152587891
2023-02-16,5.920000076293945
2023-02-17,5.909999847412109
2023-02-21,5.949999809265137
2023-02-22,6.179999828338623
2023-02-23,6.710000038146973
2023-02-24,6.599999904632568
2023-02-27,6.570000171661377
2023-02-28,6.570000171661377
2023-03-01,5.460000038146973
2023-03-02,5.21999979019165
2023-03-03,5.159999847412109
2023-03-06,5.150000095367432
2023-03-07,5.110000133514404
2023-03-08,5.230000019073486
2023-03-09,4.945000171661377
2023-03-10,4.650000095367432
2023-03-13,4.389999866485596
2023-03-14,4.510000228881836
2023-03-15,4.449999809265137
2023-03-16,4.449999809265137
2023-03-17,4.449999809265137
2023-03-20,4.159999847412109
2023-03-21,4.349999904632568
2023-03-22,4.230000019073486
2023-03-23,4.28000020980835
2023-03-24,4.150000095367432
2023-03-27,4.199999809265137
2023-03-28,4.170000076293945
2023-03-29,4.150000095367432
2023-03-30,4.090000152587891
2023-03-31,4.230000019073486
2023-04-03,4.670000076293945
2023-04-04,4.570000171661377
2023-04-05,4.429999828338623
2023-04-06,4.53000020980835
2023-04-10,4.429999828338623
2023-04-11,4.309999942779541
2023-04-12,4.070000171661377
2023-04-13,4.059999942779541
2023-04-14,3.9700000286102295
2023-04-17,3.75
2023-04-18,3.799999952316284
2023-04-19,3.8399999141693115
2023-04-20,3.700000047683716
2023-04-21,3.799999952316284
2023-04-24,3.9800000190734863
2023-04-25,3.8299999237060547
2023-04-26,3.7799999713897705
2023-04-27,3.7200000286102295
2023-04-28,3.7200000286102295
2023-05-01,3.8499999046325684
2023-05-02,3.809999942779541
2023-05-03,3.990000009536743
2023-05-04,3.990000009536743
2023-05-05,4.690000057220459
2023-05-08,4.659999847412109
2023-05-09,4.670000076293945
2023-05-10,4.550000190734863
2023-05-11,4.449999809265137
2023-05-12,4.300000190734863
2023-05-15,4.429999828338623
2023-05-16,4.460000038146973
2023-05-17,4.960000038146973
2023-05-18,5.349999904632568
2023-05-19,5.210000038146973
2023-05-22,5.5
2023-05-23,5.420000076293945
2023-05-24,5.659999847412109
2023-05-25,6.420000076293945
2023-05-26,6.760000228881836
2023-05-30,7.260000228881836
2023-05-31,6.960000038146973
2023-06-01,6.650000095367432
2023-06-02,7.099999904632568
2023-06-05,7.019999980926514
2023-06-06,7.860000133514404
2023-06-07,7.369999885559082
2023-06-08,7.440000057220459
2023-06-09,7.420000076293945
2023-06-12,7.170000076293945
2023-06-13,7.239999771118164
2023-06-14,7.46999979019165
2023-06-15,7.449999809265137
2023-06-16,6.900000095367432
2023-06-20,6.519999980926514
2023-06-21,6.199999809265137
2023-06-22,6.449999809265137
2023-06-23,6.539999961853027
2023-06-26,6.539999961853027
2023-06-27,6.599999904632568
2023-06-28,6.760000228881836
2023-06-29,6.96999979019165
2023-06-30,6.820000171661377
2023-07-03,6.960000038146973
2023-07-05,7.139999866485596
2023-07-06,6.510000228881836
2023-07-07,6.900000095367432
2023-07-10,7.059999942779541
2023-07-11,7.03000020980835
2023-07-12,7.710000038146973
2023-07-13,7.800000190734863
2023-07-14,7.519999980926514
2023-07-17,7.659999847412109
2023-07-18,7.639999866485596
2023-07-19,7.329999923706055
2023-07-20,6.980000019073486
2023-07-21,6.989999771118164
2023-07-24,6.929999828338623
2023-07-25,7.21999979019165
2023-07-26,7.170000076293945
2023-07-27,7.0
2023-07-28,7.309999942779541
2023-07-31,7.590000152587891
2023-08-01,7.510000228881836
2023-08-02,7.190000057220459
2023-08-03,6.949999809265137
2023-08-04,7.199999809265137
2023-08-07,7.25
2023-08-08,7.099999904632568
2023-08-09,7.090000152587891
2023-08-10,7.059999942779541
2023-08-11,6.869999885559082
2023-08-14,6.699999809265137
2023-08-15,6.619999885559082
2023-08-16,6.440000057220459
2023-08-17,6.210000038146973
2023-08-18,6.349999904632568
2023-08-21,6.28000020980835
2023-08-22,6.590000152587891
2023-08-23,6.769999980926514
2023-08-24,6.449999809265137
2023-08-25,6.300000190734863
2023-08-28,6.150000095367432
2023-08-29,6.610000133514404
2023-08-30,6.5
2023-08-31,6.769999980926514
2023-09-01,7.179999828338623
2023-09-05,7.099999904632568
2023-09-06,7.309999942779541
2023-09-07,7.190000057220459
2023-09-08,7.199999809265137
2023-09-11,7.199999809265137
2023-09-12,7.440000057220459
2023-09-13,6.739999771118164
2023-09-14,6.769999980926514
2023-09-15,6.550000190734863
2023-09-18,6.599999904632568
2023-09-19,6.519999980926514
2023-09-20,6.550000190734863
2023-09-21,5.980000019073486
2023-09-22,5.909999847412109
2023-09-25,6.039999961853027
2023-09-26,6.039999961853027
2023-09-27,6.25
2023-09-28,6.5
2023-09-29,6.510000228881836
2023-10-02,6.539999961853027
2023-10-03,6.239999771118164
2023-10-04,6.349999904632568
2023-10-05,6.210000038146973
2023-10-06,6.130000114440918
2023-10-09,6.260000228881836
2023-10-10,6.090000152587891
2023-10-11,6.230000019073486
2023-10-12,6.119999885559082
2023-10-13,5.960000038146973
2023-10-16,5.920000076293945
2023-10-17,5.960000038146973
2023-10-18,5.980000019073486
2023-10-19,5.949999809265137
2023-10-20,5.880000114440918
2023-10-23,5.650000095367432
2023-10-24,5.53000020980835
2023-10-25,5.409999847412109
2023-10-26,5.320000171661377
2023-10-27,5.369999885559082
2023-10-30,5.480000019073486
2023-10-31,5.449999809265137
2023-11-01,5.400000095367432
2023-11-02,6.340000152587891
2023-11-03,6.659999847412109
2023-11-06,6.449999809265137
2023-11-07,6.659999847412109
2023-11-08,4.829999923706055
2023-11-09,4.510000228881836
2023-11-10,4.400000095367432
2023-11-13,4.400000095367432
2023-11-14,4.860000133514404
2023-11-15,4.670000076293945
2023-11-16,4.53000020980835
2023-11-17,4.679999828338623
2023-11-20,4.800000190734863
2023-11-21,4.96999979019165
2023-11-22,5.130000114440918
2023-11-24,5.150000095367432
2023-11-27,5.519999980926514
2023-11-28,5.369999885559082
2023-11-29,5.380000114440918
2023-11-30,5.510000228881836
2023-12-01,5.5
2023-12-04,5.400000095367432
2023-12-05,5.400000095367432
2023-12-06,5.309999942779541
2023-12-07,5.650000095367432
2023-12-08,5.610000133514404
2023-12-11,5.739999771118164
2023-12-12,5.880000114440918
2023-12-13,6.110000133514404
2023-12-14,5.980000019073486
2023-12-15,5.829999923706055
2023-12-18,5.75
2023-12-19,6.0
2023-12-20,5.690000057220459
2023-12-21,5.650000095367432
2023-12-22,5.610000133514404
2023-12-26,5.809999942779541
2023-12-27,5.980000019073486
2023-12-28,6.070000171661377
2023-12-29,5.889999866485596
2024-01-02,5.599999904632568
2024-01-03,5.409999847412109
2024-01-04,5.550000190734863
2024-01-05,5.389999866485596
2024-01-08,5.389999866485596
2024-01-09,5.28000020980835
2024-01-10,5.295000076293945
2024-01-11,5.199999809265137
2024-01-12,5.230000019073486
2024-01-16,5.190000057220459
2024-01-17,4.980000019073486
2024-01-18,5.090000152587891
2024-01-19,5.239999771118164
2024-01-22,5.550000190734863
2024-01-23,5.880000114440918
2024-01-24,6.210000038146973
2024-01-25,5.929999828338623
2024-01-26,6.010000228881836
2024-01-29,6.300000190734863
2024-01-30,6.539999961853027
2024-01-31,6.190000057220459
2024-02-01,6.159999847412109
2024-02-02,6.25
2024-02-05,6.230000019073486
2024-02-06,6.400000095367432
2024-02-07,6.510000228881836
2024-02-08,6.820000171661377
