Date,PIPR
2010-01-04,39.54811096191406
2010-01-05,39.44907760620117
2010-01-06,38.8777961730957
2010-01-07,39.43385314941406
2010-01-08,39.380531311035156
2010-01-11,38.47409439086914
2010-01-12,38.41316604614258
2010-01-13,38.923519134521484
2010-01-14,39.07585144042969
2010-01-15,37.46863555908203
2010-01-19,37.97136688232422
2010-01-20,37.45340347290039
2010-01-21,36.56218338012695
2010-01-22,35.19112014770508
2010-01-25,36.26512908935547
2010-01-26,36.66883850097656
2010-01-27,37.91804885864258
2010-01-28,37.750465393066406
2010-01-29,37.00398635864258
2010-02-01,36.120399475097656
2010-02-02,36.10517883300781
2010-02-03,35.66336441040039
2010-02-04,33.38584518432617
2010-02-05,33.59151840209961
2010-02-08,33.172569274902344
2010-02-09,33.33253860473633
2010-02-10,34.04853439331055
2010-02-11,34.18565368652344
2010-02-12,33.75910186767578
2010-02-16,33.880958557128906
2010-02-17,33.97236633300781
2010-02-18,33.96475601196289
2010-02-19,34.109493255615234
2010-02-22,33.72862243652344
2010-02-23,33.73625564575195
2010-02-24,33.75148010253906
2010-02-25,33.218284606933594
2010-02-26,32.97453689575195
2010-03-01,33.5762825012207
2010-03-02,33.15734100341797
2010-03-03,33.37062454223633
2010-03-04,33.34777069091797
2010-03-05,34.117088317871094
2010-03-08,34.284671783447266
2010-03-09,34.459869384765625
2010-03-10,35.33583450317383
2010-03-11,35.57958221435547
2010-03-12,35.37392044067383
2010-03-15,34.581748962402344
2010-03-16,34.216129302978516
2010-03-17,35.069236755371094
2010-03-18,34.200889587402344
2010-03-19,33.530582427978516
2010-03-22,32.25090026855469
2010-03-23,31.641536712646484
2010-03-24,31.313997268676758
2010-03-25,31.08548927307129
2010-03-26,30.834117889404297
2010-03-29,30.72747230529785
2010-03-30,30.780803680419922
2010-03-31,30.697006225585938
2010-04-01,30.384708404541016
2010-04-05,31.245445251464844
2010-04-06,32.014774322509766
2010-04-07,32.50226974487305
2010-04-08,32.487022399902344
2010-04-09,32.28137969970703
2010-04-12,32.22041702270508
2010-04-13,32.07571792602539
2010-04-14,32.51750564575195
2010-04-15,33.38584518432617
2010-04-16,32.78411102294922
2010-04-19,33.24875259399414
2010-04-20,33.27159881591797
2010-04-21,30.186670303344727
2010-04-22,29.386865615844727
2010-04-23,29.577295303344727
2010-04-26,29.455421447753906
2010-04-27,29.386865615844727
2010-04-28,28.983152389526367
2010-04-29,30.491350173950195
2010-04-30,29.981002807617188
2010-05-03,29.828659057617188
2010-05-04,29.39449119567871
2010-05-05,29.06694984436035
2010-05-06,28.000547409057617
2010-05-07,27.19313621520996
2010-05-10,28.472808837890625
2010-05-11,28.305233001708984
2010-05-12,29.06694984436035
2010-05-13,29.036479949951172
2010-05-14,27.99292755126953
2010-05-17,28.22144317626953
2010-05-18,27.802501678466797
2010-05-19,27.444499969482422
2010-05-20,25.296470642089844
2010-05-21,25.42596435546875
2010-05-24,24.58045768737793
2010-05-25,24.588077545166016
2010-05-26,24.534761428833008
2010-05-27,25.471664428710938
2010-05-28,25.220300674438477
2010-06-01,24.397645950317383
2010-06-02,25.517366409301758
2010-06-03,25.54021644592285
2010-06-04,24.44335174560547
2010-06-07,24.09296226501465
2010-06-08,23.887300491333008
2010-06-09,23.955856323242188
2010-06-10,24.877525329589844
2010-06-11,25.2050724029541
2010-06-14,25.06034278869629
2010-06-15,26.210521697998047
2010-06-16,26.439029693603516
2010-06-17,26.248607635498047
2010-06-18,26.317169189453125
2010-06-21,25.768735885620117
2010-06-22,25.822052001953125
2010-06-23,25.783964157104492
2010-06-24,25.860139846801758
2010-06-25,26.515209197998047
2010-06-28,26.560916900634766
2010-06-29,24.8242130279541
2010-06-30,24.542375564575195
2010-07-01,23.5292911529541
2010-07-02,22.92754554748535
2010-07-06,22.462905883789062
2010-07-07,22.96562957763672
2010-07-08,23.11797332763672
2010-07-09,23.475976943969727
2010-07-12,22.790435791015625
2010-07-13,24.070106506347656
2010-07-14,23.559764862060547
2010-07-15,23.552148818969727
2010-07-16,22.630474090576172
2010-07-19,22.767581939697266
2010-07-20,23.018943786621094
2010-07-21,21.632633209228516
2010-07-22,21.396503448486328
2010-07-23,22.546689987182617
2010-07-26,24.10057830810547
2010-07-27,24.405263900756836
2010-07-28,23.864450454711914
2010-07-29,24.207223892211914
2010-07-30,23.7578125
2010-08-02,24.222457885742188
2010-08-03,23.658788681030273
2010-08-04,23.887300491333008
2010-08-05,23.910158157348633
2010-08-06,23.658788681030273
2010-08-09,23.902536392211914
2010-08-10,22.98847770690918
2010-08-11,21.571699142456055
2010-08-12,21.411739349365234
2010-08-13,21.18321990966797
2010-08-16,21.327945709228516
2010-08-17,21.92208480834961
2010-08-18,21.88399887084961
2010-08-19,21.533613204956055
2010-08-20,21.510759353637695
2010-08-23,21.419355392456055
2010-08-24,20.619556427001953
2010-08-25,21.015649795532227
2010-08-26,21.06134796142578
2010-08-27,21.929704666137695
2010-08-30,20.985179901123047
2010-08-31,21.038494110107422
2010-09-01,22.24200439453125
2010-09-02,22.028722763061523
2010-09-03,22.744735717773438
2010-09-07,21.807825088500977
2010-09-08,21.88399887084961
2010-09-09,21.891611099243164
2010-09-10,21.944931030273438
2010-09-13,23.74258041381836
2010-09-14,23.224609375
2010-09-15,23.140819549560547
2010-09-16,22.958011627197266
2010-09-17,22.26485824584961
2010-09-20,22.82090187072754
2010-09-21,22.26485824584961
2010-09-22,21.86876106262207
2010-09-23,22.051576614379883
2010-09-24,22.706649780273438
2010-09-27,22.074430465698242
2010-09-28,22.24200439453125
2010-09-29,22.287704467773438
2010-09-30,22.188684463500977
2010-10-01,22.386730194091797
2010-10-04,21.77735710144043
2010-10-05,22.729496002197266
2010-10-06,22.021106719970703
2010-10-07,21.815444946289062
2010-10-08,21.952552795410156
2010-10-11,22.135360717773438
2010-10-12,22.15821647644043
2010-10-13,22.729496002197266
2010-10-14,23.308401107788086
2010-10-15,22.790435791015625
2010-10-18,23.308401107788086
2010-10-19,22.64571189880371
2010-10-20,22.775205612182617
2010-10-21,22.401960372924805
2010-10-22,22.226768493652344
