Date,APLE
2015-05-18,10.303009033203125
2015-05-19,10.760918617248535
2015-05-20,10.652166366577148
2015-05-21,10.446105003356934
2015-05-22,10.423205375671387
2015-05-26,10.440378189086914
2015-05-27,10.733904838562012
2015-05-28,10.659083366394043
2015-05-29,10.618796348571777
2015-06-01,10.636066436767578
2015-06-02,10.74542236328125
2015-06-03,10.895063400268555
2015-06-04,10.883549690246582
2015-06-05,10.854768753051758
2015-06-08,10.860526084899902
2015-06-09,10.877789497375488
2015-06-10,10.854768753051758
2015-06-11,10.854768753051758
2015-06-12,10.768442153930664
2015-06-15,10.820237159729004
2015-06-16,10.872038841247559
2015-06-17,10.952617645263672
2015-06-18,10.992904663085938
2015-06-19,10.849018096923828
2015-06-22,10.756927490234375
2015-06-23,10.797219276428223
2015-06-24,10.935347557067871
2015-06-25,10.906571388244629
2015-06-26,11.085936546325684
2015-06-29,10.912353515625
2015-06-30,10.918142318725586
2015-07-01,10.935498237609863
2015-07-02,10.889217376708984
2015-07-06,10.877635955810547
2015-07-07,10.779279708862305
2015-07-08,10.761922836303711
2015-07-09,10.808210372924805
2015-07-10,10.981788635253906
2015-07-13,10.854499816894531
2015-07-14,10.964430809020996
2015-07-15,10.964430809020996
2015-07-16,10.964430809020996
2015-07-17,10.952859878540039
2015-07-20,10.779279708862305
2015-07-21,10.605701446533203
2015-07-22,10.547843933105469
2015-07-23,10.316398620605469
2015-07-24,10.154394149780273
2015-07-27,10.16596508026123
2015-07-28,10.362690925598145
2015-07-29,10.455780029296875
2015-07-30,10.484879493713379
2015-07-31,10.554696083068848
2015-08-03,10.572153091430664
2015-08-04,10.484879493713379
2015-08-05,10.52560806274414
2015-08-06,10.426689147949219
2015-08-07,10.52560806274414
2015-08-10,10.444149017333984
2015-08-11,10.455780029296875
2015-08-12,10.438332557678223
2015-08-13,10.351054191589355
2015-08-14,10.455780029296875
2015-08-17,10.531418800354004
2015-08-18,10.455780029296875
2015-08-19,10.426689147949219
2015-08-20,10.368504524230957
2015-08-21,10.077583312988281
2015-08-24,9.664470672607422
2015-08-25,9.530643463134766
2015-08-26,9.868121147155762
2015-08-27,10.207594871520996
2015-08-28,10.412447929382324
2015-08-31,10.365618705749512
2015-09-01,10.190031051635742
2015-09-02,10.47097110748291
2015-09-03,10.482684135437012
2015-09-04,10.506091117858887
2015-09-08,11.103096961975098
2015-09-09,11.038716316223145
2015-09-10,11.114803314208984
2015-09-11,11.266979217529297
2015-09-14,11.343070030212402
2015-09-15,11.249420166015625
2015-09-16,11.3313627243042
2015-09-17,11.571333885192871
2015-09-18,11.06797981262207
2015-09-21,11.091392517089844
2015-09-22,10.839715957641602
2015-09-23,11.056278228759766
2015-09-24,10.886539459228516
2015-09-25,11.050420761108398
2015-09-28,10.938621520996094
2015-09-29,10.75621509552002
2015-09-30,10.92685317993164
2015-10-01,10.99746036529541
2015-10-02,10.962157249450684
2015-10-05,11.12103271484375
2015-10-06,11.079839706420898
2015-10-07,11.17398738861084
2015-10-08,11.138683319091797
2015-10-09,11.132798194885254
2015-10-12,11.12103271484375
2015-10-13,11.085722923278809
2015-10-14,11.079839706420898
2015-10-15,11.150450706481934
2015-10-16,11.16810131072998
2015-10-19,11.403465270996094
2015-10-20,11.462311744689941
2015-10-21,11.47407341003418
2015-10-22,11.591763496398926
2015-10-23,11.350515365600586
2015-10-26,11.432886123657227
2015-10-27,11.444662094116211
2015-10-28,11.734468460083008
2015-10-29,11.752211570739746
2015-10-30,11.663496971130371
2015-11-02,11.82319164276123
2015-11-03,11.81727123260498
2015-11-04,11.76404094696045
2015-11-05,11.781781196594238
2015-11-06,12.03610897064209
2015-11-09,12.11299991607666
2015-11-10,12.11299991607666
2015-11-11,11.82910442352295
2015-11-12,11.616179466247559
2015-11-13,11.622088432312012
2015-11-16,11.734468460083008
2015-11-17,11.586605072021484
2015-11-18,11.562947273254395
2015-11-19,11.539285659790039
2015-11-20,11.40916919708252
2015-11-23,11.562947273254395
2015-11-24,11.551121711730957
2015-11-25,11.527341842651367
2015-11-27,11.545173645019531
2015-11-30,11.592729568481445
2015-12-01,11.640296936035156
2015-12-02,11.503552436828613
2015-12-03,11.31926441192627
2015-12-04,12.026714324951172
2015-12-07,11.592729568481445
2015-12-08,11.527341842651367
2015-12-09,11.414388656616211
2015-12-10,11.503552436828613
2015-12-11,11.408437728881836
2015-12-14,11.967268943786621
2015-12-15,12.187233924865723
2015-12-16,12.19317626953125
2015-12-17,12.294244766235352
2015-12-18,12.240739822387695
2015-12-21,11.913765907287598
2015-12-22,11.81864070892334
2015-12-23,12.002939224243164
2015-12-24,11.854314804077148
2015-12-28,12.11589241027832
2015-12-29,12.252631187438965
2015-12-30,12.258606910705566
2015-12-31,11.930028915405273
2016-01-04,11.80457878112793
2016-01-05,11.88223648071289
2016-01-06,11.995746612548828
2016-01-07,11.720947265625
2016-01-08,11.452118873596191
2016-01-11,11.541722297668457
2016-01-12,11.55367374420166
2016-01-13,11.398346900939941
2016-01-14,11.165362358093262
2016-01-15,10.92043399810791
2016-01-19,10.31108283996582
2016-01-20,10.514199256896973
2016-01-21,10.645624160766602
2016-01-22,10.502254486083984
2016-01-25,10.400693893432617
2016-01-26,10.567964553833008
2016-01-27,10.508222579956055
2016-01-28,10.5978364944458
2016-01-29,10.988347053527832
2016-02-01,11.060441017150879
2016-02-02,11.01838207244873
2016-02-03,11.114508628845215
2016-02-04,11.330798149108887
2016-02-05,11.39087200164795
2016-02-08,11.37285041809082
2016-02-09,11.59514331817627
2016-02-10,11.661224365234375
2016-02-11,11.366842269897461
2016-02-12,11.601142883300781
2016-02-16,11.601142883300781
2016-02-17,11.8775053024292
2016-02-18,11.93758487701416
2016-02-19,11.81142520904541
2016-02-22,11.78138256072998
2016-02-23,11.769365310668945
2016-02-24,11.93758487701416
2016-02-25,12.00968074798584
2016-02-26,11.414902687072754
2016-02-29,11.481339454650879
2016-03-01,11.656494140625
2016-03-02,11.90411376953125
2016-03-03,11.988668441772461
2016-03-04,12.05510139465332
2016-03-07,12.018866539001465
2016-03-08,11.885992050170898
2016-03-09,12.006783485412598
2016-03-10,12.036983489990234
2016-03-11,12.061141014099121
2016-03-14,12.061141014099121
2016-03-15,11.831633567810059
2016-03-16,11.90411376953125
2016-03-17,12.024904251098633
2016-03-18,11.813518524169922
2016-03-21,11.837679862976074
2016-03-22,11.771238327026367
2016-03-23,11.63836669921875
2016-03-24,11.668566703796387
2016-03-28,11.753114700317383
2016-03-29,11.855791091918945
2016-03-30,11.965065956115723
2016-03-31,12.025775909423828
2016-04-01,11.910431861877441
2016-04-04,11.886148452758789
2016-04-05,11.704030990600586
2016-04-06,11.54620361328125
2016-04-07,11.400507926940918
2016-04-08,11.503702163696289
2016-04-11,11.527984619140625
2016-04-12,11.455140113830566
2016-04-13,11.673681259155273
2016-04-14,11.691890716552734
2016-04-15,11.704030990600586
2016-04-18,11.631182670593262
2016-04-19,11.716176986694336
2016-04-20,11.667609214782715
2016-04-21,11.345868110656738
2016-04-22,11.455140113830566
2016-04-25,11.44906997680664
2016-04-26,11.485494613647461
2016-04-27,11.491562843322754
2016-04-28,11.534284591674805
2016-04-29,11.552591323852539
2016-05-02,11.4061279296875
2016-05-03,11.47935962677002
2016-05-04,11.583104133605957
2016-05-05,11.522077560424805
2016-05-06,11.63802719116211
2016-05-09,11.723469734191895
2016-05-10,11.8943452835083
2016-05-11,11.662432670593262
2016-05-12,11.56479549407959
2016-05-13,11.534284591674805
2016-05-16,11.607522964477539
2016-05-17,11.369511604309082
2016-05-18,11.351202011108398
2016-05-19,11.052160263061523
2016-05-20,11.10708999633789
2016-05-23,11.100984573364258
2016-05-24,11.284070014953613
2016-05-25,11.412230491638184
2016-05-26,11.16201400756836
2016-05-27,11.253557205200195
2016-05-31,11.186058044433594
2016-06-01,11.321052551269531
2016-06-02,11.492857933044434
2016-06-03,11.492857933044434
2016-06-06,11.3762788772583
2016-06-07,11.370135307312012
2016-06-08,11.364001274108887
2016-06-09,11.321052551269531
2016-06-10,11.044928550720215
