Date,GOLF
2016-10-28,15.358879089355469
2016-10-31,14.896831512451172
2016-11-01,14.939611434936523
2016-11-02,14.939611434936523
2016-11-03,14.802711486816406
2016-11-04,15.239093780517578
2016-11-07,15.632686614990234
2016-11-08,15.607022285461426
2016-11-09,15.709699630737305
2016-11-10,15.684029579162598
2016-11-11,15.795260429382324
2016-11-14,15.863714218139648
2016-11-15,15.88082504272461
2016-11-16,15.932164192199707
2016-11-17,15.906494140625
2016-11-18,16.214527130126953
2016-11-21,16.2744197845459
2016-11-22,17.130069732666016
2016-11-23,17.326871871948242
2016-11-25,17.318313598632812
2016-11-28,17.258419036865234
2016-11-29,17.0787353515625
2016-11-30,17.0787353515625
2016-12-01,17.044496536254883
2016-12-02,16.599571228027344
2016-12-05,16.462665557861328
2016-12-06,16.257308959960938
2016-12-07,16.30865478515625
2016-12-08,16.58245849609375
2016-12-09,18.3450870513916
2016-12-12,18.404991149902344
2016-12-13,18.302310943603516
2016-12-14,17.326871871948242
2016-12-15,17.30120277404785
2016-12-16,16.36854362487793
2016-12-19,16.745033264160156
2016-12-20,16.81348419189453
2016-12-21,16.61668586730957
2016-12-22,16.659461975097656
2016-12-23,16.77925682067871
2016-12-27,16.625240325927734
2016-12-28,16.257308959960938
2016-12-29,16.531118392944336
2016-12-30,16.86482048034668
2017-01-03,16.685138702392578
2017-01-04,16.394214630126953
2017-01-05,16.188867568969727
2017-01-06,16.30009651184082
2017-01-09,16.847707748413086
2017-01-10,16.29153823852539
2017-01-11,16.76214599609375
2017-01-12,16.334318161010742
2017-01-13,16.146072387695312
2017-01-17,16.103296279907227
2017-01-18,16.531118392944336
2017-01-19,16.548233032226562
2017-01-20,16.531118392944336
2017-01-23,16.47122573852539
2017-01-24,16.56534194946289
2017-01-25,16.428442001342773
2017-01-26,16.15462875366211
2017-01-27,16.01772689819336
2017-01-30,15.726811408996582
2017-01-31,15.87226676940918
2017-02-01,15.83804702758789
2017-02-02,15.530009269714355
2017-02-03,15.281874656677246
2017-02-06,15.162077903747559
2017-02-07,15.127857208251953
2017-02-08,14.956729888916016
2017-02-09,15.23052978515625
2017-02-10,15.162077903747559
2017-02-13,15.127857208251953
2017-02-14,15.239093780517578
2017-02-15,15.410215377807617
2017-02-16,15.059404373168945
2017-02-17,15.093628883361816
2017-02-21,15.076519966125488
2017-02-22,15.025177001953125
2017-02-23,15.025177001953125
2017-02-24,14.990954399108887
2017-02-27,15.162077903747559
2017-02-28,14.982396125793457
2017-03-01,15.179195404052734
2017-03-02,15.127857208251953
2017-03-03,15.067960739135742
2017-03-06,15.170639991760254
2017-03-07,15.10218620300293
2017-03-08,15.39310359954834
2017-03-09,15.47011947631836
2017-03-10,15.444438934326172
2017-03-13,14.982396125793457
2017-03-14,14.913944244384766
2017-03-15,15.333213806152344
2017-03-16,15.658352851867676
2017-03-17,15.581345558166504
2017-03-20,15.521454811096191
2017-03-21,15.20486831665039
2017-03-22,15.504339218139648
2017-03-23,15.239093780517578
2017-03-24,15.196304321289062
2017-03-27,14.922501564025879
2017-03-28,14.623024940490723
2017-03-29,14.828377723693848
2017-03-30,14.725698471069336
2017-03-31,14.785597801208496
2017-04-03,14.768486976623535
2017-04-04,14.597355842590332
2017-04-05,14.725698471069336
