Date,STZ
2010-01-04,13.908288955688477
2010-01-05,13.73572826385498
2010-01-06,13.916914939880371
2010-01-07,13.778867721557617
2010-01-08,13.51140308380127
2010-01-11,13.537283897399902
2010-01-12,13.502771377563477
2010-01-13,13.727095603942871
2010-01-14,14.089470863342285
2010-01-15,14.15849781036377
2010-01-19,14.512243270874023
2010-01-20,14.520870208740234
2010-01-21,14.486361503601074
2010-01-22,14.331055641174316
2010-01-25,14.331055641174316
2010-01-26,14.167123794555664
2010-01-27,14.098100662231445
2010-01-28,13.951427459716797
2010-01-29,13.873775482177734
2010-02-01,14.003196716308594
2010-02-02,14.141241073608398
2010-02-03,14.07221508026123
2010-02-04,13.330211639404297
2010-02-05,13.226675987243652
2010-02-08,12.881560325622559
2010-02-09,13.114516258239746
2010-02-10,13.054116249084473
2010-02-11,13.364725112915039
2010-02-12,13.2525634765625
2010-02-16,13.468257904052734
2010-02-17,13.528656959533691
2010-02-18,13.451004028320312
2010-02-19,13.459630012512207
2010-02-22,13.399235725402832
2010-02-23,13.131769180297852
2010-02-24,12.959213256835938
2010-02-25,12.79527759552002
2010-02-26,12.976469039916992
2010-03-01,13.166281700134277
2010-03-02,13.347465515136719
2010-03-03,13.312959671020508
2010-03-04,13.433749198913574
2010-03-05,13.640822410583496
2010-03-08,13.614934921264648
2010-03-09,13.640822410583496
2010-03-10,13.476889610290527
2010-03-11,13.658074378967285
2010-03-12,13.899659156799316
2010-03-15,13.916914939880371
2010-03-16,13.951427459716797
2010-03-17,14.011822700500488
2010-03-18,13.968682289123535
2010-03-19,13.8047513961792
2010-03-22,13.899659156799316
2010-03-23,14.123987197875977
2010-03-24,13.99456787109375
2010-03-25,13.960052490234375
2010-03-26,13.81338119506836
2010-03-29,14.07221508026123
2010-03-30,14.167123794555664
2010-03-31,14.184380531311035
2010-04-01,14.236150741577148
2010-04-05,14.382823944091797
2010-04-06,14.667543411254883
2010-04-07,14.529497146606445
2010-04-08,14.538125038146973
2010-04-09,14.17575454711914
2010-04-12,14.796964645385742
2010-04-13,14.727943420410156
2010-04-14,14.891877174377441
2010-04-15,14.90912914276123
2010-04-16,14.684804916381836
2010-04-19,15.176594734191895
2010-04-20,15.711532592773438
2010-04-21,15.763299942016602
2010-04-22,15.797815322875977
2010-04-23,15.823699951171875
2010-04-26,15.884085655212402
2010-04-27,15.651132583618164
2010-04-28,15.694278717041016
2010-04-29,16.00487518310547
2010-04-30,15.763299942016602
2010-05-03,16.04802703857422
2010-05-04,15.797815322875977
2010-05-05,15.625250816345215
2010-05-06,15.2628812789917
2010-05-07,14.417335510253906
2010-05-10,15.021294593811035
2010-05-11,15.09031867980957
2010-05-12,15.625250816345215
2010-05-13,15.564855575561523
2010-05-14,15.357786178588867
2010-05-17,15.418182373046875
2010-05-18,15.31464958190918
2010-05-19,14.978154182434082
2010-05-20,14.17575454711914
2010-05-21,14.063590049743652
2010-05-24,14.089470863342285
2010-05-25,13.632193565368652
2010-05-26,13.873775482177734
2010-05-27,14.408709526062012
2010-05-28,14.37419605255127
2010-06-01,13.908288955688477
2010-06-02,14.167123794555664
2010-06-03,14.193007469177246
2010-06-04,13.683961868286133
2010-06-07,13.589054107666016
2010-06-08,13.8047513961792
2010-06-09,13.839262008666992
2010-06-10,14.167123794555664
2010-06-11,14.546757698059082
2010-06-14,14.615781784057617
2010-06-15,14.486361503601074
2010-06-16,14.35694408416748
2010-06-17,14.123987197875977
2010-06-18,14.063590049743652
2010-06-21,14.080845832824707
2010-06-22,14.003196716308594
2010-06-23,13.99456787109375
2010-06-24,13.85651969909668
2010-06-25,13.81338119506836
2010-06-28,13.76161003112793
2010-06-29,13.312959671020508
2010-06-30,13.476889610290527
2010-07-01,13.416491508483887
2010-07-02,13.278447151184082
2010-07-06,13.459630012512207
2010-07-07,13.839262008666992
2010-07-08,13.847892761230469
2010-07-09,13.865143775939941
2010-07-12,13.865143775939941
2010-07-13,14.115361213684082
2010-07-14,14.123987197875977
2010-07-15,14.210267066955566
2010-07-16,14.098100662231445
2010-07-19,14.253406524658203
2010-07-20,14.434592247009277
2010-07-21,14.26203441619873
2010-07-22,14.555386543273926
2010-07-23,14.719311714172363
2010-07-26,14.848732948303223
2010-07-27,14.935016632080078
2010-07-28,14.736573219299316
2010-07-29,14.727943420410156
2010-07-30,14.719311714172363
2010-08-02,15.029919624328613
2010-08-03,14.94364070892334
2010-08-04,15.142085075378418
2010-08-05,14.935016632080078
2010-08-06,14.883245468139648
2010-08-09,14.98678207397461
2010-08-10,14.978154182434082
2010-08-11,14.581273078918457
2010-08-12,14.589896202087402
2010-08-13,14.408709526062012
2010-08-16,14.227519989013672
2010-08-17,14.555386543273926
2010-08-18,14.538125038146973
2010-08-19,14.391449928283691
2010-08-20,14.37419605255127
2010-08-23,14.391449928283691
2010-08-24,14.331055641174316
2010-08-25,14.451850891113281
2010-08-26,14.391449928283691
2010-08-27,14.529497146606445
2010-08-30,14.279290199279785
2010-08-31,14.37419605255127
2010-09-01,14.633033752441406
2010-09-02,14.883245468139648
2010-09-03,15.021294593811035
2010-09-07,14.805597305297852
2010-09-08,14.641664505004883
2010-09-09,14.710688591003418
2010-09-10,14.736573219299316
2010-09-13,14.865994453430176
2010-09-14,15.09031867980957
2010-09-15,15.271509170532227
2010-09-16,15.297385215759277
2010-09-17,15.495833396911621
2010-09-20,15.737412452697754
2010-09-21,15.659765243530273
2010-09-22,15.625250816345215
2010-09-23,15.383671760559082
2010-09-24,15.625250816345215
2010-09-27,15.504461288452148
2010-09-28,15.39229965209961
2010-09-29,15.331904411315918
2010-09-30,15.2628812789917
2010-10-01,15.331904411315918
2010-10-04,15.236997604370117
2010-10-05,15.323269844055176
2010-10-06,15.978996276855469
2010-10-07,16.099794387817383
2010-10-08,16.142934799194336
2010-10-11,16.488048553466797
2010-10-12,16.401769638061523
2010-10-13,16.4621639251709
2010-10-14,16.410396575927734
2010-10-15,16.410396575927734
2010-10-18,16.746885299682617
2010-10-19,16.453536987304688
2010-10-20,16.660612106323242
2010-10-21,16.677858352661133
2010-10-22,16.643352508544922
2010-10-25,16.824539184570312
2010-10-26,16.69512176513672
2010-10-27,16.358627319335938
2010-10-28,16.427654266357422
2010-10-29,17.02298355102539
2010-11-01,16.953960418701172
2010-11-02,16.841794967651367
2010-11-03,16.850421905517578
2010-11-04,17.212800979614258
2010-11-05,17.316335678100586
2010-11-08,17.290447235107422
2010-11-09,17.169660568237305
2010-11-10,17.16103172302246
2010-11-11,17.39398193359375
2010-11-12,17.12652015686035
2010-11-15,17.523405075073242
2010-11-16,16.953960418701172
2010-11-17,17.152402877807617
2010-11-18,17.92892074584961
2010-11-19,17.894405364990234
2010-11-22,17.911664962768555
2010-11-23,17.730472564697266
2010-11-24,18.127365112304688
2010-11-26,17.885778427124023
2010-11-29,17.885778427124023
2010-11-30,17.782243728637695
2010-12-01,18.187761306762695
2010-12-02,18.386205673217773
2010-12-03,18.808977127075195
2010-12-06,18.679550170898438
2010-12-07,18.55013084411621
2010-12-08,18.524248123168945
2010-12-09,18.601896286010742
