Date,FSBC
2021-05-04,17.727930068969727
2021-05-05,21.4951171875
2021-05-06,21.57489013671875
2021-05-07,22.071269989013672
2021-05-10,22.603107452392578
2021-05-11,22.8247127532959
2021-05-12,21.97376823425293
2021-05-13,22.10672950744629
2021-05-14,22.088998794555664
2021-05-17,23.046306610107422
2021-05-18,22.984264373779297
2021-05-19,23.312225341796875
2021-05-20,23.71110725402832
2021-05-21,23.57814598083496
2021-05-24,23.303361892700195
2021-05-25,23.329954147338867
2021-05-26,23.010852813720703
2021-05-27,23.001989364624023
2021-05-28,23.347681045532227
2021-06-01,22.8247127532959
2021-06-02,22.159912109375
2021-06-03,21.78762435913086
2021-06-04,22.26628303527832
2021-06-07,23.0551700592041
2021-06-08,22.886760711669922
2021-06-09,22.78038787841797
2021-06-10,23.47178077697754
2021-06-11,24.127708435058594
2021-06-14,24.17203140258789
2021-06-15,24.44681739807129
2021-06-16,24.287260055541992
2021-06-17,24.189760208129883
2021-06-18,22.993125915527344
2021-06-21,23.40086555480957
2021-06-22,23.826337814331055
2021-06-23,23.684511184692383
2021-06-24,23.968158721923828
2021-06-25,23.22358512878418
2021-06-28,22.771530151367188
2021-06-29,21.761032104492188
2021-06-30,21.406475067138672
2021-07-01,21.70785140991211
2021-07-02,21.548297882080078
2021-07-06,21.326696395874023
2021-07-07,21.357725143432617
2021-07-08,21.184873580932617
2021-07-09,21.282379150390625
2021-07-12,21.407255172729492
2021-07-13,21.719444274902344
2021-07-14,21.78188133239746
2021-07-15,22.0227108001709
2021-07-16,21.541051864624023
2021-07-19,21.37157440185547
2021-07-20,21.603485107421875
2021-07-21,21.407255172729492
2021-07-22,20.907752990722656
2021-07-23,21.11290168762207
2021-07-26,21.291296005249023
2021-07-27,21.2466983795166
2021-07-28,21.764039993286133
2021-07-29,21.719444274902344
2021-07-30,21.737281799316406
2021-08-02,21.764039993286133
2021-08-03,21.808639526367188
2021-08-04,21.318056106567383
2021-08-05,21.648088455200195
2021-08-06,21.777423858642578
2021-08-09,22.111907958984375
2021-08-10,22.147584915161133
2021-08-11,22.3884220123291
2021-08-12,22.299226760864258
2021-08-13,22.156511306762695
2021-08-16,22.361663818359375
2021-08-17,22.299226760864258
2021-08-18,22.201107025146484
2021-08-19,22.102989196777344
2021-08-20,22.210025787353516
2021-08-23,21.98703384399414
2021-08-24,21.335895538330078
2021-08-25,21.005870819091797
2021-08-26,21.273460388183594
2021-08-27,21.335895538330078
2021-08-30,21.326980590820312
2021-08-31,21.300216674804688
2021-09-01,21.26453971862793
2021-09-02,20.93450927734375
2021-09-03,21.166425704956055
2021-09-07,21.08614730834961
2021-09-08,21.05047035217285
2021-09-09,21.148582458496094
2021-09-10,20.952348709106445
2021-09-13,21.291296005249023
2021-09-14,20.782875061035156
2021-09-15,20.925594329833984
2021-09-16,20.729360580444336
2021-09-17,20.622323989868164
2021-09-20,19.989028930664062
2021-09-21,19.8463134765625
2021-09-22,20.586645126342773
2021-09-23,20.649078369140625
2021-09-24,20.88099479675293
2021-09-27,21.211021423339844
2021-09-28,21.121826171875
2021-09-29,21.398340225219727
2021-09-30,21.353736877441406
2021-10-01,21.612407684326172
2021-10-04,21.434017181396484
2021-10-05,22.004873275756836
2021-10-06,21.933517456054688
2021-10-07,22.290302276611328
2021-10-08,22.254413604736328
2021-10-11,21.99418067932129
2021-10-12,22.012126922607422
2021-10-13,22.48772621154785
2021-10-14,22.783849716186523
2021-10-15,22.514646530151367
2021-10-18,22.801795959472656
2021-10-19,22.783849716186523
2021-10-20,22.873584747314453
2021-10-21,22.523616790771484
2021-10-22,22.532588958740234
2021-10-25,22.568485260009766
2021-10-26,22.855640411376953
2021-10-27,23.09792709350586
2021-10-28,23.779916763305664
2021-10-29,24.60548210144043
2021-11-01,24.54266929626465
2021-11-02,24.54266929626465
2021-11-03,24.89263343811035
2021-11-04,24.847768783569336
2021-11-05,24.45292854309082
2021-11-08,24.829822540283203
2021-11-09,24.847768783569336
2021-11-10,24.9554500579834
2021-11-11,25.48488426208496
2021-11-12,25.34130859375
2021-11-15,25.440021514892578
2021-11-16,26.023298263549805
2021-11-17,26.247644424438477
2021-11-18,27.279600143432617
2021-11-19,27.68341064453125
2021-11-22,26.63350486755371
2021-11-23,27.001422882080078
2021-11-24,26.63350486755371
2021-11-26,26.48992919921875
2021-11-29,27.988510131835938
2021-11-30,26.642478942871094
2021-12-01,26.023298263549805
2021-12-02,26.768108367919922
2021-12-03,26.956552505493164
2021-12-06,28.643579483032227
2021-12-07,28.598712921142578
