Date,NHC
2010-01-04,23.447362899780273
2010-01-05,22.97651481628418
2010-01-06,22.524730682373047
2010-01-07,22.46111488342285
2010-01-08,22.760168075561523
2010-01-11,23.218292236328125
2010-01-12,23.358278274536133
2010-01-13,23.6637020111084
2010-01-14,23.67005729675293
2010-01-15,23.797327041625977
2010-01-19,23.84187126159668
2010-01-20,23.701875686645508
2010-01-21,22.881059646606445
2010-01-22,22.302032470703125
2010-01-25,22.26386070251465
2010-01-26,22.429298400878906
2010-01-27,22.931964874267578
2010-01-28,22.62019157409668
2010-01-29,23.36463737487793
2010-02-01,23.415552139282227
2010-02-02,23.2564697265625
2010-02-03,22.79197883605957
2010-02-04,22.658353805541992
2010-02-05,22.7410831451416
2010-02-08,22.200233459472656
2010-02-09,22.505651473999023
2010-02-10,22.7474422454834
2010-02-11,22.887426376342773
2010-02-12,22.900156021118164
2010-02-16,23.19284439086914
2010-02-17,23.28192901611328
2010-02-18,23.57461166381836
2010-02-19,23.797327041625977
2010-02-22,23.606447219848633
2010-02-23,23.708234786987305
2010-02-24,23.860950469970703
2010-02-25,23.650970458984375
2010-02-26,23.4091796875
2010-03-01,23.829133987426758
2010-03-02,24.20454978942871
2010-03-03,24.058202743530273
2010-03-04,23.30738067626953
2010-03-05,22.893779754638672
2010-03-08,22.65199851989746
2010-03-09,22.594728469848633
2010-03-10,22.435659408569336
2010-03-11,22.53746795654297
2010-03-12,22.49292755126953
2010-03-15,22.62019157409668
2010-03-16,22.62019157409668
2010-03-17,22.900156021118164
2010-03-18,22.499286651611328
2010-03-19,22.696529388427734
2010-03-22,22.881059646606445
2010-03-23,22.65199851989746
2010-03-24,22.61381721496582
2010-03-25,22.435659408569336
2010-03-26,22.47383689880371
2010-03-29,22.467418670654297
2010-03-30,22.30716896057129
2010-03-31,22.678958892822266
2010-04-01,22.544342041015625
2010-04-05,22.980234146118164
2010-04-06,22.839216232299805
2010-04-07,22.832801818847656
2010-04-08,22.6917781829834
2010-04-09,22.56998634338379
2010-04-12,22.576387405395508
2010-04-13,22.871261596679688
2010-04-14,23.050739288330078
2010-04-15,23.037927627563477
2010-04-16,22.666135787963867
2010-04-19,22.749475479125977
2010-04-20,22.95459747314453
2010-04-21,22.9674129486084
2010-04-22,22.717418670654297
2010-04-23,22.826383590698242
2010-04-26,22.787939071655273
2010-04-27,22.95459747314453
2010-04-28,22.787939071655273
2010-04-29,22.787939071655273
2010-04-30,22.666135787963867
2010-05-03,22.807159423828125
2010-05-04,22.582807540893555
2010-05-05,22.576387405395508
2010-05-06,22.0892276763916
2010-05-07,22.12769317626953
2010-05-10,22.871261596679688
2010-05-11,22.89690399169922
2010-05-12,22.787939071655273
2010-05-13,22.723827362060547
2010-05-14,22.749475479125977
2010-05-17,22.787939071655273
2010-05-18,22.723827362060547
2010-05-19,22.69818115234375
2010-05-20,22.42896270751953
2010-05-21,22.505887985229492
2010-05-24,22.3520450592041
2010-05-25,22.19819450378418
2010-05-26,21.95461654663086
2010-05-27,22.755882263183594
2010-05-28,22.37128257751465
2010-06-01,22.08281898498535
2010-06-02,22.3520450592041
2010-06-03,22.44818878173828
2010-06-04,22.050765991210938
2010-06-07,21.95461654663086
2010-06-08,21.653345108032227
2010-06-09,21.31361198425293
2010-06-10,21.634113311767578
2010-06-11,21.73667335510254
2010-06-14,22.166147232055664
2010-06-15,22.672548294067383
2010-06-16,22.659719467163086
2010-06-17,22.666135787963867
2010-06-18,22.63408851623535
2010-06-21,22.659719467163086
2010-06-22,22.486658096313477
2010-06-23,22.627687454223633
2010-06-24,22.493059158325195
2010-06-25,22.755882263183594
2010-06-28,22.90448760986328
2010-06-29,22.82694435119629
2010-06-30,22.264835357666016
2010-07-01,22.44574737548828
2010-07-02,21.89010238647461
2010-07-06,21.825483322143555
2010-07-07,22.045162200927734
2010-07-08,22.381145477294922
2010-07-09,22.465137481689453
2010-07-12,22.21961212158203
2010-07-13,22.665422439575195
2010-07-14,22.47159194946289
2010-07-15,22.277761459350586
2010-07-16,21.864253997802734
2010-07-19,22.193767547607422
2010-07-20,22.35529327392578
2010-07-21,21.909486770629883
2010-07-22,22.542665481567383
2010-07-23,22.6783447265625
2010-07-26,22.5878963470459
2010-07-27,22.529748916625977
2010-07-28,22.516822814941406
2010-07-29,22.368221282958984
2010-07-30,22.56204605102539
2010-08-02,22.490976333618164
2010-08-03,22.432825088500977
