Date,RGLD
2010-01-04,39.89653778076172
2010-01-05,39.788482666015625
2010-01-06,40.51991271972656
2010-01-07,40.204078674316406
2010-01-08,41.26795959472656
2010-01-11,41.57552719116211
2010-01-12,40.26224899291992
2010-01-13,40.55316162109375
2010-01-14,39.92979049682617
2010-01-15,39.23989486694336
2010-01-19,39.63056182861328
2010-01-20,38.40040588378906
2010-01-21,36.621707916259766
2010-01-22,36.987396240234375
2010-01-25,36.87935256958008
2010-01-26,36.463768005371094
2010-01-27,36.6383171081543
2010-01-28,36.339088439941406
2010-01-29,35.42481231689453
2010-02-01,36.86273193359375
2010-02-02,36.37235641479492
2010-02-03,36.122982025146484
2010-02-04,34.80140686035156
2010-02-05,36.89598083496094
2010-02-08,35.316734313964844
2010-02-09,36.322471618652344
2010-02-10,35.94013214111328
2010-02-11,36.61337661743164
2010-02-12,36.322471618652344
2010-02-16,36.887657165527344
2010-02-17,36.621707916259766
2010-02-18,36.57181930541992
2010-02-19,37.1037712097168
2010-02-22,36.58012390136719
2010-02-23,35.57441329956055
2010-02-24,35.68246841430664
2010-02-25,36.65494155883789
2010-02-26,37.353118896484375
2010-03-01,37.785335540771484
2010-03-02,38.94899368286133
2010-03-03,38.658084869384766
2010-03-04,38.44197082519531
2010-03-05,38.72456741333008
2010-03-08,38.466915130615234
2010-03-09,38.267425537109375
2010-03-10,37.42792892456055
2010-03-11,37.968204498291016
2010-03-12,37.80197525024414
2010-03-15,38.02637481689453
2010-03-16,39.106910705566406
2010-03-17,39.33132553100586
2010-03-18,40.162513732910156
2010-03-19,39.90485382080078
2010-03-22,39.32301712036133
2010-03-23,39.61392593383789
2010-03-24,38.02637481689453
2010-03-25,37.137020111083984
2010-03-26,38.126129150390625
2010-03-29,38.425350189208984
2010-03-30,37.89235305786133
2010-03-31,38.483646392822266
2010-04-01,40.84048080444336
2010-04-05,41.70656204223633
2010-04-06,41.54002380371094
2010-04-07,42.206260681152344
2010-04-08,42.4477653503418
2010-04-09,42.889156341552734
2010-04-12,42.747581481933594
2010-04-13,41.34846115112305
2010-04-14,41.148597717285156
2010-04-15,40.873783111572266
2010-04-16,40.0076789855957
2010-04-19,39.73284149169922
2010-04-20,39.35808563232422
2010-04-21,39.624576568603516
2010-04-22,40.03264617919922
2010-04-23,40.757198333740234
2010-04-26,40.265838623046875
2010-04-27,40.532318115234375
2010-04-28,41.94807815551758
2010-04-29,42.45610427856445
2010-04-30,42.62265396118164
2010-05-03,42.41445541381836
2010-05-04,40.965396881103516
2010-05-05,40.582298278808594
2010-05-06,41.914794921875
2010-05-07,40.89042282104492
2010-05-10,41.29850387573242
2010-05-11,42.847511291503906
2010-05-12,43.58869934082031
2010-05-13,43.397159576416016
2010-05-14,43.197296142578125
2010-05-17,42.62265396118164
2010-05-18,42.4477653503418
2010-05-19,41.30683517456055
2010-05-20,39.6079216003418
2010-05-21,39.757835388183594
2010-05-24,40.23253631591797
2010-05-25,41.64826965332031
2010-05-26,41.33182144165039
2010-05-27,42.239566802978516
2010-05-28,41.756534576416016
2010-06-01,40.532318115234375
2010-06-02,41.981407165527344
2010-06-03,41.05699157714844
2010-06-04,40.94873046875
2010-06-07,41.906455993652344
2010-06-08,42.464439392089844
2010-06-09,42.522735595703125
2010-06-10,42.755897521972656
2010-06-11,43.03907012939453
2010-06-14,42.556034088134766
2010-06-15,43.763580322265625
2010-06-16,43.53874206542969
2010-06-17,44.43815994262695
2010-06-18,44.7962532043457
2010-06-21,44.4298210144043
2010-06-22,42.705928802490234
2010-06-23,40.4990234375
2010-06-24,40.37409210205078
2010-06-25,41.473388671875
2010-06-28,41.123619079589844
2010-06-29,40.47403335571289
2010-06-30,40.048519134521484
2010-07-01,38.3214225769043
2010-07-02,37.99604034423828
2010-07-06,37.48707962036133
2010-07-07,38.11284255981445
2010-07-08,37.65395736694336
2010-07-09,38.09617233276367
2010-07-12,37.42033004760742
2010-07-13,37.3118782043457
2010-07-14,37.04487228393555
2010-07-15,37.170040130615234
2010-07-16,36.560951232910156
2010-07-19,35.99361038208008
2010-07-20,36.61102294921875
2010-07-21,36.26895523071289
2010-07-22,36.65273666381836
2010-07-23,36.777889251708984
2010-07-26,36.51923751831055
2010-07-27,35.726619720458984
2010-07-28,35.97692108154297
2010-07-29,36.28562927246094
2010-07-30,36.81960678100586
2010-08-02,36.89470291137695
2010-08-03,37.520450592041016
2010-08-04,38.08781814575195
2010-08-05,38.24633026123047
2010-08-06,39.01393508911133
2010-08-09,38.66350173950195
2010-08-10,38.805355072021484
2010-08-11,38.1545524597168
2010-08-12,38.71356964111328
2010-08-13,38.21295166015625
2010-08-16,39.02227783203125
2010-08-17,39.14741897583008
2010-08-18,39.948387145996094
2010-08-19,40.6575927734375
2010-08-20,40.79108810424805
2010-08-23,40.08189392089844
2010-08-24,39.6563720703125
2010-08-25,40.88286209106445
2010-08-26,40.932926177978516
2010-08-27,41.5420036315918
2010-08-30,40.699302673339844
2010-08-31,40.94127655029297
2010-09-01,40.77440643310547
2010-09-02,40.89120864868164
2010-09-03,40.89120864868164
2010-09-07,41.333404541015625
2010-09-08,41.06642150878906
2010-09-09,40.33220672607422
2010-09-10,40.27379608154297
2010-09-13,40.549137115478516
2010-09-14,42.10100555419922
2010-09-15,41.667152404785156
2010-09-16,42.45976638793945
2010-09-17,42.05928421020508
2010-09-20,42.05094528198242
2010-09-21,42.07598114013672
2010-09-22,42.29289627075195
2010-09-23,41.60040283203125
2010-09-24,41.775611877441406
2010-09-27,41.158206939697266
2010-09-28,42.35129165649414
2010-09-29,41.8748893737793
2010-09-30,41.65757751464844
2010-10-01,42.108917236328125
2010-10-04,41.65757751464844
2010-10-05,42.267730712890625
2010-10-06,42.92802810668945
2010-10-07,41.37338638305664
2010-10-08,41.65757751464844
2010-10-11,41.74116134643555
2010-10-12,41.71608352661133
2010-10-13,42.20922088623047
2010-10-14,42.050418853759766
2010-10-15,41.5906982421875
2010-10-18,41.86652755737305
2010-10-19,40.303531646728516
2010-10-20,40.545921325683594
2010-10-21,39.64323425292969
2010-10-22,39.860565185546875
2010-10-25,40.37876892089844
2010-10-26,40.746517181396484
2010-10-27,40.31189727783203
2010-10-28,40.955482482910156
2010-10-29,41.38174819946289
2010-11-01,41.25638961791992
2010-11-02,41.84980392456055
2010-11-03,42.06713104248047
2010-11-04,43.053401947021484
2010-11-05,43.17878341674805
2010-11-08,44.63311004638672
2010-11-09,42.7943000793457
2010-11-10,43.57997512817383
2010-11-11,43.98116683959961
2010-11-12,43.371009826660156
2010-11-15,42.49341583251953
2010-11-16,41.89160919189453
2010-11-17,41.507118225097656
2010-11-18,42.08384323120117
2010-11-19,42.35129928588867
2010-11-22,43.04505920410156
2010-11-23,43.01161193847656
2010-11-24,42.83610534667969
2010-11-26,42.83610534667969
2010-11-29,42.44324493408203
2010-11-30,43.061771392822266
2010-12-01,43.55489730834961
2010-12-02,43.27907943725586
2010-12-03,44.04804992675781
