Date,PRDO
2010-01-04,22.208431243896484
2010-01-05,22.198902130126953
2010-01-06,22.59905433654785
2010-01-07,22.999204635620117
2010-01-08,23.351720809936523
2010-01-11,23.332666397094727
2010-01-12,23.037317276000977
2010-01-13,22.9039363861084
2010-01-14,23.094480514526367
2010-01-15,22.570472717285156
2010-01-19,22.398977279663086
2010-01-20,21.99882698059082
2010-01-21,22.398977279663086
2010-01-22,22.313232421875
2010-01-25,22.01788330078125
2010-01-26,21.91307830810547
2010-01-27,22.5133056640625
2010-01-28,21.770170211791992
2010-01-29,20.722148895263672
2010-02-01,20.579240798950195
2010-02-02,20.550657272338867
2010-02-03,20.350584030151367
2010-02-04,19.99806785583496
2010-02-05,19.91231918334961
2010-02-08,19.807519912719727
2010-02-09,19.969484329223633
2010-02-10,20.036178588867188
2010-02-11,20.160036087036133
2010-02-12,20.531604766845703
2010-02-16,20.884119033813477
2010-02-17,21.789226531982422
2010-02-18,24.77130889892578
2010-02-19,25.085710525512695
2010-02-22,25.638303756713867
2010-02-23,25.03807830810547
2010-02-24,26.16231346130371
2010-02-25,26.171838760375977
2010-02-26,26.505298614501953
2010-03-01,27.72481346130371
2010-03-02,27.067415237426758
2010-03-03,27.648588180541992
2010-03-04,28.048742294311523
2010-03-05,28.991958618164062
2010-03-08,28.84904670715332
2010-03-09,28.668025970458984
2010-03-10,28.506061553955078
2010-03-11,28.534639358520508
2010-03-12,29.239669799804688
2010-03-15,29.430217742919922
2010-03-16,29.897066116333008
2010-03-17,30.468708038330078
2010-03-18,30.926025390625
2010-03-19,30.163829803466797
2010-03-22,31.05940818786621
2010-03-23,31.364288330078125
2010-03-24,30.94508171081543
2010-03-25,31.05940818786621
2010-03-26,30.44965362548828
2010-03-29,30.897443771362305
2010-03-30,30.70689582824707
2010-03-31,30.144775390625
2010-04-01,29.9447021484375
2010-04-05,30.573509216308594
2010-04-06,30.76405906677246
2010-04-07,30.42107391357422
2010-04-08,29.668405532836914
2010-04-09,30.20194435119629
2010-04-12,29.954227447509766
2010-04-13,31.964515686035156
2010-04-14,31.612003326416016
2010-04-15,31.45956039428711
2010-04-16,31.411924362182617
2010-04-19,31.60247039794922
2010-04-20,32.193172454833984
2010-04-21,34.012916564941406
2010-04-22,33.231658935546875
2010-04-23,32.488525390625
2010-04-26,31.888301849365234
2010-04-27,31.373817443847656
2010-04-28,31.831125259399414
2010-04-29,27.896305084228516
2010-04-30,27.886775970458984
2010-05-03,28.81093978881836
2010-05-04,28.07732391357422
2010-05-05,28.582279205322266
2010-05-06,28.448896408081055
2010-05-07,27.562843322753906
2010-05-10,28.582279205322266
2010-05-11,28.687082290649414
2010-05-12,29.858951568603516
2010-05-13,29.1539249420166
2010-05-14,27.467567443847656
2010-05-17,30.163829803466797
2010-05-18,28.334569931030273
2010-05-19,29.220617294311523
2010-05-20,27.829612731933594
2010-05-21,27.70575523376465
2010-05-24,27.915359497070312
2010-05-25,27.562843322753906
2010-05-26,26.30522346496582
2010-05-27,26.70537757873535
2010-05-28,26.676794052124023
2010-06-01,26.171838760375977
2010-06-02,26.934032440185547
2010-06-03,26.295698165893555
2010-06-04,25.54302978515625
2010-06-07,24.31399154663086
2010-06-08,25.01902198791504
2010-06-09,24.742727279663086
2010-06-10,24.933273315429688
2010-06-11,25.704998016357422
2010-06-14,24.961856842041016
2010-06-15,25.638303756713867
2010-06-16,25.714523315429688
2010-06-17,25.914600372314453
2010-06-18,25.72405242919922
2010-06-21,25.476335525512695
2010-06-22,24.666501998901367
2010-06-23,25.14287757873535
2010-06-24,24.504539489746094
2010-06-25,23.542268753051758
2010-06-28,23.580381393432617
2010-06-29,22.370397567749023
2010-06-30,21.93213653564453
2010-07-01,21.065139770507812
2010-07-02,20.569713592529297
2010-07-06,21.141357421875
2010-07-07,22.046463012695312
2010-07-08,22.970626831054688
2010-07-09,23.72329330444336
2010-07-12,23.018260955810547
2010-07-13,23.61849021911621
