Date,BTDR
2021-07-28,10.0
2021-07-29,9.699999809265137
2021-07-30,9.710000038146973
2021-08-02,9.850000381469727
2021-08-03,9.75
2021-08-04,9.75
2021-08-05,9.760000228881836
2021-08-06,9.75
2021-08-09,9.770000457763672
2021-08-10,9.75
2021-08-11,9.739999771118164
2021-08-12,9.75
2021-08-13,9.767999649047852
2021-08-16,9.779999732971191
2021-08-17,9.779999732971191
2021-08-18,9.779999732971191
2021-08-19,9.770000457763672
2021-08-20,9.789999961853027
2021-08-23,9.770000457763672
2021-08-24,9.779999732971191
2021-08-25,9.789999961853027
2021-08-26,9.800000190734863
2021-08-27,9.890000343322754
2021-08-30,9.890000343322754
2021-08-31,9.869999885559082
2021-09-01,9.869999885559082
2021-09-02,9.869999885559082
2021-09-03,9.890000343322754
2021-09-07,9.890000343322754
2021-09-08,9.890000343322754
2021-09-09,9.890000343322754
2021-09-10,9.901000022888184
2021-09-13,9.930000305175781
2021-09-14,9.829999923706055
2021-09-15,9.829999923706055
2021-09-16,9.899999618530273
2021-09-17,9.920000076293945
2021-09-20,9.920000076293945
2021-09-21,9.920000076293945
2021-09-22,9.920000076293945
2021-09-23,9.920000076293945
2021-09-24,9.920000076293945
2021-09-27,9.90999984741211
2021-09-28,9.90999984741211
2021-09-29,9.890000343322754
2021-09-30,9.899999618530273
2021-10-01,9.899999618530273
2021-10-04,9.890000343322754
2021-10-05,9.90999984741211
2021-10-06,9.90999984741211
2021-10-07,9.90999984741211
2021-10-08,9.899999618530273
2021-10-11,9.899999618530273
2021-10-12,9.899999618530273
2021-10-13,9.930000305175781
2021-10-14,9.930000305175781
2021-10-15,9.9399995803833
2021-10-18,9.9399995803833
2021-10-19,9.920000076293945
2021-10-20,9.930000305175781
2021-10-21,9.960000038146973
2021-10-22,9.960000038146973
2021-10-25,9.9399995803833
2021-10-26,9.949999809265137
2021-10-27,9.949999809265137
2021-10-28,9.949999809265137
2021-10-29,9.920000076293945
2021-11-01,9.920000076293945
2021-11-02,9.920000076293945
2021-11-03,9.958999633789062
2021-11-04,9.949999809265137
2021-11-05,9.949999809265137
2021-11-08,9.960000038146973
2021-11-09,9.960000038146973
2021-11-10,9.960000038146973
2021-11-11,10.0
2021-11-12,9.970000267028809
2021-11-15,9.989999771118164
2021-11-16,10.0
2021-11-17,9.970000267028809
2021-11-18,10.390000343322754
2021-11-19,10.34000015258789
2021-11-22,10.40999984741211
2021-11-23,10.25
2021-11-24,10.239999771118164
2021-11-26,10.270000457763672
2021-11-29,10.239999771118164
2021-11-30,10.239999771118164
2021-12-01,10.279999732971191
2021-12-02,10.180000305175781
2021-12-03,10.130000114440918
2021-12-06,10.180000305175781
2021-12-07,10.199999809265137
2021-12-08,10.199999809265137
2021-12-09,10.180000305175781
2021-12-10,10.109999656677246
2021-12-13,10.119999885559082
2021-12-14,10.069999694824219
2021-12-15,10.020000457763672
2021-12-16,9.970000267028809
2021-12-17,9.970000267028809
2021-12-20,9.96399974822998
2021-12-21,9.960000038146973
2021-12-22,9.960000038146973
2021-12-23,9.960000038146973
2021-12-27,10.0
2021-12-28,9.970000267028809
2021-12-29,9.951000213623047
2021-12-30,9.960000038146973
2021-12-31,9.960000038146973
2022-01-03,9.970000267028809
2022-01-04,9.989999771118164
2022-01-05,9.989999771118164
2022-01-06,9.979999542236328
2022-01-07,9.970000267028809
2022-01-10,9.949999809265137
2022-01-11,9.949999809265137
2022-01-12,9.949999809265137
2022-01-13,9.960000038146973
2022-01-14,9.949999809265137
2022-01-18,9.940999984741211
2022-01-19,9.940999984741211
2022-01-20,9.9399995803833
2022-01-21,9.934000015258789
2022-01-24,9.930000305175781
2022-01-25,9.9399995803833
2022-01-26,9.949999809265137
2022-01-27,9.949999809265137
2022-01-28,9.970000267028809
2022-01-31,9.960000038146973
2022-02-01,9.979999542236328
2022-02-02,9.979999542236328
2022-02-03,9.960000038146973
2022-02-04,9.970000267028809
2022-02-07,9.979999542236328
2022-02-08,9.989999771118164
2022-02-09,9.979999542236328
2022-02-10,9.989999771118164
2022-02-11,10.0
2022-02-14,10.0
2022-02-15,10.010000228881836
2022-02-16,10.0
2022-02-17,9.994999885559082
2022-02-18,10.020000457763672
2022-02-22,9.98799991607666
2022-02-23,10.0
2022-02-24,10.005000114440918
2022-02-25,10.008000373840332
2022-02-28,10.010000228881836
2022-03-01,10.029999732971191
2022-03-02,10.029999732971191
2022-03-03,10.020000457763672
2022-03-04,10.027999877929688
2022-03-07,10.020999908447266
2022-03-08,10.020000457763672
2022-03-09,10.045000076293945
2022-03-10,10.039999961853027
2022-03-11,10.039999961853027
2022-03-14,10.029999732971191
2022-03-15,10.029999732971191
2022-03-16,10.029999732971191
2022-03-17,10.03499984741211
2022-03-18,10.034000396728516
2022-03-21,10.029999732971191
2022-03-22,10.045000076293945
2022-03-23,10.050000190734863
2022-03-24,10.043999671936035
2022-03-25,10.041999816894531
2022-03-28,10.0600004196167
2022-03-29,10.029999732971191
2022-03-30,10.029999732971191
2022-03-31,10.0600004196167
2022-04-01,10.0600004196167
2022-04-04,10.0600004196167
2022-04-05,10.050000190734863
2022-04-06,10.053999900817871
2022-04-07,10.055000305175781
2022-04-08,10.055000305175781
2022-04-11,10.0600004196167
2022-04-12,10.0600004196167
2022-04-13,10.069999694824219
2022-04-14,10.069999694824219
2022-04-18,10.0649995803833
2022-04-19,10.09000015258789
2022-04-20,10.074999809265137
2022-04-21,10.09000015258789
2022-04-22,10.0600004196167
2022-04-25,10.09000015258789
2022-04-26,10.069999694824219
2022-04-27,10.09000015258789
2022-04-28,10.09000015258789
2022-04-29,10.079999923706055
2022-05-02,10.09000015258789
2022-05-03,10.079999923706055
2022-05-04,10.100000381469727
2022-05-05,10.100000381469727
2022-05-06,10.09000015258789
2022-05-09,10.079999923706055
2022-05-10,10.079999923706055
2022-05-11,10.069999694824219
2022-05-12,10.079999923706055
2022-05-13,10.079999923706055
2022-05-16,10.079999923706055
2022-05-17,10.079999923706055
2022-05-18,10.069999694824219
2022-05-19,10.09000015258789
2022-05-20,10.09000015258789
2022-05-23,10.09000015258789
2022-05-24,10.09000015258789
2022-05-25,10.09000015258789
2022-05-26,10.09000015258789
2022-05-27,10.09000015258789
2022-05-31,10.100000381469727
2022-06-01,10.09000015258789
2022-06-02,10.11400032043457
2022-06-03,10.119999885559082
2022-06-06,10.119999885559082
2022-06-07,10.140000343322754
2022-06-08,10.140000343322754
2022-06-09,10.140000343322754
2022-06-10,10.140000343322754
2022-06-13,10.109999656677246
2022-06-14,10.109999656677246
2022-06-15,10.109999656677246
2022-06-16,10.109999656677246
2022-06-17,10.109999656677246
2022-06-21,10.11299991607666
2022-06-22,10.109999656677246
2022-06-23,10.109999656677246
2022-06-24,10.109999656677246
2022-06-27,10.109999656677246
2022-06-28,10.109999656677246
2022-06-29,10.109999656677246
2022-06-30,10.109999656677246
2022-07-01,10.119999885559082
2022-07-05,10.119999885559082
2022-07-06,10.119999885559082
2022-07-07,10.119999885559082
2022-07-08,10.149999618530273
2022-07-11,10.149999618530273
2022-07-12,10.140000343322754
2022-07-13,10.149999618530273
2022-07-14,10.149999618530273
2022-07-15,10.149999618530273
2022-07-18,10.149999618530273
2022-07-19,10.15999984741211
2022-07-20,10.15999984741211
2022-07-21,10.15999984741211
2022-07-22,10.15999984741211
2022-07-25,10.149999618530273
2022-07-26,10.164999961853027
2022-07-27,10.170000076293945
2022-07-28,10.164999961853027
2022-07-29,10.15999984741211
2022-08-01,10.15999984741211
2022-08-02,10.164999961853027
2022-08-03,10.175000190734863
2022-08-04,10.17199993133545
2022-08-05,10.180000305175781
2022-08-08,10.1899995803833
2022-08-09,10.1899995803833
2022-08-10,10.1899995803833
2022-08-11,10.149999618530273
2022-08-12,10.1899995803833
2022-08-15,10.1899995803833
2022-08-16,10.1899995803833
2022-08-17,10.199999809265137
2022-08-18,10.1899995803833
2022-08-19,10.1899995803833
2022-08-22,10.199999809265137
2022-08-23,10.204999923706055
2022-08-24,10.204999923706055
2022-08-25,10.204999923706055
2022-08-26,10.204999923706055
2022-08-29,10.199999809265137
2022-08-30,10.199999809265137
2022-08-31,10.220000267028809
2022-09-01,10.220000267028809
2022-09-02,10.220000267028809
2022-09-06,10.220000267028809
2022-09-07,10.270000457763672
2022-09-08,10.25
2022-09-09,10.25
2022-09-12,10.25
2022-09-13,10.25
2022-09-14,10.25
2022-09-15,10.25
2022-09-16,10.25
2022-09-19,10.25
2022-09-20,10.25
2022-09-21,10.260000228881836
2022-09-22,10.270000457763672
2022-09-23,10.260000228881836
2022-09-26,10.260000228881836
2022-09-27,10.260000228881836
