Date,LVS
2010-01-04,10.626526832580566
2010-01-05,11.68150806427002
2010-01-06,11.572811126708984
2010-01-07,11.82856273651123
2010-01-08,11.572811126708984
2010-01-11,11.739051818847656
2010-01-12,11.726265907287598
2010-01-13,11.694295883178711
2010-01-14,11.924471855163574
2010-01-15,11.764625549316406
2010-01-19,11.905295372009277
2010-01-20,11.432147979736328
2010-01-21,10.882280349731445
2010-01-22,10.409134864807129
2010-01-25,10.351592063903809
2010-01-26,10.36437702178955
2010-01-27,10.383563041687012
2010-01-28,10.140595436096191
2010-01-29,9.910421371459961
2010-02-01,10.939826011657715
2010-02-02,10.837523460388184
2010-02-03,10.562585830688477
2010-02-04,9.827300071716309
2010-02-05,10.044689178466797
2010-02-08,9.935993194580078
2010-02-09,10.159780502319336
2010-02-10,10.127808570861816
2010-02-11,10.786371231079102
2010-02-12,10.74801254272461
2010-02-16,11.227544784545898
2010-02-17,11.163609504699707
2010-02-18,10.172564506530762
2010-02-19,10.383563041687012
2010-02-22,10.562585830688477
2010-02-23,10.287651062011719
2010-02-24,10.287651062011719
2010-02-25,10.357986450195312
2010-02-26,10.632918357849121
2010-03-01,10.927038192749023
2010-03-02,10.939826011657715
2010-03-03,10.978189468383789
2010-03-04,10.984580039978027
2010-03-05,11.425758361816406
2010-03-08,11.790204048156738
2010-03-09,12.052352905273438
2010-03-10,12.615008354187012
2010-03-11,12.365646362304688
2010-03-12,12.525490760803223
2010-03-15,11.95004653930664
2010-03-16,12.826003074645996
2010-03-17,12.685336112976074
2010-03-18,12.32728385925293
2010-03-19,12.467945098876953
2010-03-22,13.70195484161377
2010-03-23,13.714742660522461
2010-03-24,14.002460479736328
2010-03-25,13.3822603225708
2010-03-26,13.99606990814209
2010-03-29,13.976886749267578
2010-03-30,13.561285972595215
2010-03-31,13.522927284240723
2010-04-01,13.618834495544434
2010-04-05,14.93596076965332
2010-04-06,14.980718612670898
2010-04-07,14.661026954650879
2010-04-08,15.49222183227539
2010-04-09,15.421890258789062
2010-04-12,15.48582649230957
2010-04-13,15.594523429870605
2010-04-14,15.345165252685547
2010-04-15,15.166136741638184
2010-04-16,14.64184284210205
2010-04-19,14.55872631072998
2010-04-20,15.377135276794434
2010-04-21,15.15974235534668
2010-04-22,15.620098114013672
2010-04-23,16.0612735748291
2010-04-26,16.75181007385254
2010-04-27,15.786337852478027
2010-04-28,16.080455780029297
2010-04-29,16.65589714050293
2010-04-30,15.89503288269043
2010-05-03,16.400144577026367
2010-05-04,15.262045860290527
2010-05-05,14.90399169921875
2010-05-06,13.84261703491211
2010-05-07,13.548505783081055
2010-05-10,14.865628242492676
2010-05-11,15.095808029174805
2010-05-12,15.357949256896973
2010-05-13,15.600919723510742
2010-05-14,14.980718612670898
2010-05-17,14.386090278625488
2010-05-18,14.213458061218262
2010-05-19,13.906549453735352
2010-05-20,12.691726684570312
2010-05-21,13.427018165588379
2010-05-24,13.356688499450684
2010-05-25,13.663585662841797
2010-05-26,13.84261703491211
2010-05-27,15.236468315124512
2010-05-28,15.012687683105469
2010-06-01,14.718572616577148
2010-06-02,15.50500774383545
2010-06-03,15.93979549407959
2010-06-04,15.50500774383545
2010-06-07,14.526749610900879
2010-06-08,15.319587707519531
2010-06-09,15.428285598754883
2010-06-10,15.946187973022461
2010-06-11,16.444902420043945
2010-06-14,16.617536544799805
2010-06-15,17.097070693969727
2010-06-16,17.001163482666016
2010-06-17,17.08428382873535
2010-06-18,17.109853744506836
2010-06-21,17.282493591308594
2010-06-22,16.649505615234375
2010-06-23,17.28888511657715
2010-06-24,16.617536544799805
2010-06-25,16.943622589111328
2010-06-28,16.20833396911621
2010-06-29,14.603477478027344
2010-06-30,14.155916213989258
2010-07-01,13.983284950256348
2010-07-02,13.804254531860352
2010-07-06,13.804254531860352
2010-07-07,14.673810005187988
2010-07-08,14.680208206176758
2010-07-09,14.910379409790039
2010-07-12,14.750543594360352
2010-07-13,15.325987815856934
2010-07-14,15.58173656463623
2010-07-15,15.434677124023438
2010-07-16,15.025472640991211
2010-07-19,15.172533988952637
2010-07-20,15.92699909210205
2010-07-21,15.562559127807617
2010-07-22,16.02930450439453
2010-07-23,16.32981300354004
2010-07-26,16.412935256958008
2010-07-27,16.16357421875
2010-07-28,17.065101623535156
2010-07-29,17.218557357788086
2010-07-30,17.173797607421875
2010-08-02,17.877117156982422
2010-08-03,17.979419708251953
2010-08-04,18.471742630004883
2010-08-05,18.267135620117188
2010-08-06,18.42059326171875
2010-08-09,18.57404327392578
2010-08-10,18.164840698242188
2010-08-11,17.218557357788086
2010-08-12,18.132875442504883
2010-08-13,18.152050018310547
2010-08-16,18.452560424804688
2010-08-17,19.02800178527832
2010-08-18,19.36687660217285
2010-08-19,18.951278686523438
2010-08-20,18.944887161254883
2010-08-23,18.503707885742188
2010-08-24,17.57660675048828
2010-08-25,18.279926300048828
