Date,BBW
2010-01-04,4.1320390701293945
2010-01-05,4.242794990539551
2010-01-06,4.2342753410339355
2010-01-07,4.3791093826293945
2010-01-08,4.353550434112549
2010-01-11,4.191677093505859
2010-01-12,4.302432537078857
2010-01-13,4.302432537078857
2010-01-14,4.345030307769775
2010-01-15,4.336511135101318
2010-01-19,4.413187503814697
2010-01-20,4.345030307769775
2010-01-21,4.259834289550781
2010-01-22,4.157598495483398
2010-01-25,4.114999771118164
2010-01-26,4.046842098236084
2010-01-27,4.114999771118164
2010-01-28,4.046842098236084
2010-01-29,4.0638813972473145
2010-02-01,4.046842098236084
2010-02-02,4.046842098236084
2010-02-03,3.9872045516967773
2010-02-04,3.8849687576293945
2010-02-05,4.208715915679932
2010-02-08,3.8508901596069336
2010-02-09,4.1320390701293945
2010-02-10,4.200195789337158
2010-02-11,4.302432537078857
2010-02-12,4.362070560455322
2010-02-16,4.575061798095703
2010-02-17,4.583581447601318
2010-02-18,4.336511135101318
2010-02-19,4.643219470977783
2010-02-22,4.932887554168701
2010-02-23,5.128840446472168
2010-02-24,5.1543989181518555
2010-02-25,5.2225565910339355
2010-02-26,5.1543989181518555
2010-03-01,4.94992733001709
2010-03-02,5.162918567657471
2010-03-03,5.0351243019104
2010-03-04,5.205517292022705
2010-03-05,5.503705024719238
2010-03-08,5.631501197814941
2010-03-09,5.62298059463501
2010-03-10,5.427028179168701
2010-03-11,5.418508529663086
2010-03-12,5.563343524932861
2010-03-15,5.682619094848633
2010-03-16,5.742256164550781
2010-03-17,5.742256164550781
2010-03-18,5.699657917022705
2010-03-19,5.631501197814941
2010-03-22,5.64001989364624
2010-03-23,5.614461421966553
2010-03-24,5.64001989364624
2010-03-25,5.861531734466553
2010-03-26,5.929688453674316
2010-03-29,6.117121696472168
2010-03-30,6.108602523803711
2010-03-31,6.066003799438477
2010-04-01,6.108602523803711
2010-04-05,6.2449164390563965
2010-04-06,6.219357967376709
2010-04-07,6.25343656539917
2010-04-08,6.3386335372924805
2010-04-09,6.25343656539917
2010-04-12,6.219357967376709
2010-04-13,6.227877140045166
2010-04-14,6.381231307983398
2010-04-15,6.372711658477783
2010-04-16,6.270475387573242
2010-04-19,6.2363972663879395
2010-04-20,6.304554462432861
2010-04-21,6.406790256500244
2010-04-22,6.8412933349609375
2010-04-23,7.088364124298096
2010-04-26,7.2331976890563965
2010-04-27,6.8327741622924805
2010-04-28,7.045766353607178
2010-04-29,7.667701244354248
2010-04-30,8.144804000854492
2010-05-03,8.212961196899414
2010-05-04,7.761417865753174
2010-05-05,7.36951208114624
2010-05-06,6.9009318351745605
2010-05-07,6.5942230224609375
2010-05-10,7.488788604736328
2010-05-11,7.769937515258789
2010-05-12,7.821056365966797
2010-05-13,7.608063697814941
2010-05-14,7.36951208114624
2010-05-17,7.326915740966797
2010-05-18,7.224677562713623
2010-05-19,7.045766353607178
2010-05-20,6.645341873168945
2010-05-21,6.798694610595703
2010-05-24,6.713498115539551
2010-05-25,6.883892059326172
2010-05-26,6.875371932983398
2010-05-27,7.216158866882324
2010-05-28,7.207639217376709
2010-06-01,6.739057540893555
2010-06-02,6.858333110809326
2010-06-03,6.9350104331970215
2010-06-04,6.4579081535339355
2010-06-07,6.193798542022705
2010-06-08,6.159719944000244
2010-06-09,6.048964023590088
2010-06-10,6.406790256500244
2010-06-11,6.4493889808654785
2010-06-14,6.560144901275635
2010-06-15,6.815734386444092
2010-06-16,6.875371932983398
2010-06-17,6.619782447814941
2010-06-18,6.526066303253174
2010-06-21,6.287514686584473
2010-06-22,6.057484149932861
2010-06-23,6.125640869140625
2010-06-24,6.048964023590088
2010-06-25,6.014884948730469
2010-06-28,6.066003799438477
2010-06-29,5.767815589904785
2010-06-30,5.776336193084717
2010-07-01,5.912650108337402
2010-07-02,5.4696269035339355
2010-07-06,5.094761371612549
2010-07-07,5.273674011230469
2010-07-08,5.26515531539917
2010-07-09,5.512225151062012
2010-07-12,5.4696269035339355
2010-07-13,5.870051383972168
2010-07-14,5.605942249298096
2010-07-15,5.835972785949707
2010-07-16,5.2566351890563965
2010-07-19,5.46110725402832
2010-07-20,5.725216865539551
2010-07-21,5.358870506286621
2010-07-22,5.776336193084717
2010-07-23,6.083043098449707
2010-07-26,6.270475387573242
2010-07-27,6.159719944000244
2010-07-28,6.125640869140625
2010-07-29,5.128840446472168
2010-07-30,5.1543989181518555
2010-08-02,5.196997165679932
2010-08-03,5.196997165679932
2010-08-04,5.2992329597473145
2010-08-05,5.2566351890563965
2010-08-06,5.145879745483398
2010-08-09,5.128840446472168
2010-08-10,4.958447456359863
2010-08-11,4.8732500076293945
2010-08-12,4.898809432983398
2010-08-13,4.941408157348633
2010-08-16,5.162918567657471
2010-08-17,5.231075763702393
2010-08-18,5.2225565910339355
2010-08-19,5.179958343505859
2010-08-20,4.992525577545166
2010-08-23,4.558022499084473
2010-08-24,4.259834289550781
2010-08-25,4.2683539390563965
2010-08-26,4.345030307769775
2010-08-27,4.47282600402832
2010-08-30,4.2683539390563965
2010-08-31,4.259834289550781
2010-09-01,4.523943901062012
2010-09-02,4.694337368011475
2010-09-03,4.898809432983398
2010-09-07,4.762495040893555
2010-09-08,4.7284159660339355
2010-09-09,4.839171409606934
2010-09-10,4.7880539894104
2010-09-13,5.060682773590088
2010-09-14,5.205517292022705
2010-09-15,5.316272735595703
2010-09-16,4.9754862785339355
2010-09-17,4.822132587432861
2010-09-20,5.1543989181518555
2010-09-21,4.96696662902832
2010-09-22,4.890289306640625
2010-09-23,4.71989631652832
2010-09-24,5.060682773590088
2010-09-27,4.864731311798096
2010-09-28,5.069202899932861
2010-09-29,5.077722072601318
2010-09-30,5.1543989181518555
2010-10-01,5.026604652404785
2010-10-04,4.813612461090088
2010-10-05,5.018084526062012
2010-10-06,5.205517292022705
2010-10-07,5.1118011474609375
2010-10-08,5.324793338775635
2010-10-11,5.26515531539917
2010-10-12,5.214035987854004
2010-10-13,5.367391109466553
2010-10-14,5.4951863288879395
2010-10-15,5.682619094848633
2010-10-18,5.7507758140563965
2010-10-19,5.520744800567627
2010-10-20,5.801894187927246
2010-10-21,5.861531734466553
2010-10-22,5.895610332489014
2010-10-25,5.759296417236328
2010-10-26,5.588901996612549
2010-10-27,5.367391109466553
2010-10-28,5.9893269538879395
2010-10-29,5.9893269538879395
2010-11-01,5.682619094848633
2010-11-02,5.648540496826172
2010-11-03,5.614461421966553
2010-11-04,5.861531734466553
2010-11-05,5.853012561798096
2010-11-08,5.972287654876709
2010-11-09,5.912650108337402
2010-11-10,5.95524787902832
2010-11-11,5.571863174438477
2010-11-12,5.435548782348633
2010-11-15,5.418508529663086
2010-11-16,5.30775260925293
2010-11-17,5.367391109466553
2010-11-18,5.563343524932861
2010-11-19,5.554823875427246
2010-11-22,5.5292649269104
2010-11-23,5.282193660736084
2010-11-24,5.367391109466553
2010-11-26,5.444067478179932
2010-11-29,5.401469707489014
2010-11-30,5.282193660736084
2010-12-01,5.077722072601318
2010-12-02,5.077722072601318
2010-12-03,6.739057540893555
2010-12-06,6.517545700073242
2010-12-07,6.3471527099609375
2010-12-08,6.36419153213501
2010-12-09,6.304554462432861
2010-12-10,6.3471527099609375
2010-12-13,6.125640869140625
2010-12-14,6.261956214904785
2010-12-15,6.270475387573242
2010-12-16,6.2449164390563965
2010-12-17,6.3386335372924805
2010-12-20,6.398271083831787
2010-12-21,6.790175437927246
2010-12-22,6.662380695343018
2010-12-23,6.704978942871094
2010-12-27,6.679419994354248
2010-12-28,6.517545700073242
2010-12-29,6.491987705230713
2010-12-30,6.509026527404785
2010-12-31,6.509026527404785
2011-01-03,6.372711658477783
2011-01-04,6.296034812927246
2011-01-05,6.432349681854248
2011-01-06,6.423830509185791
2011-01-07,6.4834675788879395
2011-01-10,6.398271083831787
2011-01-11,6.5857038497924805
2011-01-12,6.509026527404785
2011-01-13,6.381231307983398
2011-01-14,6.423830509185791
2011-01-18,6.474947452545166
2011-01-19,6.423830509185791
2011-01-20,6.432349681854248
2011-01-21,6.432349681854248
2011-01-24,6.4493889808654785
2011-01-25,6.4493889808654785
2011-01-26,6.534585475921631
2011-01-27,6.5857038497924805
2011-01-28,6.330112934112549
2011-01-31,6.526066303253174
2011-02-01,6.5857038497924805
2011-02-02,6.526066303253174
2011-02-03,6.474947452545166
2011-02-04,6.440868854522705
2011-02-07,6.679419994354248
2011-02-08,6.9009318351745605
2011-02-09,6.773135662078857
2011-02-10,6.790175437927246
2011-02-11,7.054285526275635
2011-02-14,6.773135662078857
2011-02-15,6.636821746826172
2011-02-16,6.722018241882324
2011-02-17,5.904129505157471
2011-02-18,5.776336193084717
2011-02-22,5.546304225921631
2011-02-23,5.520744800567627
2011-02-24,5.435548782348633
2011-02-25,5.537784099578857
2011-02-28,5.64001989364624
2011-03-01,5.367391109466553
2011-03-02,5.401469707489014
2011-03-03,5.5292649269104
2011-03-04,5.580382823944092
2011-03-07,5.452587604522705
2011-03-08,5.69113826751709
2011-03-09,5.716697692871094
2011-03-10,5.69113826751709
2011-03-11,5.7507758140563965
2011-03-14,5.665579319000244
2011-03-15,5.435548782348633
2011-03-16,5.367391109466553
2011-03-17,5.358870506286621
2011-03-18,5.273674011230469
2011-03-21,5.452587604522705
2011-03-22,5.290714263916016
2011-03-23,5.333312511444092
2011-03-24,5.341832160949707
2011-03-25,5.324793338775635
2011-03-28,5.214035987854004
2011-03-29,5.231075763702393
2011-03-30,5.231075763702393
2011-03-31,5.1543989181518555
2011-04-01,5.196997165679932
2011-04-04,5.214035987854004
2011-04-05,5.37591028213501
2011-04-06,5.588901996612549
2011-04-07,5.350351810455322
2011-04-08,5.2225565910339355
2011-04-11,5.26515531539917
2011-04-12,5.239595413208008
2011-04-13,5.188477993011475
2011-04-14,5.0351243019104
2011-04-15,5.145879745483398
2011-04-18,4.847691059112549
2011-04-19,4.941408157348633
2011-04-20,5.060682773590088
2011-04-21,4.96696662902832
2011-04-25,4.7710137367248535
2011-04-26,4.796573162078857
2011-04-27,4.839171409606934
2011-04-28,4.856210708618164
2011-04-29,5.2225565910339355
2011-05-02,5.2566351890563965
2011-05-03,5.162918567657471
2011-05-04,5.1118011474609375
2011-05-05,5.333312511444092
2011-05-06,5.4951863288879395
2011-05-09,5.546304225921631
2011-05-10,5.546304225921631
2011-05-11,5.62298059463501
2011-05-12,5.835972785949707
2011-05-13,5.870051383972168
2011-05-16,5.853012561798096
2011-05-17,5.818933963775635
2011-05-18,5.853012561798096
2011-05-19,5.844492435455322
2011-05-20,5.767815589904785
2011-05-23,5.657059669494629
2011-05-24,5.648540496826172
2011-05-25,5.725216865539551
2011-05-26,5.7507758140563965
2011-05-27,5.69113826751709
2011-05-31,5.7081780433654785
2011-06-01,5.605942249298096
2011-06-02,5.631501197814941
2011-06-03,5.571863174438477
2011-06-06,5.631501197814941
2011-06-07,5.657059669494629
2011-06-08,5.5292649269104
2011-06-09,5.563343524932861
2011-06-10,5.409989833831787
2011-06-13,5.452587604522705
2011-06-14,5.5292649269104
2011-06-15,5.5292649269104
2011-06-16,5.5292649269104
2011-06-17,5.444067478179932
2011-06-20,5.392950057983398
2011-06-21,5.537784099578857
2011-06-22,5.427028179168701
2011-06-23,5.478146076202393
2011-06-24,5.7081780433654785
2011-06-27,5.62298059463501
2011-06-28,5.62298059463501
2011-06-29,5.614461421966553
2011-06-30,5.546304225921631
2011-07-01,5.392950057983398
2011-07-05,5.1543989181518555
2011-07-06,5.37591028213501
2011-07-07,5.5292649269104
2011-07-08,5.444067478179932
2011-07-11,5.452587604522705
2011-07-12,5.520744800567627
2011-07-13,5.5292649269104
2011-07-14,5.392950057983398
2011-07-15,5.37591028213501
2011-07-18,5.282193660736084
2011-07-19,5.30775260925293
2011-07-20,5.239595413208008
2011-07-21,5.214035987854004
2011-07-22,5.2481160163879395
2011-07-25,5.26515531539917
2011-07-26,5.26515531539917
2011-07-27,5.145879745483398
2011-07-28,5.214035987854004
2011-07-29,5.273674011230469
2011-08-01,5.4951863288879395
2011-08-02,5.069202899932861
2011-08-03,5.214035987854004
2011-08-04,4.796573162078857
2011-08-05,4.736935138702393
2011-08-08,4.259834289550781
2011-08-09,4.668778419494629
2011-08-10,4.327991485595703
2011-08-11,4.668778419494629
2011-08-12,4.839171409606934
2011-08-15,4.805092811584473
2011-08-16,4.63469934463501
2011-08-17,4.583581447601318
2011-08-18,4.2342753410339355
2011-08-19,4.0298027992248535
2011-08-22,4.0298027992248535
2011-08-23,4.208715915679932
2011-08-24,4.217236042022705
2011-08-25,4.055362224578857
2011-08-26,4.285393238067627
2011-08-29,4.8732500076293945
2011-08-30,4.8732500076293945
2011-08-31,5.0351243019104
2011-09-01,4.822132587432861
2011-09-02,4.498385429382324
2011-09-06,4.523943901062012
2011-09-07,4.813612461090088
2011-09-08,4.753974914550781
2011-09-09,4.540983200073242
2011-09-12,4.592100620269775
2011-09-13,4.558022499084473
2011-09-14,4.762495040893555
2011-09-15,4.685817718505859
2011-09-16,5.026604652404785
2011-09-19,4.856210708618164
2011-09-20,4.660257816314697
2011-09-21,4.396148681640625
2011-09-22,4.097960948944092
2011-09-23,4.1320390701293945
2011-09-26,4.259834289550781
2011-09-27,4.345030307769775
2011-09-28,4.2683539390563965
2011-09-29,4.413187503814697
2011-09-30,4.345030307769775
2011-10-03,3.970165729522705
2011-10-04,4.055362224578857
2011-10-05,4.0298027992248535
2011-10-06,4.251315116882324
2011-10-07,4.149078369140625
2011-10-10,4.421707630157471
2011-10-11,4.523943901062012
2011-10-12,4.643219470977783
2011-10-13,4.668778419494629
2011-10-14,4.779533863067627
2011-10-17,4.549502372741699
2011-10-18,4.668778419494629
2011-10-19,4.56654167175293
2011-10-20,4.660257816314697
2011-10-21,4.65173864364624
2011-10-24,5.009565353393555
2011-10-25,4.796573162078857
2011-10-26,4.96696662902832
2011-10-27,5.674099445343018
2011-10-28,5.7081780433654785
2011-10-31,5.580382823944092
2011-11-01,5.537784099578857
2011-11-02,5.648540496826172
2011-11-03,5.725216865539551
2011-11-04,5.835972785949707
2011-11-07,5.793375015258789
2011-11-08,5.878571510314941
2011-11-09,5.801894187927246
2011-11-10,6.117121696472168
2011-11-11,6.296034812927246
2011-11-14,6.815734386444092
2011-11-15,6.943528652191162
2011-11-16,6.9350104331970215
2011-11-17,6.92648983001709
2011-11-18,6.824254035949707
2011-11-21,6.747576713562012
2011-11-22,6.815734386444092
2011-11-23,6.662380695343018
2011-11-25,6.560144901275635
