Date,STAG
2011-04-15,5.6426520347595215
2011-04-18,5.596588134765625
2011-04-19,5.61040735244751
2011-04-20,5.6242289543151855
2011-04-21,5.591983795166016
2011-04-25,5.52749490737915
2011-04-26,5.767019748687744
2011-04-27,5.813083171844482
2011-04-28,5.7808403968811035
2011-04-29,5.849935531616211
2011-05-02,5.946666717529297
2011-05-03,5.923634052276611
2011-05-04,5.919026851654053
2011-05-05,5.919026851654053
2011-05-06,5.9374518394470215
2011-05-09,5.928241729736328
2011-05-10,5.942058563232422
2011-05-11,5.923634052276611
2011-05-12,5.942058563232422
2011-05-13,5.8729634284973145
2011-05-16,5.93284797668457
2011-05-17,5.891390800476074
2011-05-18,5.891390800476074
2011-05-19,5.905208110809326
2011-05-20,5.849935531616211
2011-05-23,5.656470775604248
2011-05-24,5.882177829742432
2011-05-25,5.826902389526367
2011-05-26,5.836115837097168
2011-05-27,5.849935531616211
2011-05-31,5.849935531616211
2011-06-01,5.674896240234375
2011-06-02,5.619622230529785
2011-06-03,5.638045787811279
2011-06-06,5.661077499389648
2011-06-07,5.670291900634766
2011-06-08,5.638045787811279
2011-06-09,5.6426520347595215
2011-06-10,5.656470775604248
2011-06-13,5.665683269500732
2011-06-14,5.578166484832764
2011-06-15,5.578166484832764
2011-06-16,5.596588134765625
2011-06-17,5.596588134765625
2011-06-20,5.6288347244262695
2011-06-21,5.799263954162598
2011-06-22,5.794655799865723
2011-06-23,5.7716288566589355
2011-06-24,5.638045787811279
2011-06-27,5.647258281707764
2011-06-28,5.729719161987305
2011-06-29,5.696920394897461
2011-06-30,5.739083290100098
2011-07-01,5.785935401916504
2011-07-05,5.846839427947998
2011-07-06,5.95459508895874
2011-07-07,5.968650817871094
2011-07-08,5.95459508895874
2011-07-11,5.940539836883545
2011-07-12,5.959280014038086
2011-07-13,5.935853004455566
2011-07-14,5.898374080657959
2011-07-15,5.912424564361572
2011-07-18,5.87026309967041
2011-07-19,5.889005661010742
2011-07-20,5.809360980987549
2011-07-21,5.90305757522583
2011-07-22,5.818732738494873
2011-07-25,5.832786560058594
2011-07-26,5.860894203186035
2011-07-27,5.7156596183776855
2011-07-28,5.75782585144043
2011-07-29,5.75782585144043
2011-08-01,5.753139019012451
2011-08-02,5.621960639953613
2011-08-03,5.509519100189209
2011-08-04,5.031655788421631
2011-08-05,5.134723663330078
2011-08-08,4.55378532409668
2011-08-09,4.844257354736328
2011-08-10,4.642802715301514
2011-08-11,4.8536248207092285
2011-08-12,4.675596237182617
2011-08-15,4.750556468963623
2011-08-16,4.909845352172852
2011-08-17,4.914529323577881
2011-08-18,4.839570999145508
2011-08-19,4.792722702026367
2011-08-22,4.722446918487549
2011-08-23,4.9332709312438965
2011-08-24,4.9332709312438965
2011-08-25,4.8067779541015625
2011-08-26,4.94264030456543
2011-08-29,5.0082292556762695
2011-08-30,4.9988579750061035
2011-08-31,5.041024208068848
2011-09-01,4.984805107116699
2011-09-02,4.797408103942871
2011-09-06,4.839570999145508
2011-09-07,5.153460502624512
2011-09-08,4.947325229644775
2011-09-09,4.9051594734191895
2011-09-12,4.830203056335449
2011-09-13,4.891105651855469
2011-09-14,4.956694602966309
2011-09-15,5.069133281707764
2011-09-16,5.54700231552124
2011-09-19,5.326807498931885
2011-09-20,5.158148288726807
2011-09-21,4.858309745788574
2011-09-22,4.769298076629639
2011-09-23,4.900473594665527
2011-09-26,5.050394535064697
2011-09-27,5.130037307739258
2011-09-28,4.966876029968262
2011-09-29,4.918886184692383
2011-09-30,4.8948893547058105
2011-10-03,4.846905708312988
2011-10-04,5.317197799682617
2011-10-05,5.029259204864502
2011-10-06,5.072451591491699
2011-10-07,4.832507610321045
2011-10-10,5.0004682540893555
2011-10-11,5.163630485534668
2011-10-12,5.168432235717773
2011-10-13,5.221216201782227
2011-10-14,5.187627792358398
2011-10-17,5.077250957489014
2011-10-18,5.173227310180664
2011-10-19,5.014867305755615
2011-10-20,4.976471424102783
2011-10-21,5.134840488433838
2011-10-24,5.23081636428833
2011-10-25,5.082048416137695
2011-10-26,5.130037307739258
2011-10-27,5.374781608581543
2011-10-28,5.254810333251953
2011-10-31,5.1540350914001465
2011-11-01,5.034059524536133
2011-11-02,5.096445560455322
2011-11-03,5.178027629852295
2011-11-04,5.077250957489014
2011-11-07,5.024464130401611
2011-11-08,5.077250957489014
2011-11-09,4.938082695007324
2011-11-10,5.014867305755615
2011-11-11,5.062855243682861
2011-11-14,4.986071586608887
2011-11-15,5.048456192016602
2011-11-16,5.019663333892822
2011-11-17,4.995670318603516
2011-11-18,5.024464130401611
2011-11-21,4.933284282684326
2011-11-22,4.942881107330322
2011-11-23,4.818110466003418
2011-11-25,4.890091896057129
2011-11-28,5.053256511688232
2011-11-29,5.019663333892822
2011-11-30,5.034059524536133
2011-12-01,5.0004682540893555
2011-12-02,5.139636993408203
2011-12-05,5.173227310180664
2011-12-06,5.082048416137695
2011-12-07,5.125239372253418
2011-12-08,5.1924262046813965
2011-12-09,5.288402080535889
2011-12-12,5.254810333251953
2011-12-13,5.235611915588379
2011-12-14,5.408376693725586
2011-12-15,5.398776531219482
2011-12-16,5.3507866859436035
2011-12-19,5.22601318359375
2011-12-20,5.3459906578063965
2011-12-21,5.47076416015625
2011-12-22,5.5571417808532715
2011-12-23,5.629124641418457
2011-12-27,5.6579179763793945
2011-12-28,5.643200874328613
2011-12-29,5.461633205413818
2011-12-30,5.628474235534668
2012-01-03,5.834578037261963
2012-01-04,5.775687217712402
2012-01-05,5.795316219329834
2012-01-06,5.697176456451416
2012-01-09,5.633380889892578
2012-01-10,5.731527328491211
2012-01-11,5.751157760620117
2012-01-12,5.751157760620117
2012-01-13,5.662827968597412
2012-01-17,5.741341590881348
2012-01-18,5.8051371574401855
2012-01-19,5.7609663009643555
2012-01-20,5.736433982849121
2012-01-23,5.839484214782715
2012-01-24,5.878739833831787
2012-01-25,5.947443962097168
2012-01-26,6.021047115325928
2012-01-27,6.021047115325928
2012-01-30,5.991607666015625
2012-01-31,5.878739833831787
2012-02-01,5.986696243286133
2012-02-02,5.976884841918945
2012-02-03,6.153537273406982
2012-02-06,6.129003524780273
2012-02-07,6.001419544219971
2012-02-08,6.099562168121338
2012-02-09,6.035769939422607
2012-02-10,5.888554096221924
2012-02-13,6.035769939422607
2012-02-14,5.991607666015625
2012-02-15,6.0259552001953125
2012-02-16,6.016139507293701
2012-02-17,5.981790542602539
2012-02-21,6.045584201812744
2012-02-22,6.055392742156982
2012-02-23,6.089746475219727
2012-02-24,6.109373569488525
2012-02-27,6.104467868804932
2012-02-28,6.0750250816345215
2012-02-29,6.0308637619018555
2012-03-01,6.094657897949219
2012-03-02,6.271306037902832
2012-03-05,6.354729175567627
2012-03-06,6.349824905395508
2012-03-07,6.403805732727051
2012-03-08,6.565741062164307
2012-03-09,6.501945972442627
2012-03-12,6.521570205688477
2012-03-13,6.619714736938477
2012-03-14,6.575552463531494
2012-03-15,6.678598880767822
2012-03-16,6.63443660736084
2012-03-19,6.722763538360596
2012-03-20,6.747299671173096
2012-03-21,6.786559581756592
2012-03-22,6.654068946838379
2012-03-23,6.855259895324707
2012-03-26,6.806185722351074
2012-03-27,6.786559581756592
2012-03-28,6.801565170288086
2012-03-29,6.8815813064575195
2012-03-30,6.981603145599365
2012-04-02,7.051621913909912
2012-04-03,6.991602420806885
2012-04-04,6.89658260345459
2012-04-05,6.95159912109375
2012-04-09,6.721542835235596
2012-04-10,6.491488456726074
2012-04-11,6.61652135848999
2012-04-12,6.711537837982178
2012-04-13,6.611519813537598
2012-04-16,6.8115644454956055
2012-04-17,6.941593170166016
2012-04-18,6.776552677154541
2012-04-19,6.706536293029785
2012-04-20,6.926590919494629
2012-04-23,6.906589508056641
2012-04-24,7.031617164611816
2012-04-25,7.0466179847717285
2012-04-26,7.04161262512207
2012-04-27,7.0466179847717285
2012-04-30,6.961597442626953
2012-05-01,7.031617164611816
2012-05-02,6.9766035079956055
2012-05-03,6.941593170166016
2012-05-04,6.711537837982178
2012-05-07,6.796562671661377
2012-05-08,7.081627368927002
2012-05-09,7.171644687652588
2012-05-10,7.236663341522217
2012-05-11,7.191653251647949
2012-05-14,7.071621894836426
2012-05-15,7.106632232666016
2012-05-16,7.0466179847717285
2012-05-17,6.926590919494629
2012-05-18,6.831569194793701
2012-05-21,6.8865790367126465
2012-05-22,6.4414801597595215
2012-05-23,6.571511268615723
2012-05-24,6.756551742553711
2012-05-25,6.781559944152832
2012-05-29,6.851571559906006
2012-05-30,6.841573238372803
2012-05-31,6.8765764236450195
2012-06-01,6.726545810699463
2012-06-04,6.756551742553711
2012-06-05,6.836569309234619
2012-06-06,6.906589508056641
2012-06-07,6.796562671661377
2012-06-08,6.95159912109375
2012-06-11,6.95159912109375
2012-06-12,7.01161003112793
2012-06-13,7.016611099243164
2012-06-14,7.126636028289795
2012-06-15,7.131642818450928
2012-06-18,7.156643390655518
2012-06-19,7.386695384979248
2012-06-20,7.406700134277344
2012-06-21,7.236663341522217
2012-06-22,7.321679592132568
2012-06-25,7.181651592254639
2012-06-26,7.266669750213623
2012-06-27,7.287049770355225
2012-06-28,7.195328235626221
2012-06-29,7.4297356605529785
2012-07-02,7.5163679122924805
2012-07-03,7.628473281860352
2012-07-05,7.643762111663818
2012-07-06,7.613186359405518
2012-07-09,7.567327499389648
2012-07-10,7.44502067565918
2012-07-11,7.4654107093811035
2012-07-12,7.495978355407715
2012-07-13,7.521464824676514
2012-07-16,7.582612037658691
2012-07-17,7.6896233558654785
2012-07-18,7.699814319610596
2012-07-19,7.501078128814697
2012-07-20,7.434833526611328
2012-07-23,7.307435512542725
2012-07-24,7.378779411315918
2012-07-25,7.439929008483887
2012-07-26,7.327818870544434
2012-07-27,7.373685359954834
2012-07-30,7.383870601654053
2012-07-31,7.368587970733643
2012-08-01,7.35330057144165
2012-08-02,7.338008880615234
2012-08-03,7.455214023590088
2012-08-06,7.526556491851807
2012-08-07,7.4654107093811035
2012-08-08,7.455214023590088
2012-08-09,7.521464824676514
2012-08-10,7.3125319480896
2012-08-13,7.434833526611328
2012-08-14,7.475598335266113
2012-08-15,7.597897529602051
2012-08-16,7.725289821624756
2012-08-17,7.7151007652282715
2012-08-20,7.750770092010498
2012-08-21,7.796639442443848
2012-08-22,7.888359546661377
2012-08-23,7.888359546661377
2012-08-24,7.847597122192383
2012-08-27,7.842502117156982
2012-08-28,7.898552417755127
2012-08-29,8.025948524475098
2012-08-30,7.867978572845459
2012-08-31,7.842502117156982
2012-09-04,7.9953789710998535
2012-09-05,8.010662078857422
2012-09-06,8.036142349243164
2012-09-07,8.127863883972168
2012-09-10,7.944412708282471
2012-09-11,8.153347969055176
2012-09-12,8.341889381408691
2012-09-13,8.178825378417969
2012-09-14,8.204305648803711
2012-09-17,8.27054500579834
2012-09-18,8.290932655334473
2012-09-19,8.250165939331055
2012-09-20,8.275644302368164
2012-09-21,8.382660865783691
2012-09-24,8.27054500579834
2012-09-25,8.245073318481445
2012-09-26,8.224343299865723
2012-09-27,8.390176773071289
2012-09-28,8.426453590393066
2012-10-01,8.379812240600586
2012-10-02,8.530105590820312
2012-10-03,8.804757118225098
2012-10-04,8.851404190063477
2012-10-05,8.820302963256836
2012-10-08,8.79958724975586
2012-10-09,8.78403091430664
