Date,CEVA
2010-01-04,12.880000114440918
2010-01-05,12.4399995803833
2010-01-06,12.170000076293945
2010-01-07,12.420000076293945
2010-01-08,12.369999885559082
2010-01-11,12.460000038146973
2010-01-12,12.529999732971191
2010-01-13,12.329999923706055
2010-01-14,12.40999984741211
2010-01-15,12.079999923706055
2010-01-19,12.079999923706055
2010-01-20,11.789999961853027
2010-01-21,11.600000381469727
2010-01-22,11.84000015258789
2010-01-25,11.649999618530273
2010-01-26,11.5600004196167
2010-01-27,11.729999542236328
2010-01-28,11.579999923706055
2010-01-29,11.890000343322754
2010-02-01,11.6899995803833
2010-02-02,11.619999885559082
2010-02-03,11.5
2010-02-04,11.149999618530273
2010-02-05,10.970000267028809
2010-02-08,10.720000267028809
2010-02-09,10.779999732971191
2010-02-10,10.920000076293945
2010-02-11,11.170000076293945
2010-02-12,11.4399995803833
2010-02-16,11.600000381469727
2010-02-17,11.449999809265137
2010-02-18,11.569999694824219
2010-02-19,12.180000305175781
2010-02-22,12.0600004196167
2010-02-23,11.8100004196167
2010-02-24,11.84000015258789
2010-02-25,11.920000076293945
2010-02-26,11.6899995803833
2010-03-01,12.0
2010-03-02,12.100000381469727
2010-03-03,12.359999656677246
2010-03-04,12.479999542236328
2010-03-05,12.5
2010-03-08,12.699999809265137
2010-03-09,12.760000228881836
2010-03-10,12.90999984741211
2010-03-11,13.0
2010-03-12,12.979999542236328
2010-03-15,12.960000038146973
2010-03-16,13.010000228881836
2010-03-17,12.800000190734863
2010-03-18,12.770000457763672
2010-03-19,12.470000267028809
2010-03-22,12.289999961853027
2010-03-23,12.789999961853027
2010-03-24,12.430000305175781
2010-03-25,12.039999961853027
2010-03-26,12.100000381469727
2010-03-29,11.979999542236328
2010-03-30,12.239999771118164
2010-03-31,11.65999984741211
2010-04-01,11.630000114440918
2010-04-05,11.4399995803833
2010-04-06,11.479999542236328
2010-04-07,11.479999542236328
2010-04-08,11.510000228881836
2010-04-09,11.279999732971191
2010-04-12,11.050000190734863
2010-04-13,11.020000457763672
2010-04-14,11.479999542236328
2010-04-15,11.9399995803833
2010-04-16,12.109999656677246
2010-04-19,12.010000228881836
2010-04-20,12.25
2010-04-21,12.539999961853027
2010-04-22,12.850000381469727
2010-04-23,12.920000076293945
2010-04-26,12.619999885559082
2010-04-27,12.739999771118164
2010-04-28,12.449999809265137
2010-04-29,12.920000076293945
2010-04-30,12.220000267028809
2010-05-03,12.65999984741211
2010-05-04,12.369999885559082
2010-05-05,12.220000267028809
2010-05-06,11.289999961853027
2010-05-07,11.140000343322754
2010-05-10,12.260000228881836
2010-05-11,12.050000190734863
2010-05-12,12.640000343322754
2010-05-13,12.40999984741211
2010-05-14,12.369999885559082
2010-05-17,12.3100004196167
2010-05-18,12.779999732971191
2010-05-19,12.649999618530273
2010-05-20,11.729999542236328
2010-05-21,11.5
2010-05-24,11.399999618530273
2010-05-25,11.170000076293945
2010-05-26,11.109999656677246
2010-05-27,11.739999771118164
2010-05-28,11.619999885559082
2010-06-01,11.449999809265137
2010-06-02,11.470000267028809
2010-06-03,11.770000457763672
2010-06-04,11.279999732971191
2010-06-07,10.930000305175781
2010-06-08,11.09000015258789
2010-06-09,11.09000015258789
2010-06-10,11.630000114440918
2010-06-11,11.8100004196167
2010-06-14,11.699999809265137
2010-06-15,12.0
2010-06-16,11.859999656677246
2010-06-17,11.800000190734863
2010-06-18,12.569999694824219
2010-06-21,12.010000228881836
2010-06-22,11.760000228881836
2010-06-23,11.970000267028809
2010-06-24,12.100000381469727
2010-06-25,12.5
2010-06-28,12.489999771118164
2010-06-29,12.420000076293945
2010-06-30,12.600000381469727
2010-07-01,12.479999542236328
2010-07-02,12.369999885559082
2010-07-06,12.229999542236328
2010-07-07,12.6899995803833
2010-07-08,12.609999656677246
2010-07-09,12.710000038146973
2010-07-12,12.510000228881836
2010-07-13,12.770000457763672
2010-07-14,12.989999771118164
2010-07-15,12.579999923706055
2010-07-16,12.199999809265137
2010-07-19,12.119999885559082
2010-07-20,12.489999771118164
2010-07-21,11.970000267028809
2010-07-22,12.399999618530273
2010-07-23,12.800000190734863
2010-07-26,13.0600004196167
2010-07-27,13.010000228881836
2010-07-28,13.0
2010-07-29,12.779999732971191
2010-07-30,12.770000457763672
2010-08-02,12.470000267028809
2010-08-03,12.380000114440918
2010-08-04,13.0
2010-08-05,12.720000267028809
2010-08-06,12.789999961853027
2010-08-09,13.029999732971191
2010-08-10,12.84000015258789
2010-08-11,11.979999542236328
2010-08-12,12.020000457763672
2010-08-13,11.630000114440918
2010-08-16,11.680000305175781
2010-08-17,11.930000305175781
2010-08-18,11.640000343322754
2010-08-19,11.420000076293945
2010-08-20,11.479999542236328
2010-08-23,11.199999809265137
2010-08-24,11.550000190734863
2010-08-25,12.010000228881836
2010-08-26,11.899999618530273
2010-08-27,12.550000190734863
