Date,TMP
2010-01-04,22.529144287109375
2010-01-05,21.77945327758789
2010-01-06,21.34714126586914
2010-01-07,21.555091857910156
2010-01-08,21.648115158081055
2010-01-11,21.478469848632812
2010-01-12,21.56056022644043
2010-01-13,21.877948760986328
2010-01-14,21.877948760986328
2010-01-15,21.71925926208496
2010-01-19,22.0421142578125
2010-01-20,21.697359085083008
2010-01-21,21.451114654541016
2010-01-22,21.325254440307617
2010-01-25,21.576969146728516
2010-01-26,21.396392822265625
2010-01-27,22.22817039489746
2010-01-28,21.877948760986328
2010-01-29,21.451114654541016
2010-02-01,21.30336570739746
2010-02-02,21.538667678833008
2010-02-03,21.33051109313965
2010-02-04,21.251588821411133
2010-02-05,21.99234390258789
2010-02-08,21.89520263671875
2010-02-09,21.73732566833496
2010-02-10,22.089502334594727
2010-02-11,22.502382278442383
2010-02-12,22.125932693481445
2010-02-16,22.162364959716797
2010-02-17,22.125932693481445
2010-02-18,21.91948699951172
2010-02-19,21.864839553833008
2010-02-22,22.441665649414062
2010-02-23,22.453805923461914
2010-02-24,22.599533081054688
2010-02-25,22.162364959716797
2010-02-26,21.773761749267578
2010-03-01,22.277729034423828
2010-03-02,22.714900970458984
2010-03-03,22.7027645111084
2010-03-04,22.557037353515625
2010-03-05,23.109573364257812
2010-03-08,23.37066078186035
2010-03-09,23.437456130981445
2010-03-10,23.376745223999023
2010-03-11,23.394948959350586
2010-03-12,23.061006546020508
2010-03-15,23.15814971923828
2010-03-16,23.07314109802246
2010-03-17,23.346376419067383
2010-03-18,23.328170776367188
2010-03-19,23.297801971435547
2010-03-22,23.674257278442383
2010-03-23,23.710689544677734
2010-03-24,23.352453231811523
2010-03-25,23.139936447143555
2010-03-26,22.921342849731445
2010-03-29,22.45988655090332
2010-03-30,22.39309310913086
2010-03-31,22.150217056274414
2010-04-01,22.174501419067383
2010-04-05,22.508459091186523
2010-04-06,22.599533081054688
2010-04-07,22.61775016784668
2010-04-08,22.957778930664062
2010-04-09,22.799911499023438
2010-04-12,22.927413940429688
2010-04-13,22.848487854003906
2010-04-14,23.115644454956055
2010-04-15,23.091365814208984
2010-04-16,22.91526985168457
2010-04-19,23.018505096435547
2010-04-20,23.346376419067383
2010-04-21,23.77140998840332
2010-04-22,24.11751365661621
2010-04-23,24.55467414855957
2010-04-26,24.52432632446289
2010-04-27,24.269302368164062
2010-04-28,24.676115036010742
2010-04-29,25.501895904541016
2010-04-30,24.663982391357422
2010-05-03,25.028291702270508
2010-05-04,24.390735626220703
2010-05-05,24.341753005981445
2010-05-06,23.759990692138672
2010-05-07,23.63751983642578
2010-05-10,25.003108978271484
2010-05-11,25.493013381958008
2010-05-12,26.601396560668945
2010-05-13,26.178865432739258
2010-05-14,25.731826782226562
2010-05-17,26.33807945251465
2010-05-18,25.66448211669922
2010-05-19,25.71959114074707
2010-05-20,24.035572052001953
2010-05-21,24.629566192626953
2010-05-24,23.93758773803711
2010-05-25,23.778371810913086
2010-05-26,23.790620803833008
2010-05-27,24.574453353881836
2010-05-28,24.384624481201172
2010-06-01,23.374195098876953
2010-06-02,24.33563995361328
2010-06-03,24.470348358154297
2010-06-04,23.374195098876953
2010-06-07,23.337467193603516
2010-06-08,23.202741622924805
2010-06-09,23.012903213500977
2010-06-10,23.44156837463379
2010-06-11,23.631393432617188
2010-06-14,23.25172996520996
2010-06-15,23.686513900756836
2010-06-16,23.662031173706055
2010-06-17,23.735502243041992
2010-06-18,23.692636489868164
2010-06-21,23.25172996520996
2010-06-22,22.847576141357422
2010-06-23,22.718971252441406
2010-06-24,22.70059585571289
2010-06-25,23.380332946777344
2010-06-28,23.319095611572266
2010-06-29,23.190486907958984
2010-06-30,23.117008209228516
2010-07-01,23.08027458190918
2010-07-02,23.086395263671875
2010-07-06,23.061901092529297
2010-07-07,23.417085647583008
2010-07-08,23.484434127807617
2010-07-09,23.735502243041992
2010-07-12,23.392576217651367
2010-07-13,24.280517578125
2010-07-14,24.10293197631836
2010-07-15,23.65589714050293
2010-07-16,23.270099639892578
2010-07-19,23.30684471130371
2010-07-20,23.735502243041992
2010-07-21,23.343585968017578
2010-07-22,24.37849235534668
2010-07-23,25.40727996826172
2010-07-26,25.60323715209961
2010-07-27,25.468515396118164
2010-07-28,24.899019241333008
2010-07-29,24.96636962890625
2010-07-30,25.56649398803711
2010-08-02,25.737957000732422
2010-08-03,25.646108627319336
2010-08-04,25.646102905273438
2010-08-05,24.553340911865234
2010-08-06,24.658287048339844
2010-08-09,24.534818649291992
2010-08-10,24.077953338623047
2010-08-11,23.62726402282715
2010-08-12,23.602569580078125
2010-08-13,23.448223114013672
2010-08-16,23.26300621032715
2010-08-17,23.472919464111328
2010-08-18,23.07779312133789
2010-08-19,22.392494201660156
2010-08-20,22.886404037475586
2010-08-23,22.306060791015625
2010-08-24,22.355453491210938
2010-08-25,22.806140899658203
2010-08-26,22.688840866088867
2010-08-27,23.423532485961914
2010-08-30,22.361618041992188
2010-08-31,22.682668685913086
2010-09-01,23.565519332885742
2010-09-02,24.084125518798828
2010-09-03,24.528636932373047
2010-09-07,23.874208450317383
2010-09-08,23.78160285949707
2010-09-09,24.096466064453125
2010-09-10,24.250812530517578
2010-09-13,25.133682250976562
2010-09-14,24.942289352416992
