Date,EXEL
2010-01-04,7.5
2010-01-05,7.380000114440918
2010-01-06,7.360000133514404
2010-01-07,7.329999923706055
2010-01-08,7.309999942779541
2010-01-11,7.159999847412109
2010-01-12,7.070000171661377
2010-01-13,7.159999847412109
2010-01-14,7.139999866485596
2010-01-15,6.78000020980835
2010-01-19,7.099999904632568
2010-01-20,6.800000190734863
2010-01-21,6.510000228881836
2010-01-22,6.380000114440918
2010-01-25,6.360000133514404
2010-01-26,6.690000057220459
2010-01-27,6.96999979019165
2010-01-28,6.559999942779541
2010-01-29,6.630000114440918
2010-02-01,6.579999923706055
2010-02-02,6.670000076293945
2010-02-03,6.679999828338623
2010-02-04,6.190000057220459
2010-02-05,6.21999979019165
2010-02-08,6.099999904632568
2010-02-09,6.420000076293945
2010-02-10,6.300000190734863
2010-02-11,6.570000171661377
2010-02-12,6.550000190734863
2010-02-16,6.619999885559082
2010-02-17,6.699999809265137
2010-02-18,6.710000038146973
2010-02-19,6.75
2010-02-22,6.670000076293945
2010-02-23,6.53000020980835
2010-02-24,6.53000020980835
2010-02-25,6.360000133514404
2010-02-26,6.46999979019165
2010-03-01,6.849999904632568
2010-03-02,6.760000228881836
2010-03-03,6.789999961853027
2010-03-04,6.820000171661377
2010-03-05,6.960000038146973
2010-03-08,6.809999942779541
2010-03-09,6.309999942779541
2010-03-10,6.179999828338623
2010-03-11,6.119999885559082
2010-03-12,6.460000038146973
2010-03-15,6.269999980926514
2010-03-16,6.309999942779541
2010-03-17,6.289999961853027
2010-03-18,6.199999809265137
2010-03-19,5.840000152587891
2010-03-22,5.820000171661377
2010-03-23,6.170000076293945
2010-03-24,6.079999923706055
2010-03-25,6.039999961853027
2010-03-26,6.010000228881836
2010-03-29,6.019999980926514
2010-03-30,6.010000228881836
2010-03-31,6.070000171661377
2010-04-01,6.659999847412109
2010-04-05,6.550000190734863
2010-04-06,6.659999847412109
2010-04-07,6.550000190734863
2010-04-08,6.480000019073486
2010-04-09,6.320000171661377
2010-04-12,6.309999942779541
2010-04-13,6.260000228881836
2010-04-14,6.340000152587891
2010-04-15,6.28000020980835
2010-04-16,6.03000020980835
2010-04-19,5.889999866485596
2010-04-20,6.139999866485596
2010-04-21,6.03000020980835
2010-04-22,5.900000095367432
2010-04-23,5.889999866485596
2010-04-26,5.809999942779541
2010-04-27,5.679999828338623
2010-04-28,5.860000133514404
2010-04-29,5.900000095367432
2010-04-30,5.800000190734863
2010-05-03,5.909999847412109
2010-05-04,5.820000171661377
2010-05-05,5.659999847412109
2010-05-06,5.170000076293945
2010-05-07,4.889999866485596
2010-05-10,5.320000171661377
2010-05-11,5.329999923706055
2010-05-12,6.269999980926514
2010-05-13,6.139999866485596
2010-05-14,5.929999828338623
2010-05-17,5.960000038146973
2010-05-18,5.920000076293945
2010-05-19,5.639999866485596
2010-05-20,5.21999979019165
2010-05-21,5.070000171661377
2010-05-24,5.050000190734863
2010-05-25,5.050000190734863
2010-05-26,4.909999847412109
2010-05-27,5.170000076293945
2010-05-28,5.179999828338623
2010-06-01,4.889999866485596
2010-06-02,5.099999904632568
2010-06-03,5.539999961853027
2010-06-04,5.079999923706055
2010-06-07,4.809999942779541
2010-06-08,4.690000057220459
2010-06-09,4.579999923706055
2010-06-10,4.75
2010-06-11,4.809999942779541
2010-06-14,4.710000038146973
2010-06-15,4.860000133514404
2010-06-16,4.699999809265137
2010-06-17,4.699999809265137
2010-06-18,4.579999923706055
2010-06-21,3.8399999141693115
2010-06-22,3.6600000858306885
2010-06-23,3.7699999809265137
2010-06-24,3.7799999713897705
2010-06-25,4.010000228881836
2010-06-28,3.859999895095825
2010-06-29,3.609999895095825
2010-06-30,3.4700000286102295
2010-07-01,3.2799999713897705
2010-07-02,3.549999952316284
2010-07-06,3.4000000953674316
2010-07-07,3.5799999237060547
2010-07-08,3.6600000858306885
2010-07-09,3.5999999046325684
2010-07-12,3.450000047683716
2010-07-13,3.619999885559082
2010-07-14,3.5299999713897705
2010-07-15,3.4600000381469727
2010-07-16,3.109999895095825
2010-07-19,3.180000066757202
2010-07-20,3.1500000953674316
2010-07-21,3.069999933242798
2010-07-22,3.1600000858306885
2010-07-23,3.2100000381469727
2010-07-26,3.369999885559082
2010-07-27,3.2300000190734863
2010-07-28,3.2100000381469727
2010-07-29,3.0799999237060547
2010-07-30,3.119999885559082
2010-08-02,3.2100000381469727
2010-08-03,3.1700000762939453
2010-08-04,3.259999990463257
2010-08-05,3.119999885559082
2010-08-06,3.0899999141693115
2010-08-09,3.259999990463257
2010-08-10,3.140000104904175
2010-08-11,3.009999990463257
2010-08-12,2.9200000762939453
2010-08-13,2.880000114440918
2010-08-16,2.9000000953674316
2010-08-17,2.890000104904175
2010-08-18,3.2100000381469727
2010-08-19,2.9800000190734863
2010-08-20,3.119999885559082
2010-08-23,3.0199999809265137
2010-08-24,3.069999933242798
2010-08-25,3.009999990463257
2010-08-26,3.2200000286102295
2010-08-27,3.259999990463257
2010-08-30,3.0999999046325684
2010-08-31,2.9700000286102295
2010-09-01,3.319999933242798
2010-09-02,3.5
2010-09-03,3.799999952316284
2010-09-07,3.569999933242798
2010-09-08,3.740000009536743
2010-09-09,3.740000009536743
2010-09-10,3.7699999809265137
2010-09-13,3.9200000762939453
2010-09-14,4.010000228881836
2010-09-15,4.0
2010-09-16,3.930000066757202
2010-09-17,4.0
2010-09-20,4.210000038146973
2010-09-21,4.269999980926514
2010-09-22,4.199999809265137
2010-09-23,4.019999980926514
2010-09-24,4.170000076293945
2010-09-27,4.090000152587891
2010-09-28,4.0
2010-09-29,3.940000057220459
2010-09-30,3.9200000762939453
2010-10-01,3.9700000286102295
2010-10-04,3.9800000190734863
2010-10-05,4.099999904632568
2010-10-06,4.0
2010-10-07,4.039999961853027
2010-10-08,4.230000019073486
2010-10-11,4.269999980926514
2010-10-12,4.329999923706055
2010-10-13,4.389999866485596
2010-10-14,4.449999809265137
2010-10-15,4.599999904632568
2010-10-18,4.809999942779541
2010-10-19,4.610000133514404
2010-10-20,4.75
2010-10-21,4.619999885559082
2010-10-22,4.730000019073486
2010-10-25,4.75
2010-10-26,4.619999885559082
2010-10-27,4.489999771118164
2010-10-28,4.510000228881836
2010-10-29,4.46999979019165
2010-11-01,4.119999885559082
2010-11-02,4.369999885559082
2010-11-03,4.480000019073486
2010-11-04,4.449999809265137
2010-11-05,4.360000133514404
2010-11-08,4.199999809265137
2010-11-09,4.139999866485596
2010-11-10,4.489999771118164
2010-11-11,4.510000228881836
2010-11-12,4.260000228881836
2010-11-15,4.519999980926514
2010-11-16,4.389999866485596
2010-11-17,4.71999979019165
2010-11-18,6.230000019073486
2010-11-19,5.559999942779541
2010-11-22,5.789999961853027
2010-11-23,5.690000057220459
2010-11-24,5.739999771118164
2010-11-26,5.829999923706055
2010-11-29,5.710000038146973
2010-11-30,5.789999961853027
2010-12-01,5.96999979019165
2010-12-02,5.909999847412109
2010-12-03,5.900000095367432
2010-12-06,5.869999885559082
2010-12-07,5.929999828338623
2010-12-08,5.820000171661377
2010-12-09,6.510000228881836
2010-12-10,6.639999866485596
2010-12-13,6.809999942779541
2010-12-14,7.210000038146973
2010-12-15,8.210000038146973
2010-12-16,8.210000038146973
2010-12-17,8.779999732971191
2010-12-20,8.710000038146973
2010-12-21,9.079999923706055
2010-12-22,8.670000076293945
2010-12-23,8.720000267028809
2010-12-27,8.779999732971191
2010-12-28,8.850000381469727
2010-12-29,8.710000038146973
