Date,DAN
2010-01-04,8.693588256835938
2010-01-05,9.364725112915039
2010-01-06,9.044763565063477
2010-01-07,9.052565574645996
2010-01-08,9.380334854125977
2010-01-11,9.676881790161133
2010-01-12,8.802842140197754
2010-01-13,9.083786964416504
2010-01-14,9.232057571411133
2010-01-15,9.02135181427002
2010-01-19,8.935505867004395
2010-01-20,8.779434204101562
2010-01-21,8.397035598754883
2010-01-22,7.960014820098877
2010-01-25,7.874173164367676
2010-01-26,7.983428478240967
2010-01-27,8.170724868774414
2010-01-28,8.084879875183105
2010-01-29,8.045860290527344
2010-02-01,8.373625755310059
2010-02-02,8.412646293640137
2010-02-03,8.506294250488281
2010-02-04,7.858565807342529
2010-02-05,7.585430145263672
2010-02-08,7.421545505523682
2010-02-09,7.991233825683594
2010-02-10,8.069272994995117
2010-02-11,8.147309303283691
2010-02-12,8.139510154724121
2010-02-16,8.31119155883789
2010-02-17,8.428255081176758
2010-02-18,8.506294250488281
2010-02-19,8.576526641845703
2010-02-22,8.498491287231445
2010-02-23,8.303390502929688
2010-02-24,8.53750991821289
2010-02-25,8.62335205078125
2010-02-26,8.873076438903809
2010-03-01,8.974529266357422
2010-03-02,8.7950439453125
2010-03-03,9.09938907623291
2010-03-04,9.154021263122559
2010-03-05,9.286684036254883
2010-03-08,9.364725112915039
2010-03-09,9.30229377746582
2010-03-10,9.075981140136719
2010-03-11,9.232057571411133
2010-03-12,9.154021263122559
2010-03-15,9.216449737548828
2010-03-16,9.32570743560791
2010-03-17,9.310098648071289
2010-03-18,9.185232162475586
2010-03-19,9.317902565002441
2010-03-22,9.801745414733887
2010-03-23,10.059277534484863
2010-03-24,9.996844291687012
2010-03-25,9.739316940307617
2010-03-26,9.739316940307617
2010-03-29,9.676881790161133
2010-03-30,9.55982494354248
2010-03-31,9.271079063415527
2010-04-01,9.193041801452637
2010-04-05,9.723705291748047
2010-04-06,9.723705291748047
2010-04-07,9.74711799621582
2010-04-08,9.83296012878418
2010-04-09,10.059277534484863
2010-04-12,10.371431350708008
2010-04-13,10.293392181396484
2010-04-14,10.589940071105957
2010-04-15,10.667983055114746
2010-04-16,10.230964660644531
2010-04-19,10.152922630310059
2010-04-20,10.199747085571289
2010-04-21,10.168529510498047
2010-04-22,10.277785301208496
2010-04-23,10.69139575958252
2010-04-26,10.636765480041504
2010-04-27,9.965631484985352
2010-04-28,9.786136627197266
2010-04-29,10.496297836303711
2010-04-30,10.426060676574707
2010-05-03,10.738218307495117
2010-05-04,10.199747085571289
2010-05-05,9.84857177734375
2010-05-06,9.442767143249512
2010-05-07,8.91989803314209
2010-05-10,9.583235740661621
2010-05-11,9.83296012878418
2010-05-12,10.129512786865234
2010-05-13,9.864177703857422
2010-05-14,9.388139724731445
2010-05-17,8.904294967651367
2010-05-18,8.59213638305664
2010-05-19,8.490684509277344
2010-05-20,7.725900650024414
2010-05-21,7.803941249847412
2010-05-24,7.788331508636475
2010-05-25,7.999037742614746
2010-05-26,8.147309303283691
2010-05-27,8.802842140197754
2010-05-28,8.475075721740723
2010-06-01,8.147309303283691
2010-06-02,8.67017650604248
2010-06-03,9.341313362121582
2010-06-04,8.60774040222168
2010-06-07,7.983428478240967
2010-06-08,8.108291625976562
2010-06-09,7.975624084472656
2010-06-10,8.506294250488281
2010-06-11,8.943312644958496
2010-06-14,8.880879402160645
2010-06-15,9.30229377746582
2010-06-16,9.052565574645996
2010-06-17,9.185232162475586
2010-06-18,9.35692024230957
2010-06-21,9.27888298034668
2010-06-22,8.873076438903809
2010-06-23,8.834057807922363
2010-06-24,8.59213638305664
2010-06-25,8.779434204101562
2010-06-28,8.685784339904785
2010-06-29,8.030251502990723
2010-06-30,7.803941249847412
2010-07-01,7.55421257019043
2010-07-02,7.405940055847168
2010-07-06,7.179622650146484
2010-07-07,7.9444098472595215
2010-07-08,8.123900413513184
2010-07-09,8.272173881530762
2010-07-12,8.194133758544922
2010-07-13,8.724801063537598
2010-07-14,8.60774040222168
2010-07-15,8.53750991821289
2010-07-16,8.030251502990723
2010-07-19,8.038056373596191
2010-07-20,8.381427764892578
2010-07-21,8.233152389526367
2010-07-22,8.771629333496094
2010-07-23,9.107194900512695
2010-07-26,9.294488906860352
2010-07-27,9.060371398925781
2010-07-28,9.02135181427002
2010-07-29,9.052565574645996
2010-07-30,9.271079063415527
2010-08-02,9.770529747009277
2010-08-03,9.606647491455078
2010-08-04,9.801745414733887
2010-08-05,9.911001205444336
2010-08-06,9.801745414733887
2010-08-09,9.708098411560059
2010-08-10,9.450568199157715
2010-08-11,8.810648918151855
2010-08-12,8.779434204101562
2010-08-13,8.662371635437012
2010-08-16,8.662371635437012
2010-08-17,8.92770004272461
2010-08-18,8.943312644958496
2010-08-19,8.553118705749512
2010-08-20,8.521903038024902
2010-08-23,8.326796531677246
2010-08-24,8.077075958251953
2010-08-25,8.225349426269531
2010-08-26,7.9678215980529785
2010-08-27,8.326796531677246
2010-08-30,7.9444098472595215
2010-08-31,8.006841659545898
2010-09-01,8.404841423034668
2010-09-02,8.654566764831543
2010-09-03,8.779434204101562
2010-09-07,8.459466934204102
2010-09-08,8.155115127563477
2010-09-09,7.983428478240967
2010-09-10,7.999037742614746
2010-09-13,8.186330795288086
2010-09-14,8.209741592407227
2010-09-15,8.545316696166992
2010-09-16,8.584332466125488
2010-09-17,8.654566764831543
2010-09-20,9.075981140136719
2010-09-21,9.122800827026367
2010-09-22,9.146214485168457
2010-09-23,8.99793815612793
2010-09-24,9.450568199157715
2010-09-27,9.442767143249512
2010-09-28,9.630060195922852
2010-09-29,9.762725830078125
2010-09-30,9.614449501037598
2010-10-01,9.770529747009277
2010-10-04,9.489591598510742
2010-10-05,10.043668746948242
2010-10-06,10.074881553649902
2010-10-07,9.942214965820312
2010-10-08,10.387042999267578
2010-10-11,10.309002876281738
2010-10-12,10.32460880279541
2010-10-13,10.504096984863281
2010-10-14,10.48849105834961
2010-10-15,10.566533088684082
2010-10-18,10.441669464111328
2010-10-19,10.184137344360352
2010-10-20,10.394843101501465
2010-10-21,10.543120384216309
2010-10-22,10.699198722839355
2010-10-25,10.76943588256836
2010-10-26,10.839672088623047
2010-10-27,10.675788879394531
2010-10-28,11.081592559814453
2010-10-29,11.058177947998047
2010-11-01,11.003552436828613
2010-11-02,11.31570816040039
2010-11-03,11.33912467956543
2010-11-04,11.581042289733887
2010-11-05,11.721516609191895
2010-11-08,11.542021751403809
2010-11-09,11.323516845703125
2010-11-10,11.588847160339355
2010-11-11,11.643473625183105
2010-11-12,11.370338439941406
2010-11-15,11.331319808959961
2010-11-16,10.909907341003418
2010-11-17,11.261083602905273
2010-11-18,11.643473625183105
2010-11-19,11.799553871154785
2010-11-22,11.737123489379883
2010-11-23,11.54982852935791
2010-11-24,11.854182243347168
2010-11-26,11.854182243347168
2010-11-29,11.830771446228027
2010-11-30,11.791752815246582
2010-12-01,12.228771209716797
2010-12-02,12.41606616973877
2010-12-03,12.611166954040527
2010-12-06,12.611166954040527
2010-12-07,12.665788650512695
2010-12-08,12.525320053100586
2010-12-09,12.78284740447998
2010-12-10,13.016966819763184
