Date,BR
2010-01-04,16.410350799560547
2010-01-05,16.34526252746582
2010-01-06,16.236778259277344
2010-01-07,16.301868438720703
2010-01-08,16.424814224243164
2010-01-11,16.47545051574707
2010-01-12,16.31633758544922
2010-01-13,16.47545051574707
2010-01-14,16.612857818603516
2010-01-15,16.20061492919922
2010-01-19,16.417585372924805
2010-01-20,16.323558807373047
2010-01-21,16.077659606933594
2010-01-22,16.0125675201416
2010-01-25,15.961942672729492
2010-01-26,15.860687255859375
2010-01-27,15.969173431396484
2010-01-28,15.911314964294434
2010-01-29,15.708806037902832
2010-02-01,15.810063362121582
2010-02-02,15.90407943725586
2010-02-03,15.889619827270508
2010-02-04,15.940255165100098
2010-02-05,15.549689292907715
2010-02-08,15.47014331817627
2010-02-09,15.224242210388184
2010-02-10,15.217007637023926
2010-02-11,15.137447357177734
2010-02-12,15.491843223571777
2010-02-16,15.650956153869629
2010-02-17,15.788368225097656
2010-02-18,15.75220775604248
2010-02-19,15.65818977355957
2010-02-22,15.622018814086914
2010-02-23,15.484606742858887
2010-02-24,15.245929718017578
2010-02-25,15.195310592651367
2010-02-26,15.217007637023926
2010-03-01,15.484606742858887
2010-03-02,15.491843223571777
2010-03-03,15.390581130981445
2010-03-04,15.448445320129395
2010-03-05,15.694348335266113
2010-03-08,15.506301879882812
2010-03-09,15.933016777038574
2010-03-10,16.113826751708984
2010-03-11,16.01980209350586
2010-03-12,16.05596160888672
2010-03-15,16.063241958618164
2010-03-16,16.070520401000977
2010-03-17,16.22336769104004
2010-03-18,16.150585174560547
2010-03-19,15.975905418395996
2010-03-22,16.106910705566406
2010-03-23,15.823060035705566
2010-03-24,15.728437423706055
2010-03-25,15.677498817443848
2010-03-26,15.553762435913086
2010-03-29,15.808504104614258
2010-03-30,15.735727310180664
2010-03-31,15.561041831970215
2010-04-01,15.517370223999023
2010-04-05,15.48825454711914
2010-04-06,15.480981826782227
2010-04-07,15.510090827941895
2010-04-08,15.517370223999023
2010-04-09,15.903116226196289
2010-04-12,15.975905418395996
2010-04-13,15.917671203613281
2010-04-14,16.478103637695312
2010-04-15,16.492660522460938
2010-04-16,16.427152633666992
2010-04-19,16.40532875061035
2010-04-20,16.580007553100586
2010-04-21,16.5872802734375
2010-04-22,17.009422302246094
2010-04-23,16.96575355529785
2010-04-26,17.096765518188477
2010-04-27,16.871131896972656
2010-04-28,17.133155822753906
2010-04-29,17.36606216430664
2010-04-30,17.329669952392578
2010-05-03,17.467960357666016
2010-05-04,17.249616622924805
2010-05-05,17.0312557220459
2010-05-06,16.907527923583984
2010-05-07,16.499942779541016
2010-05-10,16.194255828857422
2010-05-11,16.01957130432129
2010-05-12,15.96862506866455
2010-05-13,16.00501251220703
2010-05-14,15.72116470336914
2010-05-17,15.517370223999023
2010-05-18,15.328126907348633
2010-05-19,15.080665588378906
2010-05-20,14.498398780822754
2010-05-21,14.920550346374512
2010-05-24,14.192719459533691
2010-05-25,13.763296127319336
2010-05-26,13.697786331176758
2010-05-27,14.03259563446045
2010-05-28,13.916144371032715
2010-06-01,13.683231353759766
2010-06-02,13.690511703491211
2010-06-03,13.799688339233398
2010-06-04,13.581339836120605
2010-06-07,13.559501647949219
2010-06-08,14.14177131652832
2010-06-09,13.821517944335938
2010-06-10,14.301891326904297
2010-06-11,14.33121395111084
2010-06-14,14.155279159545898
2010-06-15,14.28722858428955
2010-06-16,14.301894187927246
2010-06-17,14.463164329528809
2010-06-18,14.543805122375488
2010-06-21,14.499814987182617
2010-06-22,14.353203773498535
2010-06-23,14.279899597167969
2010-06-24,14.147942543029785
2010-06-25,14.052653312683105
2010-06-28,14.250577926635742
2010-06-29,13.942694664001465
2010-06-30,13.964681625366211
2010-07-01,13.994003295898438
2010-07-02,14.096636772155762
2010-07-06,13.898712158203125
2010-07-07,14.573119163513184
2010-07-08,14.888337135314941
2010-07-09,14.910326957702637
2010-07-12,14.89566421508789
2010-07-13,15.042274475097656
2010-07-14,15.078924179077148
2010-07-15,15.0642671585083
2010-07-16,14.756385803222656
2010-07-19,14.771045684814453
2010-07-20,14.990961074829102
2010-07-21,14.829691886901855
2010-07-22,15.144901275634766
2010-07-23,15.26218318939209
2010-07-26,15.438119888305664
2010-07-27,15.401472091674805
2010-07-28,15.27685546875
2010-07-29,15.049605369567871
2010-07-30,14.881001472473145
2010-08-02,15.078924179077148
2010-08-03,15.115579605102539
2010-08-04,15.05693244934082
2010-08-05,14.837018966674805
2010-08-06,14.932317733764648
2010-08-09,15.159564971923828
2010-08-10,15.027617454528809
2010-08-11,14.668417930603027
2010-08-12,14.470488548278809
2010-08-13,14.800370216369629
2010-08-16,14.72706413269043
2010-08-17,14.976301193237305
2010-08-18,15.049605369567871
2010-08-19,14.697735786437988
2010-08-20,14.778372764587402
2010-08-23,14.72706413269043
2010-08-24,14.763711929321289
2010-08-25,14.829691886901855
2010-08-26,15.027617454528809
2010-08-27,15.658044815063477
2010-08-30,15.599395751953125
2010-08-31,15.650711059570312
2010-09-01,15.819318771362305
2010-09-02,16.03189468383789
2010-09-03,16.339784622192383
2010-09-07,16.259151458740234
2010-09-08,16.251811981201172
2010-09-09,16.19317626953125
2010-09-10,16.449735641479492
2010-09-13,16.545677185058594
2010-09-14,16.545677185058594
2010-09-15,16.70065689086914
2010-09-16,16.671131134033203
2010-09-17,16.781829833984375
2010-09-20,17.069650650024414
2010-09-21,16.85563087463379
2010-09-22,16.66375732421875
2010-09-23,16.76707649230957
2010-09-24,16.93681526184082
2010-09-27,16.8187255859375
2010-09-28,16.79659080505371
2010-09-29,16.89253044128418
2010-09-30,16.877779006958008
2010-10-01,17.03274917602539
2010-10-04,16.85563087463379
2010-10-05,16.885150909423828
2010-10-06,16.648998260498047
2010-10-07,16.56043243408203
2010-10-08,16.50878143310547
2010-10-11,16.494016647338867
2010-10-12,16.154544830322266
2010-10-13,15.519880294799805
2010-10-14,15.394418716430664
2010-10-15,15.298480033874512
2010-10-18,15.460837364196777
2010-10-19,15.431315422058105
2010-10-20,15.859352111816406
2010-10-21,15.719133377075195
2010-10-22,15.9847993850708
2010-10-25,16.280000686645508
2010-10-26,16.206201553344727
2010-10-27,16.154544830322266
2010-10-28,16.250486373901367
2010-10-29,16.2357234954834
2010-11-01,16.176685333251953
2010-11-02,16.316905975341797
2010-11-03,16.331661224365234
2010-11-04,16.5751953125
2010-11-05,15.87410831451416
2010-11-08,15.785554885864258
2010-11-09,15.933147430419922
2010-11-10,16.198827743530273
2010-11-11,15.859352111816406
2010-11-12,15.778173446655273
2010-11-15,15.81506061553955
2010-11-16,15.947906494140625
2010-11-17,15.918392181396484
2010-11-18,15.741277694702148
2010-11-19,15.630575180053711
2010-11-22,15.623193740844727
2010-11-23,15.608439445495605
2010-11-24,15.866732597351074
2010-11-26,15.70437240600586
2010-11-29,15.57153606414795
2010-11-30,15.19515609741211
2010-12-01,15.63795280456543
2010-12-02,16.029090881347656
2010-12-03,16.35379409790039
2010-12-06,16.265243530273438
2010-12-07,16.368558883666992
2010-12-08,16.486635208129883
2010-12-09,16.589956283569336
2010-12-10,16.553058624267578
2010-12-13,16.70065689086914
2010-12-14,16.405452728271484
2010-12-15,16.2642879486084
2010-12-16,16.41288948059082
2010-12-17,16.271717071533203
2010-12-20,15.967092514038086
2010-12-21,15.863064765930176
2010-12-22,15.90022087097168
2010-12-23,15.937369346618652
2010-12-27,16.18256378173828
2010-12-28,16.085973739624023
2010-12-29,16.219709396362305
2010-12-30,16.390600204467773
2010-12-31,16.294015884399414
2011-01-03,16.55406951904297
2011-01-04,16.405452728271484
2011-01-05,16.42775535583496
2011-01-06,16.606077194213867
2011-01-07,16.51691436767578
2011-01-10,16.57634735107422
2011-01-11,16.628358840942383
2011-01-12,16.724956512451172
2011-01-13,16.635786056518555
2011-01-14,16.98499870300293
2011-01-18,17.35650634765625
2011-01-19,17.178184509277344
2011-01-20,16.955276489257812
2011-01-21,16.92555809020996
2011-01-24,17.148460388183594
2011-01-25,17.103879928588867
2011-01-26,16.92555809020996
2011-01-27,17.03700828552246
2011-01-28,16.91069984436035
2011-01-31,17.00728416442871
2011-02-01,17.05929946899414
2011-02-02,17.044443130493164
2011-02-03,17.18561553955078
2011-02-04,17.014719009399414
2011-02-07,17.274770736694336
2011-02-08,16.197418212890625
2011-02-09,16.085973739624023
