Date,ONTF
2021-02-03,61.122283935546875
2021-02-04,58.041141510009766
2021-02-05,59.55150604248047
2021-02-08,62.76211166381836
2021-02-09,64.2983627319336
2021-02-10,60.8288459777832
2021-02-11,58.7056999206543
2021-02-12,56.0992431640625
2021-02-16,57.56645202636719
2021-02-17,57.30753707885742
2021-02-18,56.09061050415039
2021-02-19,58.274166107177734
2021-02-22,53.156192779541016
2021-02-23,48.33165740966797
2021-02-24,48.20219421386719
2021-02-25,47.69298553466797
2021-02-26,48.81497573852539
2021-03-01,54.71834182739258
2021-03-02,53.79486083984375
2021-03-03,48.02095413208008
2021-03-04,42.68721008300781
2021-03-05,42.50596618652344
2021-03-08,44.508277893066406
2021-03-09,47.82244873046875
2021-03-10,45.46628189086914
2021-03-11,48.47837829589844
2021-03-12,48.23672103881836
2021-03-15,49.306922912597656
2021-03-16,47.21830368041992
2021-03-17,45.932334899902344
2021-03-18,46.191253662109375
2021-03-19,47.64983367919922
2021-03-22,45.08653259277344
2021-03-23,46.467437744140625
2021-03-24,45.069271087646484
2021-03-25,44.145790100097656
2021-03-26,42.83393096923828
2021-03-29,39.34714889526367
2021-03-30,37.284420013427734
2021-03-31,41.8672981262207
2021-04-01,41.772361755371094
2021-04-05,41.74646759033203
2021-04-06,40.684898376464844
2021-04-07,38.70847702026367
2021-04-08,40.65037536621094
2021-04-09,39.82183074951172
2021-04-12,38.906986236572266
2021-04-13,39.096858978271484
2021-04-14,39.08823013305664
2021-04-15,38.415035247802734
2021-04-16,38.01802444458008
2021-04-19,36.38683319091797
2021-04-20,34.919620513916016
2021-04-21,37.7159538269043
2021-04-22,37.88856887817383
2021-04-23,38.691219329833984
2021-04-26,40.65900802612305
2021-04-27,40.15842819213867
2021-04-28,39.5715446472168
2021-04-29,38.11296463012695
2021-04-30,37.97487258911133
2021-05-03,37.84541320800781
2021-05-04,36.29189682006836
2021-05-05,35.074974060058594
2021-05-06,35.12675857543945
2021-05-07,35.52376937866211
2021-05-10,34.23780059814453
2021-05-11,33.50419616699219
2021-05-12,31.73491096496582
2021-05-13,29.20612907409668
2021-05-14,30.371267318725586
2021-05-17,29.49957275390625
2021-05-18,29.335590362548828
2021-05-19,28.26538848876953
2021-05-20,28.110036849975586
2021-05-21,28.636507034301758
2021-05-24,28.30854034423828
2021-05-25,27.298755645751953
2021-05-26,29.007625579833984
2021-05-27,27.807964324951172
2021-05-28,27.773441314697266
2021-06-01,27.79070281982422
2021-06-02,28.032360076904297
2021-06-03,30.664709091186523
2021-06-04,30.587032318115234
2021-06-07,30.65608024597168
2021-06-08,31.363792419433594
2021-06-09,29.862058639526367
2021-06-10,30.794170379638672
2021-06-11,31.898893356323242
2021-06-14,31.778064727783203
2021-06-15,31.1393985748291
2021-06-16,30.664709091186523
2021-06-17,32.131919860839844
2021-06-18,31.519145965576172
2021-06-21,31.63997459411621
2021-06-22,31.415578842163086
2021-06-23,32.31316375732422
2021-06-24,31.778064727783203
2021-06-25,32.19233322143555
2021-06-28,31.9765682220459
2021-06-29,32.451255798339844
2021-06-30,30.621557235717773
2021-07-01,34.2982177734375
2021-07-02,33.19348907470703
2021-07-06,30.172761917114258
2021-07-07,29.542724609375
2021-07-08,29.784381866455078
2021-07-09,32.23548889160156
2021-07-12,31.72627830505371
2021-07-13,31.510513305664062
2021-07-14,30.828693389892578
2021-07-15,30.492097854614258
2021-07-16,30.448942184448242
2021-07-19,30.448942184448242
2021-07-20,31.329269409179688
2021-07-21,34.160125732421875
2021-07-22,33.5128288269043
2021-07-23,33.71133041381836
2021-07-26,34.04792785644531
2021-07-27,31.93341636657715
2021-07-28,32.8482666015625
2021-07-29,32.5893440246582
2021-07-30,31.519145965576172
2021-08-02,32.05424499511719
2021-08-03,29.20612907409668
2021-08-04,29.482311248779297
2021-08-05,30.05193328857422
2021-08-06,28.19634246826172
2021-08-09,28.101408004760742
2021-08-10,27.88564109802246
2021-08-11,19.254985809326172
2021-08-12,18.728517532348633
2021-08-13,18.97017478942871
2021-08-16,18.210678100585938
2021-08-17,17.951757431030273
2021-08-18,17.43391990661621
2021-08-19,17.23541259765625
2021-08-20,18.27972412109375
2021-08-23,18.99606704711914
2021-08-24,18.987436294555664
2021-08-25,20.109420776367188
2021-08-26,19.859132766723633
2021-08-27,19.76419448852539
2021-08-30,20.20435905456543
2021-08-31,19.513906478881836
2021-09-01,19.211833953857422
2021-09-02,19.246355056762695
2021-09-03,19.565690994262695
2021-09-07,18.935653686523438
2021-09-08,18.219308853149414
2021-09-09,18.53864288330078
2021-09-10,18.24519920349121
2021-09-13,18.210678100585938
2021-09-14,17.563379287719727
2021-09-15,17.951757431030273
2021-09-16,17.658315658569336
2021-09-17,17.38213539123535
2021-09-20,17.779146194458008
2021-09-21,17.83955955505371
2021-09-22,17.692838668823242
2021-09-23,17.261306762695312
2021-09-24,16.97649383544922
2021-09-27,16.985124588012695
2021-09-28,16.579483032226562
2021-09-29,16.39824104309082
2021-09-30,17.209522247314453
2021-10-01,17.226781845092773
2021-10-04,16.37234878540039
2021-10-05,16.493179321289062
2021-10-06,16.484546661376953
2021-10-07,16.432764053344727
2021-10-08,16.363718032836914
2021-10-11,16.475915908813477
2021-10-12,16.622638702392578
2021-10-13,17.31308937072754
2021-10-14,17.33898162841797
2021-10-15,17.347612380981445
2021-10-18,17.399396896362305
2021-10-19,17.40802764892578
2021-10-20,17.356243133544922
2021-10-21,17.79640769958496
2021-10-22,17.40802764892578
2021-10-25,17.710100173950195
2021-10-26,17.33898162841797
2021-10-27,16.648530960083008
2021-10-28,16.493179321289062
2021-10-29,16.510438919067383
2021-11-01,16.42413330078125
2021-11-02,16.39824104309082
2021-11-03,16.27741241455078
2021-11-04,15.958077430725098
