Date,AMTM
2025-01-15,23.459999084472656
2025-01-16,23.049999237060547
2025-01-17,22.790000915527344
2025-01-21,23.59000015258789
2025-01-22,23.1200008392334
2025-01-23,21.700000762939453
2025-01-24,21.59000015258789
2025-01-27,21.530000686645508
2025-01-28,19.889999389648438
2025-01-29,19.530000686645508
2025-01-30,20.010000228881836
2025-01-31,20.969999313354492
2025-02-03,20.399999618530273
2025-02-04,20.5
2025-02-05,22.68000030517578
2025-02-06,22.84000015258789
2025-02-07,22.15999984741211
2025-02-10,22.100000381469727
2025-02-11,20.729999542236328
2025-02-12,20.489999771118164
2025-02-13,19.809999465942383
2025-02-14,19.799999237060547
2025-02-18,21.729999542236328
2025-02-19,21.219999313354492
2025-02-20,20.75
2025-02-21,20.0
2025-02-24,19.809999465942383
2025-02-25,20.1200008392334
2025-02-26,19.950000762939453
2025-02-27,19.239999771118164
2025-02-28,19.639999389648438
2025-03-03,18.440000534057617
2025-03-04,18.709999084472656
2025-03-05,19.25
2025-03-06,18.329999923706055
2025-03-07,19.989999771118164
2025-03-10,18.559999465942383
2025-03-11,17.040000915527344
2025-03-12,18.420000076293945
2025-03-13,17.8700008392334
2025-03-14,17.899999618530273
2025-03-17,18.829999923706055
2025-03-18,18.469999313354492
2025-03-19,19.030000686645508
2025-03-20,18.31999969482422
2025-03-21,18.31999969482422
2025-03-24,18.670000076293945
2025-03-25,18.739999771118164
2025-03-26,18.450000762939453
2025-03-27,18.399999618530273
2025-03-28,18.06999969482422
2025-03-31,18.200000762939453
2025-04-01,17.8700008392334
2025-04-02,19.709999084472656
2025-04-03,18.299999237060547
2025-04-04,17.469999313354492
2025-04-07,16.959999084472656
2025-04-08,16.43000030517578
2025-04-09,18.010000228881836
2025-04-10,17.260000228881836
2025-04-11,18.149999618530273
2025-04-14,18.5
2025-04-15,18.760000228881836
2025-04-16,18.700000762939453
2025-04-17,18.790000915527344
2025-04-21,18.420000076293945
2025-04-22,19.149999618530273
2025-04-23,19.75
2025-04-24,21.68000030517578
2025-04-25,21.920000076293945
2025-04-28,21.84000015258789
2025-04-29,22.190000534057617
2025-04-30,21.81999969482422
2025-05-01,21.690000534057617
2025-05-02,21.860000610351562
2025-05-05,21.829999923706055
2025-05-06,22.110000610351562
2025-05-07,21.110000610351562
2025-05-08,21.309999465942383
2025-05-09,21.209999084472656
2025-05-12,21.3700008392334
2025-05-13,21.149999618530273
2025-05-14,20.979999542236328
2025-05-15,21.600000381469727
2025-05-16,21.84000015258789
2025-05-19,22.040000915527344
2025-05-20,21.899999618530273
2025-05-21,20.649999618530273
2025-05-22,21.209999084472656
2025-05-23,20.540000915527344
2025-05-27,21.25
2025-05-28,20.68000030517578
2025-05-29,20.360000610351562
2025-05-30,20.65999984741211
2025-06-02,19.31999969482422
2025-06-03,21.309999465942383
2025-06-04,21.280000686645508
2025-06-05,21.829999923706055
2025-06-06,22.40999984741211
2025-06-09,23.1299991607666
2025-06-10,22.309999465942383
2025-06-11,22.389999389648438
2025-06-12,22.959999084472656
2025-06-13,22.690000534057617
2025-06-16,22.56999969482422
2025-06-17,22.31999969482422
2025-06-18,21.8799991607666
2025-06-20,21.84000015258789
2025-06-23,21.90999984741211
2025-06-24,22.290000915527344
2025-06-25,23.15999984741211
2025-06-26,24.040000915527344
2025-06-27,23.450000762939453
2025-06-30,23.610000610351562
2025-07-01,23.899999618530273
2025-07-02,24.299999237060547
2025-07-03,24.209999084472656
2025-07-07,24.200000762939453
2025-07-08,24.200000762939453
2025-07-09,24.09000015258789
2025-07-10,24.020000457763672
2025-07-11,23.68000030517578
2025-07-14,24.15999984741211
2025-07-15,23.739999771118164
2025-07-16,24.290000915527344
2025-07-17,25.540000915527344
2025-07-18,25.239999771118164
2025-07-21,24.739999771118164
2025-07-22,24.90999984741211
2025-07-23,25.40999984741211
2025-07-24,25.309999465942383
2025-07-25,25.59000015258789
2025-07-28,25.239999771118164
2025-07-29,24.969999313354492
2025-07-30,24.34000015258789
2025-07-31,24.969999313354492
2025-08-01,24.15999984741211
2025-08-04,24.479999542236328
2025-08-05,25.309999465942383
2025-08-06,25.739999771118164
2025-08-07,25.8799991607666
2025-08-08,25.1299991607666
2025-08-11,25.350000381469727
2025-08-12,25.649999618530273
2025-08-13,26.530000686645508
2025-08-14,25.440000534057617
2025-08-15,25.18000030517578
2025-08-18,25.1299991607666
2025-08-19,24.3700008392334
2025-08-20,24.149999618530273
2025-08-21,24.270000457763672
2025-08-22,24.940000534057617
2025-08-25,25.209999084472656
2025-08-26,25.139999389648438
2025-08-27,25.170000076293945
2025-08-28,25.25
2025-08-29,24.950000762939453
2025-09-02,24.979999542236328
2025-09-03,24.850000381469727
2025-09-04,24.170000076293945
2025-09-05,24.239999771118164
2025-09-08,24.09000015258789
2025-09-09,23.709999084472656
2025-09-10,23.770000457763672
2025-09-11,23.950000762939453
2025-09-12,23.850000381469727
2025-09-15,22.950000762939453
2025-09-16,22.649999618530273
2025-09-17,22.239999771118164
2025-09-18,22.270000457763672
2025-09-19,22.350000381469727
