Date,DHT
2010-01-04,15.388739585876465
2010-01-05,15.629181861877441
2010-01-06,15.829561233520508
2010-01-07,15.869630813598633
2010-01-08,16.029935836791992
2010-01-11,16.150156021118164
2010-01-12,15.909706115722656
2010-01-13,16.070003509521484
2010-01-14,16.150156021118164
2010-01-15,15.869630813598633
2010-01-19,15.629181861877441
2010-01-20,15.348657608032227
2010-01-21,14.827683448791504
2010-01-22,14.787610054016113
2010-01-25,14.98798656463623
2010-01-26,15.388739585876465
2010-01-27,15.428812026977539
2010-01-28,15.18835735321045
2010-01-29,15.10821533203125
2010-02-01,15.228434562683105
2010-02-02,15.228434562683105
2010-02-03,15.148284912109375
2010-02-04,14.266633987426758
2010-02-05,14.386859893798828
2010-02-08,14.226564407348633
2010-02-09,14.467015266418457
2010-02-10,14.507089614868164
2010-02-11,14.467015266418457
2010-02-12,14.066262245178223
2010-02-16,14.106342315673828
2010-02-17,14.34679126739502
2010-02-18,14.867761611938477
2010-02-19,14.587235450744629
2010-02-22,14.426935195922852
2010-02-23,14.186488151550293
2010-02-24,14.306711196899414
2010-02-25,14.34679126739502
2010-02-26,14.106342315673828
2010-03-01,14.907835960388184
2010-03-02,15.829561233520508
2010-03-03,15.789483070373535
2010-03-04,16.43067741394043
2010-03-05,16.911575317382812
2010-03-08,16.631053924560547
2010-03-09,16.150156021118164
2010-03-10,16.43067741394043
2010-03-11,16.390609741210938
2010-03-12,16.631053924560547
2010-03-15,16.070003509521484
2010-03-16,16.110084533691406
2010-03-17,16.23029899597168
2010-03-18,16.150156021118164
2010-03-19,16.350528717041016
2010-03-22,16.671123504638672
2010-03-23,16.550905227661133
2010-03-24,16.43067741394043
2010-03-25,16.110084533691406
2010-03-26,16.070003509521484
2010-03-29,15.989855766296387
2010-03-30,15.308586120605469
2010-03-31,15.709334373474121
2010-04-01,15.789483070373535
2010-04-05,15.909706115722656
2010-04-06,16.150156021118164
2010-04-07,15.869630813598633
2010-04-08,16.150156021118164
2010-04-09,16.671123504638672
2010-04-12,17.472625732421875
2010-04-13,18.1939697265625
2010-04-14,18.79509162902832
2010-04-15,18.033674240112305
2010-04-16,17.432552337646484
2010-04-19,17.232173919677734
2010-04-20,18.1939697265625
2010-04-21,18.153900146484375
2010-04-22,18.394351959228516
2010-04-23,18.91532325744629
2010-04-26,18.474498748779297
2010-04-27,18.27412223815918
2010-04-28,18.43442726135254
2010-04-29,18.714941024780273
2010-04-30,18.91532325744629
2010-05-03,19.596588134765625
2010-05-04,18.63479232788086
2010-05-05,17.833297729492188
2010-05-06,16.8314266204834
2010-05-07,16.110084533691406
2010-05-10,17.472625732421875
2010-05-11,17.632919311523438
2010-05-12,18.5947265625
2010-05-13,18.514572143554688
2010-05-14,17.111953735351562
2010-05-17,16.71120262145996
2010-05-18,16.23029899597168
2010-05-19,17.632919311523438
2010-05-20,16.190229415893555
2010-05-21,16.71120262145996
2010-05-24,16.23029899597168
2010-05-25,16.190229415893555
2010-05-26,16.806617736816406
2010-05-27,17.258623123168945
2010-05-28,17.053157806396484
2010-06-01,16.231325149536133
2010-06-02,17.053157806396484
2010-06-03,17.012065887451172
2010-06-04,16.149137496948242
2010-06-07,15.779314041137695
2010-06-08,15.984766006469727
2010-06-09,16.190229415893555
2010-06-10,16.642244338989258
2010-06-11,17.09425926208496
2010-06-14,17.217529296875
2010-06-15,17.505170822143555
2010-06-16,17.381895065307617
2010-06-17,17.258623123168945
2010-06-18,17.62845230102539
2010-06-21,17.34080696105957
2010-06-22,16.601152420043945
2010-06-23,16.724428176879883
2010-06-24,16.560060501098633
2010-06-25,17.135345458984375
2010-06-28,16.68333625793457
2010-06-29,15.902588844299316
2010-06-30,15.820402145385742
2010-07-01,15.861491203308105
2010-07-02,16.354595184326172
2010-07-06,16.025861740112305
2010-07-07,16.68333625793457
2010-07-08,16.51896858215332
2010-07-09,16.724428176879883
2010-07-12,16.51896858215332
2010-07-13,17.258623123168945
2010-07-14,16.724428176879883
2010-07-15,16.970977783203125
2010-07-16,16.43678855895996
2010-07-19,16.68333625793457
2010-07-20,16.847698211669922
2010-07-21,16.8887939453125
2010-07-22,17.546266555786133
2010-07-23,17.875001907348633
2010-07-26,18.039369583129883
2010-07-27,17.710630416870117
2010-07-28,17.053157806396484
2010-07-29,17.176437377929688
2010-07-30,17.258623123168945
2010-08-02,17.464080810546875
2010-08-03,17.381895065307617
2010-08-04,17.34080696105957
2010-08-05,17.135345458984375
2010-08-06,16.806617736816406
2010-08-09,17.217529296875
2010-08-10,16.724428176879883
2010-08-11,16.149137496948242
2010-08-12,16.354595184326172
2010-08-13,16.10804557800293
2010-08-16,16.190229415893555
2010-08-17,16.560060501098633
2010-08-18,16.313512802124023
2010-08-19,16.313512802124023
2010-08-20,16.354595184326172
2010-08-23,15.902588844299316
2010-08-24,16.10804557800293
2010-08-25,15.861491203308105
2010-08-26,15.69713020324707
2010-08-27,16.395689010620117
2010-08-30,15.943684577941895
2010-08-31,15.902588844299316
2010-09-01,16.231325149536133
2010-09-02,16.231325149536133
2010-09-03,16.395689010620117
2010-09-07,16.0163516998291
2010-09-08,15.932059288024902
2010-09-09,16.10065269470215
2010-09-10,16.14280128479004
2010-09-13,16.10065269470215
2010-09-14,16.227096557617188
2010-09-15,16.47998809814453
2010-09-16,16.648588180541992
2010-09-17,16.7750244140625
2010-09-20,17.112213134765625
2010-09-21,16.98577117919922
2010-09-22,16.7750244140625
2010-09-23,16.648588180541992
2010-09-24,16.732881546020508
2010-09-27,17.0700626373291
2010-09-28,17.28080940246582
2010-09-29,17.36510467529297
2010-09-30,17.407249450683594
2010-10-01,17.407249450683594
2010-10-04,17.15435791015625
2010-10-05,17.491540908813477
2010-10-06,17.44940185546875
2010-10-07,17.15435791015625
2010-10-08,17.322956085205078
2010-10-11,17.44940185546875
2010-10-12,17.407249450683594
2010-10-13,17.491540908813477
2010-10-14,17.407249450683594
2010-10-15,17.196504592895508
2010-10-18,17.491540908813477
2010-10-19,17.36510467529297
2010-10-20,17.53369903564453
2010-10-21,17.322956085205078
2010-10-22,17.407249450683594
2010-10-25,17.322956085205078
2010-10-26,17.36510467529297
2010-10-27,17.660140991210938
2010-10-28,17.955181121826172
2010-10-29,18.123767852783203
2010-11-01,18.208066940307617
2010-11-02,19.093183517456055
2010-11-03,18.966732025146484
2010-11-04,19.556808471679688
2010-11-05,19.978296279907227
2010-11-08,19.76301383972168
2010-11-09,18.944936752319336
2010-11-10,19.676895141601562
2010-11-11,19.63385009765625
2010-11-12,19.332448959350586
2010-11-15,19.289386749267578
2010-11-16,18.944936752319336
2010-11-17,18.772714614868164
2010-11-18,19.031047821044922
2010-11-19,19.5477294921875
2010-11-22,19.461624145507812
2010-11-23,19.5477294921875
2010-11-24,19.806072235107422
2010-11-26,19.59078025817871
2010-11-29,19.246328353881836
2010-11-30,18.901884078979492
2010-12-01,18.944936752319336
2010-12-02,18.55742835998535
2010-12-03,18.858821868896484
2010-12-06,19.203279495239258
2010-12-07,19.246328353881836
2010-12-08,19.16021728515625
2010-12-09,19.332448959350586
2010-12-10,19.418556213378906
2010-12-13,19.16021728515625
2010-12-14,19.031047821044922
2010-12-15,18.944936752319336
2010-12-16,19.63385009765625
2010-12-17,19.719953536987305
2010-12-20,19.76301383972168
2010-12-21,20.45193099975586
2010-12-22,20.538036346435547
2010-12-23,20.753313064575195
2010-12-27,20.236637115478516
2010-12-28,19.461624145507812
2010-12-29,19.89218521118164
2010-12-30,19.93524169921875
2010-12-31,20.0213565826416
2011-01-03,20.753313064575195
2011-01-04,20.150524139404297
2011-01-05,20.236637115478516
2011-01-06,20.753313064575195
2011-01-07,20.66720199584961
2011-01-10,21.054718017578125
2011-01-11,21.18389129638672
2011-01-12,21.35611343383789
2011-01-13,21.442222595214844
2011-01-14,21.700557708740234
2011-01-18,22.0019588470459
2011-01-19,21.269996643066406
2011-01-20,21.0977725982666
2011-01-21,21.442222595214844
2011-01-24,21.65751838684082
2011-01-25,21.528339385986328
2011-01-26,21.57139015197754
2011-01-27,21.65751838684082
2011-01-28,21.61444664001465
2011-01-31,21.915847778320312
2011-02-01,22.045013427734375
2011-02-02,22.484161376953125
2011-02-03,22.308507919311523
2011-02-04,20.464101791381836
2011-02-07,20.771501541137695
2011-02-08,20.991073608398438
2011-02-09,20.55193328857422
2011-02-10,20.15669822692871
2011-02-11,20.420185089111328
2011-02-14,20.72757911682129
2011-02-15,20.508012771606445
2011-02-16,20.72757911682129
2011-02-17,21.21063995361328
2011-02-18,21.29847526550293
