Date,WBS
2010-01-04,8.354521751403809
2010-01-05,8.260950088500977
2010-01-06,8.381258010864258
2010-01-07,8.548345565795898
2010-01-08,8.668649673461914
2010-01-11,8.755539894104004
2010-01-12,8.869162559509277
2010-01-13,9.083038330078125
2010-01-14,9.430584907531738
2010-01-15,9.250123977661133
2010-01-19,9.504105567932129
2010-01-20,9.397168159484863
2010-01-21,9.624408721923828
2010-01-22,9.791501998901367
2010-01-25,10.439809799194336
2010-01-26,10.132364273071289
2010-01-27,10.747257232666016
2010-01-28,10.54675006866455
2010-01-29,10.339559555053711
2010-02-01,10.693785667419434
2010-02-02,10.693785667419434
2010-02-03,10.252671241760254
2010-02-04,9.657441139221191
2010-02-05,9.884830474853516
2010-02-08,9.817949295043945
2010-02-09,9.951712608337402
2010-02-10,10.192474365234375
2010-02-11,10.2660493850708
2010-02-12,10.292800903320312
2010-02-16,10.687390327453613
2010-02-17,10.801087379455566
2010-02-18,10.787705421447754
2010-02-19,10.86127758026123
2010-02-22,11.055229187011719
2010-02-23,10.801087379455566
2010-02-24,11.068603515625
2010-02-25,10.841211318969727
2010-02-26,10.700759887695312
2010-03-01,10.874652862548828
2010-03-02,11.035161972045898
2010-03-03,10.867962837219238
2010-03-04,10.767644882202148
2010-03-05,11.035161972045898
2010-03-08,11.242488861083984
2010-03-09,11.222429275512695
2010-03-10,11.436439514160156
2010-03-11,11.576889038085938
2010-03-12,11.55013656616211
2010-03-15,11.483257293701172
2010-03-16,11.703958511352539
2010-03-17,11.924664497375488
2010-03-18,11.944726943969727
2010-03-19,11.770843505859375
2010-03-22,12.011608123779297
2010-03-23,12.205560684204102
2010-03-24,12.178807258605957
2010-03-25,12.205560684204102
2010-03-26,12.031671524047852
2010-03-29,11.971481323242188
2010-03-30,11.87116527557373
2010-03-31,11.697272300720215
2010-04-01,11.797591209411621
2010-04-05,11.971481323242188
2010-04-06,12.359382629394531
2010-04-07,12.28581428527832
2010-04-08,12.513205528259277
2010-04-09,12.45301628112793
2010-04-12,12.914487838745117
2010-04-13,12.69378662109375
2010-04-14,13.375953674316406
2010-04-15,13.396020889282227
2010-04-16,13.028179168701172
2010-04-19,12.794102668762207
2010-04-20,13.128499031066895
2010-04-21,13.824051856994629
2010-04-22,14.365776062011719
2010-04-23,14.292207717895508
2010-04-26,14.071505546569824
2010-04-27,13.643474578857422
2010-04-28,13.777233123779297
2010-04-29,14.225546836853027
2010-04-30,13.864222526550293
2010-05-03,14.078341484069824
2010-05-04,13.088038444519043
2010-05-05,13.857526779174805
2010-05-06,12.880608558654785
2010-05-07,12.713329315185547
2010-05-10,13.911059379577637
2010-05-11,14.038193702697754
2010-05-12,14.49988842010498
2010-05-13,14.379443168640137
2010-05-14,13.750472068786621
2010-05-17,13.63002872467041
2010-05-18,13.021125793457031
2010-05-19,12.733404159545898
2010-05-20,11.957221031188965
2010-05-21,12.37877082824707
2010-05-24,11.943838119506836
2010-05-25,12.23825454711914
2010-05-26,12.519278526306152
2010-05-27,13.148262977600098
2010-05-28,12.813695907592773
2010-06-01,12.492517471313477
2010-06-02,12.907373428344727
2010-06-03,12.893996238708496
2010-06-04,12.164645195007324
2010-06-07,11.93045425415039
2010-06-08,11.796629905700684
2010-06-09,11.796629905700684
2010-06-10,12.840463638305664
2010-06-11,12.853848457336426
2010-06-14,12.813695907592773
2010-06-15,13.389142036437988
2010-06-16,13.369068145751953
2010-06-17,13.489508628845215
2010-06-18,13.650096893310547
2010-06-21,13.696940422058105
2010-06-22,13.295464515686035
2010-06-23,13.061279296875
2010-06-24,12.72670841217041
2010-06-25,13.12149715423584
2010-06-28,13.128186225891113
2010-06-29,12.452371597290039
2010-06-30,12.004058837890625
2010-07-01,11.789941787719727
2010-07-02,11.629349708557129
2010-07-06,11.823393821716309
2010-07-07,12.418914794921875
2010-07-08,12.706640243530273
2010-07-09,12.833775520324707
2010-07-12,12.679875373840332
2010-07-13,13.17502212524414
2010-07-14,12.927450180053711
2010-07-15,12.592886924743652
2010-07-16,12.017440795898438
2010-07-19,12.064284324645996
2010-07-20,12.305163383483887
2010-07-21,11.776557922363281
2010-07-22,12.4256010055542
2010-07-23,12.659802436828613
2010-07-26,13.114803314208984
2010-07-27,13.061279296875
2010-07-28,12.847151756286621
2010-07-29,12.706563949584961
2010-07-30,12.478941917419434
