Date,SMA
2025-04-02,32.139686584472656
2025-04-03,32.4831657409668
2025-04-04,32.27708435058594
2025-04-07,31.599939346313477
2025-04-08,30.638202667236328
2025-04-09,31.325159072875977
2025-04-10,31.40366554260254
2025-04-11,31.74713897705078
2025-04-14,32.139686584472656
2025-04-15,31.95323371887207
2025-04-16,32.708885192871094
2025-04-17,33.30751037597656
2025-04-21,32.512611389160156
2025-04-22,32.61074447631836
2025-04-23,32.45372772216797
2025-04-24,33.02291488647461
2025-04-25,32.82664489746094
2025-04-28,33.36639404296875
2025-04-29,33.415462493896484
2025-04-30,34.61935806274414
2025-05-01,34.796688079833984
2025-05-02,35.26958084106445
2025-05-05,34.895206451416016
2025-05-06,34.08736038208008
2025-05-07,34.22528839111328
2025-05-08,35.43706130981445
2025-05-09,36.0183219909668
2025-05-12,35.988765716552734
2025-05-13,35.466617584228516
2025-05-14,35.40750503540039
2025-05-15,36.12668991088867
2025-05-16,36.412391662597656
2025-05-19,36.2252082824707
2025-05-20,36.106990814208984
2025-05-21,35.34839630126953
2025-05-22,35.99861526489258
2025-05-23,36.05772399902344
2025-05-27,36.30402374267578
2025-05-28,36.02817153930664
2025-05-29,35.95920944213867
2025-05-30,36.13325119018555
2025-06-02,36.14313507080078
2025-06-03,36.261802673339844
2025-06-04,36.340911865234375
2025-06-05,36.25191116333008
2025-06-06,36.5881233215332
2025-06-09,36.7957878112793
2025-06-10,36.85512161254883
2025-06-11,36.17280578613281
2025-06-12,35.826698303222656
2025-06-13,35.29270553588867
2025-06-16,35.87614059448242
2025-06-17,35.08504867553711
2025-06-18,35.90581130981445
2025-06-20,36.11347198486328
2025-06-23,36.6771240234375
2025-06-24,36.7859001159668
2025-06-25,36.09369659423828
2025-06-26,35.81681442260742
2025-06-27,35.648704528808594
2025-06-30,35.9583625793457
2025-07-01,36.74243927001953
2025-07-02,36.950862884521484
2025-07-03,36.92108917236328
2025-07-07,36.39506530761719
2025-07-08,36.226341247558594
2025-07-09,36.04768753051758
2025-07-10,35.4422607421875
2025-07-11,35.85911560058594
2025-07-14,36.10723876953125
2025-07-15,35.62091064453125
2025-07-16,35.878963470458984
2025-07-17,35.670536041259766
2025-07-18,35.700313568115234
2025-07-21,35.988136291503906
2025-07-22,36.78213882446289
2025-07-23,36.871463775634766
2025-07-24,36.10723876953125
2025-07-25,35.93851089477539
2025-07-28,35.88888931274414
2025-07-29,36.017913818359375
2025-07-30,35.36286163330078
2025-07-31,33.754825592041016
2025-08-01,34.671424865722656
2025-08-04,34.830833435058594
2025-08-05,35.10980224609375
2025-08-06,34.79098129272461
2025-08-07,34.492088317871094
2025-08-08,33.854454040527344
2025-08-11,33.734901428222656
2025-08-12,34.29282760620117
2025-08-13,35.12972640991211
2025-08-14,34.66146469116211
2025-08-15,34.980281829833984
2025-08-18,34.362571716308594
2025-08-19,34.96035385131836
2025-08-20,35.41865539550781
2025-08-21,35.69762420654297
2025-08-22,36.404998779296875
2025-08-25,36.24559020996094
2025-08-26,35.976585388183594
2025-08-27,36.35518264770508
2025-08-28,36.67399978637695
2025-08-29,36.38999938964844
2025-09-02,36.060001373291016
2025-09-03,36.279998779296875
2025-09-04,36.79999923706055
2025-09-05,37.34000015258789
2025-09-08,37.619998931884766
2025-09-09,37.65999984741211
2025-09-10,37.869998931884766
2025-09-11,38.65999984741211
2025-09-12,38.9900016784668
2025-09-15,38.7400016784668
2025-09-16,38.7400016784668
2025-09-17,38.650001525878906
2025-09-18,38.25
2025-09-19,37.04999923706055
