Date,WSR
2010-08-26,3.9248814582824707
2010-08-27,3.9282913208007812
2010-08-30,3.9624216556549072
2010-08-31,4.005784511566162
2010-09-01,4.019549369812012
2010-09-02,4.016107559204102
2010-09-03,4.016107559204102
2010-09-07,3.9920172691345215
2010-09-08,4.0023417472839355
2010-09-09,3.995457887649536
2010-09-10,3.8956596851348877
2010-09-13,4.060847759246826
2010-09-14,4.043641090393066
2010-09-15,4.050519943237305
2010-09-16,4.026432037353516
2010-09-17,4.026432037353516
2010-09-20,4.036757469177246
2010-09-21,4.074615478515625
2010-09-22,4.095261096954346
2010-09-23,4.109029293060303
2010-09-24,4.095261096954346
2010-09-27,4.10558557510376
2010-09-28,4.1399946212768555
2010-09-29,4.166014194488525
2010-09-30,4.155603885650635
2010-10-01,4.16254186630249
2010-10-04,4.169483661651611
2010-10-05,4.169483661651611
2010-10-06,4.193763732910156
2010-10-07,4.207637310028076
2010-10-08,4.329046726226807
2010-10-11,4.460857391357422
2010-10-12,4.4712653160095215
2010-10-13,4.4712653160095215
2010-10-14,4.4504547119140625
2010-10-15,4.457392692565918
2010-10-18,4.49901819229126
2010-10-19,4.492081642150879
2010-10-20,4.509425640106201
2010-10-21,4.564927101135254
2010-10-22,4.582268238067627
2010-10-25,4.613486289978027
2010-10-26,4.526767730712891
2010-10-27,4.596142292022705
2010-10-28,4.61885404586792
2010-10-29,4.657284259796143
2010-11-01,4.660782337188721
2010-11-02,4.769089698791504
2010-11-03,4.793548583984375
2010-11-04,4.765595436096191
2010-11-05,4.751619815826416
2010-11-08,4.744631767272949
2010-11-09,4.786559104919434
2010-11-10,4.8040266036987305
2010-11-11,4.765595436096191
2010-11-12,4.751619815826416
2010-11-15,4.8040266036987305
2010-11-16,4.748123645782471
2010-11-17,4.8040266036987305
2010-11-18,4.866917133331299
2010-11-19,4.870407581329346
2010-11-22,4.901855945587158
2010-11-23,4.887882709503174
2010-11-24,4.8843841552734375
2010-11-26,4.940285682678223
2010-11-29,4.906869888305664
2010-11-30,4.871697902679443
2010-12-01,4.85410737991333
2010-12-02,4.917425632476807
2010-12-03,4.899835109710693
2010-12-06,4.871697902679443
2010-12-07,4.9244561195373535
2010-12-08,4.85410737991333
2010-12-09,4.822453022003174
2010-12-10,4.8963165283203125
2010-12-13,4.875210762023926
2010-12-14,4.945565700531006
2010-12-15,4.9209394454956055
2010-12-16,4.906869888305664
2010-12-17,4.843557357788086
2010-12-20,4.906869888305664
2010-12-21,4.8927998542785645
2010-12-22,5.008879661560059
2010-12-23,5.093295574188232
2010-12-27,5.082744121551514
2010-12-28,5.209372043609619
2010-12-29,5.202340602874756
2010-12-30,5.274913311004639
2010-12-31,5.239508628845215
2011-01-03,5.20410680770874
2011-01-04,5.115602493286133
2011-01-05,5.179326057434082
2011-01-06,5.186408042907715
2011-01-07,5.243051052093506
2011-01-10,5.140383243560791
2011-01-11,5.062500476837158
2011-01-12,5.066038131713867
2011-01-13,5.097903251647949
2011-01-14,5.172242641448975
2011-01-18,5.147462368011475
2011-01-19,5.207647323608398
2011-01-20,5.133305072784424
2011-01-21,5.062500476837158
2011-01-24,5.179326057434082
2011-01-25,5.246587753295898
2011-01-26,5.246587753295898
2011-01-27,5.225349426269531
2011-01-28,5.24494743347168
2011-01-31,5.134486198425293
2011-02-01,5.184373378753662
2011-02-02,5.223568916320801
2011-02-03,5.237818717956543
2011-02-04,5.280575752258301
2011-02-07,5.198627948760986
2011-02-08,5.220003604888916
2011-02-09,5.291268825531006
2011-02-10,5.23069429397583
2011-02-11,5.14874267578125
2011-02-14,5.152306079864502
2011-02-15,5.141613483428955
2011-02-16,5.116674423217773
2011-02-17,5.130926609039307
2011-02-18,4.942080020904541
2011-02-22,4.981274604797363
2011-02-23,4.988399505615234
2011-02-24,5.0204691886901855
2011-02-25,5.1083574295043945
2011-02-28,5.129880428314209
2011-03-01,5.201627731323242
2011-03-02,5.2697858810424805
2011-03-03,5.2984843254089355
2011-03-04,5.259026527404785
2011-03-07,5.147819519042969
2011-03-08,5.205215930938721
2011-03-09,5.20880126953125
2011-03-10,5.1514058113098145
2011-03-11,5.129880428314209
2011-03-14,5.16575288772583
2011-03-15,5.183690547943115
2011-03-16,5.16575288772583
2011-03-17,5.16575288772583
2011-03-18,5.176517009735107
2011-03-21,5.1801042556762695
2011-03-22,5.119119167327881
2011-03-23,5.104770183563232
2011-03-24,5.058136463165283
2011-03-25,5.104770183563232
2011-03-28,5.1514058113098145
2011-03-29,5.117101669311523
2011-03-30,5.164046287536621
2011-03-31,5.167659282684326
2011-04-01,5.084597110748291
2011-04-04,5.113490581512451
2011-04-05,5.102652549743652
2011-04-06,5.127933502197266
2011-04-07,5.106266975402832
2011-04-08,5.091817855834961
2011-04-11,5.099047660827637
2011-04-12,5.0448737144470215
2011-04-13,5.026820182800293
2011-04-14,5.059319019317627
2011-04-15,5.073765277862549
2011-04-18,5.052097320556641
2011-04-19,5.037654399871826
2011-04-20,5.113490581512451
2011-04-21,5.164046287536621
2011-04-25,5.149603366851807
2011-04-26,5.178491115570068
2011-04-27,5.15122652053833
2011-04-28,5.15122652053833
2011-04-29,5.042169094085693
2011-05-02,4.954916000366211
2011-05-03,4.725893974304199
2011-05-04,4.569576263427734
2011-05-05,4.376907825469971
2011-05-06,4.420527935028076
2011-05-09,4.46778678894043
2011-05-10,4.507775783538818
2011-05-11,4.500506401062012
2011-05-12,4.580480098724365
2011-05-13,4.569576263427734
2011-05-16,4.616837024688721
2011-05-17,4.653186798095703
2011-05-18,4.689541339874268
2011-05-19,4.664095878601074
2011-05-20,4.685905456542969
2011-05-23,4.722260475158691
2011-05-24,4.70408296585083
2011-05-25,4.685905456542969
2011-05-26,4.695062160491943
2011-05-27,4.673088550567627
2011-05-31,4.65844202041626
2011-06-01,4.614489555358887
2011-06-02,4.680411338806152
2011-06-03,4.654778003692627
2011-06-06,4.636465072631836
2011-06-07,4.614489555358887
2011-06-08,4.636465072631836
2011-06-09,4.702386856079102
2011-06-10,4.669426918029785
