Date,BGC
2010-01-04,1.3199620246887207
2010-01-05,1.3254164457321167
2010-01-06,1.2845089435577393
2010-01-07,1.3117809295654297
2010-01-08,1.3117809295654297
2010-01-11,1.3008711338043213
2010-01-12,1.2599632740020752
2010-01-13,1.2735992670059204
2010-01-14,1.2626906633377075
2010-01-15,1.2245107889175415
2010-01-19,1.2572367191314697
2010-01-20,1.1836028099060059
2010-01-21,1.1836028099060059
2010-01-22,1.1645119190216064
2010-01-25,1.1617845296859741
2010-01-26,1.1726933717727661
2010-01-27,1.1426944732666016
2010-01-28,1.1154223680496216
2010-01-29,1.109967827796936
2010-02-01,1.1072412729263306
2010-02-02,1.0881506204605103
2010-02-03,1.0717875957489014
2010-02-04,1.01724374294281
2010-02-05,1.0417883396148682
2010-02-08,1.0417883396148682
2010-02-09,1.0554245710372925
2010-02-10,1.058151364326477
2010-02-11,1.109967827796936
2010-02-12,1.1317853927612305
2010-02-16,1.093604564666748
2010-02-17,1.1236040592193604
2010-02-18,1.1236040592193604
2010-02-19,1.1508758068084717
2010-02-22,1.1317853927612305
2010-02-23,1.1645119190216064
2010-02-24,1.3717784881591797
2010-02-25,1.3608695268630981
2010-02-26,1.3526884317398071
2010-03-01,1.4317771196365356
2010-03-02,1.4181404113769531
2010-03-03,1.4645029306411743
2010-03-04,1.5031155347824097
2010-03-05,1.5527594089508057
2010-03-08,1.5830974578857422
2010-03-09,1.5941296815872192
2010-03-10,1.6244674921035767
2010-03-11,1.6327420473098755
2010-03-12,1.6492897272109985
2010-03-15,1.6575641632080078
2010-03-16,1.6741118431091309
2010-03-17,1.6851437091827393
2010-03-18,1.6299840211868286
2010-03-19,1.5720657110214233
2010-03-22,1.663080096244812
2010-03-23,1.704450011253357
2010-03-24,1.6879020929336548
2010-03-25,1.7568520307540894
2010-03-26,1.7540943622589111
2010-03-29,1.6741118431091309
2010-03-30,1.696176290512085
2010-03-31,1.6851437091827393
2010-04-01,1.6713536977767944
2010-04-05,1.734788417816162
2010-04-06,1.7623683214187622
2010-04-07,1.7458207607269287
2010-04-08,1.7292715311050415
2010-04-09,1.7072076797485352
2010-04-12,1.7072076797485352
2010-04-13,1.778916597366333
2010-04-14,1.8092553615570068
2010-04-15,1.8285608291625977
2010-04-16,1.7678840160369873
2010-04-19,1.743062973022461
2010-04-20,1.795464277267456
2010-04-21,1.7899481058120728
2010-04-22,1.8175288438796997
2010-04-23,1.8147705793380737
2010-04-26,1.836834192276001
2010-04-27,1.8423503637313843
2010-04-28,1.8782048225402832
2010-04-29,1.858898639678955
2010-04-30,1.795464277267456
2010-05-03,1.9195747375488281
2010-05-04,1.8147705793380737
2010-05-05,1.7237557172775269
2010-05-06,1.7568520307540894
2010-05-07,1.6024032831192017
2010-05-10,1.7678840160369873
2010-05-11,1.7706425189971924
2010-05-12,1.8411296606063843
2010-05-13,1.8862416744232178
2010-05-14,1.7960178852081299
2010-05-17,1.7988377809524536
2010-05-18,1.7565453052520752
2010-05-19,1.660682201385498
2010-05-20,1.615570068359375
2010-05-21,1.6522235870361328
2010-05-24,1.6212093830108643
2010-05-25,1.660682201385498
2010-05-26,1.6437653303146362
2010-05-27,1.8270326852798462
2010-05-28,1.7565453052520752
2010-06-01,1.7424472570419312
2010-06-02,1.7706420421600342
2010-06-03,1.784740686416626
2010-06-04,1.666321039199829
2010-06-07,1.5535410642623901
2010-06-08,1.564819574356079
2010-06-09,1.536624550819397
2010-06-10,1.547902226448059
2010-06-11,1.567638874053955
2010-06-14,1.5930142402648926
2010-06-15,1.6127510070800781
2010-06-16,1.564819574356079
2010-06-17,1.581735610961914
2010-06-18,1.5732773542404175
2010-06-21,1.564819574356079
2010-06-22,1.5760968923568726
2010-06-23,1.5732773542404175
2010-06-24,1.508429765701294
2010-06-25,1.508429765701294
2010-06-28,1.5281659364700317
2010-06-29,1.4661370515823364
2010-06-30,1.4407615661621094
2010-07-01,1.4323030710220337
2010-07-02,1.4041081666946411
2010-07-06,1.370274543762207
2010-07-07,1.367454171180725
2010-07-08,1.4153860807418823
2010-07-09,1.4548590183258057
2010-07-12,1.4323030710220337
2010-07-13,1.4661370515823364
2010-07-14,1.4886926412582397
2010-07-15,1.449220061302185
2010-07-16,1.4323030710220337
2010-07-19,1.3928308486938477
2010-07-20,1.3900110721588135
2010-07-21,1.3505380153656006
2010-07-22,1.3646352291107178
2010-07-23,1.4548590183258057
2010-07-26,1.5591801404953003
2010-07-27,1.567638874053955
2010-07-28,1.5309853553771973
2010-07-29,1.508429765701294
2010-07-30,1.5281659364700317
2010-08-02,1.5394442081451416
2010-08-03,1.5197076797485352
2010-08-04,1.5450831651687622
2010-08-05,1.5281659364700317
2010-08-06,1.536624550819397
2010-08-09,1.564819574356079
2010-08-10,1.5620001554489136
2010-08-11,1.5394442081451416
2010-08-12,1.5307629108428955
2010-08-13,1.4844633340835571
2010-08-16,1.5220814943313599
2010-08-17,1.493144154548645
2010-08-18,1.5047193765640259
2010-08-19,1.487357258796692
2010-08-20,1.4844633340835571
2010-08-23,1.4671014547348022
2010-08-24,1.4439520835876465
2010-08-25,1.469995141029358
2010-08-26,1.527868628501892
2010-08-27,1.5799551010131836
2010-08-30,1.4902507066726685
2010-08-31,1.4902507066726685
2010-09-01,1.5510183572769165
2010-09-02,1.600211501121521
2010-09-03,1.6667660474777222
2010-09-07,1.5539119243621826
2010-09-08,1.5625933408737183
2010-09-09,1.5712740421295166
2010-09-10,1.6059986352920532
2010-09-13,1.6291483640670776
2010-09-14,1.617573618888855
2010-09-15,1.6436165571212769
2010-09-16,1.6407228708267212
2010-09-17,1.603104829788208
2010-09-20,1.6667660474777222
2010-09-21,1.6088918447494507
2010-09-22,1.611785888671875
2010-09-23,1.600211501121521
2010-09-24,1.6551917791366577
2010-09-27,1.660978078842163
2010-09-28,1.6783411502838135
2010-09-29,1.7217462062835693
2010-09-30,1.7275334596633911
2010-10-01,1.742002248764038
2010-10-04,1.7680449485778809
2010-10-05,1.8519628047943115
2010-10-06,1.878005862236023
2010-10-07,1.883792757987976
2010-10-08,1.9214097261428833
2010-10-11,1.90694260597229
2010-10-12,1.9358793497085571
2010-10-13,1.9879660606384277
2010-10-14,1.9387731552124023
2010-10-15,1.918518304824829
2010-10-18,1.9850713014602661
2010-10-19,1.9214097261428833
2010-10-20,1.990859866142273
2010-10-21,1.990859866142273
2010-10-22,2.0169029235839844
2010-10-25,2.063202381134033
2010-10-26,2.0603086948394775
2010-10-27,2.0574140548706055
2010-10-28,2.0834579467773438
2010-10-29,2.0140092372894287
2010-11-01,1.9995403289794922
2010-11-02,2.0863518714904785
2010-11-03,2.0747766494750977
2010-11-04,2.1963117122650146
2010-11-05,2.202098846435547
2010-11-08,2.303378105163574
2010-11-09,2.3091654777526855
2010-11-10,2.271547794342041
2010-11-11,2.3062713146209717
2010-11-12,2.256200075149536
2010-11-15,2.26503586769104
2010-11-16,2.1383821964263916
2010-11-17,2.13249135017395
2010-11-18,2.2532546520233154
2010-11-19,2.27681827545166
2010-11-22,2.2503089904785156
2010-11-23,2.185509443283081
2010-11-24,2.27681827545166
2010-11-26,2.2885994911193848
2010-11-29,2.303325653076172
2010-11-30,2.2532546520233154
2010-12-01,2.3386714458465576
2010-12-02,2.3504533767700195
2010-12-03,2.3357255458831787
2010-12-06,2.3386714458465576
2010-12-07,2.3475069999694824
2010-12-08,2.315108060836792
2010-12-09,2.4093618392944336
2010-12-10,2.515397071838379
2010-12-13,2.4947800636291504
2010-12-14,2.515397071838379
2010-12-15,2.5360145568847656
2010-12-16,2.5360145568847656
2010-12-17,2.527179479598999
2010-12-20,2.5566341876983643
2010-12-21,2.5330698490142822
2010-12-22,2.5065605640411377
2010-12-23,2.500669479370117
2010-12-27,2.503615617752075
2010-12-28,2.500669479370117
2010-12-29,2.4947800636291504
2010-12-30,2.4947800636291504
2010-12-31,2.4476521015167236
2011-01-03,2.527179479598999
2011-01-04,2.509507417678833
2011-01-05,2.515397071838379
2011-01-06,2.4653241634368896
2011-01-07,2.4653241634368896
2011-01-10,2.509507417678833
2011-01-11,2.5389604568481445
2011-01-12,2.606705904006958
2011-01-13,2.650885820388794
2011-01-14,2.650885820388794
2011-01-18,2.6479415893554688
2011-01-19,2.527179479598999
2011-01-20,2.427034378051758
2011-01-21,2.385798931121826
2011-01-24,2.424089193344116
2011-01-25,2.320998430252075
2011-01-26,2.3887434005737305
2011-01-27,2.4005258083343506
2011-01-28,2.3062713146209717
2011-01-31,2.385798931121826
