Date,PAX
2021-01-22,16.290441513061523
2021-01-25,14.722843170166016
2021-01-26,14.66860294342041
2021-01-27,13.90146541595459
2021-01-28,14.257912635803223
2021-01-29,13.831725120544434
2021-02-01,14.521373748779297
2021-02-02,15.497729301452637
2021-02-03,16.202878952026367
2021-02-04,16.280366897583008
2021-02-05,17.109493255615234
2021-02-08,17.574424743652344
2021-02-09,17.24122428894043
2021-02-10,16.846036911010742
2021-02-11,16.86153221130371
2021-02-12,17.334213256835938
2021-02-16,17.341962814331055
2021-02-17,16.81504249572754
2021-02-18,16.272619247436523
2021-02-19,16.435348510742188
2021-02-22,15.195527076721191
2021-02-23,15.195527076721191
2021-02-24,16.07114601135254
2021-02-25,15.304010391235352
2021-02-26,14.99405574798584
2021-03-01,16.19512939453125
2021-03-02,15.64495849609375
2021-03-03,15.319509506225586
2021-03-04,15.110288619995117
2021-03-05,15.032798767089844
2021-03-08,14.126181602478027
2021-03-09,13.42103385925293
2021-03-10,13.297053337097168
2021-03-11,13.692245483398438
2021-03-12,13.730989456176758
2021-03-15,13.878220558166504
2021-03-16,13.82397747039795
2021-03-17,14.133930206298828
2021-03-18,13.668998718261719
2021-03-19,13.281554222106934
2021-03-22,12.785625457763672
2021-03-23,12.684893608093262
2021-03-24,12.452427864074707
2021-03-25,12.56091022491455
2021-03-26,13.173070907592773
2021-03-29,13.250558853149414
2021-03-30,13.20406723022461
2021-03-31,13.49852466583252
2021-04-01,13.297053337097168
2021-04-05,12.793378829956055
2021-04-06,12.320695877075195
2021-04-07,12.227710723876953
2021-04-08,12.491171836853027
2021-04-09,12.55316162109375
2021-04-12,12.367188453674316
2021-04-13,12.227710723876953
2021-04-14,12.165718078613281
2021-04-15,12.041736602783203
2021-04-16,12.0107421875
2021-04-19,12.04948616027832
2021-04-20,11.654293060302734
2021-04-21,11.662040710449219
2021-04-22,11.832518577575684
2021-04-23,11.902257919311523
2021-04-26,11.786025047302246
2021-04-27,11.220356941223145
2021-04-28,10.92590045928955
2021-04-29,10.863910675048828
2021-04-30,10.732178688049316
2021-05-03,10.615947723388672
2021-05-04,10.654691696166992
2021-05-05,10.832913398742676
2021-05-06,11.514814376831055
2021-05-07,11.809269905090332
2021-05-10,11.770524978637695
2021-05-11,11.739531517028809
2021-05-12,11.228106498718262
2021-05-13,10.825164794921875
2021-05-14,11.142867088317871
2021-05-17,11.127368927001953
2021-05-18,11.212608337402344
2021-05-19,11.204858779907227
2021-05-20,11.584553718566895
2021-05-21,11.561305046081543
2021-05-24,12.041736602783203
2021-05-25,12.258705139160156
2021-05-26,12.305198669433594
2021-05-27,12.7391357421875
2021-05-28,13.103330612182617
2021-06-01,13.08461856842041
2021-06-02,13.201583862304688
2021-06-03,13.34194564819336
2021-06-04,13.856592178344727
2021-06-07,13.9345703125
2021-06-08,13.34194564819336
2021-06-09,13.568078994750977
2021-06-10,13.685043334960938
2021-06-11,13.957963943481445
2021-06-14,13.848794937133789
2021-06-15,13.653853416442871
2021-06-16,13.755223274230957
2021-06-17,13.45890998840332
2021-06-18,13.139201164245605
2021-06-21,13.185989379882812
2021-06-22,13.310752868652344
2021-06-23,13.552482604980469
2021-06-24,13.529088973999023
2021-06-25,13.685043334960938
2021-06-28,13.848794937133789
2021-06-29,13.86439037322998
2021-06-30,13.739627838134766
2021-07-01,13.521288871765137
2021-07-02,13.388729095458984
2021-07-06,13.022237777709961
2021-07-07,12.905267715454102
2021-07-08,12.328235626220703
2021-07-09,12.33603286743164
2021-07-12,12.476393699645996
2021-07-13,12.476393699645996
2021-07-14,12.33603286743164
2021-07-15,12.297045707702637
2021-07-16,12.312641143798828
2021-07-19,12.078707695007324
2021-07-20,12.242461204528809
2021-07-21,12.585561752319336
2021-07-22,12.328235626220703
2021-07-23,12.343831062316895
2021-07-26,12.195672988891602
2021-07-27,12.195672988891602
2021-07-28,12.2268648147583
2021-07-29,12.187874794006348
2021-07-30,12.203472137451172
2021-08-02,12.21906852722168
2021-08-03,12.086506843566895
2021-08-04,12.117695808410645
2021-08-05,12.047516822814941
2021-08-06,12.515379905700684
2021-08-09,12.554370880126953
2021-08-10,12.554370880126953
2021-08-11,12.523180961608887
2021-08-12,12.66353702545166
2021-08-13,12.647942543029785
2021-08-16,12.398415565490723
2021-08-17,12.164483070373535
2021-08-18,11.9695405960083
2021-08-19,12.74931526184082
