Date,UNH
2010-01-04,24.762821197509766
2010-01-05,24.723548889160156
2010-01-06,24.967018127441406
2010-01-07,25.9251708984375
2010-01-08,25.681713104248047
2010-01-11,25.854494094848633
2010-01-12,25.17121696472168
2010-01-13,25.556049346923828
2010-01-14,26.168643951416016
2010-01-15,26.506357192993164
2010-01-19,27.590171813964844
2010-01-20,27.134654998779297
2010-01-21,25.99586296081543
2010-01-22,26.042987823486328
2010-01-25,25.917327880859375
2010-01-26,25.47751235961914
2010-01-27,26.105815887451172
2010-01-28,26.255043029785156
2010-01-29,25.917327880859375
2010-02-01,26.019426345825195
2010-02-02,26.741962432861328
2010-02-03,26.168643951416016
2010-02-04,25.493221282958984
2010-02-05,25.556049346923828
2010-02-08,25.453947067260742
2010-02-09,25.917327880859375
2010-02-10,25.689565658569336
2010-02-11,26.011560440063477
2010-02-12,25.273311614990234
2010-02-16,24.84135627746582
2010-02-17,25.56390380859375
2010-02-18,25.67385482788086
2010-02-19,25.08482551574707
2010-02-22,25.980148315429688
2010-02-23,25.768102645874023
2010-02-24,26.404260635375977
2010-02-25,26.2707462310791
2010-02-26,26.592742919921875
2010-03-01,26.73411750793457
2010-03-02,26.66342544555664
2010-03-03,26.781248092651367
2010-03-04,25.878061294555664
2010-03-05,26.498497009277344
2010-03-08,25.99586296081543
2010-03-09,25.980148315429688
2010-03-10,26.105815887451172
2010-03-11,26.31001091003418
2010-03-12,25.84664535522461
2010-03-15,25.548194885253906
2010-03-16,25.95659065246582
2010-03-17,25.720977783203125
2010-03-18,26.380691528320312
2010-03-19,27.008989334106445
2010-03-22,26.152936935424805
2010-03-23,26.042987823486328
2010-03-24,25.697418212890625
2010-03-25,26.011560440063477
2010-03-26,25.626731872558594
2010-03-29,25.791664123535156
2010-03-30,25.964441299438477
2010-03-31,25.658145904541016
2010-04-01,25.93328285217285
2010-04-05,26.051197052001953
2010-04-06,26.2634334564209
2010-04-07,25.886112213134766
2010-04-08,25.64242172241211
2010-04-09,25.359434127807617
2010-04-12,25.359434127807617
2010-04-13,25.28082275390625
2010-04-14,24.40825653076172
2010-04-15,24.078094482421875
2010-04-16,24.156709671020508
2010-04-19,24.549755096435547
2010-04-20,24.353229522705078
2010-04-21,23.7872371673584
2010-04-22,23.9444580078125
2010-04-23,24.329648971557617
2010-04-26,23.464942932128906
2010-04-27,23.425630569458008
2010-04-28,23.928735733032227
2010-04-29,24.604780197143555
2010-04-30,23.826549530029297
2010-05-03,23.7872371673584
2010-05-04,23.18195152282715
2010-05-05,23.582860946655273
2010-05-06,22.98542022705078
2010-05-07,22.812480926513672
2010-05-10,23.488523483276367
2010-05-11,23.464942932128906
2010-05-12,23.83440399169922
2010-05-13,23.724355697631836
2010-05-14,23.889432907104492
2010-05-17,23.928735733032227
2010-05-18,23.724355697631836
2010-05-19,23.574995040893555
2010-05-20,22.765323638916016
2010-05-21,22.560930252075195
2010-05-24,22.66312599182129
2010-05-25,22.694568634033203
2010-05-26,22.63167381286621
2010-05-27,23.048311233520508
2010-05-28,22.85179328918457
2010-06-01,22.78104019165039
2010-06-02,23.512107849121094
2010-06-03,24.044946670532227
2010-06-04,23.950220108032227
2010-06-07,24.044946670532227
2010-06-08,24.384384155273438
2010-06-09,24.100202560424805
2010-06-10,24.23440170288086
2010-06-11,24.210725784301758
2010-06-14,24.14756965637207
2010-06-15,24.621204376220703
2010-06-16,24.779085159301758
2010-06-17,24.86591911315918
2010-06-18,24.731719970703125
2010-06-21,24.589628219604492
2010-06-22,24.187042236328125
2010-06-23,23.847599029541016
2010-06-24,23.492372512817383
2010-06-25,23.587099075317383
2010-06-28,23.04242515563965
2010-06-29,22.600358963012695
2010-06-30,22.418794631958008
2010-07-01,21.984628677368164
2010-07-02,22.33986473083496
2010-07-06,22.805599212646484
2010-07-07,23.05031394958496
2010-07-08,23.429231643676758
2010-07-09,23.658143997192383
2010-07-12,23.71340560913086
2010-07-13,23.79234504699707
2010-07-14,23.934431076049805
2010-07-15,24.376489639282227
2010-07-16,23.950220108032227
2010-07-19,24.329132080078125
2010-07-20,24.337026596069336
2010-07-21,24.23440170288086
2010-07-22,24.471221923828125
2010-07-23,24.408069610595703
2010-07-26,24.84223747253418
2010-07-27,24.29755973815918
2010-07-28,23.94232940673828
2010-07-29,24.029155731201172
2010-07-30,24.03705406188965
2010-08-02,24.818557739257812
2010-08-03,25.592159271240234
2010-08-04,25.978967666625977
2010-08-05,26.381549835205078
2010-08-06,26.405244827270508
2010-08-09,26.436811447143555
2010-08-10,26.310508728027344
2010-08-11,25.25271987915039
2010-08-12,25.363239288330078
2010-08-13,25.284305572509766
2010-08-16,25.181682586669922
2010-08-17,25.536903381347656
2010-08-18,25.68688201904297
2010-08-19,25.094850540161133
2010-08-20,24.952754974365234
2010-08-23,24.86591911315918
2010-08-24,24.502803802490234
2010-08-25,25.229040145874023
2010-08-26,25.14220428466797
2010-08-27,25.55270004272461
2010-08-30,25.189573287963867
2010-08-31,25.03959083557129
2010-09-01,25.726362228393555
2010-09-02,25.939495086669922
2010-09-03,26.76835823059082
2010-09-07,26.665742874145508
2010-09-08,26.720996856689453
2010-09-09,26.855192184448242
2010-09-10,27.326616287231445
2010-09-13,27.508846282958984
2010-09-14,27.421688079833984
2010-09-15,27.152307510375977
2010-09-16,27.12853240966797
2010-09-17,27.0413818359375
2010-09-20,27.675235748291016
2010-09-21,27.93669891357422
2010-09-22,28.26945686340332
2010-09-23,28.079309463500977
2010-09-24,28.309070587158203
2010-09-27,28.007997512817383
2010-09-28,27.76238441467285
2010-09-29,27.889148712158203
2010-09-30,27.81784439086914
2010-10-01,28.071382522583008
2010-10-04,27.366233825683594
2010-10-05,27.78615379333496
2010-10-06,26.898767471313477
2010-10-07,27.207763671875
2010-10-08,27.215688705444336
2010-10-11,27.45338249206543
2010-10-12,27.74652671813965
2010-10-13,27.98422622680664
2010-10-14,28.34869384765625
2010-10-15,28.507150650024414
2010-10-18,28.7210750579834
2010-10-19,27.968381881713867
2010-10-20,29.101383209228516
2010-10-21,28.91122817993164
2010-10-22,29.521297454833984
2010-10-25,29.758991241455078
2010-10-26,29.766910552978516
2010-10-27,28.46754264831543
2010-10-28,28.7210750579834
2010-10-29,28.56260871887207
2010-11-01,28.61014747619629
2010-11-02,29.315298080444336
2010-11-03,29.04592514038086
2010-11-04,29.15683364868164
2010-11-05,29.204383850097656
2010-11-08,29.410388946533203
2010-11-09,29.299453735351562
2010-11-10,29.442079544067383
2010-11-11,29.687686920166016
2010-11-12,29.0538387298584
2010-11-15,28.103071212768555
2010-11-16,27.738615036010742
2010-11-17,27.992155075073242
2010-11-18,28.22984504699707
2010-11-19,28.522998809814453
2010-11-22,28.887453079223633
2010-11-23,28.56260871887207
2010-11-24,28.665613174438477
2010-11-26,28.427915573120117
2010-11-29,28.990447998046875
2010-11-30,28.934993743896484
2010-12-01,29.846149444580078
2010-12-02,30.147228240966797
2010-12-03,30.063758850097656
2010-12-06,29.642444610595703
2010-12-07,29.229097366333008
2010-12-08,29.284730911254883
2010-12-09,29.133703231811523
2010-12-10,29.14960289001465
2010-12-13,29.332439422607422
2010-12-14,29.01447105407715
2010-12-15,28.1798038482666
2010-12-16,28.307004928588867
2010-12-17,27.86183738708496
2010-12-20,27.965173721313477
2010-12-21,28.08441734313965
2010-12-22,28.489822387695312
2010-12-23,28.434185028076172
2010-12-27,28.2513427734375
2010-12-28,28.394439697265625
2010-12-29,28.54546356201172
2010-12-30,28.569311141967773
2010-12-31,28.704444885253906
2011-01-03,29.515268325805664
2011-01-04,29.785541534423828
2011-01-05,29.880922317504883
2011-01-06,30.50095558166504
2011-01-07,30.564550399780273
2011-01-10,30.564550399780273
2011-01-11,31.065357208251953
2011-01-12,30.890472412109375
2011-01-13,31.478708267211914
2011-01-14,32.40875244140625
2011-01-18,32.4962158203125
2011-01-19,32.2418327331543
2011-01-20,32.0430908203125
2011-01-21,32.122589111328125
2011-01-24,31.645633697509766
2011-01-25,32.289527893066406
2011-01-26,31.995420455932617
2011-01-27,33.61703872680664
2011-01-28,32.53593444824219
2011-01-31,32.6313362121582
2011-02-01,33.442161560058594
2011-02-02,33.34675979614258
2011-02-03,34.21323013305664
2011-02-04,33.77602767944336
2011-02-07,33.2354736328125
2011-02-08,33.3626594543457
2011-02-09,33.442161560058594
2011-02-10,33.72832489013672
2011-02-11,33.688568115234375
2011-02-14,33.7521858215332
2011-02-15,33.41036605834961
2011-02-16,33.783973693847656
2011-02-17,33.85550308227539
2011-02-18,34.05424880981445
2011-02-22,34.14963150024414
2011-02-23,34.10988998413086
2011-02-24,33.982688903808594
2011-02-25,33.79985809326172
2011-02-28,33.847564697265625
2011-03-01,33.74422073364258
2011-03-02,34.62657928466797
2011-03-03,35.706790924072266
2011-03-04,35.435733795166016
2011-03-07,34.726234436035156
2011-03-08,34.94147872924805
2011-03-09,35.467620849609375
2011-03-10,34.90958786010742
2011-03-11,34.75014114379883
2011-03-14,34.40735626220703
2011-03-15,34.112396240234375
