Date,MGRC
2010-01-04,15.26227855682373
2010-01-05,14.89145565032959
2010-01-06,14.390523910522461
2010-01-07,14.462082862854004
2010-01-08,14.754839897155762
2010-01-11,14.67677116394043
2010-01-12,14.436054229736328
2010-01-13,14.698891639709473
2010-01-14,14.810595512390137
2010-01-15,14.554335594177246
2010-01-19,14.679183006286621
2010-01-20,14.436054229736328
2010-01-21,13.89725399017334
2010-01-22,13.660712242126465
2010-01-25,13.746118545532227
2010-01-26,13.6212797164917
2010-01-27,14.304641723632812
2010-01-28,13.660712242126465
2010-01-29,13.844686508178711
2010-02-01,13.838113784790039
2010-02-02,13.765837669372559
2010-02-03,13.732987403869629
2010-02-04,13.56871509552002
2010-02-05,13.772400856018066
2010-02-08,13.660712242126465
2010-02-09,13.982670783996582
2010-02-10,14.081232070922852
2010-02-11,14.442625045776367
2010-02-12,14.508342742919922
2010-02-16,15.007719039916992
2010-02-17,15.743651390075684
2010-02-18,16.032764434814453
2010-02-19,15.894783973693848
2010-02-22,15.78307056427002
2010-02-23,15.546524047851562
2010-02-24,15.474245071411133
2010-02-25,16.006484985351562
2010-02-26,15.717361450195312
2010-03-01,15.691082000732422
2010-03-02,15.71080207824707
2010-03-03,15.6450834274292
2010-03-04,15.704229354858398
2010-03-05,15.967056274414062
2010-03-08,15.967056274414062
2010-03-09,15.95391845703125
2010-03-10,16.052478790283203
2010-03-11,16.249601364135742
2010-03-12,16.019622802734375
2010-03-15,16.203609466552734
2010-03-16,16.32188606262207
2010-03-17,16.341590881347656
2010-03-18,16.28244972229004
2010-03-19,15.907923698425293
2010-03-22,16.21018409729004
2010-03-23,16.59127426147461
2010-03-24,16.32188606262207
2010-03-25,16.22332191467285
2010-03-26,16.124757766723633
2010-03-29,16.157602310180664
2010-03-30,16.262741088867188
2010-03-31,15.921059608459473
2010-04-01,15.79621410369873
2010-04-05,16.203609466552734
2010-04-06,16.249601364135742
2010-04-07,16.302167892456055
2010-04-08,16.2758846282959
2010-04-09,16.157602310180664
2010-04-12,16.289031982421875
2010-04-13,16.33502197265625
2010-04-14,16.908586502075195
2010-04-15,17.26664924621582
2010-04-16,17.260007858276367
2010-04-19,17.260007858276367
2010-04-20,17.26664924621582
2010-04-21,17.3197021484375
2010-04-22,17.57166862487793
2010-04-23,17.83690643310547
2010-04-26,17.783857345581055
2010-04-27,17.25339126586914
2010-04-28,17.611452102661133
2010-04-29,18.082242965698242
2010-04-30,17.17382049560547
2010-05-03,17.624719619750977
2010-05-04,16.683137893676758
2010-05-05,16.338336944580078
2010-05-06,15.502856254577637
2010-05-07,14.839771270751953
2010-05-10,16.67650604248047
2010-05-11,16.85553550720215
2010-05-12,17.70429229736328
2010-05-13,17.485469818115234
2010-05-14,16.9483699798584
2010-05-17,17.531890869140625
2010-05-18,17.03456687927246
2010-05-19,17.06772804260254
2010-05-20,15.728307723999023
2010-05-21,15.69514274597168
2010-05-24,15.171314239501953
2010-05-25,15.131521224975586
2010-05-26,15.317192077636719
2010-05-27,16.07973861694336
2010-05-28,15.489596366882324
2010-06-01,15.032063484191895
2010-06-02,15.277406692504883
2010-06-03,15.509489059448242
2010-06-04,14.329201698303223
2010-06-07,14.32257080078125
2010-06-08,14.256258010864258
2010-06-09,14.02418327331543
2010-06-10,14.528124809265137
2010-06-11,14.839771270751953
2010-06-14,14.89281940460205
2010-06-15,15.38349437713623
2010-06-16,15.390131950378418
2010-06-17,15.463068962097168
2010-06-18,15.463068962097168
2010-06-21,15.270772933959961
2010-06-22,14.925971984863281
2010-06-23,15.00554370880127
2010-06-24,14.793351173400879
2010-06-25,14.86629867553711
2010-06-28,15.211100578308105
2010-06-29,15.151423454284668
2010-06-30,15.105003356933594
2010-07-01,15.00554370880127
2010-07-02,14.727046966552734
2010-07-06,14.203207015991211
2010-07-07,14.733678817749023
2010-07-08,15.105003356933594
2010-07-09,15.429915428161621
2010-07-12,15.257512092590332
2010-07-13,16.119524002075195
2010-07-14,15.727992057800293
2010-07-15,15.3866605758667
2010-07-16,15.159112930297852
2010-07-19,15.219343185424805
2010-07-20,15.292967796325684
2010-07-21,14.971712112426758
2010-07-22,15.547292709350586
2010-07-23,15.989017486572266
2010-07-26,16.44411849975586
2010-07-27,16.390583038330078
2010-07-28,16.20318031311035
2010-07-29,16.156328201293945
2010-07-30,15.607525825500488
2010-08-02,16.183101654052734
2010-08-03,16.042556762695312
2010-08-04,16.343727111816406
2010-08-05,16.035865783691406
2010-08-06,15.406737327575684
2010-08-09,15.754764556884766
2010-08-10,15.266190528869629
2010-08-11,14.436284065246582
2010-08-12,14.168581008911133
2010-08-13,13.880786895751953
2010-08-16,14.094954490661621
2010-08-17,14.476444244384766
2010-08-18,14.48983383178711
2010-08-19,13.69339370727539
2010-08-20,13.807172775268555
2010-08-23,13.760318756103516
2010-08-24,13.639853477478027
2010-08-25,14.0347261428833
2010-08-26,13.773707389831543
2010-08-27,14.396137237548828
2010-08-30,13.633162498474121
2010-08-31,13.445764541625977
2010-09-01,14.275665283203125
2010-09-02,14.222125053405762
2010-09-03,14.476444244384766
2010-09-07,13.947718620300293
2010-09-08,14.0347261428833
2010-09-09,14.081575393676758
2010-09-10,14.416213035583496
2010-09-13,14.844547271728516
2010-09-14,14.724079132080078
2010-09-15,14.911478996276855
2010-09-16,14.79100513458252
2010-09-17,14.817774772644043
2010-09-20,15.493749618530273
2010-09-21,15.112261772155762
2010-09-22,15.085491180419922
2010-09-23,14.429594993591309
2010-09-24,15.279576301574707
2010-09-27,15.092183113098145
2010-09-28,15.634298324584961
2010-09-29,15.848462104797363
2010-09-30,16.035865783691406
2010-10-01,16.337038040161133
2010-10-04,15.727992057800293
2010-10-05,16.638208389282227
2010-10-06,16.852380752563477
2010-10-07,16.926002502441406
2010-10-08,17.541728973388672
2010-10-11,17.31418228149414
2010-10-12,17.09331703186035
2010-10-13,17.143953323364258
2010-10-14,17.150711059570312
2010-10-15,17.393781661987305
2010-10-18,17.8867130279541
2010-10-19,17.245243072509766
2010-10-20,17.555845260620117
2010-10-21,17.19797706604004
2010-10-22,17.191225051879883
2010-10-25,17.103450775146484
2010-10-26,17.231731414794922
2010-10-27,17.19797706604004
2010-10-28,17.15746307373047
2010-10-29,17.08994483947754
2010-11-01,17.1169490814209
2010-11-02,17.7179012298584
2010-11-03,17.636869430541992
2010-11-04,18.102783203125
2010-11-05,17.66388702392578
2010-11-08,17.927215576171875
2010-11-09,18.069015502929688
2010-11-10,18.811767578125
2010-11-11,18.784753799438477
2010-11-12,18.710477828979492
2010-11-15,18.744251251220703
2010-11-16,18.771249771118164
2010-11-17,18.91304588317871
2010-11-18,19.243907928466797
2010-11-19,19.439722061157227
2010-11-22,18.987327575683594
2010-11-23,18.588943481445312
2010-11-24,19.338443756103516
2010-11-26,19.29117202758789
2010-11-29,19.345190048217773
2010-11-30,18.84552764892578
2010-12-01,19.075101852416992
2010-12-02,19.04134178161621
2010-12-03,19.021089553833008
2010-12-06,18.92655372619629
2010-12-07,18.8995418548584
2010-12-08,18.676721572875977
2010-12-09,18.82526206970215
2010-12-10,19.00758171081543
2010-12-13,18.764497756958008
2010-12-14,18.85227394104004
2010-12-15,18.44039535522461
2010-12-16,18.399873733520508
2010-12-17,18.00824546813965
2010-12-20,17.724653244018555
2010-12-21,17.744911193847656
2010-12-22,17.744911193847656
2010-12-23,18.001495361328125
2010-12-27,17.93396759033203
2010-12-28,17.852947235107422
2010-12-29,17.84619140625
2010-12-30,17.974485397338867
2010-12-31,17.704391479492188
2011-01-03,18.069015502929688
2011-01-04,17.164216995239258
2011-01-05,17.40729522705078
2011-01-06,17.319517135620117
2011-01-07,17.333019256591797
2011-01-10,17.542339324951172
2011-01-11,17.704391479492188
2011-01-12,17.728227615356445
2011-01-13,17.755475997924805
2011-01-14,17.823579788208008
2011-01-18,17.90531349182129
2011-01-19,17.646501541137695
2011-01-20,17.32640266418457
2011-01-21,17.299163818359375
2011-01-24,17.537534713745117
2011-01-25,17.510292053222656
2011-01-26,17.84401512145996
2011-01-27,17.476228713989258
2011-01-28,17.156131744384766
2011-01-31,17.1901912689209
2011-02-01,17.53072166442871
2011-02-02,17.5852108001709
2011-02-03,17.408123016357422
2011-02-04,17.25149154663086
2011-02-07,17.48986053466797
2011-02-08,17.796335220336914
2011-02-09,17.61245346069336
2011-02-10,17.6192684173584
2011-02-11,17.84401512145996
2011-02-14,17.694177627563477
2011-02-15,17.687366485595703
2011-02-16,17.70099449157715
2011-02-17,17.755475997924805
2011-02-18,17.884883880615234
2011-02-22,17.564777374267578
2011-02-23,17.162944793701172
2011-02-24,19.063127517700195
2011-02-25,19.063127517700195
2011-02-28,18.736207962036133
2011-03-01,18.000659942626953
2011-03-02,18.061962127685547
2011-03-03,18.45697784423828
2011-03-04,18.034709930419922
2011-03-07,18.123254776000977
2011-03-08,18.565946578979492
2011-03-09,18.388870239257812
2011-03-10,17.884883880615234
2011-03-11,17.8508243560791
2011-03-14,17.53072166442871
2011-03-15,17.285533905029297
2011-03-16,17.367263793945312
2011-03-17,17.455808639526367
2011-03-18,17.91893768310547
2011-03-21,18.388870239257812
2011-03-22,18.341196060180664
2011-03-23,18.286710739135742
2011-03-24,18.23903465270996
2011-03-25,18.143678665161133
2011-03-28,17.8508243560791
2011-03-29,18.000659942626953
2011-03-30,18.35481834411621
2011-03-31,18.572757720947266
2011-04-01,18.845190048217773
2011-04-04,18.736207962036133
2011-04-05,18.23222541809082
2011-04-06,18.572757720947266
2011-04-07,18.4093017578125
2011-04-08,18.668106079101562
2011-04-11,18.184547424316406
2011-04-12,17.714611053466797
2011-04-13,17.7833251953125
2011-04-14,18.17500877380371
2011-04-15,18.601024627685547
2011-04-18,18.21622657775879
2011-04-19,18.271203994750977
2011-04-20,18.621646881103516
2011-04-21,18.82779312133789
2011-04-25,18.903371810913086
2011-04-26,19.219467163085938
2011-04-27,19.26756477355957
2011-04-28,19.58364486694336
2011-04-29,19.5080623626709
2011-05-02,19.205713272094727
2011-05-03,18.937728881835938
2011-05-04,18.470470428466797
2011-05-05,18.55293083190918
2011-05-06,18.41549301147461
2011-05-09,18.621646881103516
2011-05-10,19.040800094604492
2011-05-11,18.930856704711914
2011-05-12,19.5080623626709
2011-05-13,19.05454444885254
2011-05-16,18.669740676879883
2011-05-17,18.566667556762695
2011-05-18,18.772811889648438
2011-05-19,18.834657669067383
2011-05-20,18.5872802734375
2011-05-23,18.573543548583984
2011-05-24,18.45673179626465
2011-05-25,18.580419540405273
2011-05-26,18.903371810913086
2011-05-27,18.82779312133789
2011-05-31,19.26756477355957
2011-06-01,18.52544403076172
2011-06-02,18.37427520751953
2011-06-03,17.907005310058594
2011-06-06,17.838300704956055
2011-06-07,17.907005310058594
2011-06-08,18.071922302246094
2011-06-09,18.0925350189209
2011-06-10,17.817686080932617
2011-06-13,17.742095947265625
2011-06-14,18.408628463745117
2011-06-15,18.1612548828125
2011-06-16,18.504833221435547
2011-06-17,18.72471046447754
2011-06-20,18.697227478027344
