Date,HMN
2010-01-04,7.897768020629883
2010-01-05,8.118684768676758
2010-01-06,8.241419792175293
2010-01-07,8.07573127746582
2010-01-08,8.198460578918457
2010-01-11,8.124826431274414
2010-01-12,7.879360198974609
2010-01-13,8.03277587890625
2010-01-14,7.879360198974609
2010-01-15,7.995959281921387
2010-01-19,8.167778968811035
2010-01-20,8.038910865783691
2010-01-21,7.989819049835205
2010-01-22,7.713673114776611
2010-01-25,7.68298864364624
2010-01-26,7.4007110595703125
2010-01-27,7.4743475914001465
2010-01-28,7.247293472290039
2010-01-29,7.357753753662109
2010-02-01,7.345479488372803
2010-02-02,7.419119834899902
2010-02-03,7.308658123016357
2010-02-04,7.069331645965576
2010-02-05,7.057059288024902
2010-02-08,7.253429412841797
2010-02-09,7.67685604095459
2010-02-10,7.848676681518555
2010-02-11,7.934590816497803
2010-02-12,8.014364242553711
2010-02-16,8.112552642822266
2010-02-17,8.1800537109375
2010-02-18,8.41324234008789
2010-02-19,8.419378280639648
2010-02-22,8.462334632873535
2010-02-23,8.29051399230957
2010-02-24,8.54211139678955
2010-02-25,8.450061798095703
2010-02-26,8.247552871704102
2010-03-01,8.284374237060547
2010-03-02,8.456198692321777
2010-03-03,8.486881256103516
2010-03-04,8.376420974731445
2010-03-05,8.554383277893066
2010-03-08,8.394832611083984
2010-03-09,8.640296936035156
2010-03-10,8.628023147583008
2010-03-11,8.69591236114502
2010-03-12,8.86254596710205
2010-03-15,8.850202560424805
2010-03-16,9.060043334960938
2010-03-17,9.097073554992676
2010-03-18,9.04153060913086
2010-03-19,8.825512886047363
2010-03-22,9.090898513793945
2010-03-23,9.121757507324219
2010-03-24,9.189648628234863
2010-03-25,9.097073554992676
2010-03-26,9.220505714416504
2010-03-29,9.374794960021973
2010-03-30,9.251361846923828
2010-03-31,9.294565200805664
2010-04-01,9.436514854431152
2010-04-05,9.510567665100098
2010-04-06,9.553776741027832
2010-04-07,9.566115379333496
2010-04-08,9.609322547912598
2010-04-09,9.572287559509277
2010-04-12,9.646352767944336
2010-04-13,9.819158554077148
2010-04-14,10.00430965423584
2010-04-15,10.00430965423584
2010-04-16,9.954936981201172
2010-04-19,9.954936981201172
2010-04-20,10.059855461120605
2010-04-21,10.158601760864258
2010-04-22,9.763611793518066
2010-04-23,9.763611793518066
2010-04-26,9.541431427001953
2010-04-27,9.553776741027832
2010-04-28,9.985793113708496
2010-04-29,10.677021980285645
2010-04-30,10.621479988098145
2010-05-03,10.89920425415039
2010-05-04,10.275862693786621
2010-05-05,10.207975387573242
2010-05-06,10.035167694091797
2010-05-07,9.640181541442871
2010-05-10,10.23266315460205
2010-05-11,9.97962474822998
2010-05-12,10.1277437210083
2010-05-13,10.121572494506836
2010-05-14,9.967279434204102
2010-05-17,9.961106300354004
2010-05-18,9.75126838684082
2010-05-19,9.553776741027832
2010-05-20,8.856375694274902
2010-05-21,9.0230131149292
2010-05-24,8.78231143951416
2010-05-25,8.671223640441895
2010-05-26,8.7576265335083
2010-05-27,9.541431427001953
2010-05-28,9.485886573791504
2010-06-01,9.164962768554688
2010-06-02,9.35011100769043
2010-06-03,9.4982271194458
2010-06-04,9.090898513793945
2010-06-07,9.103242874145508
2010-06-08,9.04153060913086
2010-06-09,9.047696113586426
2010-06-10,9.556551933288574
2010-06-11,9.631020545959473
2010-06-14,9.568962097167969
2010-06-15,9.792366027832031
2010-06-16,9.897857666015625
2010-06-17,9.755130767822266
2010-06-18,9.866829872131348
2010-06-21,9.810978889465332
2010-06-22,9.662049293518066
2010-06-23,9.804773330688477
