Date,ICFI
2010-01-04,25.93172836303711
2010-01-05,25.85548973083496
2010-01-06,24.41642951965332
2010-01-07,25.045419692993164
2010-01-08,24.921520233154297
2010-01-11,24.749980926513672
2010-01-12,24.692800521850586
2010-01-13,25.007295608520508
2010-01-14,24.87387466430664
2010-01-15,24.464075088500977
2010-01-19,24.244876861572266
2010-01-20,23.949445724487305
2010-01-21,23.76837158203125
2010-01-22,23.749313354492188
2010-01-25,23.82554817199707
2010-01-26,21.938568115234375
2010-01-27,22.28165626525879
2010-01-28,22.186349868774414
2010-01-29,22.310253143310547
2010-02-01,22.75816535949707
2010-02-02,22.78675651550293
2010-02-03,22.6342716217041
2010-02-04,22.005277633666992
2010-02-05,21.95763397216797
2010-02-08,21.90997886657715
2010-02-09,22.19588279724121
2010-02-10,21.929039001464844
2010-02-11,21.986215591430664
2010-02-12,22.519908905029297
2010-02-16,22.5103759765625
2010-02-17,22.291183471679688
2010-02-18,22.119640350341797
2010-02-19,21.8432674407959
2010-02-22,21.47158432006836
2010-02-23,21.1761531829834
2010-02-24,21.73843765258789
2010-02-25,21.69078254699707
2010-02-26,22.310253143310547
2010-03-01,22.6342716217041
2010-03-02,23.034547805786133
2010-03-03,22.54850196838379
2010-03-04,22.577096939086914
2010-03-05,23.396690368652344
2010-03-08,23.425283432006836
2010-03-09,23.625415802001953
2010-03-10,23.396690368652344
2010-03-11,23.320446014404297
2010-03-12,23.005952835083008
2010-03-15,22.55803108215332
2010-03-16,22.28165626525879
2010-03-17,22.148231506347656
2010-03-18,21.967153549194336
2010-03-19,21.776559829711914
2010-03-22,22.1101131439209
2010-03-23,22.586624145507812
2010-03-24,23.33950424194336
2010-03-25,23.634939193725586
2010-03-26,23.816020965576172
2010-03-29,24.02568244934082
2010-03-30,24.14957618713379
2010-03-31,23.673065185546875
2010-04-01,23.87320327758789
2010-04-05,24.168636322021484
2010-04-06,24.206756591796875
2010-04-07,23.82554817199707
2010-04-08,23.787425994873047
2010-04-09,23.8350772857666
2010-04-12,23.758840560913086
2010-04-13,23.558700561523438
2010-04-14,23.749313354492188
2010-04-15,23.73024559020996
2010-04-16,23.434810638427734
2010-04-19,23.425283432006836
2010-04-20,23.15843391418457
2010-04-21,22.986894607543945
2010-04-22,22.939241409301758
2010-04-23,22.939241409301758
2010-04-26,22.720043182373047
2010-04-27,22.519908905029297
2010-04-28,22.12917137145996
2010-04-29,22.49132537841797
2010-04-30,22.07198715209961
2010-05-03,22.472259521484375
2010-05-04,22.091049194335938
2010-05-05,22.043405532836914
2010-05-06,20.966482162475586
2010-05-07,20.95695686340332
2010-05-10,21.442995071411133
2010-05-11,21.948097229003906
2010-05-12,22.376956939697266
2010-05-13,22.329307556152344
2010-05-14,22.16729164123535
2010-05-17,22.5103759765625
2010-05-18,22.586624145507812
2010-05-19,22.30071449279785
2010-05-20,21.490644454956055
2010-05-21,21.061792373657227
2010-05-24,21.3000431060791
2010-05-25,21.014137268066406
2010-05-26,21.042724609375
2010-05-27,21.433462142944336
2010-05-28,21.37628746032715
2010-06-01,21.080848693847656
2010-06-02,21.138031005859375
2010-06-03,21.128503799438477
2010-06-04,20.499502182006836
2010-06-07,20.127826690673828
2010-06-08,20.156417846679688
2010-06-09,20.251718521118164
2010-06-10,20.709171295166016
2010-06-11,21.852792739868164
2010-06-14,22.42460823059082
2010-06-15,22.739105224609375
2010-06-16,22.958301544189453
2010-06-17,23.091726303100586
2010-06-18,23.12031364440918
2010-06-21,23.234676361083984
2010-06-22,22.910646438598633
2010-06-23,22.853471755981445
2010-06-24,22.82487678527832
2010-06-25,23.415752410888672
2010-06-28,22.939241409301758
2010-06-29,22.82487678527832
2010-06-30,22.805816650390625
2010-07-01,22.6342716217041
2010-07-02,22.815353393554688
2010-07-06,22.653339385986328
2010-07-07,22.43413734436035
2010-07-08,22.5103759765625
2010-07-09,22.41507911682129
2010-07-12,21.948097229003906
2010-07-13,22.24353790283203
2010-07-14,22.148231506347656
2010-07-15,22.062456130981445
2010-07-16,21.21427345275879
2010-07-19,21.09990882873535
2010-07-20,21.423933029174805
2010-07-21,21.1761531829834
2010-07-22,21.538297653198242
2010-07-23,21.814674377441406
2010-07-26,22.157766342163086
2010-07-27,22.014812469482422
2010-07-28,21.55735969543457
2010-07-29,22.062456130981445
