Date,COR
2010-01-04,18.28312873840332
2010-01-05,18.15268898010254
2010-01-06,17.981046676635742
2010-01-07,17.692686080932617
2010-01-08,17.884933471679688
2010-01-11,18.08401870727539
2010-01-12,18.207609176635742
2010-01-13,18.564624786376953
2010-01-14,18.68132972717285
2010-01-15,18.48223304748535
2010-01-19,18.791189193725586
2010-01-20,18.63327980041504
2010-01-21,18.248807907104492
2010-01-22,18.30373191833496
2010-01-25,18.61267852783203
2010-01-26,18.839237213134766
2010-01-27,18.71567153930664
2010-01-28,18.729393005371094
2010-01-29,18.71567153930664
2010-02-01,19.052082061767578
2010-02-02,19.601333618164062
2010-02-03,19.44342041015625
2010-02-04,18.825515747070312
2010-02-05,18.54402732849121
2010-02-08,18.502830505371094
2010-02-09,18.64700698852539
2010-02-10,18.722745895385742
2010-02-11,18.94998550415039
2010-02-12,18.832927703857422
2010-02-16,18.98441505432129
2010-02-17,18.99820327758789
2010-02-18,19.184106826782227
2010-02-19,19.376916885375977
2010-02-22,19.20476722717285
2010-02-23,19.108362197875977
2010-02-24,19.20476722717285
2010-02-25,19.335594177246094
2010-02-26,19.308063507080078
2010-03-01,19.328710556030273
2010-03-02,19.597265243530273
2010-03-03,19.2805118560791
2010-03-04,19.273622512817383
2010-03-05,19.562829971313477
2010-03-08,19.328710556030273
2010-03-09,19.273622512817383
2010-03-10,19.31494903564453
2010-03-11,19.335594177246094
2010-03-12,19.232315063476562
2010-03-15,19.108362197875977
2010-03-16,19.52840805053711
2010-03-17,19.418224334716797
2010-03-18,19.673009872436523
2010-03-19,19.74875259399414
2010-03-22,20.168790817260742
2010-03-23,20.11369514465332
2010-03-24,19.77629280090332
2010-03-25,19.693666458129883
2010-03-26,19.68677520751953
2010-03-29,19.858924865722656
2010-03-30,20.16190528869629
2010-03-31,19.914018630981445
2010-04-01,19.68677520751953
2010-04-05,19.914018630981445
2010-04-06,19.989755630493164
2010-04-07,19.99664306640625
2010-04-08,20.093050003051758
2010-04-09,20.29273796081543
2010-04-12,20.20322036743164
2010-04-13,20.28585433959961
2010-04-14,20.10681915283203
2010-04-15,20.306509017944336
2010-04-16,20.575061798095703
2010-04-19,20.533740997314453
2010-04-20,20.91935920715332
2010-04-21,20.905576705932617
2010-04-22,21.628602981567383
2010-04-23,21.435791015625
2010-04-26,21.50465965270996
2010-04-27,21.24988555908203
2010-04-28,21.20167350769043
2010-04-29,21.59416961669922
2010-04-30,21.242996215820312
2010-05-03,21.539085388183594
2010-05-04,21.325626373291016
2010-05-05,21.366943359375
2010-05-06,21.174129486083984
2010-05-07,20.595720291137695
2010-05-10,21.387588500976562
2010-05-11,21.49776840209961
2010-05-12,21.89026641845703
2010-05-13,21.759435653686523
2010-05-14,21.559751510620117
2010-05-17,21.621715545654297
2010-05-18,21.545970916748047
2010-05-19,21.635498046875
2010-05-20,21.179861068725586
2010-05-21,21.28340721130371
2010-05-24,21.193660736083984
2010-05-25,20.896818161010742
2010-05-26,21.014188766479492
2010-05-27,21.794260025024414
2010-05-28,21.59406852722168
2010-06-01,21.269596099853516
2010-06-02,21.90472412109375
2010-06-03,22.146350860595703
2010-06-04,21.24199104309082
2010-06-07,21.24199104309082
2010-06-08,21.13843536376953
2010-06-09,21.35934829711914
2010-06-10,21.877111434936523
2010-06-11,22.035890579223633
2010-06-14,22.236099243164062
2010-06-15,22.40867042541504
2010-06-16,22.61577796936035
2010-06-17,22.698627471923828
2010-06-18,22.477712631225586
2010-06-21,22.381067276000977
2010-06-22,22.063501358032227
2010-06-23,22.001373291015625
2010-06-24,21.808080673217773
2010-06-25,22.001373291015625
2010-06-28,22.45699691772461
2010-06-29,21.89781951904297
2010-06-30,21.91853141784668
2010-07-01,21.352445602416992
2010-07-02,21.345537185668945
2010-07-06,21.635488510131836
2010-07-07,21.939237594604492
2010-07-08,22.035890579223633
2010-07-09,21.980655670166016
2010-07-12,21.91853141784668
2010-07-13,22.318937301635742
2010-07-14,22.636493682861328
2010-07-15,22.595069885253906
2010-07-16,22.187772750854492
2010-07-19,22.084218978881836
2010-07-20,22.27060890197754
2010-07-21,22.0980224609375
2010-07-22,20.454992294311523
2010-07-23,21.07630729675293
2010-07-26,21.055601119995117
2010-07-27,20.116727828979492
2010-07-28,19.971752166748047
2010-07-29,20.00626564025879
2010-07-30,20.689714431762695
2010-08-02,21.110824584960938
2010-08-03,20.696622848510742
