Date,KOD
2018-10-04,10.15999984741211
2018-10-05,10.430000305175781
2018-10-08,10.020000457763672
2018-10-09,9.899999618530273
2018-10-10,9.699999809265137
2018-10-11,9.899999618530273
2018-10-12,10.050000190734863
2018-10-15,9.979999542236328
2018-10-16,9.970000267028809
2018-10-17,9.890000343322754
2018-10-18,9.739999771118164
2018-10-19,9.699999809265137
2018-10-22,9.880000114440918
2018-10-23,9.609999656677246
2018-10-24,9.270000457763672
2018-10-25,9.5600004196167
2018-10-26,9.979999542236328
2018-10-29,9.75
2018-10-30,9.880000114440918
2018-10-31,9.90999984741211
2018-11-01,9.989999771118164
2018-11-02,9.789999961853027
2018-11-05,9.390000343322754
2018-11-06,9.130000114440918
2018-11-07,8.819999694824219
2018-11-08,8.850000381469727
2018-11-09,8.640000343322754
2018-11-12,8.0
2018-11-13,8.149999618530273
2018-11-14,8.640000343322754
2018-11-15,8.699999809265137
2018-11-16,9.5600004196167
2018-11-19,8.789999961853027
2018-11-20,7.769999980926514
2018-11-21,9.770000457763672
2018-11-23,9.5
2018-11-26,9.279999732971191
2018-11-27,9.380000114440918
2018-11-28,9.220000267028809
2018-11-29,9.010000228881836
2018-11-30,9.25
2018-12-03,7.949999809265137
2018-12-04,7.599999904632568
2018-12-06,9.300000190734863
2018-12-07,10.0
2018-12-10,8.449999809265137
2018-12-11,8.65999984741211
2018-12-12,8.229999542236328
2018-12-13,7.710000038146973
2018-12-14,7.010000228881836
2018-12-17,6.659999847412109
2018-12-18,6.820000171661377
2018-12-19,6.679999828338623
2018-12-20,6.519999980926514
2018-12-21,6.110000133514404
2018-12-24,7.340000152587891
2018-12-26,8.220000267028809
2018-12-27,7.25
2018-12-28,6.619999885559082
2018-12-31,7.099999904632568
2019-01-02,7.340000152587891
2019-01-03,7.929999828338623
2019-01-04,7.550000190734863
2019-01-07,8.15999984741211
2019-01-08,8.930000305175781
2019-01-09,9.4399995803833
2019-01-10,9.079999923706055
2019-01-11,9.0
2019-01-14,8.600000381469727
2019-01-15,8.390000343322754
2019-01-16,8.609999656677246
2019-01-17,8.390000343322754
2019-01-18,8.5
2019-01-22,8.1899995803833
2019-01-23,7.920000076293945
2019-01-24,7.860000133514404
2019-01-25,8.0
2019-01-28,8.130000114440918
2019-01-29,7.989999771118164
2019-01-30,7.989999771118164
2019-01-31,7.679999828338623
2019-02-01,7.860000133514404
2019-02-04,7.5
2019-02-05,7.5
2019-02-06,7.5
2019-02-07,7.150000095367432
2019-02-08,7.0
2019-02-11,6.75
2019-02-12,7.0
2019-02-13,6.900000095367432
2019-02-14,6.760000228881836
2019-02-15,6.849999904632568
2019-02-19,6.829999923706055
2019-02-20,7.0
2019-02-21,6.760000228881836
2019-02-22,7.0
2019-02-25,6.889999866485596
2019-02-26,6.980000019073486
2019-02-27,6.989999771118164
2019-02-28,7.0
2019-03-01,7.070000171661377
2019-03-04,6.989999771118164
2019-03-05,6.960000038146973
2019-03-06,6.989999771118164
2019-03-07,6.46999979019165
2019-03-08,6.510000228881836
2019-03-11,6.78000020980835
2019-03-12,6.659999847412109
2019-03-13,6.949999809265137
2019-03-14,7.0
2019-03-15,6.96999979019165
2019-03-18,6.989999771118164
2019-03-19,7.019999980926514
2019-03-20,6.989999771118164
2019-03-21,6.829999923706055
2019-03-22,6.599999904632568
2019-03-25,6.429999828338623
2019-03-26,7.0
2019-03-27,6.670000076293945
2019-03-28,6.619999885559082
2019-03-29,6.53000020980835
2019-04-01,6.449999809265137
2019-04-02,6.199999809265137
2019-04-03,6.309999942779541
2019-04-04,6.849999904632568
2019-04-05,6.5
2019-04-08,6.920000076293945
2019-04-09,7.059999942779541
2019-04-10,6.989999771118164
2019-04-11,7.159999847412109
2019-04-12,7.059999942779541
2019-04-15,6.980000019073486
2019-04-16,7.019999980926514
2019-04-17,6.980000019073486
2019-04-18,7.349999904632568
2019-04-22,7.159999847412109
2019-04-23,7.199999809265137
2019-04-24,7.420000076293945
2019-04-25,7.349999904632568
2019-04-26,7.409999847412109
2019-04-29,7.300000190734863
2019-04-30,7.420000076293945
2019-05-01,7.449999809265137
2019-05-02,7.429999828338623
2019-05-03,7.550000190734863
2019-05-06,7.489999771118164
2019-05-07,7.25
2019-05-08,7.440000057220459
2019-05-09,7.46999979019165
2019-05-10,7.489999771118164
2019-05-13,7.46999979019165
2019-05-14,7.5
2019-05-15,7.71999979019165
2019-05-16,8.65999984741211
2019-05-17,9.010000228881836
2019-05-20,8.859999656677246
2019-05-21,9.100000381469727
2019-05-22,10.239999771118164
2019-05-23,10.0
2019-05-24,9.529999732971191
2019-05-28,9.600000381469727
2019-05-29,9.9399995803833
2019-05-30,9.569999694824219
2019-05-31,9.880000114440918
2019-06-03,10.130000114440918
2019-06-04,10.350000381469727
2019-06-05,10.220000267028809
2019-06-06,10.289999961853027
2019-06-07,10.289999961853027
2019-06-10,11.600000381469727
2019-06-11,11.170000076293945
2019-06-12,11.800000190734863
2019-06-13,11.949999809265137
2019-06-14,11.970000267028809
2019-06-17,12.0
2019-06-18,11.699999809265137
2019-06-19,11.949999809265137
