Date,FERG
2010-01-05,16.071834564208984
2010-01-06,16.071834564208984
2010-01-07,16.071834564208984
2010-01-08,17.679018020629883
2010-01-11,17.487693786621094
2010-01-12,17.487693786621094
2010-01-13,18.253019332885742
2010-01-14,18.253019332885742
2010-01-15,18.253019332885742
2010-01-19,18.253019332885742
2010-01-20,18.253019332885742
2010-01-21,18.02341651916504
2010-01-22,18.02341651916504
2010-01-25,18.02341651916504
2010-01-26,17.946884155273438
2010-01-27,17.946884155273438
2010-01-28,16.990232467651367
2010-01-29,16.990232467651367
2010-02-01,16.990232467651367
2010-02-02,16.990232467651367
2010-02-03,16.990232467651367
2010-02-04,16.990232467651367
2010-02-05,16.645837783813477
2010-02-08,16.645837783813477
2010-02-09,16.645837783813477
2010-02-10,16.645837783813477
2010-02-11,16.645837783813477
2010-02-12,16.645837783813477
2010-02-16,16.645837783813477
2010-02-17,16.645837783813477
2010-02-18,16.645837783813477
2010-02-19,16.645837783813477
2010-02-22,16.645837783813477
2010-02-23,19.094873428344727
2010-02-24,19.094873428344727
2010-02-25,19.094873428344727
2010-02-26,19.094873428344727
2010-03-01,18.176485061645508
2010-03-02,18.367813110351562
2010-03-03,18.176485061645508
2010-03-04,18.176485061645508
2010-03-05,18.176485061645508
2010-03-08,18.176485061645508
2010-03-09,18.176485061645508
2010-03-10,18.176485061645508
2010-03-11,18.176485061645508
2010-03-12,18.176485061645508
2010-03-15,18.176485061645508
2010-03-16,18.176485061645508
2010-03-17,18.176485061645508
2010-03-18,19.05660629272461
2010-03-19,19.05660629272461
2010-03-22,19.05660629272461
2010-03-23,19.05660629272461
2010-03-24,19.05660629272461
2010-03-25,19.05660629272461
2010-03-26,19.05660629272461
2010-03-29,18.367813110351562
2010-03-30,18.367813110351562
2010-03-31,18.367813110351562
2010-04-01,18.367813110351562
2010-04-05,18.56679916381836
2010-04-06,18.56679916381836
2010-04-07,18.56679916381836
2010-04-08,18.56679916381836
2010-04-09,18.56679916381836
2010-04-12,18.56679916381836
2010-04-13,18.56679916381836
2010-04-14,18.56679916381836
2010-04-15,18.56679916381836
2010-04-16,18.559144973754883
2010-04-19,18.559144973754883
2010-04-20,18.559144973754883
2010-04-21,18.559144973754883
2010-04-22,18.559144973754883
2010-04-23,18.559144973754883
2010-04-26,18.559144973754883
2010-04-27,18.559144973754883
2010-04-28,18.559144973754883
2010-04-29,18.559144973754883
2010-04-30,18.559144973754883
2010-05-03,18.559144973754883
2010-05-04,18.559144973754883
2010-05-05,18.559144973754883
2010-05-06,18.559144973754883
2010-05-07,18.559144973754883
2010-05-10,18.559144973754883
2010-05-11,17.411151885986328
2010-05-12,17.411151885986328
2010-05-13,17.411151885986328
2010-05-14,17.411151885986328
2010-05-17,17.411151885986328
2010-05-18,17.411151885986328
2010-05-19,18.000452041625977
2010-05-20,18.000452041625977
2010-05-21,18.000452041625977
2010-05-24,18.000452041625977
2010-05-25,18.000452041625977
