Date,SON
2010-01-04,17.751033782958984
2010-01-05,18.010950088500977
2010-01-06,18.359466552734375
2010-01-07,18.005043029785156
2010-01-08,18.152721405029297
2010-01-11,18.010950088500977
2010-01-12,17.869182586669922
2010-01-13,17.869182586669922
2010-01-14,17.76875114440918
2010-01-15,17.556093215942383
2010-01-19,17.886903762817383
2010-01-20,17.591535568237305
2010-01-21,17.408422470092773
2010-01-22,17.118961334228516
2010-01-25,17.083524703979492
2010-01-26,17.01264190673828
2010-01-27,17.118961334228516
2010-01-28,16.58141326904297
2010-01-29,16.398290634155273
2010-02-01,16.575504302978516
2010-02-02,16.746810913085938
2010-02-03,16.498716354370117
2010-02-04,15.949350357055664
2010-02-05,16.014324188232422
2010-02-08,15.919812202453613
2010-02-09,16.079303741455078
2010-02-10,16.823604583740234
2010-02-11,16.87677574157715
2010-02-12,17.048078536987305
2010-02-16,17.237106323242188
2010-02-17,17.20132827758789
2010-02-18,17.666393280029297
2010-02-19,17.696212768554688
2010-02-22,17.666393280029297
2010-02-23,17.570999145507812
2010-02-24,17.714096069335938
2010-02-25,17.79756736755371
2010-02-26,17.63658332824707
2010-03-01,17.886999130249023
2010-03-02,17.845266342163086
2010-03-03,17.773719787597656
2010-03-04,17.78564453125
2010-03-05,17.875080108642578
2010-03-08,17.94662857055664
2010-03-09,18.036062240600586
2010-03-10,18.334182739257812
2010-03-11,18.3580265045166
2010-03-12,18.352062225341797
2010-03-15,18.48324203491211
2010-03-16,18.62633514404297
2010-03-17,18.93040657043457
2010-03-18,18.858863830566406
2010-03-19,18.363990783691406
2010-03-22,18.52497673034668
2010-03-23,18.751544952392578
2010-03-24,18.662107467651367
2010-03-25,18.2805233001709
2010-03-26,18.18511962890625
2010-03-29,18.244741439819336
2010-03-30,18.191082000732422
2010-03-31,18.3580265045166
2010-04-01,18.900602340698242
2010-04-05,18.942346572875977
2010-04-06,18.87079429626465
2010-04-07,18.685955047607422
2010-04-08,18.846942901611328
2010-04-09,19.06754493713379
2010-04-12,18.823087692260742
2010-04-13,19.061582565307617
2010-04-14,19.53857421875
2010-04-15,19.508758544921875
2010-04-16,19.502792358398438
2010-04-19,19.62204933166504
2010-04-20,19.675710678100586
2010-04-21,19.53857421875
2010-04-22,20.289825439453125
2010-04-23,20.385225296020508
2010-04-26,20.289825439453125
2010-04-27,19.69955825805664
2010-04-28,19.604158401489258
2010-04-29,19.812835693359375
2010-04-30,19.753215789794922
2010-05-03,20.099029541015625
2010-05-04,19.824764251708984
2010-05-05,19.49087142944336
2010-05-06,18.763469696044922
2010-05-07,18.48324203491211
2010-05-10,19.55645751953125
2010-05-11,19.55645751953125
2010-05-12,20.01951026916504
2010-05-13,19.7488956451416
2010-05-14,19.309898376464844
2010-05-17,19.700782775878906
2010-05-18,19.562477111816406
2010-05-19,19.388080596923828
2010-05-20,18.528120040893555
2010-05-21,18.498050689697266
2010-05-24,18.12520408630371
2010-05-25,18.028989791870117
2010-05-26,18.034997940063477
2010-05-27,18.79873275756836
2010-05-28,18.588253021240234
2010-06-01,18.119192123413086
2010-06-02,18.750621795654297
2010-06-03,18.991168975830078
2010-06-04,18.22743797302246
2010-06-07,17.589990615844727
2010-06-08,17.547889709472656
2010-06-09,17.7463436126709
2010-06-10,18.293590545654297
2010-06-11,19.249759674072266
2010-06-14,19.147533416748047
2010-06-15,19.694774627685547
2010-06-16,19.448213577270508
2010-06-17,19.412126541137695
2010-06-18,19.400102615356445
2010-06-21,19.279829025268555
2010-06-22,18.756643295288086
2010-06-23,18.642379760742188
2010-06-24,18.642379760742188
2010-06-25,18.762649536132812
2010-06-28,18.888944625854492
2010-06-29,18.618328094482422
2010-06-30,18.329673767089844
2010-07-01,18.23345375061035
2010-07-02,18.263521194458008
2010-07-06,18.38980484008789
2010-07-07,18.768665313720703
2010-07-08,19.0212459564209
2010-07-09,19.153549194335938
2010-07-12,19.08137321472168
2010-07-13,19.5203800201416
2010-07-14,19.412126541137695
2010-07-15,19.67673110961914
2010-07-16,19.147533416748047
2010-07-19,19.291858673095703
2010-07-20,19.851131439208984
2010-07-21,19.568485260009766
2010-07-22,19.42416000366211
2010-07-23,20.139781951904297
2010-07-26,20.21194839477539
2010-07-27,19.95937728881836
2010-07-28,19.67071533203125
2010-07-29,19.580516815185547
2010-07-30,19.664701461791992
2010-08-02,19.917278289794922
2010-08-03,19.592540740966797
2010-08-04,19.881195068359375
2010-08-05,19.87518310546875
2010-08-06,19.74288558959961
2010-08-09,19.7488956451416
2010-08-10,19.71882438659668
2010-08-11,18.900968551635742
2010-08-12,18.89495849609375
2010-08-13,19.153549194335938
2010-08-16,19.093406677246094
2010-08-17,19.652681350708008
2010-08-18,19.555631637573242
2010-08-19,19.191680908203125
2010-08-20,19.131031036376953
2010-08-23,18.77315902709961
2010-08-24,18.809555053710938
2010-08-25,18.97332763671875
2010-08-26,18.97939682006836
2010-08-27,19.325136184692383
2010-08-30,18.930870056152344
2010-08-31,19.07644271850586
2010-09-01,19.416114807128906
2010-09-02,20.05301284790039
2010-09-03,20.05301284790039
2010-09-07,19.88317108154297
2010-09-08,19.798250198364258
2010-09-09,19.85284423828125
2010-09-10,19.937761306762695
2010-09-13,19.9802188873291
2010-09-14,19.96202278137207
2010-09-15,20.107601165771484
2010-09-16,20.077268600463867
2010-09-17,20.180381774902344
2010-09-20,20.26530647277832
2010-09-21,20.198583602905273
2010-09-22,20.234975814819336
2010-09-23,20.046937942504883
2010-09-24,20.386619567871094
2010-09-27,20.39875030517578
2010-09-28,20.617115020751953
2010-09-29,20.4472713470459
2010-09-30,20.28350257873535
2010-10-01,20.441219329833984
2010-10-04,20.404813766479492
2010-10-05,21.02351188659668
2010-10-06,20.987117767333984
2010-10-07,20.695974349975586
2010-10-08,20.83548355102539
2010-10-11,20.774818420410156
2010-10-12,20.884000778198242
2010-10-13,21.10843276977539
2010-10-14,20.932525634765625
2010-10-15,20.93859100341797
2010-10-18,21.12662124633789
2010-10-19,20.884000778198242
2010-10-20,21.01137924194336
2010-10-21,20.30776596069336
2010-10-22,20.374496459960938
2010-10-25,20.29564094543457
2010-10-26,20.21678352355957
2010-10-27,20.31382942199707
2010-10-28,20.26530647277832
2010-10-29,20.319894790649414
2010-11-01,20.271366119384766
2010-11-02,20.471538543701172
2010-11-03,20.453338623046875
2010-11-04,20.586782455444336
2010-11-05,20.507930755615234
2010-11-08,20.42908477783203
2010-11-09,19.94989585876465
2010-11-10,20.107601165771484
2010-11-11,19.97416114807129
2010-11-12,19.8043155670166
2010-11-15,19.810380935668945
2010-11-16,19.494970321655273
2010-11-17,19.592876434326172
2010-11-18,19.75196647644043
2010-11-19,19.904939651489258
2010-11-22,20.100746154785156
2010-11-23,19.91105842590332
