Date,FG
2023-09-26,27.370784759521484
2023-09-27,27.389917373657227
2023-09-28,26.538467407226562
2023-09-29,26.844608306884766
2023-10-02,25.859222412109375
2023-10-03,25.294775009155273
2023-10-04,25.54351806640625
2023-10-05,26.461933135986328
2023-10-06,26.80634307861328
2023-10-09,27.303815841674805
2023-10-10,27.016809463500977
2023-10-11,27.590824127197266
2023-10-12,27.236848831176758
2023-10-13,27.523853302001953
2023-10-16,28.423137664794922
2023-10-17,29.666833877563477
2023-10-18,30.135608673095703
2023-10-19,29.073688507080078
2023-10-20,28.203100204467773
2023-10-23,28.537939071655273
2023-10-24,28.28920555114746
2023-10-25,27.77259635925293
2023-10-26,28.451839447021484
2023-10-27,28.470972061157227
2023-10-30,29.4180908203125
2023-10-31,29.36069679260254
2023-11-01,29.4180908203125
2023-11-02,30.556550979614258
2023-11-03,31.417570114135742
2023-11-06,30.594818115234375
2023-11-07,30.843557357788086
2023-11-08,35.263450622558594
2023-11-09,36.4975700378418
2023-11-10,35.72265625
2023-11-13,35.091243743896484
2023-11-14,37.74126052856445
2023-11-15,38.851016998291016
2023-11-16,38.15263748168945
2023-11-17,38.67881393432617
2023-11-20,39.50156021118164
2023-11-21,39.750301361083984
2023-11-22,40.305179595947266
2023-11-24,40.56349182128906
2023-11-27,41.36709976196289
2023-11-28,39.7120361328125
2023-11-29,39.8651008605957
2023-11-30,39.042354583740234
2023-12-01,40.82179260253906
2023-12-04,40.50608444213867
2023-12-05,41.08009338378906
2023-12-06,42.46728515625
2023-12-07,42.9838981628418
2023-12-08,41.94111251831055
2023-12-11,43.65358352661133
2023-12-12,45.03120422363281
2023-12-13,45.36604690551758
2023-12-14,44.1552619934082
2023-12-15,42.512054443359375
2023-12-18,43.67478942871094
2023-12-19,44.72221755981445
2023-12-20,44.299400329589844
2023-12-21,43.482608795166016
2023-12-22,43.107845306396484
2023-12-26,44.933624267578125
2023-12-27,45.04894256591797
2023-12-28,44.280189514160156
2023-12-29,44.20330810546875
2024-01-02,43.5306510925293
2024-01-03,42.089229583740234
2024-01-04,41.435794830322266
2024-01-05,41.19556427001953
2024-01-08,41.81056213378906
2024-01-09,40.32110595703125
2024-01-10,39.92711639404297
2024-01-11,40.14813232421875
2024-01-12,40.53251647949219
2024-01-16,40.44602966308594
2024-01-17,40.801578521728516
2024-01-18,41.099464416503906
2024-01-19,41.95470428466797
2024-01-22,44.31861877441406
2024-01-23,43.38650894165039
2024-01-24,43.88619613647461
2024-01-25,45.46214294433594
2024-01-26,44.770259857177734
2024-01-29,45.68315887451172
2024-01-30,45.07776641845703
2024-01-31,43.088619232177734
2024-02-01,42.992523193359375
2024-02-02,42.992523193359375
2024-02-05,42.60814666748047
2024-02-06,42.93486404418945
2024-02-07,43.818931579589844
2024-02-08,43.73244857788086
2024-02-09,44.59729766845703
2024-02-12,44.683780670166016
2024-02-13,41.75291061401367
2024-02-14,42.52165985107422
2024-02-15,43.06939697265625
2024-02-16,42.82916259765625
2024-02-20,42.81955337524414
2024-02-21,42.42557144165039
2024-02-22,38.226253509521484
2024-02-23,38.966182708740234
2024-02-26,38.10133361816406
2024-02-27,36.55421447753906
2024-02-28,36.49656295776367
2024-02-29,36.30436706542969
2024-03-01,36.89054489135742
2024-03-04,35.67014694213867
2024-03-05,35.900779724121094
2024-03-06,35.58366012573242
2024-03-07,34.62272262573242
2024-03-08,34.584285736083984
2024-03-11,34.94944381713867
2024-03-12,35.19929122924805
2024-03-13,35.47795486450195
2024-03-14,35.439300537109375
2024-03-15,36.4154052734375
2024-03-18,35.8548698425293
2024-03-19,37.053253173828125
2024-03-20,38.464256286621094
2024-03-21,39.42102813720703
2024-03-22,38.12600326538086
2024-03-25,38.483585357666016
2024-03-26,38.831504821777344
2024-03-27,38.74452209472656
2024-03-28,39.1890869140625
2024-04-01,39.10210418701172
2024-04-02,38.831504821777344
2024-04-03,40.38747024536133
2024-04-04,39.797935485839844
2024-04-05,39.53700256347656
2024-04-08,39.3533821105957
2024-04-09,38.42559814453125
2024-04-10,36.59902572631836
2024-04-11,35.31366729736328
2024-04-12,35.47795867919922
2024-04-15,34.67581558227539
2024-04-16,35.00440979003906
2024-04-17,34.11528396606445
2024-04-18,33.93165969848633
2024-04-19,35.29433822631836
2024-04-22,35.961177825927734
2024-04-23,36.869632720947266
2024-04-24,37.7780876159668
2024-04-25,37.33352279663086
2024-04-26,37.7200927734375
2024-04-29,37.98103713989258
2024-04-30,36.55070495605469
2024-05-01,37.27553939819336
2024-05-02,38.850830078125
2024-05-03,38.5609016418457
2024-05-06,40.020225524902344
2024-05-07,39.0827751159668
2024-05-08,39.1407585144043
2024-05-09,38.68653106689453
2024-05-10,39.27606964111328
2024-05-13,37.39150619506836
2024-05-14,39.32438278198242
2024-05-15,39.58531951904297
2024-05-16,39.372711181640625
2024-05-17,41.324913024902344
2024-05-20,40.93833541870117
2024-05-21,40.89968490600586
2024-05-22,40.35847473144531
2024-05-23,38.25164031982422
2024-05-24,39.285728454589844
2024-05-28,39.05377960205078
2024-05-29,37.74909210205078
2024-05-30,38.25164031982422
2024-05-31,39.05377960205078
2024-06-03,39.826934814453125
2024-06-04,37.26587677001953
2024-06-05,38.72519302368164
2024-06-06,37.99070358276367
2024-06-07,37.73942947387695
2024-06-10,37.874725341796875
2024-06-11,37.381839752197266
2024-06-12,37.623451232910156
2024-06-13,36.376747131347656
2024-06-14,35.76447677612305
2024-06-17,36.08518600463867
2024-06-18,36.78493118286133
2024-06-20,37.18339157104492
2024-06-21,37.44579315185547
2024-06-24,37.3680419921875
2024-06-25,36.814083099365234
2024-06-26,36.814083099365234
2024-06-27,37.727630615234375
2024-06-28,36.97930145263672
2024-07-01,36.62942886352539
2024-07-02,36.3573112487793
2024-07-03,37.2902946472168
2024-07-05,36.814083099365234
2024-07-08,36.70718002319336
2024-07-09,36.89183044433594
2024-07-10,38.874427795410156
2024-07-11,40.876461029052734
2024-07-12,40.70153045654297
2024-07-15,42.28565979003906
2024-07-16,43.70458221435547
2024-07-17,43.67542266845703
2024-07-18,43.140899658203125
2024-07-19,42.5674934387207
2024-07-22,42.80074691772461
2024-07-23,43.53936004638672
2024-07-24,41.69282913208008
2024-07-25,42.363407135009766
2024-07-26,42.5674934387207
2024-07-29,41.8580436706543
2024-07-30,41.935791015625
2024-07-31,41.916358947753906
2024-08-01,39.506141662597656
2024-08-02,37.21255111694336
2024-08-05,36.036598205566406
2024-08-06,37.348609924316406
2024-08-07,36.367027282714844
2024-08-08,37.52354049682617
2024-08-09,37.27085876464844
2024-08-12,36.619712829589844
2024-08-13,38.252437591552734
2024-08-14,37.795658111572266
2024-08-15,39.253456115722656
2024-08-16,40.21559524536133
2024-08-19,40.4196891784668
2024-08-20,38.971614837646484
2024-08-21,39.272891998291016
2024-08-22,39.15626907348633
2024-08-23,40.925052642822266
2024-08-26,40.837589263916016
2024-08-27,41.09999084472656
2024-08-28,42.616092681884766
2024-08-29,42.9951171875
2024-08-30,44.404319763183594
2024-09-03,41.10970687866211
2024-09-04,40.536312103271484
2024-09-05,40.40025329589844
2024-09-06,39.165985107421875
2024-09-09,39.15626907348633
2024-09-10,39.097957611083984
2024-09-11,38.466251373291016
2024-09-12,39.06880187988281
2024-09-13,40.70153045654297
2024-09-16,41.170372009277344
2024-09-17,41.238746643066406
2024-09-18,41.02385711669922
2024-09-19,41.863868713378906
2024-09-20,41.395023345947266
2024-09-23,41.61968231201172
2024-09-24,41.522003173828125
2024-09-25,41.12153244018555
2024-09-26,42.098289489746094
2024-09-27,43.27040481567383
2024-09-30,43.680641174316406
2024-10-01,41.189903259277344
2024-10-02,42.38154983520508
2024-10-03,41.37548828125
2024-10-04,42.274112701416016
2024-10-07,41.63921356201172
2024-10-08,41.36572265625
2024-10-09,41.96154022216797
2024-10-10,41.473167419433594
2024-10-11,43.04574966430664
2024-10-14,42.50852584838867
2024-10-15,42.54759979248047
2024-10-16,43.7978515625
2024-10-17,43.41691589355469
2024-10-18,42.95783615112305
2024-10-21,41.37548828125
2024-10-22,41.209434509277344
2024-10-23,41.64897918701172
2024-10-24,40.91640853881836
2024-10-25,40.330360412597656
2024-10-28,40.6917610168457
2024-10-29,40.867576599121094
2024-10-30,40.72106170654297
2024-10-31,39.16801452636719
2024-11-01,39.431739807128906
2024-11-04,39.5294189453125
2024-11-05,39.76383590698242
2024-11-06,46.3178825378418
2024-11-07,44.16902160644531
2024-11-08,44.9797248840332
2024-11-11,46.103004455566406
2024-11-12,45.15554428100586
2024-11-13,44.706233978271484
2024-11-14,44.4132080078125
2024-11-15,44.383907318115234
2024-11-18,44.29599380493164
2024-11-19,44.559722900390625
2024-11-20,44.35460662841797
2024-11-21,46.00532531738281
2024-11-22,47.17742919921875
2024-11-25,47.304412841796875
2024-11-26,46.70859146118164
2024-11-27,47.3923225402832
2024-11-29,47.20674133300781
2024-12-02,47.62674331665039
2024-12-03,45.84904479980469
2024-12-04,45.64392852783203
2024-12-05,45.60485076904297
2024-12-06,45.66345977783203
2024-12-09,43.88576126098633
2024-12-10,43.43645095825195
2024-12-11,43.70017623901367
2024-12-12,42.79179382324219
2024-12-13,43.60249710083008
2024-12-16,43.690406799316406
2024-12-17,42.74808120727539
2024-12-18,39.901485443115234
2024-12-19,40.60822677612305
2024-12-20,41.00086212158203
2024-12-23,40.814361572265625
2024-12-24,41.344417572021484
2024-12-26,41.707603454589844
2024-12-27,40.75546646118164
2024-12-30,40.79472732543945
2024-12-31,40.676937103271484
2025-01-02,40.37264633178711
2025-01-03,41.60944366455078
2025-01-06,40.75546646118164
2025-01-07,41.530914306640625
2025-01-08,40.676937103271484
2025-01-10,38.55670928955078
2025-01-13,38.75302505493164
2025-01-14,40.30393600463867
2025-01-15,41.81557846069336
2025-01-16,42.27692413330078
2025-01-17,43.09164047241211
2025-01-21,43.062191009521484
2025-01-22,42.640106201171875
2025-01-23,42.414344787597656
2025-01-24,42.208213806152344
2025-01-27,43.82783126831055
2025-01-28,43.925987243652344
2025-01-29,45.388553619384766
2025-01-30,45.51615905761719
2025-01-31,45.06462860107422
2025-02-03,43.16035079956055
2025-02-04,42.94440460205078
2025-02-05,44.0732307434082
2025-02-06,43.2879524230957
2025-02-07,44.04377746582031
2025-02-10,45.57505416870117
2025-02-11,45.98731994628906
2025-02-12,45.02536392211914
2025-02-13,45.57505416870117
2025-02-14,46.17382049560547
2025-02-18,45.62413024902344
2025-02-19,44.583648681640625
2025-02-20,43.20943069458008
2025-02-21,39.44013977050781
2025-02-24,40.12725067138672
2025-02-25,40.451171875
2025-02-26,41.118648529052734
2025-02-27,40.804542541503906
2025-02-28,41.79594802856445
2025-03-03,41.84502410888672
2025-03-04,40.13706588745117
2025-03-05,41.04994201660156
2025-03-06,40.05854034423828
2025-03-07,40.10761642456055
2025-03-10,38.43892288208008
2025-03-11,39.66590118408203
2025-03-12,39.64627456665039
2025-03-13,39.52848434448242
2025-03-14,41.94318389892578
2025-03-17,42.10104751586914
2025-03-18,41.2821159362793
2025-03-19,42.17012023925781
2025-03-20,35.95411682128906
2025-03-21,34.23731994628906
2025-03-24,34.23731994628906
2025-03-25,34.63198471069336
2025-03-26,35.31278610229492
2025-03-27,35.5101203918457
2025-03-28,34.74052047729492
2025-03-31,35.56932067871094
2025-04-01,36.38825225830078
2025-04-02,36.30931854248047
2025-04-03,34.86878967285156
2025-04-04,33.69465637207031
2025-04-07,34.53331756591797
2025-04-08,34.53331756591797
2025-04-09,35.934383392333984
2025-04-10,33.339454650878906
2025-04-11,33.06318283081055
2025-04-14,33.714385986328125
2025-04-15,33.9511833190918
2025-04-16,34.000518798828125
2025-04-17,34.33598709106445
2025-04-21,32.90531921386719
2025-04-22,33.615718841552734
2025-04-23,34.000518798828125
2025-04-24,34.85892105102539
2025-04-25,34.52345657348633
2025-04-28,34.62211990356445
2025-04-29,35.214115142822266
2025-04-30,34.345855712890625
2025-05-01,34.76025390625
2025-05-02,35.41145324707031
2025-05-05,35.14505386352539
2025-05-06,35.12531661987305
2025-05-07,35.4410514831543
2025-05-08,30.310386657714844
2025-05-09,29.76772117614746
2025-05-12,31.01091957092285
2025-05-13,30.75438690185547
2025-05-14,30.379453659057617
2025-05-15,30.626121520996094
2025-05-16,31.58318519592285
2025-05-19,31.958120346069336
2025-05-20,31.918651580810547
2025-05-21,31.553586959838867
2025-05-22,31.297054290771484
2025-05-23,30.823453903198242
2025-05-27,31.780521392822266
2025-05-28,30.94185447692871
2025-05-29,31.33652114868164
2025-05-30,31.53385353088379
2025-06-02,31.87919044494629
2025-06-03,32.135719299316406
2025-06-04,31.96799087524414
2025-06-05,32.5205192565918
2025-06-06,32.796791076660156
2025-06-09,32.28371810913086
2025-06-10,31.72132110595703
2025-06-11,32.16531753540039
2025-06-12,32.42185592651367
2025-06-13,31.060253143310547
2025-06-16,31.318593978881836
2025-06-17,30.78204345703125
2025-06-18,31.40802001953125
2025-06-20,31.42789077758789
2025-06-23,31.86507797241211
2025-06-24,31.83527183532715
2025-06-25,31.34840202331543
2025-06-26,32.073734283447266
2025-06-27,31.93463134765625
2025-06-30,31.775653839111328
2025-07-01,32.342010498046875
2025-07-02,32.02405548095703
2025-07-03,32.30226516723633
2025-07-07,30.950958251953125
2025-07-08,31.33846664428711
2025-07-09,30.93108558654785
2025-07-10,30.722427368164062
2025-07-11,30.56344985961914
2025-07-14,30.55351448059082
2025-07-15,29.8182430267334
2025-07-16,30.762170791625977
2025-07-17,31.179487228393555
2025-07-18,30.84166145324707
2025-07-21,30.493898391723633
2025-07-22,31.010574340820312
2025-07-23,31.676292419433594
2025-07-24,31.725975036621094
2025-07-25,32.033992767333984
2025-07-28,32.06380081176758
2025-07-29,31.954504013061523
2025-07-30,30.503833770751953
2025-07-31,31.70610237121582
2025-08-01,31.179487228393555
2025-08-04,31.517314910888672
2025-08-05,32.192970275878906
2025-08-06,32.93817901611328
2025-08-07,33.89204406738281
2025-08-08,33.762874603271484
2025-08-11,34.2795524597168
2025-08-12,35.273162841796875
2025-08-13,35.21354293823242
2025-08-14,35.104251861572266
2025-08-15,34.26961898803711
2025-08-18,33.95166015625
2025-08-19,33.87217330932617
2025-08-20,33.89204406738281
2025-08-21,34.051021575927734
2025-08-22,35.104251861572266
2025-08-25,34.2497444152832
2025-08-26,34.498146057128906
2025-08-27,34.46833801269531
2025-08-28,34.15038299560547
2025-08-29,34.34910583496094
2025-09-02,34.2497444152832
2025-09-03,34.766422271728516
2025-09-04,35.08437728881836
2025-09-05,34.2795524597168
2025-09-08,34.63725280761719
2025-09-09,34.577632904052734
2025-09-10,34.10070037841797
2025-09-11,34.25967788696289
2025-09-12,34.32923126220703
2025-09-15,34.209999084472656
2025-09-16,33.540000915527344
2025-09-17,33.810001373291016
2025-09-18,33.599998474121094
2025-09-19,32.9900016784668
