Date,HSTM
2010-01-04,3.670537233352661
2010-01-05,3.7464146614074707
2010-01-06,3.75589919090271
2010-01-07,4.049922466278076
2010-01-08,3.888683795928955
2010-01-11,3.7464146614074707
2010-01-12,3.7179605960845947
2010-01-13,3.8412606716156006
2010-01-14,3.888683795928955
2010-01-15,3.831775426864624
2010-01-19,3.8602302074432373
2010-01-20,3.8697142601013184
2010-01-21,3.784353017807007
2010-01-22,3.7179605960845947
2010-01-25,3.623115062713623
2010-01-26,3.632599115371704
2010-01-27,3.6420838832855225
2010-01-28,3.632599115371704
2010-01-29,3.7084760665893555
2010-02-01,3.461876630783081
2010-02-02,3.4429075717926025
2010-02-03,3.5092995166778564
2010-02-04,3.5187838077545166
2010-02-05,3.4808456897735596
2010-02-08,3.3765153884887695
2010-02-09,3.4429075717926025
2010-02-10,3.3480615615844727
2010-02-11,3.395484685897827
2010-02-12,3.528268814086914
2010-02-16,3.3859996795654297
2010-02-17,3.291153907775879
2010-02-18,3.7179605960845947
2010-02-19,3.698991298675537
2010-02-22,3.76538348197937
2010-02-23,3.9076526165008545
2010-02-24,3.784353017807007
2010-02-25,3.689507246017456
2010-02-26,3.623115062713623
2010-03-01,3.623115062713623
2010-03-02,3.6420838832855225
2010-03-03,3.7748682498931885
2010-03-04,3.7369298934936523
2010-03-05,3.793837547302246
2010-03-08,3.7084760665893555
2010-03-09,3.7464146614074707
2010-03-10,3.793837547302246
2010-03-11,3.8128058910369873
2010-03-12,3.8128058910369873
2010-03-15,3.793837547302246
2010-03-16,3.7748682498931885
2010-03-17,3.76538348197937
2010-03-18,3.793837547302246
2010-03-19,3.9740450382232666
2010-03-22,3.8128058910369873
2010-03-23,3.822291374206543
2010-03-24,3.7179605960845947
2010-03-25,3.698991298675537
2010-03-26,3.793837547302246
2010-03-29,3.7748682498931885
2010-03-30,3.831775426864624
2010-03-31,3.8791985511779785
2010-04-01,3.8412606716156006
2010-04-05,3.9076526165008545
2010-04-06,3.9835293292999268
2010-04-07,4.0119829177856445
2010-04-08,4.163735866546631
2010-04-09,4.125798225402832
2010-04-12,4.173221111297607
2010-04-13,4.2111592292785645
2010-04-14,4.2111592292785645
2010-04-15,4.32497501373291
2010-04-16,4.505181312561035
2010-04-19,4.372396945953369
2010-04-20,4.268066883087158
2010-04-21,4.268066883087158
2010-04-22,4.552605152130127
2010-04-23,4.600027561187744
2010-04-26,4.400851249694824
2010-04-27,4.5715742111206055
2010-04-28,4.4767279624938965
2010-04-29,4.457758903503418
2010-04-30,4.268066883087158
2010-05-03,4.32497501373291
2010-05-04,4.543120384216309
2010-05-05,4.4767279624938965
2010-05-06,4.32497501373291
2010-05-07,4.268066883087158
2010-05-10,4.600027561187744
2010-05-11,4.505181312561035
2010-05-12,4.505181312561035
2010-05-13,4.533636093139648
2010-05-14,4.505181312561035
2010-05-17,4.524150371551514
2010-05-18,4.495696544647217
2010-05-19,4.372396945953369
2010-05-20,4.353428840637207
2010-05-21,4.362913608551025
2010-05-24,4.315490245819092
2010-05-25,4.268066883087158
2010-05-26,4.3439435958862305
2010-05-27,4.353428840637207
2010-05-28,4.391366481781006
2010-06-01,4.296520709991455
2010-06-02,4.419820308685303
2010-06-03,4.391366481781006
2010-06-04,4.230128765106201
2010-06-07,4.125798225402832
2010-06-08,4.116313934326172
2010-06-09,4.239612579345703
2010-06-10,4.552605152130127
2010-06-11,4.4767279624938965
2010-06-14,4.362913608551025
2010-06-15,4.362913608551025
2010-06-16,4.277552604675293
2010-06-17,4.287036418914795
2010-06-18,4.201674461364746
2010-06-21,4.230128765106201
2010-06-22,4.268066883087158
2010-06-23,4.268066883087158
2010-06-24,4.306005477905273
2010-06-25,4.429305076599121
2010-06-28,4.419820308685303
2010-06-29,4.391366481781006
2010-06-30,4.457758903503418
2010-07-01,4.268066883087158
2010-07-02,4.287036418914795
2010-07-06,4.2111592292785645
2010-07-07,4.296520709991455
2010-07-08,4.419820308685303
2010-07-09,4.429305076599121
2010-07-12,4.306005477905273
2010-07-13,4.315490245819092
2010-07-14,4.268066883087158
2010-07-15,4.239612579345703
2010-07-16,4.372396945953369
2010-07-19,4.410336494445801
2010-07-20,4.410336494445801
2010-07-21,4.277552604675293
2010-07-22,4.315490245819092
2010-07-23,4.3344597816467285
2010-07-26,4.163735866546631
2010-07-27,4.306005477905273
2010-07-28,4.438789367675781
2010-07-29,4.656935214996338
2010-07-30,4.742297172546387
2010-08-02,4.666420936584473
2010-08-03,4.514666557312012
2010-08-04,4.3344597816467285
2010-08-05,4.410336494445801
2010-08-06,4.457758903503418
2010-08-09,4.6095123291015625
2010-08-10,4.637965679168701
2010-08-11,4.685389518737793
2010-08-12,4.685389518737793
2010-08-13,4.647451400756836
2010-08-16,4.742297172546387
2010-08-17,4.742297172546387
2010-08-18,4.732812404632568
2010-08-19,4.675905227661133
2010-08-20,4.685389518737793
2010-08-23,4.656935214996338
2010-08-24,4.524150371551514
2010-08-25,4.600027561187744
2010-08-26,4.6095123291015625
2010-08-27,4.71384334564209
2010-08-30,4.694873332977295
2010-08-31,4.732812404632568
2010-09-01,4.685389518737793
2010-09-02,4.6095123291015625
2010-09-03,4.600027561187744
2010-09-07,4.618997573852539
2010-09-08,4.6095123291015625
2010-09-09,4.6095123291015625
2010-09-10,4.6095123291015625
2010-09-13,4.600027561187744
2010-09-14,4.647451400756836
2010-09-15,4.590543746948242
2010-09-16,4.590543746948242
2010-09-17,4.562089920043945
2010-09-20,4.666420936584473
2010-09-21,4.637965679168701
2010-09-22,4.9319891929626465
2010-09-23,4.894050121307373
2010-09-24,5.017350673675537
2010-09-27,4.979410648345947
2010-09-28,4.941473960876465
2010-09-29,5.017350673675537
2010-09-30,5.045803546905518
2010-10-01,4.846627235412598
2010-10-04,5.121680736541748
2010-10-05,6.212409019470215
2010-10-06,5.918385982513428
2010-10-07,5.956326007843018
2010-10-08,5.851994037628174
2010-10-11,6.003747463226318
2010-10-12,6.0985941886901855
2010-10-13,5.975293159484863
2010-10-14,5.956326007843018
2010-10-15,5.927870750427246
2010-10-18,5.8709635734558105
2010-10-19,5.79508638381958
2010-10-20,5.823540687561035
2010-10-21,5.681271553039551
2010-10-22,5.65281867980957
2010-10-25,5.681271553039551
2010-10-26,5.899417877197266
2010-10-27,6.022716999053955
2010-10-28,5.975293159484863
2010-10-29,6.070139408111572
2010-11-01,6.525400638580322
2010-11-02,6.6486992835998535
2010-11-03,6.620246410369873
2010-11-04,6.354678630828857
2010-11-05,6.25983190536499
2010-11-08,6.525400638580322
2010-11-09,6.5728230476379395
2010-11-10,6.345192909240723
2010-11-11,6.364162445068359
2010-11-12,6.288285255432129
2010-11-15,6.3357086181640625
2010-11-16,6.345192909240723
2010-11-17,6.278800964355469
2010-11-18,6.307255268096924
2010-11-19,6.278800964355469
2010-11-22,6.1080780029296875
2010-11-23,5.918385982513428
2010-11-24,5.994263172149658
2010-11-26,5.956326007843018
2010-11-29,5.747663497924805
2010-11-30,5.851994037628174
2010-12-01,6.070139408111572
2010-12-02,6.1649861335754395
2010-12-03,6.307255268096924
2010-12-06,6.4305548667907715
2010-12-07,6.383131504058838
2010-12-08,6.354678630828857
2010-12-09,6.3357086181640625
2010-12-10,6.354678630828857
2010-12-13,6.4305548667907715
2010-12-14,6.221893310546875
2010-12-15,6.269316673278809
2010-12-16,6.45900821685791
2010-12-17,6.534885406494141
2010-12-20,6.6107611656188965
2010-12-21,6.59179162979126
2010-12-22,6.639214992523193
2010-12-23,6.639214992523193
2010-12-27,6.60127592086792
2010-12-28,6.553854465484619
2010-12-29,6.771999359130859
2010-12-30,6.7056074142456055
2010-12-31,7.625611782073975
2011-01-03,7.710975170135498
2011-01-04,7.65406608581543
2011-01-05,7.492829322814941
2011-01-06,7.331590175628662
2011-01-07,7.217776298522949
2011-01-10,7.179838180541992
2011-01-11,6.496946811676025
2011-01-12,6.411585807800293
2011-01-13,6.44952392578125
2011-01-14,6.809937953948975
2011-01-18,6.9332380294799805
2011-01-19,6.866845607757568
2011-01-20,6.5728230476379395
2011-01-21,6.6486992835998535
2011-01-24,6.866845607757568
2011-01-25,6.8763298988342285
2011-01-26,6.914268493652344
2011-01-27,6.781484603881836
2011-01-28,6.677153587341309
2011-01-31,6.60127592086792
2011-02-01,6.667669296264648
2011-02-02,6.724576950073242
2011-02-03,6.715091705322266
2011-02-04,6.828907489776611
2011-02-07,6.971175193786621
2011-02-08,7.1988067626953125
2011-02-09,7.284167766571045
2011-02-10,7.341074466705322
2011-02-11,7.265198230743408
2011-02-14,7.236745357513428
2011-02-15,7.255713939666748
2011-02-16,7.2936530113220215
2011-02-17,7.360044479370117
2011-02-18,7.559220790863037
2011-02-22,7.426436424255371
2011-02-23,7.04705286026001
2011-02-24,7.141899108886719
2011-02-25,7.303136825561523
2011-02-28,7.388498306274414
2011-03-01,7.208291530609131
2011-03-02,7.018599033355713
2011-03-03,6.961691379547119
2011-03-04,6.942722797393799
2011-03-07,6.8763298988342285
2011-03-08,6.895299434661865
2011-03-09,6.971175193786621
2011-03-10,6.942722797393799
2011-03-11,6.885815143585205
2011-03-14,6.8763298988342285
2011-03-15,6.629730701446533
2011-03-16,6.667669296264648
2011-03-17,6.866845607757568
2011-03-18,6.866845607757568
2011-03-21,7.1988067626953125
2011-03-22,7.350559711456299
2011-03-23,7.189321994781494
2011-03-24,7.066022872924805
2011-03-25,7.066022872924805
2011-03-28,7.151384353637695
2011-03-29,7.284167766571045
2011-03-30,7.303136825561523
2011-03-31,7.331590175628662
2011-04-01,7.331590175628662
2011-04-04,7.32210636138916
2011-04-05,7.388498306274414
2011-04-06,7.578189849853516
2011-04-07,7.729943752288818
2011-04-08,7.53076696395874
2011-04-11,7.350559711456299
2011-04-12,7.1608686447143555
2011-04-13,7.265198230743408
2011-04-14,7.274682998657227
2011-04-15,7.236745357513428
2011-04-18,7.179838180541992
2011-04-19,7.274682998657227
2011-04-20,7.426436424255371
2011-04-21,7.597159385681152
2011-04-25,7.815305233001709
2011-04-26,9.105210304260254
2011-04-27,9.285415649414062
2011-04-28,9.247478485107422
2011-04-29,9.418201446533203
2011-05-02,9.399231910705566
2011-05-03,9.361295700073242
2011-05-04,9.313870429992676
2011-05-05,9.456141471862793
2011-05-06,9.569953918457031
