Date,MLM
2010-01-04,77.01900482177734
2010-01-05,75.97714233398438
2010-01-06,77.86756896972656
2010-01-07,77.17021942138672
2010-01-08,75.8931884765625
2010-01-11,74.7169418334961
2010-01-12,74.46488189697266
2010-01-13,74.52367401123047
2010-01-14,74.20440673828125
2010-01-15,72.63324737548828
2010-01-19,74.06996154785156
2010-01-20,73.38101959228516
2010-01-21,71.12933349609375
2010-01-22,68.95329284667969
2010-01-25,68.85247039794922
2010-01-26,68.3903579711914
2010-01-27,67.87787628173828
2010-01-28,67.02926635742188
2010-01-29,66.52518463134766
2010-02-01,68.02069091796875
2010-02-02,68.97850799560547
2010-02-03,68.02910614013672
2010-02-04,65.95386505126953
2010-02-05,66.0546875
2010-02-08,66.88644409179688
2010-02-09,63.81139373779297
2010-02-10,65.03807067871094
2010-02-11,65.57579803466797
2010-02-12,65.7437973022461
2010-02-16,66.85282135009766
2010-02-17,66.93687438964844
2010-02-18,67.77705383300781
2010-02-19,68.4827880859375
2010-02-22,68.88607025146484
2010-02-23,68.46601104736328
2010-02-24,68.78522491455078
2010-02-25,68.35466766357422
2010-02-26,66.8855972290039
2010-03-01,65.9990463256836
2010-03-02,65.54314422607422
2010-03-03,67.02071380615234
2010-03-04,67.99162292480469
2010-03-05,69.35093688964844
2010-03-08,69.68021392822266
2010-03-09,69.13142395019531
2010-03-10,69.23275756835938
2010-03-11,69.55357360839844
2010-03-12,69.28338623046875
2010-03-15,68.66708374023438
2010-03-16,69.9166259765625
2010-03-17,75.31169891357422
2010-03-18,73.83418273925781
2010-03-19,73.80039978027344
2010-03-22,75.1259536743164
2010-03-23,75.09222412109375
2010-03-24,74.2141342163086
2010-03-25,71.14928436279297
2010-03-26,70.38943481445312
2010-03-29,71.68120574951172
2010-03-30,71.14928436279297
2010-03-31,70.54141235351562
2010-04-01,73.03207397460938
2010-04-05,73.3866958618164
2010-04-06,72.28911590576172
2010-04-07,72.26375579833984
2010-04-08,73.6653060913086
2010-04-09,73.88484191894531
2010-04-12,73.52178192138672
2010-04-13,73.03207397460938
2010-04-14,73.6990966796875
2010-04-15,75.05841064453125
2010-04-16,76.68793487548828
2010-04-19,75.80986022949219
2010-04-20,77.91218566894531
2010-04-21,78.8662109375
2010-04-22,81.00231170654297
2010-04-23,81.52577209472656
2010-04-26,81.922607421875
2010-04-27,79.13639068603516
2010-04-28,78.88310241699219
2010-04-29,81.37378692626953
2010-04-30,80.9516372680664
2010-05-03,84.2697525024414
2010-05-04,78.02192687988281
2010-05-05,75.76766204833984
2010-05-06,74.18035125732422
2010-05-07,74.41677856445312
2010-05-10,79.0772705078125
2010-05-11,77.025634765625
2010-05-12,79.22081756591797
2010-05-13,78.71424102783203
2010-05-14,77.70106506347656
2010-05-17,78.98444366455078
2010-05-18,78.38495635986328
2010-05-19,78.41031646728516
2010-05-20,75.1428451538086
2010-05-21,76.01249694824219
2010-05-24,76.63727569580078
2010-05-25,77.74329376220703
2010-05-26,79.34748840332031
2010-05-27,80.4366455078125
2010-05-28,78.71424102783203
2010-06-01,77.5322265625
2010-06-02,79.28836059570312
2010-06-03,80.20020294189453
2010-06-04,75.61323547363281
2010-06-07,74.4516372680664
2010-06-08,74.8416748046875
2010-06-09,74.59574890136719
2010-06-10,77.49552154541016
2010-06-11,77.9872817993164
2010-06-14,77.9364013671875
2010-06-15,78.8690414428711
2010-06-16,78.73338317871094
2010-06-17,78.04663848876953
2010-06-18,78.14836883544922
2010-06-21,78.52140808105469
2010-06-22,75.74889373779297
2010-06-23,76.42718505859375
2010-06-24,74.61272430419922
2010-06-25,75.138427734375
2010-06-28,74.57036590576172
2010-06-29,72.40827941894531
2010-06-30,71.90804290771484
2010-07-01,72.31501007080078
2010-07-02,72.83220672607422
2010-07-06,73.86660766601562
2010-07-07,72.70503997802734
2010-07-08,72.14543151855469
2010-07-09,73.45962524414062
2010-07-12,71.6960678100586
2010-07-13,73.57833099365234
2010-07-14,73.11200714111328
2010-07-15,72.75590515136719
2010-07-16,69.83074951171875
2010-07-19,69.77140808105469
2010-07-20,71.70453643798828
2010-07-21,71.1618881225586
2010-07-22,72.66263580322266
2010-07-23,73.85812377929688
2010-07-26,74.95191192626953
2010-07-27,73.20527648925781
2010-07-28,72.43372344970703
2010-07-29,71.56888580322266
2010-07-30,72.40827941894531
2010-08-02,74.08705139160156
2010-08-03,69.87313079833984
2010-08-04,69.1778793334961
2010-08-05,69.68663024902344
2010-08-06,70.04269409179688
2010-08-09,70.2546615600586
2010-08-10,69.38138580322266
2010-08-11,67.00733184814453
2010-08-12,66.19338989257812
2010-08-13,65.94750213623047
2010-08-16,64.9554672241211
2010-08-17,66.67666625976562
2010-08-18,66.90560913085938
2010-08-19,65.24373626708984
2010-08-20,65.9305419921875
2010-08-23,65.11656951904297
2010-08-24,61.56399154663086
2010-08-25,61.93705368041992
2010-08-26,61.99641418457031
2010-08-27,63.72605514526367
2010-08-30,62.32810592651367
2010-08-31,62.39632034301758
2010-09-01,64.48468780517578
2010-09-02,65.76334381103516
2010-09-03,65.8741226196289
2010-09-07,67.1612777709961
2010-09-08,65.64395904541016
2010-09-09,65.78889465332031
2010-09-10,65.93377685546875
2010-09-13,66.95668029785156
2010-09-14,66.18955993652344
2010-09-15,65.52466583251953
2010-09-16,65.09843444824219
2010-09-17,64.18636322021484
2010-09-20,64.29719543457031
2010-09-21,65.08136749267578
2010-09-22,64.34835815429688
2010-09-23,63.368045806884766
2010-09-24,65.15811920166016
2010-09-27,64.72339630126953
2010-09-28,64.88534545898438
2010-09-29,65.63549041748047
2010-09-30,65.60989379882812
2010-10-01,66.64130401611328
2010-10-04,66.13839721679688
2010-10-05,66.98225402832031
2010-10-06,67.53633880615234
2010-10-07,66.80327606201172
2010-10-08,67.30620574951172
2010-10-11,67.55335998535156
2010-10-12,66.5730972290039
2010-10-13,66.81178283691406
2010-10-14,67.12718200683594
2010-10-15,67.80061340332031
2010-10-18,67.05048370361328
2010-10-19,66.3514633178711
2010-10-20,66.94818115234375
2010-10-21,67.22093200683594
2010-10-22,67.26355743408203
2010-10-25,68.11598205566406
2010-10-26,68.54218292236328
2010-10-27,68.33761596679688
2010-10-28,68.08187866210938
2010-10-29,68.6018295288086
2010-11-01,68.41433715820312
2010-11-02,70.48564910888672
2010-11-03,70.13618469238281
2010-11-04,73.00878143310547
