Date,CE
2010-01-04,25.789339065551758
2010-01-05,26.36313247680664
2010-01-06,26.650026321411133
2010-01-07,26.789579391479492
2010-01-08,26.54146385192871
2010-01-11,26.618999481201172
2010-01-12,25.6497745513916
2010-01-13,25.758459091186523
2010-01-14,25.673065185546875
2010-01-15,25.230548858642578
2010-01-19,25.78174591064453
2010-01-20,25.52556037902832
2010-01-21,24.958843231201172
2010-01-22,24.65607452392578
2010-01-25,24.803579330444336
2010-01-26,24.842395782470703
2010-01-27,24.330013275146484
2010-01-28,23.2043514251709
2010-01-29,22.591053009033203
2010-02-01,23.328563690185547
2010-02-02,24.36883544921875
2010-02-03,24.322263717651367
2010-02-04,23.118955612182617
2010-02-05,23.2043514251709
2010-02-08,22.95592498779297
2010-02-09,23.227643966674805
2010-02-10,23.111186981201172
2010-02-11,23.274221420288086
2010-02-12,23.150001525878906
2010-02-16,23.274221420288086
2010-02-17,23.778820037841797
2010-02-18,23.87975311279297
2010-02-19,24.097124099731445
2010-02-22,24.236867904663086
2010-02-23,23.646860122680664
2010-02-24,24.04277801513672
2010-02-25,24.236867904663086
2010-02-26,24.213577270507812
2010-03-01,25.044239044189453
2010-03-02,25.416872024536133
2010-03-03,25.121871948242188
2010-03-04,24.213577270507812
2010-03-05,24.904499053955078
2010-03-08,24.904499053955078
2010-03-09,24.927785873413086
2010-03-10,25.09859275817871
2010-03-11,25.19173812866211
2010-03-12,25.47121810913086
2010-03-15,25.30818748474121
2010-03-16,25.579898834228516
2010-03-17,25.79726791381836
2010-03-18,25.36252784729004
2010-03-19,24.485288619995117
2010-03-22,24.741479873657227
2010-03-23,24.850162506103516
2010-03-24,25.34700584411621
2010-03-25,24.547399520874023
2010-03-26,24.663846969604492
2010-03-29,24.989904403686523
2010-03-30,25.17622184753418
2010-03-31,24.725942611694336
2010-04-01,25.199501037597656
2010-04-05,25.79726791381836
2010-04-06,25.73517608642578
2010-04-07,25.564382553100586
2010-04-08,25.533329010009766
2010-04-09,25.975833892822266
2010-04-12,26.06898307800293
2010-04-13,26.03789520263672
2010-04-14,26.799604415893555
2010-04-15,26.659692764282227
2010-04-16,26.348800659179688
2010-04-19,25.773639678955078
2010-04-20,26.12339210510254
2010-04-21,25.781404495239258
2010-04-22,25.750316619873047
2010-04-23,26.69855308532715
2010-04-26,27.094961166381836
2010-04-27,25.91353988647461
2010-04-28,25.540454864501953
2010-04-29,26.138944625854492
2010-04-30,24.86425018310547
2010-05-03,24.778751373291016
2010-05-04,23.04548454284668
2010-05-05,22.56358528137207
2010-05-06,21.358848571777344
2010-05-07,20.807003021240234
2010-05-10,22.105012893676758
2010-05-11,22.57135772705078
2010-05-12,23.519603729248047
2010-05-13,23.2242488861084
2010-05-14,22.680173873901367
2010-05-17,22.361509323120117
2010-05-18,21.840740203857422
2010-05-19,21.731929779052734
2010-05-20,20.566049575805664
2010-05-21,21.382164001464844
2010-05-24,20.876951217651367
2010-05-25,21.397706985473633
2010-05-26,21.319990158081055
2010-05-27,22.78122329711914
2010-05-28,22.28377342224121
2010-06-01,21.3044376373291
2010-06-02,22.28377342224121
2010-06-03,22.16718864440918
2010-06-04,21.319990158081055
2010-06-07,20.325105667114258
2010-06-08,20.23183822631836
2010-06-09,20.340652465820312
2010-06-10,21.669750213623047
2010-06-11,21.747480392456055
2010-06-14,21.965105056762695
2010-06-15,22.415912628173828
2010-06-16,21.949562072753906
2010-06-17,21.747480392456055
2010-06-18,22.40036392211914
2010-06-21,22.47809410095215
2010-06-22,22.213825225830078
2010-06-23,21.80965232849121
2010-06-24,20.807003021240234
2010-06-25,21.00132179260254
2010-06-28,20.566049575805664
2010-06-29,19.57893943786621
2010-06-30,19.361312866210938
2010-07-01,18.98823356628418
2010-07-02,18.85610580444336
2010-07-06,18.529653549194336
2010-07-07,19.602256774902344
2010-07-08,20.192974090576172
2010-07-09,20.480558395385742
2010-07-12,20.542736053466797
2010-07-13,21.118988037109375
2010-07-14,20.63617706298828
2010-07-15,20.42592430114746
2010-07-16,19.491464614868164
2010-07-19,19.608266830444336
2010-07-20,20.597251892089844
2010-07-21,21.14235496520996
2010-07-22,21.835418701171875
2010-07-23,22.092390060424805
2010-07-26,22.684226989746094
2010-07-27,22.684226989746094
2010-07-28,22.14691162109375
2010-07-29,21.765329360961914
2010-07-30,21.874351501464844
2010-08-02,22.79324722290039
2010-08-03,22.47397232055664
2010-08-04,22.82440185546875
2010-08-05,22.85554313659668
2010-08-06,22.653078079223633
2010-08-09,23.151464462280273
2010-08-10,22.74652671813965
2010-08-11,21.500566482543945
2010-08-12,21.220224380493164
2010-08-13,21.352609634399414
2010-08-16,21.181289672851562
2010-08-17,22.01451873779297
2010-08-18,21.703033447265625
2010-08-19,20.939882278442383
2010-08-20,20.45707893371582
2010-08-23,20.207883834838867
2010-08-24,19.46809959411621
2010-08-25,20.363630294799805
2010-08-26,20.386995315551758
2010-08-27,21.025545120239258
2010-08-30,20.70627212524414
2010-08-31,20.791919708251953
2010-09-01,21.843210220336914
2010-09-02,22.154699325561523
2010-09-03,22.582988739013672
2010-09-07,21.804269790649414
2010-09-08,22.248136520385742
2010-09-09,22.37274169921875
2010-09-10,22.582988739013672
2010-09-13,23.758861541748047
2010-09-14,24.52979850769043
2010-09-15,24.319549560546875
2010-09-16,24.997037887573242
2010-09-17,24.802349090576172
2010-09-20,24.903587341308594
2010-09-21,24.428573608398438
2010-09-22,24.724485397338867
2010-09-23,24.677762985229492
2010-09-24,25.45648765563965
2010-09-27,25.394187927246094
2010-09-28,25.65115737915039
2010-09-29,25.25402069091797
2010-09-30,24.997037887573242
2010-10-01,25.113840103149414
2010-10-04,24.584314346313477
2010-10-05,25.65115737915039
2010-10-06,26.048311233520508
2010-10-07,25.76018714904785
2010-10-08,26.60120391845703
2010-10-11,26.437673568725586
2010-10-12,26.663496017456055
2010-10-13,26.76488494873047
2010-10-14,26.46074104309082
2010-10-15,26.546524047851562
2010-10-18,26.655715942382812
2010-10-19,25.517112731933594
2010-10-20,26.476341247558594
2010-10-21,26.538715362548828
2010-10-22,26.320362091064453
2010-10-25,27.271804809570312
2010-10-26,27.794307708740234
2010-10-27,27.708518981933594
2010-10-28,27.677330017089844
2010-10-29,27.802104949951172
2010-11-01,27.997066497802734
2010-11-02,28.550779342651367
2010-11-03,28.65994644165039
2010-11-04,29.892131805419922
2010-11-05,30.469240188598633
2010-11-08,30.313264846801758
2010-11-09,28.8237247467041
2010-11-10,29.24485206604004
2010-11-11,29.463211059570312
2010-11-12,28.644350051879883
2010-11-15,28.2778263092041
2010-11-16,27.349782943725586
2010-11-17,27.48236846923828
2010-11-18,28.714540481567383
2010-11-19,28.987497329711914
2010-11-22,29.081085205078125
2010-11-23,28.36359405517578
2010-11-24,28.987497329711914
2010-11-26,28.472780227661133
2010-11-29,28.355796813964844
2010-11-30,28.85491180419922
2010-12-01,29.970123291015625
2010-12-02,30.266464233398438
2010-12-03,30.788969039916992
2010-12-06,30.796798706054688
2010-12-07,30.36785125732422
2010-12-08,30.009124755859375
2010-12-09,30.344444274902344
2010-12-10,30.547224044799805
2010-12-13,30.851369857788086
2010-12-14,31.061933517456055
2010-12-15,31.233509063720703
2010-12-16,31.41286849975586
2010-12-17,31.584428787231445
2010-12-20,31.6390380859375
2010-12-21,32.09135818481445
2010-12-22,31.810590744018555
2010-12-23,31.833982467651367
2010-12-27,31.498645782470703
2010-12-28,31.405061721801758
2010-12-29,31.849590301513672
2010-12-30,32.00556182861328
2010-12-31,32.10694122314453
2011-01-03,32.97257614135742
2011-01-04,32.52027130126953
2011-01-05,32.5280647277832
2011-01-06,32.91799545288086
2011-01-07,32.98817825317383
2011-01-10,33.417110443115234
2011-01-11,33.354736328125
2011-01-12,33.9708251953125
2011-01-13,33.720970153808594
2011-01-14,33.713172912597656
2011-01-18,34.25188446044922
2011-01-19,33.35401916503906
2011-01-20,31.83153533935547
2011-01-21,31.81593132019043
2011-01-24,31.823728561401367
2011-01-25,31.573888778686523
2011-01-26,32.0267219543457
2011-01-27,32.09700393676758
2011-01-28,31.511449813842773
2011-01-31,32.39368438720703
2011-02-01,33.642913818359375
2011-02-02,34.32215118408203
2011-02-03,33.588253021240234
2011-02-04,33.51798629760742
2011-02-07,33.767822265625
2011-02-08,34.55638885498047
2011-02-09,33.806854248046875
2011-02-10,34.09572982788086
2011-02-11,34.19723892211914
2011-02-14,34.3377685546875
2011-02-15,33.79124069213867
2011-02-16,34.11916732788086
2011-02-17,35.1107292175293
2011-02-18,34.486114501953125
2011-02-22,32.2140998840332
2011-02-23,31.706613540649414
2011-02-24,31.0507755279541
2011-02-25,32.0267219543457
2011-02-28,32.36246109008789
2011-03-01,31.870573043823242
2011-03-02,31.979890823364258
2011-03-03,33.049530029296875
2011-03-04,32.58106231689453
2011-03-07,32.28437042236328
2011-03-08,32.59668731689453
2011-03-09,31.597307205200195
2011-03-10,30.457401275634766
2011-03-11,31.238155364990234
2011-03-14,31.37087631225586
2011-03-15,31.214750289916992
2011-03-16,30.33247947692871
2011-03-17,30.777515411376953
2011-03-18,31.113239288330078
2011-03-21,31.862777709960938
2011-03-22,31.573888778686523
2011-03-23,32.182884216308594
2011-03-24,33.275936126708984
2011-03-25,33.63508224487305
2011-03-28,33.572635650634766
2011-03-29,34.142574310302734
2011-03-30,34.64226150512695
2011-03-31,34.64226150512695
2011-04-01,34.71255111694336
2011-04-04,35.84464645385742
2011-04-05,36.281864166259766
2011-04-06,36.11009216308594
2011-04-07,36.25844192504883
2011-04-08,36.05544662475586
2011-04-11,35.415218353271484
2011-04-12,34.486114501953125
2011-04-13,34.82185363769531
2011-04-14,34.806217193603516
2011-04-15,35.4002571105957
2011-04-18,35.032894134521484
2011-04-19,35.79106903076172
2011-04-20,36.82283020019531
2011-04-21,37.87022399902344
2011-04-25,37.79206848144531
2011-04-26,38.6362190246582
2011-04-27,38.53459548950195
2011-04-28,38.6674919128418
2011-04-29,39.01922607421875
2011-05-02,38.714385986328125
2011-05-03,37.6513557434082
2011-05-04,36.83064270019531
2011-05-05,38.010921478271484
2011-05-06,37.987457275390625
2011-05-09,39.011409759521484
2011-05-10,40.70757293701172
2011-05-11,39.582000732421875
2011-05-12,40.02753829956055
2011-05-13,40.35581970214844
2011-05-16,39.10519027709961
2011-05-17,38.401729583740234
2011-05-18,39.41786575317383
2011-05-19,39.566375732421875
2011-05-20,39.26152420043945
2011-05-23,37.75297546386719
2011-05-24,37.9093017578125
2011-05-25,38.52680206298828
2011-05-26,38.6674919128418
2011-05-27,39.80085372924805
2011-05-31,40.71537399291992
2011-06-01,39.00358581542969
2011-06-02,38.96451187133789
2011-06-03,37.80768966674805
2011-06-06,37.39341735839844
2011-06-07,37.47941589355469
2011-06-08,36.705570220947266
2011-06-09,37.10421371459961
2011-06-10,36.46328353881836
2011-06-13,36.64305114746094
2011-06-14,37.52630615234375
2011-06-15,38.073448181152344
2011-06-16,37.346527099609375
2011-06-17,37.174564361572266
2011-06-20,38.42518615722656
2011-06-21,39.78523254394531
2011-06-22,39.41786575317383
2011-06-23,39.96501159667969
2011-06-24,39.48039245605469
2011-06-27,39.3631477355957
2011-06-28,40.69193649291992
2011-06-29,41.106204986572266
2011-06-30,41.66896438598633
2011-07-01,42.20830535888672
2011-07-05,42.8570556640625
2011-07-06,42.79452896118164
2011-07-07,43.404205322265625
2011-07-08,42.68508529663086
2011-07-11,41.48918533325195
2011-07-12,41.45791244506836
2011-07-13,42.08322525024414
2011-07-14,41.65285873413086
2011-07-15,41.95022201538086
2011-07-18,41.3242073059082
2011-07-19,42.380584716796875
2011-07-20,42.74053955078125
2011-07-21,45.1193733215332
2011-07-22,45.07241439819336
2011-07-25,44.72811508178711
2011-07-26,44.26643371582031
2011-07-27,42.54490661621094
2011-07-28,42.85792541503906
2011-07-29,43.1396369934082
2011-08-01,42.724891662597656
2011-08-02,39.774845123291016
2011-08-03,38.499351501464844
2011-08-04,35.212825775146484
2011-08-05,34.28164291381836
2011-08-08,29.688323974609375
2011-08-09,32.76357650756836
2011-08-10,30.955991744995117
2011-08-11,32.896602630615234
2011-08-12,34.26600646972656
2011-08-15,35.49453353881836
2011-08-16,34.22686767578125
2011-08-17,33.64780807495117
2011-08-18,30.76036262512207
2011-08-19,30.103065490722656
2011-08-22,29.57877540588379
2011-08-23,31.5272159576416
2011-08-24,32.544464111328125
2011-08-25,32.208003997802734
2011-08-26,34.297279357910156
2011-08-29,35.64320373535156
2011-08-30,36.02663040161133
2011-08-31,36.78565979003906
2011-09-01,36.32398223876953
2011-09-02,34.4068489074707
2011-09-06,32.60707473754883
2011-09-07,34.12514114379883
2011-09-08,33.53044128417969
2011-09-09,31.87934684753418
2011-09-12,32.02019500732422
2011-09-13,33.49912643432617
2011-09-14,33.89820861816406
2011-09-15,34.672889709472656
2011-09-16,34.49292755126953
2011-09-19,33.999935150146484
2011-09-20,33.79648971557617
2011-09-21,30.416053771972656
2011-09-22,27.857254028320312
2011-09-23,28.26415252685547
2011-09-26,29.735275268554688
2011-09-27,30.83860969543457
2011-09-28,28.47543716430664
2011-09-29,28.07636260986328
2011-09-30,25.454957962036133
2011-10-03,24.735055923461914
2011-10-04,24.641157150268555
2011-10-05,26.386140823364258
2011-10-06,28.811908721923828
2011-10-07,28.22503089904785
2011-10-10,29.844825744628906
2011-10-11,29.85263442993164
2011-10-12,31.026403427124023
2011-10-13,30.266231536865234
2011-10-14,32.01386260986328
2011-10-17,30.25055503845215
2011-10-18,30.861827850341797
2011-10-19,29.20825958251953
2011-10-20,29.26308822631836
2011-10-21,31.24584197998047
2011-10-24,33.048343658447266
2011-10-25,32.39787673950195
2011-10-26,33.11886978149414
2011-10-27,35.61885452270508
2011-10-28,36.04989242553711
2011-10-31,34.12984085083008
2011-11-01,32.20195770263672
2011-11-02,33.11886978149414
2011-11-03,34.41197204589844
2011-11-04,34.40413284301758
2011-11-07,34.37278366088867
2011-11-08,35.14863967895508
2011-11-09,33.29127502441406
2011-11-10,33.81636428833008
2011-11-11,34.52168273925781
2011-11-14,34.23955154418945
2011-11-15,34.012271881103516
2011-11-16,33.471534729003906
2011-11-17,31.48879051208496
2011-11-18,31.998191833496094
2011-11-21,32.28031539916992
2011-11-22,32.44489669799805
2011-11-23,31.37908172607422
2011-11-25,31.716062545776367
2011-11-28,33.54207229614258
2011-11-29,33.353973388671875
2011-11-30,36.43388366699219
