Date,CBRL
2010-01-04,20.820537567138672
2010-01-05,20.68269920349121
2010-01-06,20.24708366394043
2010-01-07,20.826047897338867
2010-01-08,20.809511184692383
2010-01-11,20.693714141845703
2010-01-12,20.478675842285156
2010-01-13,21.038593292236328
2010-01-14,21.32688331604004
2010-01-15,21.465469360351562
2010-01-19,21.75929069519043
2010-01-20,22.51323699951172
2010-01-21,22.502151489257812
2010-01-22,22.330291748046875
2010-01-25,21.936687469482422
2010-01-26,21.825817108154297
2010-01-27,21.714927673339844
2010-01-28,20.960981369018555
2010-01-29,20.489763259887695
2010-02-01,21.038593292236328
2010-02-02,20.922178268432617
2010-02-03,20.850109100341797
2010-02-04,20.528566360473633
2010-02-05,20.3678035736084
2010-02-08,20.251386642456055
2010-02-09,20.86674690246582
2010-02-10,20.927715301513672
2010-02-11,21.4100284576416
2010-02-12,21.387855529785156
2010-02-16,21.687217712402344
2010-02-17,21.8646183013916
2010-02-18,22.152891159057617
2010-02-19,22.097457885742188
2010-02-22,22.097457885742188
2010-02-23,23.477859497070312
2010-02-24,24.15419578552246
2010-02-25,24.170822143554688
2010-02-26,24.215171813964844
2010-03-01,24.547800064086914
2010-03-02,24.608779907226562
2010-03-03,24.58660888671875
2010-03-04,24.331600189208984
2010-03-05,24.66976547241211
2010-03-08,24.736286163330078
2010-03-09,24.730751037597656
2010-03-10,25.20197296142578
2010-03-11,25.351654052734375
2010-03-12,25.38492202758789
2010-03-15,25.66764259338379
2010-03-16,25.856124877929688
2010-03-17,26.10560417175293
2010-03-18,26.116689682006836
2010-03-19,26.161035537719727
2010-03-22,26.172130584716797
2010-03-23,26.3328857421875
2010-03-24,25.961458206176758
2010-03-25,25.750797271728516
2010-03-26,25.44590187072754
2010-03-29,25.473609924316406
2010-03-30,25.49578285217285
2010-03-31,25.711997985839844
2010-04-01,25.978090286254883
2010-04-05,26.587907791137695
2010-04-06,26.859546661376953
2010-04-07,27.680017471313477
2010-04-08,27.741003036499023
2010-04-09,27.79644775390625
2010-04-12,27.957218170166016
2010-04-13,28.234405517578125
2010-04-14,29.158302307128906
2010-04-15,28.85218048095703
2010-04-16,28.523826599121094
2010-04-19,28.69635009765625
2010-04-20,29.01915740966797
2010-04-21,29.130470275878906
2010-04-22,29.375350952148438
2010-04-23,29.02473258972168
2010-04-26,28.952369689941406
2010-04-27,28.39580726623535
2010-04-28,28.239971160888672
2010-04-29,28.7575626373291
2010-04-30,27.477487564086914
2010-05-03,28.612873077392578
2010-05-04,27.483034133911133
2010-05-05,27.488609313964844
2010-05-06,26.403316497802734
2010-05-07,25.92467498779297
2010-05-10,27.382863998413086
2010-05-11,27.833677291870117
2010-05-12,28.440326690673828
2010-05-13,28.46815299987793
2010-05-14,28.601734161376953
2010-05-17,28.624006271362305
2010-05-18,28.06743621826172
2010-05-19,28.017345428466797
2010-05-20,27.004404067993164
2010-05-21,27.17694854736328
2010-05-24,27.833677291870117
2010-05-25,26.603681564331055
2010-05-26,27.19920539855957
2010-05-27,28.156490325927734
2010-05-28,27.733505249023438
2010-06-01,27.071182250976562
2010-06-02,27.77803611755371
2010-06-03,27.894899368286133
2010-06-04,27.132417678833008
2010-06-07,26.041553497314453
2010-06-08,26.230783462524414
2010-06-09,26.78177261352539
2010-06-10,26.90422821044922
2010-06-11,27.29938316345215
2010-06-14,27.633316040039062
2010-06-15,28.267812728881836
2010-06-16,28.173185348510742
2010-06-17,28.184309005737305
2010-06-18,28.100831985473633
2010-06-21,27.32720375061035
2010-06-22,26.55915069580078
2010-06-23,26.78177261352539
2010-06-24,26.408889770507812
2010-06-25,26.38105583190918
2010-06-28,26.503496170043945
2010-06-29,25.65752601623535
2010-06-30,25.91353988647461
2010-07-01,26.180683135986328
2010-07-02,25.774394989013672
2010-07-06,25.38480567932129
2010-07-07,25.813358306884766
2010-07-08,26.436702728271484
2010-07-09,26.69830322265625
2010-07-12,26.603681564331055
2010-07-13,27.494176864624023
2010-07-14,27.745651245117188
2010-07-15,27.673009872436523
2010-07-16,26.281526565551758
2010-07-19,26.125059127807617
2010-07-20,26.90741539001465
2010-07-21,26.236827850341797
2010-07-22,27.013595581054688
2010-07-23,27.38241195678711
2010-07-26,27.97476577758789
2010-07-27,27.79036521911621
2010-07-28,27.348878860473633
2010-07-29,27.326522827148438
2010-07-30,27.37123680114746
2010-08-02,27.44388198852539
2010-08-03,26.963294982910156
2010-08-04,27.29300308227539
2010-08-05,26.9968204498291
2010-08-06,26.885053634643555
2010-08-09,27.220354080200195
2010-08-10,26.963294982910156
2010-08-11,26.320655822753906
2010-08-12,26.29271697998047
2010-08-13,25.504756927490234
2010-08-16,25.622106552124023
2010-08-17,25.644468307495117
2010-08-18,25.812124252319336
2010-08-19,25.6332950592041
2010-08-20,25.67241668701172
2010-08-23,25.24211311340332
2010-08-24,24.822996139526367
2010-08-25,24.83417320251465
2010-08-26,24.862112045288086
2010-08-27,25.258880615234375
2010-08-30,24.806228637695312
2010-08-31,24.92917823791504
2010-09-01,25.532711029052734
2010-09-02,26.07476234436035
2010-09-03,26.415639877319336
2010-09-07,26.991233825683594
2010-09-08,26.706233978271484
