Date,ATYR
2015-10-07,157.5
2015-10-08,161.6999969482422
2015-10-09,162.25999450683594
2015-10-12,155.5399932861328
2015-10-13,155.25999450683594
2015-10-14,155.82000732421875
2015-10-15,161.4199981689453
2015-10-16,159.8800048828125
2015-10-19,153.72000122070312
2015-10-20,138.60000610351562
2015-10-21,134.39999389648438
2015-10-22,136.63999938964844
2015-10-23,151.47999572753906
2015-10-26,160.44000244140625
2015-10-27,160.72000122070312
2015-10-28,174.86000061035156
2015-10-29,172.33999633789062
2015-10-30,174.44000244140625
2015-11-02,179.1999969482422
2015-11-03,171.22000122070312
2015-11-04,170.10000610351562
2015-11-05,171.36000061035156
2015-11-06,169.82000732421875
2015-11-09,166.74000549316406
2015-11-10,160.72000122070312
2015-11-11,137.47999572753906
2015-11-12,138.0399932861328
2015-11-13,143.22000122070312
2015-11-16,139.3000030517578
2015-11-17,138.8800048828125
2015-11-18,135.66000366210938
2015-11-19,121.94000244140625
2015-11-20,122.22000122070312
2015-11-23,118.58000183105469
2015-11-24,117.73999786376953
2015-11-25,119.0
2015-11-27,122.36000061035156
2015-11-30,119.13999938964844
2015-12-01,118.30000305175781
2015-12-02,121.80000305175781
2015-12-03,123.33999633789062
2015-12-04,122.5
2015-12-07,111.44000244140625
2015-12-08,113.12000274658203
2015-12-09,107.5199966430664
2015-12-10,107.66000366210938
2015-12-11,106.54000091552734
2015-12-14,116.62000274658203
2015-12-15,121.94000244140625
2015-12-16,119.83999633789062
2015-12-17,142.3800048828125
2015-12-18,140.97999572753906
2015-12-21,150.9199981689453
2015-12-22,141.67999267578125
2015-12-23,142.24000549316406
2015-12-24,143.9199981689453
2015-12-28,142.3800048828125
2015-12-29,137.1999969482422
2015-12-30,140.4199981689453
2015-12-31,137.6199951171875
2016-01-04,127.81999969482422
2016-01-05,131.0399932861328
2016-01-06,121.66000366210938
2016-01-07,108.08000183105469
2016-01-08,104.0199966430664
2016-01-11,104.16000366210938
2016-01-12,100.0999984741211
2016-01-13,91.55999755859375
2016-01-14,88.62000274658203
2016-01-15,83.16000366210938
2016-01-19,84.13999938964844
2016-01-20,84.0
2016-01-21,77.83999633789062
2016-01-22,80.22000122070312
2016-01-25,87.63999938964844
2016-01-26,86.80000305175781
2016-01-27,85.95999908447266
2016-01-28,79.5199966430664
2016-01-29,73.91999816894531
2016-02-01,76.72000122070312
2016-02-02,66.5
2016-02-03,62.58000183105469
2016-02-04,64.68000030517578
2016-02-05,60.060001373291016
2016-02-08,56.97999954223633
2016-02-09,54.880001068115234
2016-02-10,53.34000015258789
2016-02-11,53.20000076293945
2016-02-12,57.540000915527344
2016-02-16,60.619998931884766
2016-02-17,63.279998779296875
2016-02-18,60.900001525878906
2016-02-19,60.7599983215332
2016-02-22,61.31999969482422
2016-02-23,58.099998474121094
2016-02-24,64.26000213623047
2016-02-25,60.34000015258789
2016-02-26,64.12000274658203
2016-02-29,62.58000183105469
2016-03-01,69.16000366210938
2016-03-02,73.5
2016-03-03,71.95999908447266
2016-03-04,78.81999969482422
2016-03-07,87.5
2016-03-08,76.58000183105469
2016-03-09,74.19999694824219
2016-03-10,71.12000274658203
2016-03-11,71.4000015258789
2016-03-14,78.26000213623047
2016-03-15,77.0
2016-03-16,75.18000030517578
2016-03-17,75.31999969482422
2016-03-18,74.19999694824219
2016-03-21,79.94000244140625
2016-03-22,76.44000244140625
2016-03-23,70.0
2016-03-24,70.13999938964844
2016-03-28,69.30000305175781
2016-03-29,70.69999694824219
2016-03-30,68.04000091552734
2016-03-31,55.15999984741211
2016-04-01,53.34000015258789
2016-04-04,50.400001525878906
2016-04-05,48.58000183105469
2016-04-06,44.65999984741211
2016-04-07,44.79999923706055
2016-04-08,44.79999923706055
2016-04-11,50.68000030517578
2016-04-12,54.18000030517578
2016-04-13,55.86000061035156
2016-04-14,59.08000183105469
2016-04-15,58.65999984741211
2016-04-18,55.86000061035156
2016-04-19,53.47999954223633
2016-04-20,54.7400016784668
2016-04-21,56.13999938964844
2016-04-22,58.52000045776367
2016-04-25,55.439998626708984
2016-04-26,54.18000030517578
2016-04-27,53.47999954223633
2016-04-28,52.63999938964844
2016-04-29,49.84000015258789
2016-05-02,51.380001068115234
2016-05-03,48.720001220703125
2016-05-04,46.7599983215332
2016-05-05,45.08000183105469
2016-05-06,43.400001525878906
2016-05-09,45.220001220703125
2016-05-10,43.959999084472656
2016-05-11,42.13999938964844
2016-05-12,40.040000915527344
2016-05-13,40.7400016784668
2016-05-16,42.84000015258789
2016-05-17,44.099998474121094
2016-05-18,43.400001525878906
2016-05-19,42.13999938964844
2016-05-20,44.099998474121094
2016-05-23,45.08000183105469
2016-05-24,46.619998931884766
2016-05-25,46.20000076293945
2016-05-26,44.939998626708984
2016-05-27,45.220001220703125
2016-05-31,46.34000015258789
2016-06-01,48.720001220703125
2016-06-02,49.84000015258789
2016-06-03,48.58000183105469
2016-06-06,48.86000061035156
2016-06-07,45.91999816894531
2016-06-08,45.08000183105469
2016-06-09,43.81999969482422
2016-06-10,42.97999954223633
2016-06-13,43.400001525878906
2016-06-14,42.13999938964844
2016-06-15,42.13999938964844
2016-06-16,40.880001068115234
2016-06-17,39.20000076293945
2016-06-20,38.36000061035156
2016-06-21,38.91999816894531
2016-06-22,39.20000076293945
2016-06-23,41.15999984741211
2016-06-24,40.040000915527344
2016-06-27,35.84000015258789
2016-06-28,35.41999816894531
2016-06-29,37.79999923706055
2016-06-30,38.91999816894531
2016-07-01,41.15999984741211
2016-07-05,39.34000015258789
2016-07-06,39.34000015258789
2016-07-07,38.36000061035156
2016-07-08,39.900001525878906
2016-07-11,38.220001220703125
2016-07-12,38.36000061035156
2016-07-13,37.52000045776367
2016-07-14,37.380001068115234
2016-07-15,37.79999923706055
2016-07-18,38.08000183105469
2016-07-19,36.68000030517578
2016-07-20,42.84000015258789
2016-07-21,41.439998626708984
2016-07-22,40.599998474121094
2016-07-25,40.31999969482422
2016-07-26,40.31999969482422
2016-07-27,43.400001525878906
2016-07-28,41.58000183105469
2016-07-29,47.7400016784668
2016-08-01,44.380001068115234
2016-08-02,43.2599983215332
2016-08-03,46.060001373291016
2016-08-04,44.79999923706055
2016-08-05,46.34000015258789
2016-08-08,46.20000076293945
2016-08-09,44.52000045776367
2016-08-10,41.58000183105469
2016-08-11,45.08000183105469
2016-08-12,47.880001068115234
2016-08-15,51.2400016784668
2016-08-16,49.279998779296875
2016-08-17,47.31999969482422
2016-08-18,47.18000030517578
2016-08-19,46.7599983215332
2016-08-22,45.5
2016-08-23,45.5
2016-08-24,42.13999938964844
2016-08-25,41.15999984741211
2016-08-26,41.720001220703125
2016-08-29,40.599998474121094
2016-08-30,41.58000183105469
2016-08-31,40.880001068115234
2016-09-01,41.29999923706055
2016-09-02,40.599998474121094
2016-09-06,44.099998474121094
2016-09-07,42.70000076293945
2016-09-08,43.540000915527344
2016-09-09,43.119998931884766
2016-09-12,43.81999969482422
2016-09-13,42.84000015258789
2016-09-14,45.36000061035156
2016-09-15,45.63999938964844
2016-09-16,44.939998626708984
2016-09-19,45.779998779296875
2016-09-20,45.08000183105469
2016-09-21,46.060001373291016
2016-09-22,46.619998931884766
2016-09-23,46.20000076293945
2016-09-26,45.779998779296875
2016-09-27,46.20000076293945
2016-09-28,45.220001220703125
2016-09-29,44.52000045776367
2016-09-30,44.52000045776367
2016-10-03,44.65999984741211
2016-10-04,45.08000183105469
2016-10-05,45.5
2016-10-06,41.58000183105469
2016-10-07,40.599998474121094
2016-10-10,42.560001373291016
2016-10-11,40.459999084472656
2016-10-12,40.040000915527344
2016-10-13,40.31999969482422
2016-10-14,38.91999816894531
2016-10-17,37.79999923706055
2016-10-18,38.5
2016-10-19,38.5
2016-10-20,41.29999923706055
2016-10-21,40.599998474121094
2016-10-24,42.70000076293945
2016-10-25,39.900001525878906
2016-10-26,41.29999923706055
2016-10-27,40.599998474121094
2016-10-28,39.20000076293945
2016-10-31,38.5
2016-11-01,37.099998474121094
2016-11-02,36.400001525878906
2016-11-03,35.70000076293945
2016-11-04,37.79999923706055
2016-11-07,39.20000076293945
2016-11-08,37.79999923706055
2016-11-09,41.29999923706055
2016-11-10,44.099998474121094
2016-11-11,44.099998474121094
2016-11-14,49.0
2016-11-15,47.599998474121094
2016-11-16,47.599998474121094
2016-11-17,50.400001525878906
2016-11-18,52.5
2016-11-21,49.70000076293945
2016-11-22,46.20000076293945
2016-11-23,46.20000076293945
2016-11-25,44.099998474121094
2016-11-28,42.70000076293945
2016-11-29,44.099998474121094
2016-11-30,43.400001525878906
2016-12-01,43.400001525878906
2016-12-02,42.70000076293945
2016-12-05,45.5
2016-12-06,47.599998474121094
2016-12-07,47.599998474121094
2016-12-08,49.70000076293945
2016-12-09,50.400001525878906
2016-12-12,51.099998474121094
2016-12-13,39.20000076293945
2016-12-14,35.0
2016-12-15,32.900001525878906
2016-12-16,33.599998474121094
2016-12-19,30.100000381469727
2016-12-20,30.100000381469727
2016-12-21,32.20000076293945
2016-12-22,33.599998474121094
2016-12-23,34.29999923706055
2016-12-27,35.70000076293945
2016-12-28,32.20000076293945
2016-12-29,31.5
2016-12-30,30.100000381469727
2017-01-03,32.900001525878906
2017-01-04,34.29999923706055
2017-01-05,33.599998474121094
2017-01-06,34.29999923706055
2017-01-09,35.0
2017-01-10,35.0
2017-01-11,32.900001525878906
2017-01-12,35.0
2017-01-13,35.0
2017-01-17,34.29999923706055
2017-01-18,45.5
2017-01-19,42.0
2017-01-20,42.0
2017-01-23,41.29999923706055
2017-01-24,42.70000076293945
2017-01-25,42.70000076293945
2017-01-26,42.70000076293945
2017-01-27,42.0
2017-01-30,46.20000076293945
2017-01-31,46.20000076293945
2017-02-01,45.5
2017-02-02,45.5
2017-02-03,45.5
2017-02-06,47.599998474121094
2017-02-07,46.20000076293945
2017-02-08,46.20000076293945
2017-02-09,46.900001525878906
2017-02-10,47.599998474121094
2017-02-13,46.900001525878906
2017-02-14,46.900001525878906
2017-02-15,47.599998474121094
2017-02-16,48.29999923706055
2017-02-17,49.70000076293945
2017-02-21,51.099998474121094
2017-02-22,52.150001525878906
2017-02-23,47.95000076293945
2017-02-24,47.25
2017-02-27,48.29999923706055
2017-02-28,56.0
2017-03-01,52.5
2017-03-02,49.70000076293945
2017-03-03,48.29999923706055
2017-03-06,47.599998474121094
2017-03-07,46.900001525878906
2017-03-08,46.900001525878906
2017-03-09,51.099998474121094
2017-03-10,50.400001525878906
2017-03-13,50.400001525878906
2017-03-14,48.29999923706055
2017-03-15,49.70000076293945
2017-03-16,53.20000076293945
2017-03-17,53.20000076293945
2017-03-20,51.79999923706055
2017-03-21,51.099998474121094
2017-03-22,48.29999923706055
2017-03-23,49.0
2017-03-24,49.70000076293945
2017-03-27,49.70000076293945
2017-03-28,49.70000076293945
2017-03-29,49.0
2017-03-30,49.70000076293945
2017-03-31,49.0
2017-04-03,49.0
2017-04-04,47.599998474121094
2017-04-05,46.20000076293945
2017-04-06,46.900001525878906
2017-04-07,45.5
2017-04-10,45.5
2017-04-11,44.099998474121094
2017-04-12,44.099998474121094
2017-04-13,44.099998474121094
2017-04-17,42.0
2017-04-18,42.0
2017-04-19,42.349998474121094
2017-04-20,42.70000076293945
2017-04-21,42.70000076293945
2017-04-24,44.099998474121094
2017-04-25,45.5
2017-04-26,47.599998474121094
2017-04-27,49.0
2017-04-28,46.20000076293945
2017-05-01,42.70000076293945
2017-05-02,42.70000076293945
2017-05-03,43.400001525878906
2017-05-04,43.400001525878906
2017-05-05,44.099998474121094
2017-05-08,46.20000076293945
2017-05-09,44.099998474121094
2017-05-10,43.400001525878906
2017-05-11,43.400001525878906
2017-05-12,45.5
2017-05-15,46.900001525878906
2017-05-16,47.599998474121094
2017-05-17,46.20000076293945
2017-05-18,46.54999923706055
2017-05-19,47.599998474121094
2017-05-22,49.70000076293945
2017-05-23,49.70000076293945
2017-05-24,49.0
2017-05-25,47.599998474121094
2017-05-26,46.20000076293945
2017-05-30,44.79999923706055
2017-05-31,46.20000076293945
2017-06-01,46.900001525878906
2017-06-02,49.0
2017-06-05,47.599998474121094
2017-06-06,47.599998474121094
2017-06-07,49.0
2017-06-08,48.29999923706055
2017-06-09,47.599998474121094
2017-06-12,47.599998474121094
2017-06-13,48.29999923706055
2017-06-14,47.599998474121094
2017-06-15,46.900001525878906
2017-06-16,49.70000076293945
2017-06-19,50.400001525878906
2017-06-20,50.400001525878906
2017-06-21,51.45000076293945
2017-06-22,51.79999923706055
2017-06-23,51.099998474121094
2017-06-26,51.099998474121094
2017-06-27,51.099998474121094
2017-06-28,51.79999923706055
2017-06-29,51.099998474121094
2017-06-30,47.599998474121094
2017-07-03,44.099998474121094
2017-07-05,46.20000076293945
2017-07-06,46.900001525878906
2017-07-07,49.0
2017-07-10,48.29999923706055
2017-07-11,46.20000076293945
2017-07-12,46.20000076293945
2017-07-13,45.849998474121094
2017-07-14,46.20000076293945
2017-07-17,46.900001525878906
2017-07-18,46.900001525878906
2017-07-19,47.599998474121094
2017-07-20,47.599998474121094
2017-07-21,45.5
2017-07-24,49.70000076293945
2017-07-25,47.599998474121094
2017-07-26,47.599998474121094
2017-07-27,46.900001525878906
2017-07-28,49.0
2017-07-31,48.29999923706055
2017-08-01,48.29999923706055
2017-08-02,47.599998474121094
2017-08-03,46.900001525878906
2017-08-04,46.54999923706055
2017-08-07,44.099998474121094
2017-08-08,45.5
2017-08-09,44.79999923706055
2017-08-10,42.70000076293945
2017-08-11,42.70000076293945
2017-08-14,45.5
2017-08-15,40.599998474121094
2017-08-16,38.5
2017-08-17,37.79999923706055
2017-08-18,36.400001525878906
2017-08-21,36.400001525878906
2017-08-22,35.0
2017-08-23,34.29999923706055
2017-08-24,37.099998474121094
2017-08-25,36.400001525878906
2017-08-28,38.5
2017-08-29,39.20000076293945
2017-08-30,42.0
2017-08-31,42.70000076293945
2017-09-01,42.70000076293945
2017-09-05,38.5
2017-09-06,39.20000076293945
2017-09-07,42.70000076293945
2017-09-08,44.099998474121094
2017-09-11,42.0
2017-09-12,42.70000076293945
2017-09-13,45.5
2017-09-14,46.20000076293945
2017-09-15,51.79999923706055
2017-09-18,54.25
2017-09-19,53.900001525878906
2017-09-20,54.599998474121094
2017-09-21,54.25
2017-09-22,56.70000076293945
2017-09-25,56.70000076293945
2017-09-26,58.79999923706055
2017-09-27,64.4000015258789
2017-09-28,66.5
2017-09-29,70.69999694824219
2017-10-02,70.0
2017-10-03,66.5
2017-10-04,79.0999984741211
2017-10-05,79.80000305175781
2017-10-06,75.25
2017-10-09,77.0
2017-10-10,79.0999984741211
2017-10-11,88.19999694824219
2017-10-12,86.80000305175781
2017-10-13,82.5999984741211
2017-10-16,78.4000015258789
2017-10-17,75.5999984741211
2017-10-18,74.9000015258789
2017-10-19,72.0999984741211
2017-10-20,71.4000015258789
2017-10-23,69.30000305175781
2017-10-24,68.5999984741211
2017-10-25,67.19999694824219
2017-10-26,67.19999694824219
2017-10-27,72.80000305175781
2017-10-30,68.5999984741211
2017-10-31,67.19999694824219
2017-11-01,56.0
2017-11-02,56.0
2017-11-03,62.29999923706055
2017-11-06,63.0
2017-11-07,60.20000076293945
2017-11-08,59.5
2017-11-09,57.400001525878906
2017-11-10,55.29999923706055
2017-11-13,51.099998474121094
2017-11-14,51.79999923706055
2017-11-15,53.900001525878906
2017-11-16,53.900001525878906
2017-11-17,53.900001525878906
2017-11-20,52.5
2017-11-21,53.900001525878906
2017-11-22,55.29999923706055
2017-11-24,56.0
2017-11-27,60.900001525878906
2017-11-28,59.5
2017-11-29,57.400001525878906
2017-11-30,54.599998474121094
2017-12-01,56.0
2017-12-04,54.599998474121094
2017-12-05,53.20000076293945
2017-12-06,52.5
2017-12-07,54.599998474121094
2017-12-08,56.0
2017-12-11,54.599998474121094
2017-12-12,50.400001525878906
2017-12-13,49.70000076293945
2017-12-14,49.70000076293945
2017-12-15,50.400001525878906
2017-12-18,52.5
2017-12-19,49.70000076293945
2017-12-20,53.20000076293945
2017-12-21,53.900001525878906
2017-12-22,53.900001525878906
2017-12-26,53.20000076293945
2017-12-27,51.79999923706055
2017-12-28,52.5
2017-12-29,49.0
2018-01-02,53.20000076293945
2018-01-03,53.20000076293945
2018-01-04,52.5
2018-01-05,53.900001525878906
2018-01-08,54.599998474121094
2018-01-09,53.900001525878906
2018-01-10,55.29999923706055
2018-01-11,55.29999923706055
2018-01-12,54.599998474121094
2018-01-16,56.0
2018-01-17,58.099998474121094
2018-01-18,57.400001525878906
2018-01-19,55.29999923706055
2018-01-22,57.04999923706055
2018-01-23,56.0
2018-01-24,53.900001525878906
2018-01-25,53.900001525878906
2018-01-26,52.5
2018-01-29,53.20000076293945
2018-01-30,51.099998474121094
2018-01-31,49.70000076293945
2018-02-01,46.900001525878906
2018-02-02,46.900001525878906
2018-02-05,45.5
2018-02-06,46.20000076293945
2018-02-07,48.29999923706055
2018-02-08,49.0
2018-02-09,46.900001525878906
2018-02-12,47.599998474121094
2018-02-13,49.0
2018-02-14,45.5
2018-02-15,43.400001525878906
2018-02-16,44.099998474121094
2018-02-20,43.400001525878906
2018-02-21,44.099998474121094
2018-02-22,42.0
2018-02-23,41.29999923706055
2018-02-26,41.29999923706055
2018-02-27,39.900001525878906
2018-02-28,41.29999923706055
2018-03-01,41.29999923706055
2018-03-02,42.0
2018-03-05,42.0
2018-03-06,42.0
2018-03-07,42.0
2018-03-08,42.0
2018-03-09,42.0
2018-03-12,42.0
2018-03-13,41.29999923706055
2018-03-14,42.0
2018-03-15,41.29999923706055
2018-03-16,42.0
2018-03-19,42.0
2018-03-20,40.599998474121094
2018-03-21,42.0
2018-03-22,41.29999923706055
2018-03-23,41.29999923706055
2018-03-26,41.29999923706055
2018-03-27,40.25
2018-03-28,37.79999923706055
2018-03-29,37.099998474121094
2018-04-02,38.5
2018-04-03,37.099998474121094
2018-04-04,37.79999923706055
2018-04-05,37.79999923706055
2018-04-06,38.5
2018-04-09,37.099998474121094
2018-04-10,37.79999923706055
2018-04-11,37.099998474121094
2018-04-12,37.79999923706055
2018-04-13,38.5
2018-04-16,37.099998474121094
2018-04-17,35.70000076293945
2018-04-18,35.70000076293945
2018-04-19,34.29999923706055
2018-04-20,33.599998474121094
2018-04-23,32.900001525878906
2018-04-24,33.599998474121094
2018-04-25,32.900001525878906
2018-04-26,32.900001525878906
2018-04-27,32.20000076293945
2018-04-30,31.5
2018-05-01,32.900001525878906
2018-05-02,32.900001525878906
2018-05-03,32.54999923706055
2018-05-04,34.29999923706055
2018-05-07,33.599998474121094
2018-05-08,32.900001525878906
2018-05-09,32.900001525878906
2018-05-10,31.5
2018-05-11,32.20000076293945
2018-05-14,21.700000762939453
2018-05-15,18.899999618530273
2018-05-16,11.899999618530273
2018-05-17,13.649999618530273
2018-05-18,13.300000190734863
2018-05-21,12.291999816894531
2018-05-22,12.739999771118164
2018-05-23,12.8100004196167
2018-05-24,12.600000381469727
2018-05-25,12.880000114440918
2018-05-29,12.137999534606934
2018-05-30,12.180000305175781
2018-05-31,12.642000198364258
2018-06-01,12.319999694824219
2018-06-04,11.899999618530273
2018-06-05,11.899999618530273
2018-06-06,11.829999923706055
2018-06-07,12.600000381469727
2018-06-08,14.420000076293945
2018-06-11,13.845999717712402
2018-06-12,13.552000045776367
2018-06-13,13.4399995803833
2018-06-14,13.468000411987305
2018-06-15,14.140000343322754
2018-06-18,14.503999710083008
2018-06-19,14.699999809265137
2018-06-20,17.920000076293945
2018-06-21,16.3799991607666
2018-06-22,16.100000381469727
2018-06-25,15.399999618530273
2018-06-26,14.140000343322754
2018-06-27,13.63599967956543
2018-06-28,12.739999771118164
2018-06-29,12.739999771118164
2018-07-02,12.319999694824219
2018-07-03,12.180000305175781
2018-07-05,12.894000053405762
2018-07-06,13.145999908447266
2018-07-09,12.92199993133545
2018-07-10,12.697999954223633
2018-07-11,12.600000381469727
2018-07-12,13.579999923706055
2018-07-13,13.15999984741211
2018-07-16,12.767999649047852
2018-07-17,12.515999794006348
2018-07-18,12.501999855041504
2018-07-19,12.319999694824219
2018-07-20,12.319999694824219
2018-07-23,12.586000442504883
2018-07-24,12.319999694824219
2018-07-25,12.053999900817871
2018-07-26,11.956000328063965
2018-07-27,11.619999885559082
2018-07-30,11.40999984741211
2018-07-31,10.86400032043457
2018-08-01,10.920000076293945
2018-08-02,10.807999610900879
2018-08-03,10.640000343322754
2018-08-06,10.5
2018-08-07,10.010000228881836
2018-08-08,9.78600025177002
2018-08-09,9.800000190734863
2018-08-10,9.618000030517578
2018-08-13,9.057999610900879
2018-08-14,9.239999771118164
2018-08-15,8.833999633789062
2018-08-16,8.539999961853027
2018-08-17,9.11400032043457
2018-08-20,9.281999588012695
2018-08-21,9.715999603271484
2018-08-22,8.960000038146973
2018-08-23,8.680000305175781
2018-08-24,8.932000160217285
2018-08-27,8.960000038146973
2018-08-28,9.435999870300293
2018-08-29,10.079999923706055
2018-08-30,10.555999755859375
2018-08-31,10.107999801635742
2018-09-04,11.031999588012695
2018-09-05,11.479999542236328
2018-09-06,10.5
2018-09-07,10.779999732971191
2018-09-10,10.5
2018-09-11,10.289999961853027
2018-09-12,10.13599967956543
2018-09-13,10.079999923706055
2018-09-14,10.289999961853027
2018-09-17,10.5
2018-09-18,10.569999694824219
2018-09-19,11.522000312805176
2018-09-20,11.53600025177002
2018-09-21,10.920000076293945
2018-09-24,10.989999771118164
2018-09-25,11.633999824523926
2018-09-26,11.368000030517578
2018-09-27,11.550000190734863
2018-09-28,11.381999969482422
2018-10-01,10.850000381469727
2018-10-02,10.359999656677246
2018-10-03,11.088000297546387
2018-10-04,10.5
2018-10-05,11.199999809265137
2018-10-08,10.920000076293945
2018-10-09,9.9399995803833
2018-10-10,9.520000457763672
2018-10-11,8.567999839782715
2018-10-12,10.220000267028809
2018-10-15,9.9399995803833
2018-10-16,9.82800006866455
2018-10-17,10.038000106811523
2018-10-18,9.35200023651123
2018-10-19,9.800000190734863
2018-10-22,9.449999809265137
2018-10-23,9.11400032043457
2018-10-24,9.001999855041504
2018-10-25,8.680000305175781
2018-10-26,8.539999961853027
2018-10-29,9.015999794006348
2018-10-30,8.75
2018-10-31,8.51200008392334
2018-11-01,8.946000099182129
2018-11-02,9.253999710083008
2018-11-05,8.819999694824219
2018-11-06,8.539999961853027
2018-11-07,8.946000099182129
2018-11-08,9.505999565124512
2018-11-09,8.833999633789062
2018-11-12,8.539999961853027
2018-11-13,7.728000164031982
2018-11-14,7.28000020980835
2018-11-15,7.28000020980835
2018-11-16,7.742000102996826
2018-11-19,7.797999858856201
2018-11-20,7.489999771118164
2018-11-21,7.420000076293945
2018-11-23,7.28000020980835
2018-11-26,7.699999809265137
2018-11-27,8.105999946594238
2018-11-28,8.470000267028809
2018-11-29,8.75
2018-11-30,8.62399959564209
2018-12-03,8.722000122070312
2018-12-04,8.260000228881836
2018-12-06,8.008000373840332
2018-12-07,8.03600025177002
2018-12-10,8.064000129699707
2018-12-11,7.644000053405762
2018-12-12,7.504000186920166
2018-12-13,7.041999816894531
2018-12-14,6.3420000076293945
2018-12-17,5.921999931335449
2018-12-18,6.019999980926514
2018-12-19,5.375999927520752
2018-12-20,6.019999980926514
2018-12-21,5.599999904632568
2018-12-24,5.754000186920166
2018-12-26,5.9079999923706055
2018-12-27,6.860000133514404
2018-12-28,7.139999866485596
2018-12-31,6.943999767303467
2019-01-02,7.420000076293945
2019-01-03,7.5320000648498535
2019-01-04,7.392000198364258
2019-01-07,7.742000102996826
2019-01-08,7.671999931335449
2019-01-09,7.714000225067139
2019-01-10,7.5320000648498535
2019-01-11,7.51800012588501
2019-01-14,7.377999782562256
2019-01-15,7.980000019073486
2019-01-16,8.092000007629395
2019-01-17,7.881999969482422
2019-01-18,8.022000312805176
2019-01-22,7.6020002365112305
2019-01-23,7.47599983215332
2019-01-24,7.461999893188477
2019-01-25,7.840000152587891
2019-01-28,7.420000076293945
2019-01-29,7.168000221252441
2019-01-30,7.0
2019-01-31,7.013999938964844
2019-02-01,7.139999866485596
2019-02-04,7.23799991607666
2019-02-05,7.139999866485596
2019-02-06,7.23799991607666
2019-02-07,7.349999904632568
2019-02-08,7.056000232696533
2019-02-11,6.874000072479248
2019-02-12,7.0
2019-02-13,6.860000133514404
2019-02-14,7.139999866485596
2019-02-15,7.0
2019-02-19,7.0
2019-02-20,6.860000133514404
2019-02-21,7.070000171661377
2019-02-22,7.139999866485596
2019-02-25,6.71999979019165
2019-02-26,6.705999851226807
2019-02-27,6.510000228881836
2019-02-28,6.71999979019165
2019-03-01,6.579999923706055
2019-03-04,6.230000019073486
2019-03-05,6.271999835968018
2019-03-06,6.019999980926514
2019-03-07,6.104000091552734
