Date,MBIN
2017-10-27,10.203263282775879
2017-10-30,10.38546371459961
2017-10-31,10.42190170288086
2017-11-01,10.573737144470215
2017-11-02,10.925992965698242
2017-11-03,10.79238224029541
2017-11-06,10.96850872039795
2017-11-07,10.840965270996094
2017-11-08,10.895627975463867
2017-11-09,10.719500541687012
2017-11-10,10.634469985961914
2017-11-13,10.67091178894043
2017-11-14,10.743792533874512
2017-11-15,10.658764839172363
2017-11-16,10.646618843078613
2017-11-17,10.70734691619873
2017-11-20,10.737716674804688
2017-11-21,10.652689933776855
2017-11-22,10.719500541687012
2017-11-24,10.79238224029541
2017-11-27,10.816670417785645
2017-11-28,10.780233383178711
2017-11-29,10.822744369506836
2017-11-30,11.132488250732422
2017-12-01,11.387568473815918
2017-12-04,11.545478820800781
2017-12-05,11.727678298950195
2017-12-06,11.922026634216309
2017-12-07,12.14673900604248
2017-12-08,12.189253807067871
2017-12-11,12.723711967468262
2017-12-12,12.735859870910645
2017-12-13,12.541509628295898
2017-12-14,12.657181739807129
2017-12-15,12.267545700073242
2017-12-18,12.060545921325684
2017-12-19,12.145780563354492
2017-12-20,12.261454582214355
2017-12-21,12.340601921081543
2017-12-22,12.04228401184082
2017-12-26,12.084901809692383
2017-12-27,12.02402114868164
2017-12-28,12.02402114868164
2017-12-29,11.981403350830078
2018-01-02,12.151871681213379
2018-01-03,11.944873809814453
2018-01-04,11.957048416137695
2018-01-05,11.981403350830078
2018-01-08,12.37104320526123
2018-01-09,12.030107498168945
2018-01-10,12.182311058044434
2018-01-11,12.194486618041992
2018-01-12,12.870267868041992
2018-01-16,13.058999061584473
2018-01-17,12.937237739562988
2018-01-18,12.992029190063477
2018-01-19,13.199027061462402
2018-01-22,13.211199760437012
2018-01-23,13.296436309814453
2018-01-24,12.724152565002441
2018-01-25,12.559774398803711
2018-01-26,12.438013076782227
2018-01-29,12.82764720916748
2018-01-30,12.425834655761719
2018-01-31,12.358863830566406
2018-02-01,13.034643173217773
2018-02-02,12.541508674621582
2018-02-05,12.200575828552246
2018-02-06,12.419748306274414
2018-02-07,12.395393371582031
2018-02-08,12.170133590698242
2018-02-09,12.188396453857422
2018-02-12,12.237103462219238
2018-02-13,12.218838691711426
2018-02-14,12.480627059936523
2018-02-15,12.511067390441895
2018-02-16,12.693710327148438
2018-02-20,12.578038215637207
2018-02-21,12.657181739807129
2018-02-22,12.407571792602539
2018-02-23,12.565858840942383
2018-02-26,12.626742362976074
2018-02-27,12.486716270446777
2018-02-28,12.480627059936523
2018-03-01,12.94941234588623
2018-03-02,13.119878768920898
2018-03-05,13.795662879943848
2018-03-06,13.673896789550781
2018-03-07,13.564311981201172
2018-03-08,13.57648754119873
2018-03-09,13.69216251373291
2018-03-12,13.479079246520996
2018-03-13,13.533872604370117
2018-03-14,13.582707405090332
2018-03-15,13.778056144714355
2018-03-16,13.802472114562988
2018-03-19,13.765844345092773
2018-03-20,13.680379867553711
2018-03-21,13.814682006835938
2018-03-22,13.875726699829102
2018-03-23,13.674276351928711
2018-03-26,14.034444808959961
2018-03-27,13.84520435333252
2018-03-28,13.662066459655762
2018-03-29,13.124862670898438
2018-04-02,13.271371841430664
2018-04-03,13.112654685974121
2018-04-04,12.886785507202148
2018-04-05,12.697543144226074
2018-04-06,13.057714462280273
2018-04-09,12.380105018615723
2018-04-10,12.337370872497559
2018-04-11,12.514404296875
2018-04-12,12.77079963684082
2018-04-13,12.514404296875
2018-04-16,12.599868774414062
2018-04-17,12.72196102142334
2018-04-18,13.063817977905273
2018-04-19,12.868473052978516
2018-04-20,12.66091537475586
2018-04-23,12.752484321594238
2018-04-24,12.813528060913086
2018-04-25,13.082133293151855
2018-04-26,13.027191162109375
2018-04-27,12.743325233459473
2018-04-30,13.05160903930664
2018-05-01,13.582707405090332
2018-05-02,14.162641525268555
2018-05-03,13.466719627380371
2018-05-04,13.991713523864746
2018-05-07,14.05886459350586
2018-05-08,14.010028839111328
2018-05-09,14.003924369812012
2018-05-10,14.04055118560791
2018-05-11,14.022236824035645
2018-05-14,14.138226509094238
2018-05-15,14.43124771118164
2018-05-16,14.937929153442383
2018-05-17,15.371354103088379
2018-05-18,15.255365371704102
2018-05-21,15.255365371704102
2018-05-22,15.249256134033203
2018-05-23,15.377452850341797
2018-05-24,15.749838829040527
