Date,STNE
2018-10-25,31.350000381469727
2018-10-26,31.09000015258789
2018-10-29,29.059999465942383
2018-10-30,28.68000030517578
2018-10-31,28.690000534057617
2018-11-01,29.420000076293945
2018-11-02,30.1299991607666
2018-11-05,30.75
2018-11-06,30.469999313354492
2018-11-07,29.399999618530273
2018-11-08,27.700000762939453
2018-11-09,27.3700008392334
2018-11-12,25.010000228881836
2018-11-13,24.799999237060547
2018-11-14,23.440000534057617
2018-11-15,24.639999389648438
2018-11-16,25.309999465942383
2018-11-19,22.0
2018-11-20,21.219999313354492
2018-11-21,22.34000015258789
2018-11-23,21.84000015258789
2018-11-26,21.700000762939453
2018-11-27,22.780000686645508
2018-11-28,24.030000686645508
2018-11-29,23.850000381469727
2018-11-30,23.56999969482422
2018-12-03,22.530000686645508
2018-12-04,22.09000015258789
2018-12-06,21.670000076293945
2018-12-07,20.760000228881836
2018-12-10,19.8700008392334
2018-12-11,20.59000015258789
2018-12-12,19.860000610351562
2018-12-13,18.540000915527344
2018-12-14,17.709999084472656
2018-12-17,17.6299991607666
2018-12-18,18.450000762939453
2018-12-19,18.1200008392334
2018-12-20,17.780000686645508
2018-12-21,16.989999771118164
2018-12-24,16.709999084472656
2018-12-26,17.459999084472656
2018-12-27,17.209999084472656
2018-12-28,17.600000381469727
2018-12-31,18.440000534057617
2019-01-02,19.06999969482422
2019-01-03,18.559999465942383
2019-01-04,19.989999771118164
2019-01-07,20.690000534057617
2019-01-08,21.1200008392334
2019-01-09,21.030000686645508
2019-01-10,21.43000030517578
2019-01-11,21.100000381469727
2019-01-14,20.790000915527344
2019-01-15,20.709999084472656
2019-01-16,20.690000534057617
2019-01-17,20.65999984741211
2019-01-18,22.190000534057617
2019-01-22,22.860000610351562
2019-01-23,22.1200008392334
2019-01-24,22.899999618530273
2019-01-25,23.09000015258789
2019-01-28,22.190000534057617
2019-01-29,21.889999389648438
2019-01-30,21.459999084472656
2019-01-31,22.1200008392334
2019-02-01,22.809999465942383
2019-02-04,23.459999084472656
2019-02-05,22.760000228881836
2019-02-06,21.3799991607666
2019-02-07,21.270000457763672
2019-02-08,21.110000610351562
2019-02-11,21.149999618530273
2019-02-12,21.420000076293945
2019-02-13,21.3700008392334
2019-02-14,21.270000457763672
2019-02-15,22.06999969482422
2019-02-19,23.459999084472656
2019-02-20,25.1200008392334
2019-02-21,24.43000030517578
2019-02-22,26.260000228881836
2019-02-25,29.350000381469727
2019-02-26,29.579999923706055
2019-02-27,32.20000076293945
2019-02-28,30.40999984741211
2019-03-01,31.1299991607666
2019-03-04,32.0
2019-03-05,32.189998626708984
2019-03-06,31.0
2019-03-07,29.030000686645508
2019-03-08,29.920000076293945
2019-03-11,31.969999313354492
2019-03-12,31.709999084472656
2019-03-13,30.760000228881836
2019-03-14,30.34000015258789
2019-03-15,32.5099983215332
2019-03-18,34.599998474121094
2019-03-19,40.970001220703125
2019-03-20,37.79999923706055
2019-03-21,42.95000076293945
2019-03-22,41.81999969482422
2019-03-25,40.439998626708984
2019-03-26,43.560001373291016
2019-03-27,41.43000030517578
2019-03-28,41.04999923706055
2019-03-29,41.11000061035156
2019-04-01,42.93000030517578
2019-04-02,42.150001525878906
2019-04-03,38.5
2019-04-04,37.43000030517578
2019-04-05,35.900001525878906
2019-04-08,37.77000045776367
2019-04-09,37.47999954223633
2019-04-10,36.880001068115234
2019-04-11,35.65999984741211
2019-04-12,35.25
2019-04-15,35.95000076293945
2019-04-16,36.22999954223633
2019-04-17,34.7400016784668
2019-04-18,26.510000228881836
2019-04-22,25.920000076293945
2019-04-23,25.139999389648438
2019-04-24,26.81999969482422
2019-04-25,26.93000030517578
2019-04-26,26.770000457763672
2019-04-29,27.969999313354492
2019-04-30,28.790000915527344
2019-05-01,27.0
2019-05-02,26.649999618530273
2019-05-03,27.540000915527344
2019-05-06,27.56999969482422
2019-05-07,27.09000015258789
2019-05-08,27.34000015258789
2019-05-09,27.690000534057617
2019-05-10,27.90999984741211
2019-05-13,26.540000915527344
2019-05-14,26.530000686645508
2019-05-15,26.209999084472656
2019-05-16,26.8700008392334
2019-05-17,25.8700008392334
2019-05-20,26.799999237060547
2019-05-21,28.639999389648438
2019-05-22,27.75
2019-05-23,26.170000076293945
2019-05-24,26.059999465942383
2019-05-28,26.389999389648438
2019-05-29,25.579999923706055
2019-05-30,25.5
2019-05-31,25.200000762939453
2019-06-03,24.690000534057617
2019-06-04,26.229999542236328
2019-06-05,26.290000915527344
2019-06-06,27.030000686645508
2019-06-07,26.6299991607666
2019-06-10,28.0
2019-06-11,27.8799991607666
2019-06-12,28.170000076293945
2019-06-13,28.540000915527344
2019-06-14,28.329999923706055
2019-06-17,29.290000915527344
2019-06-18,29.950000762939453
2019-06-19,29.3700008392334
2019-06-20,29.440000534057617
2019-06-21,29.139999389648438
2019-06-24,28.700000762939453
2019-06-25,28.200000762939453
2019-06-26,28.450000762939453
2019-06-27,28.799999237060547
2019-06-28,29.579999923706055
2019-07-01,28.8799991607666
2019-07-02,28.520000457763672
2019-07-03,28.450000762939453
2019-07-05,29.350000381469727
2019-07-08,29.18000030517578
2019-07-09,30.799999237060547
2019-07-10,32.0099983215332
2019-07-11,34.869998931884766
2019-07-12,33.81999969482422
2019-07-15,33.869998931884766
2019-07-16,34.0099983215332
2019-07-17,35.68000030517578
2019-07-18,35.189998626708984
2019-07-19,34.790000915527344
2019-07-22,36.220001220703125
2019-07-23,34.4900016784668
2019-07-24,33.310001373291016
2019-07-25,32.38999938964844
2019-07-26,34.15999984741211
2019-07-29,34.540000915527344
2019-07-30,35.790000915527344
2019-07-31,35.0099983215332
2019-08-01,35.540000915527344
2019-08-02,36.47999954223633
2019-08-05,34.470001220703125
2019-08-06,35.599998474121094
2019-08-07,35.40999984741211
2019-08-08,38.099998474121094
2019-08-09,36.06999969482422
2019-08-12,34.2599983215332
2019-08-13,34.900001525878906
2019-08-14,33.58000183105469
2019-08-15,30.520000457763672
2019-08-16,31.700000762939453
2019-08-19,32.2400016784668
2019-08-20,31.510000228881836
2019-08-21,32.09000015258789
2019-08-22,32.459999084472656
2019-08-23,30.690000534057617
2019-08-26,30.510000228881836
2019-08-27,30.329999923706055
2019-08-28,30.68000030517578
2019-08-29,30.59000015258789
2019-08-30,30.079999923706055
2019-09-03,30.09000015258789
2019-09-04,32.279998779296875
2019-09-05,33.84000015258789
2019-09-06,33.599998474121094
2019-09-09,31.850000381469727
2019-09-10,31.09000015258789
2019-09-11,31.829999923706055
2019-09-12,32.790000915527344
2019-09-13,32.88999938964844
2019-09-16,33.4900016784668
2019-09-17,36.81999969482422
2019-09-18,36.58000183105469
2019-09-19,37.279998779296875
2019-09-20,36.029998779296875
2019-09-23,35.619998931884766
2019-09-24,34.790000915527344
2019-09-25,35.04999923706055
2019-09-26,35.63999938964844
2019-09-27,34.29999923706055
2019-09-30,34.779998779296875
2019-10-01,34.150001525878906
2019-10-02,32.380001068115234
2019-10-03,33.4900016784668
2019-10-04,33.95000076293945
2019-10-07,33.88999938964844
2019-10-08,32.2599983215332
2019-10-09,33.56999969482422
2019-10-10,33.90999984741211
2019-10-11,34.58000183105469
2019-10-14,34.9900016784668
2019-10-15,33.720001220703125
2019-10-16,33.959999084472656
2019-10-17,34.900001525878906
2019-10-18,34.02000045776367
2019-10-21,34.18000030517578
2019-10-22,31.549999237060547
2019-10-23,33.02000045776367
2019-10-24,33.779998779296875
2019-10-25,36.470001220703125
2019-10-28,35.38999938964844
2019-10-29,35.310001373291016
2019-10-30,36.529998779296875
2019-10-31,36.790000915527344
2019-11-01,37.650001525878906
2019-11-04,38.09000015258789
2019-11-05,35.02000045776367
2019-11-06,34.220001220703125
