Date,MMS
2010-01-04,10.905840873718262
2010-01-05,10.946793556213379
2010-01-06,11.0136079788208
2010-01-07,10.959724426269531
2010-01-08,10.864891052246094
2010-01-11,10.875669479370117
2010-01-12,10.897220611572266
2010-01-13,10.920927047729492
2010-01-14,10.89291000366211
2010-01-15,10.774372100830078
2010-01-19,10.841184616088867
2010-01-20,10.662290573120117
2010-01-21,10.634270668029785
2010-01-22,10.444604873657227
2010-01-25,10.468314170837402
2010-01-26,10.388567924499512
2010-01-27,10.446759223937988
2010-01-28,10.317444801330566
2010-01-29,10.315287590026855
2010-02-01,10.362703323364258
2010-02-02,10.343306541442871
2010-02-03,10.382102012634277
2010-02-04,11.145079612731934
2010-02-05,11.630024909973145
2010-02-08,11.636486053466797
2010-02-09,11.757185935974121
2010-02-10,11.84359073638916
2010-02-11,12.033676147460938
2010-02-12,12.046632766723633
2010-02-16,12.124395370483398
2010-02-17,12.3620023727417
2010-02-18,12.385764122009277
2010-02-19,12.409521102905273
2010-02-22,12.5391263961792
2010-02-23,12.528326034545898
2010-02-24,12.541290283203125
2010-02-25,12.446247100830078
2010-02-26,12.437602043151855
2010-03-01,12.828574180603027
2010-03-02,13.031618118286133
2010-03-03,12.979776382446289
2010-03-04,12.992741584777832
2010-03-05,13.03809928894043
2010-03-08,12.889055252075195
2010-03-09,13.232504844665527
2010-03-10,13.2692232131958
2010-03-11,13.305949211120605
2010-03-12,13.193626403808594
2010-03-15,13.109376907348633
2010-03-16,13.139619827270508
2010-03-17,13.245465278625488
2010-03-18,13.122344017028809
2010-03-19,13.068338394165039
2010-03-22,13.275705337524414
2010-03-23,13.377228736877441
2010-03-24,13.122344017028809
2010-03-25,13.126665115356445
2010-03-26,13.232504844665527
2010-03-29,13.068338394165039
2010-03-30,13.234665870666504
2010-03-31,13.161222457885742
2010-04-01,13.150419235229492
2010-04-05,13.200105667114258
2010-04-06,13.215224266052246
2010-04-07,13.295147895812988
2010-04-08,13.362109184265137
2010-04-09,13.461471557617188
2010-04-12,13.463632583618164
2010-04-13,13.521949768066406
2010-04-14,13.703394889831543
2010-04-15,13.856765747070312
2010-04-16,13.757397651672363
2010-04-19,13.746598243713379
2010-04-20,13.750917434692383
2010-04-21,13.79411792755127
2010-04-22,13.811403274536133
2010-04-23,13.999326705932617
2010-04-26,13.979886054992676
2010-04-27,13.72067642211914
2010-04-28,13.744440078735352
2010-04-29,13.958284378051758
2010-04-30,13.372908592224121
2010-05-03,13.465790748596191
2010-05-04,13.295147895812988
2010-05-05,13.115862846374512
2010-05-06,13.130977630615234
2010-05-07,12.798335075378418
2010-05-10,13.111541748046875
2010-05-11,13.394510269165039
2010-05-12,13.509217262268066
2010-05-13,13.485406875610352
2010-05-14,13.498392105102539
2010-05-17,13.587125778198242
2010-05-18,13.537347793579102
2010-05-19,13.522199630737305
2010-05-20,12.888073921203613
2010-05-21,12.972479820251465
2010-05-24,12.93136215209961
2010-05-25,12.942184448242188
2010-05-26,12.866436004638672
2010-05-27,13.121811866760254
2010-05-28,12.96382999420166
2010-06-01,12.769043922424316
2010-06-02,13.028755187988281
2010-06-03,13.366371154785156
2010-06-04,12.818821907043457
2010-06-07,12.509332656860352
2010-06-08,12.539629936218262
2010-06-09,12.546128273010254
2010-06-10,13.022258758544922
2010-06-11,13.059052467346191
2010-06-14,13.080689430236816
2010-06-15,13.15860366821289
2010-06-16,13.21054458618164
2010-06-17,13.234356880187988
2010-06-18,13.292787551879883
2010-06-21,13.357714653015137
2010-06-22,13.102339744567871
2010-06-23,13.098008155822754
2010-06-24,12.907556533813477
2010-06-25,12.93136215209961
2010-06-28,12.981139183044434
2010-06-29,12.637025833129883
2010-06-30,12.524481773376465
2010-07-01,12.388138771057129
2010-07-02,12.442240715026855
2010-07-06,12.310222625732422
2010-07-07,12.450897216796875
2010-07-08,12.617544174194336
2010-07-09,12.669485092163086
2010-07-12,12.680310249328613
2010-07-13,13.165099143981934
2010-07-14,13.07636547088623
2010-07-15,12.991959571838379
2010-07-16,12.524481773376465
2010-07-19,12.714933395385742
2010-07-20,12.842626571655273
2010-07-21,12.671648025512695
2010-07-22,12.914045333862305
2010-07-23,13.160772323608398
2010-07-26,13.34906005859375
2010-07-27,13.31876277923584
2010-07-28,13.098008155822754
2010-07-29,13.002779960632324
2010-07-30,13.026590347290039
2010-08-02,13.095845222473145
2010-08-03,12.935688972473145
2010-08-04,13.104501724243164
2010-08-05,12.760388374328613
2010-08-06,12.660828590393066
2010-08-09,12.859944343566895
2010-08-10,12.758224487304688
2010-08-11,12.372984886169434
2010-08-12,12.195143699645996
2010-08-13,12.188637733459473
2010-08-16,12.346959114074707
2010-08-17,12.648422241210938
2010-08-18,12.576852798461914
