Date,WRB
2010-01-04,5.307592868804932
2010-01-05,5.2881035804748535
2010-01-06,5.298932075500488
2010-01-07,5.32058572769165
2010-01-08,5.316256523132324
2010-01-11,5.327080726623535
2010-01-12,5.348738193511963
2010-01-13,5.448349475860596
2010-01-14,5.40287446975708
2010-01-15,5.398543834686279
2010-01-19,5.368227481842041
2010-01-20,5.38122034072876
2010-01-21,5.415868759155273
2010-01-22,5.348738193511963
2010-01-25,5.368227481842041
2010-01-26,5.348738193511963
2010-01-27,5.348738193511963
2010-01-28,5.298932075500488
2010-01-29,5.268614768981934
2010-02-01,5.298932075500488
2010-02-02,5.298932075500488
2010-02-03,5.242629528045654
2010-02-04,5.220976829528809
2010-02-05,5.236134052276611
2010-02-08,5.246960639953613
2010-02-09,5.3963799476623535
2010-02-10,5.405040740966797
2010-02-11,5.422365188598633
2010-02-12,5.433191299438477
2010-02-16,5.461343765258789
2010-02-17,5.44618558883667
2010-02-18,5.5306396484375
2010-02-19,5.532803058624268
2010-02-22,5.53496789932251
2010-02-23,5.541464328765869
2010-02-24,5.580445766448975
2010-02-25,5.610762596130371
2010-02-26,5.573946952819824
2010-03-01,5.610762596130371
2010-03-02,5.6280837059021
2010-03-03,5.651905536651611
2010-03-04,5.651905536651611
2010-03-05,5.719034194946289
2010-03-08,5.788329601287842
2010-03-09,5.684387683868408
2010-03-10,5.6627326011657715
2010-03-11,5.688718795776367
2010-03-12,5.649738788604736
2010-03-15,5.604264736175537
2010-03-16,5.584775447845459
2010-03-17,5.571753978729248
2010-03-18,5.563069820404053
2010-03-19,5.563069820404053
2010-03-22,5.554385185241699
2010-03-23,5.578264236450195
2010-03-24,5.569581985473633
2010-03-25,5.5956292152404785
2010-03-26,5.621675491333008
2010-03-29,5.684621334075928
2010-03-30,5.675938129425049
2010-03-31,5.662914752960205
2010-04-01,5.678107261657715
2010-04-05,5.669426918029785
2010-04-06,5.686791896820068
2010-04-07,5.712837219238281
2010-04-08,5.667255401611328
2010-04-09,5.665086269378662
2010-04-12,5.710667610168457
2010-04-13,5.704153537750244
2010-04-14,5.869114875793457
2010-04-15,5.8886494636535645
2010-04-16,5.860433101654053
2010-04-19,5.8886494636535645
2010-04-20,5.92337703704834
2010-04-21,6.023223400115967
2010-04-22,6.04492712020874
2010-04-23,6.057952880859375
2010-04-26,6.042757034301758
2010-04-27,5.825705528259277
2010-04-28,5.914695739746094
2010-04-29,5.929889678955078
2010-04-30,5.860433101654053
2010-05-03,5.929889678955078
2010-05-04,5.87996768951416
2010-05-05,5.869114875793457
2010-05-06,5.795316696166992
2010-05-07,5.74322509765625
2010-05-10,5.934230804443359
2010-05-11,6.021051406860352
2010-05-12,5.9472575187683105
2010-05-13,5.897332191467285
2010-05-14,5.860433101654053
2010-05-17,6.027562141418457
2010-05-18,5.90167236328125
2010-05-19,5.908185005187988
2010-05-20,5.738881587982178
2010-05-21,5.723689556121826
2010-05-24,5.699813365936279
2010-05-25,5.764929294586182
2010-05-26,5.730199813842773
2010-05-27,5.938571929931641
2010-05-28,5.916866779327393
2010-06-01,5.8756279945373535
2010-06-02,6.016708850860596
2010-06-03,6.005858421325684
2010-06-04,5.823533535003662
2010-06-07,5.808339595794678
2010-06-08,5.873456001281738
2010-06-09,5.843070030212402
2010-06-10,5.956231117248535
2010-06-11,6.021518707275391
2010-06-14,5.9540557861328125
2010-06-15,6.0955047607421875
2010-06-16,6.019340515136719
2010-06-17,6.019340515136719
2010-06-18,6.069393634796143
2010-06-21,5.986696243286133
2010-06-22,5.980168342590332
2010-06-23,5.930116176605225
2010-06-24,5.860477447509766
2010-06-25,5.973639965057373
2010-06-28,5.923587322235107
2010-06-29,5.76690149307251
2010-06-30,5.758196830749512
2010-07-01,5.71249532699585
2010-07-02,5.70161771774292
2010-07-06,5.6537394523620605
2010-07-07,5.803896427154541
2010-07-08,5.845245361328125
2010-07-09,5.904003143310547
2010-07-12,5.8539509773254395
2010-07-13,5.975814342498779
2010-07-14,5.888768672943115
2010-07-15,5.8561248779296875
2010-07-16,5.699441432952881
2010-07-19,5.729907989501953
2010-07-20,5.7821364402771
2010-07-21,5.677678108215332
2010-07-22,5.75602388381958
2010-07-23,5.816954135894775
2010-07-26,5.906178951263428
2010-07-27,5.897473335266113
2010-07-28,5.836539268493652
2010-07-29,5.8191304206848145
2010-07-30,5.877887725830078
2010-08-02,5.840892791748047
2010-08-03,5.8126020431518555
2010-08-04,5.83871603012085
2010-08-05,5.821304798126221
2010-08-06,5.793015956878662
2010-08-09,5.8626556396484375
2010-08-10,5.8191304206848145
2010-08-11,5.75166654586792
2010-08-12,5.76690149307251
2010-08-13,5.749492168426514
2010-08-16,5.7625508308410645
2010-08-17,5.777782440185547
2010-08-18,5.75166654586792
2010-08-19,5.75166654586792
2010-08-20,5.7429633140563965
2010-08-23,5.734260082244873
2010-08-24,5.697264194488525
2010-08-25,5.740787982940674
2010-08-26,5.699441432952881
2010-08-27,5.7429633140563965
2010-08-30,5.688558578491211
2010-08-31,5.734260082244873
2010-09-01,5.738610744476318
2010-09-02,5.734260082244873
2010-09-03,5.797367095947266
2010-09-07,5.721200942993164
2010-09-08,5.753931999206543
2010-09-09,5.777935028076172
2010-09-10,5.758296966552734
2010-09-13,5.817209720611572
2010-09-14,5.893579959869385
2010-09-15,5.935037612915039
2010-09-16,5.902307510375977
2010-09-17,5.965585708618164
2010-09-20,6.013591289520264
2010-09-21,5.980859279632568
2010-09-22,5.893579959869385
2010-09-23,5.832483768463135
2010-09-24,5.9437642097473145
2010-09-27,5.856486797332764
2010-09-28,5.863033294677734
2010-09-29,5.85430383682251
2010-09-30,5.906672954559326
2010-10-01,5.882669925689697
2010-10-04,5.863033294677734
2010-10-05,5.932857513427734
2010-10-06,5.884851932525635
2010-10-07,5.871760845184326
2010-10-08,5.880489349365234
2010-10-11,5.928493976593018
2010-10-12,5.926310062408447
2010-10-13,5.989587783813477
2010-10-14,6.0397725105285645
2010-10-15,6.061595439910889
2010-10-18,6.127053260803223
2010-10-19,6.065956115722656
2010-10-20,6.092142581939697
2010-10-21,6.041954517364502
2010-10-22,6.061595439910889
2010-10-25,6.129237651824951
2010-10-26,6.015774250030518
2010-10-27,6.011407852172852
2010-10-28,6.011407852172852
2010-10-29,6.004861354827881
2010-11-01,5.980859279632568
2010-11-02,6.009227752685547
2010-11-03,6.007047176361084
2010-11-04,6.229607582092285
2010-11-05,6.227426528930664
2010-11-08,6.142328262329102
2010-11-09,6.028864860534668
2010-11-10,6.070322036743164
2010-11-11,6.024500846862793
2010-11-12,5.969950199127197
2010-11-15,6.011407852172852
2010-11-16,5.911036968231201
2010-11-17,5.9437642097473145
2010-11-18,6.009227752685547
2010-11-19,6.0004963874816895
2010-11-22,5.978678226470947
2010-11-23,5.880489349365234
2010-11-24,5.913219451904297
2010-11-26,5.895763397216797
2010-11-29,5.897944450378418
2010-11-30,5.823756694793701
2010-12-01,5.9044904708862305
2010-12-02,5.9176154136657715
2010-12-03,5.849798679351807
2010-12-06,5.8760504722595215
2010-12-07,5.878238677978516
2010-12-08,5.895741939544678
2010-12-09,5.882615089416504
2010-12-10,5.943869113922119
2010-12-13,5.96355676651001
2010-12-14,5.956994533538818
2010-12-15,5.9526190757751465
2010-12-16,5.996371269226074
2010-12-17,5.967931747436523
2010-12-20,5.974495887756348
2010-12-21,5.981060028076172
2010-12-22,6.009498596191406
2010-12-23,5.981060028076172
2010-12-27,6.02918815612793
2010-12-28,6.024810314178467
2010-12-29,6.005122184753418
2010-12-30,5.983247756958008
2010-12-31,5.989810466766357
2011-01-03,6.055438995361328
2011-01-04,6.016059875488281
2011-01-05,5.989810466766357
2011-01-06,5.92199182510376
2011-01-07,5.884801387786865
2011-01-10,5.843236923217773
2011-01-11,5.882615089416504
2011-01-12,5.915429592132568
2011-01-13,5.9176154136657715
2011-01-14,5.9919962882995605
2011-01-18,6.077317237854004
2011-01-19,6.048874855041504
2011-01-20,6.040125370025635
2011-01-21,6.059814929962158
2011-01-24,6.1188812255859375
2011-01-25,6.2785797119140625
2011-01-26,6.2523274421691895
2011-01-27,6.2917046546936035
2011-01-28,6.177947044372559
2011-01-31,6.180136203765869
2011-02-01,6.2851457595825195
2011-02-02,6.287329196929932
2011-02-03,6.309206962585449
2011-02-04,6.3398332595825195
2011-02-07,6.34420919418335
2011-02-08,6.370461940765381
2011-02-09,6.350772380828857
2011-02-10,6.361710548400879
2011-02-11,6.370461940765381
2011-02-14,6.326710224151611
2011-02-15,6.352959632873535
2011-02-16,6.451404094696045
2011-02-17,6.512660503387451
2011-02-18,6.643922328948975
2011-02-22,6.580475807189941
2011-02-23,6.5148468017578125
2011-02-24,6.436090469360352
2011-02-25,6.547661781311035
2011-02-28,6.552038669586182
2011-03-01,6.492971420288086
2011-03-02,6.451404094696045
2011-03-03,6.549851894378662
2011-03-04,6.468908309936523
2011-03-07,6.433905124664307
2011-03-08,6.527970314025879
2011-03-09,6.624229907989502
2011-03-10,6.521411418914795
2011-03-11,6.6198554039001465
2011-03-14,6.617666721343994
2011-03-15,6.536724090576172
2011-03-16,6.549851894378662
2011-03-17,6.5805487632751465
2011-03-18,6.606861591339111
2011-03-21,6.683609485626221
2011-03-22,6.674842357635498
2011-03-23,6.637559413909912
2011-03-24,6.6726460456848145
2011-03-25,6.723080635070801
2011-03-28,6.786672592163086
2011-03-29,6.872191429138184
2011-03-30,6.9949822425842285
2011-03-31,7.062960624694824
2011-04-01,7.2098774909973145
2011-04-04,7.14847993850708
2011-04-05,7.056382179260254
2011-04-06,6.9949822425842285
2011-04-07,6.997178077697754
2011-04-08,6.973059177398682
2011-04-11,6.986215591430664
2011-04-12,6.955513954162598
2011-04-13,6.981828689575195
2011-04-14,6.955513954162598
2011-04-15,6.944553375244141
2011-04-18,6.889732360839844
2011-04-19,6.85026216506958
2011-04-20,6.880961894989014
2011-04-21,6.964284420013428
2011-04-25,7.010335922241211
2011-04-26,6.9708638191223145
2011-04-27,7.0147199630737305
2011-04-28,7.093660354614258
2011-04-29,7.1506733894348145
2011-05-02,7.065152168273926
