Date,ELV
2010-01-04,47.98955535888672
2010-01-05,48.51160430908203
2010-01-06,49.29872512817383
2010-01-07,51.129940032958984
2010-01-08,51.354827880859375
2010-01-11,51.652000427246094
2010-01-12,50.96931076049805
2010-01-13,52.18208312988281
2010-01-14,53.186065673828125
2010-01-15,53.531429290771484
2010-01-19,54.663902282714844
2010-01-20,54.358699798583984
2010-01-21,52.6077766418457
2010-01-22,52.28651428222656
2010-01-25,52.64793395996094
2010-01-26,51.3066291809082
2010-01-27,51.90098190307617
2010-01-28,51.7403564453125
2010-01-29,51.17811965942383
2010-02-01,51.56364822387695
2010-02-02,52.2463493347168
2010-02-03,51.459228515625
2010-02-04,50.463314056396484
2010-02-05,49.54769515991211
2010-02-08,49.51557922363281
2010-02-09,49.354923248291016
2010-02-10,48.198368072509766
2010-02-11,48.60798263549805
2010-02-12,47.65219497680664
2010-02-16,46.95344543457031
2010-02-17,47.94938278198242
2010-02-18,47.475502014160156
2010-02-19,46.96147155761719
2010-02-22,47.74055862426758
2010-02-23,47.39519119262695
2010-02-24,48.302764892578125
2010-02-25,49.354923248291016
2010-02-26,49.6922492980957
2010-03-01,49.8448600769043
2010-03-02,49.71635818481445
2010-03-03,50.085819244384766
2010-03-04,49.17823028564453
2010-03-05,49.997467041015625
2010-03-08,49.76454544067383
2010-03-09,49.3388786315918
2010-03-10,50.18218994140625
2010-03-11,51.041587829589844
2010-03-12,50.262516021728516
2010-03-15,49.41114044189453
2010-03-16,49.7725830078125
2010-03-17,49.748477935791016
2010-03-18,51.25844192504883
2010-03-19,52.26240539550781
2010-03-22,51.716251373291016
2010-03-23,51.089778900146484
2010-03-24,50.921104431152344
2010-03-25,51.07372283935547
2010-03-26,50.640010833740234
2010-03-29,51.555606842041016
2010-03-30,51.95719528198242
2010-03-31,51.70822525024414
2010-04-01,51.97328186035156
2010-04-05,52.479270935058594
2010-04-06,51.89295196533203
2010-04-07,50.808685302734375
2010-04-08,49.868953704833984
2010-04-09,49.20232009887695
2010-04-12,49.266563415527344
2010-04-13,48.33490753173828
2010-04-14,47.35502243041992
2010-04-15,47.04982376098633
2010-04-16,47.451412200927734
2010-04-19,48.63207244873047
2010-04-20,48.061824798583984
2010-04-21,47.098018646240234
2010-04-22,46.91328430175781
2010-04-23,46.56791687011719
2010-04-26,45.42741775512695
2010-04-27,44.91338348388672
2010-04-28,46.142242431640625
2010-04-29,47.451412200927734
2010-04-30,43.21065139770508
2010-05-03,42.98577117919922
2010-05-04,42.246849060058594
2010-05-05,42.190635681152344
2010-05-06,41.20272445678711
2010-05-07,40.91358184814453
2010-05-10,41.07421875
2010-05-11,41.85329818725586
2010-05-12,43.40342330932617
2010-05-13,42.69664001464844
2010-05-14,42.640411376953125
2010-05-17,42.98577117919922
2010-05-18,42.632381439208984
2010-05-19,42.88941192626953
2010-05-20,41.098323822021484
2010-05-21,41.16258239746094
2010-05-24,41.042083740234375
2010-05-25,40.72083282470703
2010-05-26,40.87342834472656
2010-05-27,41.54007339477539
2010-05-28,41.20272445678711
2010-06-01,41.001930236816406
2010-06-02,42.06211853027344
2010-06-03,43.732730865478516
2010-06-04,43.48374557495117
2010-06-07,43.02592849731445
2010-06-08,42.784976959228516
2010-06-09,42.01393508911133
2010-06-10,42.399471282958984
2010-06-11,42.287017822265625
2010-06-14,42.648441314697266
2010-06-15,43.395389556884766
2010-06-16,43.9415397644043
2010-06-17,44.21462631225586
2010-06-18,44.35116195678711
2010-06-21,44.36723327636719
2010-06-22,43.146400451660156
2010-06-23,42.59221649169922
2010-06-24,42.06211853027344
2010-06-25,41.56416320800781
2010-06-28,40.79311752319336
2010-06-29,39.8132438659668
2010-06-30,39.299217224121094
2010-07-01,38.383609771728516
2010-07-02,38.094451904296875
2010-07-06,38.64061737060547
2010-07-07,39.283145904541016
2010-07-08,40.054203033447266
2010-07-09,41.098323822021484
2010-07-12,41.186676025390625
2010-07-13,41.45171356201172
2010-07-14,41.7408561706543
2010-07-15,42.68860626220703
2010-07-16,41.2750244140625
2010-07-19,42.158512115478516
2010-07-20,42.25489044189453
2010-07-21,41.35533905029297
2010-07-22,42.134422302246094
2010-07-23,41.75693130493164
2010-07-26,42.72072982788086
2010-07-27,42.40748977661133
2010-07-28,40.82525634765625
2010-07-29,40.062232971191406
2010-07-30,40.73688888549805
2010-08-02,41.77296829223633
2010-08-03,42.7608757019043
2010-08-04,43.564048767089844
2010-08-05,44.142333984375
2010-08-06,44.21462631225586
2010-08-09,44.28690719604492
2010-08-10,44.19051742553711
2010-08-11,41.210758209228516
2010-08-12,41.42762756347656
2010-08-13,41.596290588378906
2010-08-16,41.459747314453125
2010-08-17,42.070159912109375
2010-08-18,41.74889373779297
2010-08-19,40.25499725341797
2010-08-20,40.070247650146484
2010-08-23,39.86947250366211
2010-08-24,39.90159606933594
2010-08-25,40.99391174316406
2010-08-26,40.672637939453125
2010-08-27,40.85735321044922
2010-08-30,39.83733367919922
2010-08-31,39.885520935058594
2010-09-01,40.86540603637695
2010-09-02,41.62036895751953
2010-09-03,42.76892852783203
2010-09-07,42.08623123168945
2010-09-08,42.495845794677734
2010-09-09,43.796974182128906
2010-09-10,44.03792953491211
2010-09-13,44.47163009643555
2010-09-14,44.53588104248047
2010-09-15,43.88531494140625
2010-09-16,43.933509826660156
2010-09-17,43.41949462890625
2010-09-20,44.142333984375
2010-09-21,44.7768440246582
2010-09-22,45.491676330566406
2010-09-23,45.37922668457031
2010-09-24,45.531829833984375
2010-09-27,44.88127136230469
2010-09-28,45.1623649597168
2010-09-29,45.082054138183594
2010-09-30,45.491676330566406
2010-10-01,45.065982818603516
2010-10-04,44.07807922363281
2010-10-05,44.37525939941406
2010-10-06,43.644386291503906
2010-10-07,44.22265625
2010-10-08,44.182498931884766
2010-10-11,44.48772048950195
2010-10-12,44.70457458496094
2010-10-13,45.620174407958984
2010-10-14,45.829002380371094
2010-10-15,46.40728759765625
2010-10-18,46.897216796875
2010-10-19,45.065982818603516
2010-10-20,45.95750427246094
2010-10-21,45.483638763427734
2010-10-22,46.21453857421875
2010-10-25,45.989627838134766
2010-10-26,44.9294548034668
2010-10-27,44.1021842956543
2010-10-28,43.86122512817383
2010-10-29,43.644386291503906
2010-11-01,43.94960021972656
2010-11-02,44.7768440246582
2010-11-03,45.017799377441406
2010-11-04,45.547908782958984
2010-11-05,46.061912536621094
2010-11-08,47.13014602661133
2010-11-09,46.375160217285156
2010-11-10,47.30683898925781
2010-11-11,47.0578498840332
2010-11-12,46.64824676513672
2010-11-15,45.92537307739258
2010-11-16,44.9696159362793
2010-11-17,45.339073181152344
2010-11-18,45.23466491699219
2010-11-19,47.07391357421875
2010-11-22,48.166229248046875
2010-11-23,47.001644134521484
2010-11-24,46.4715461730957
2010-11-26,45.86112594604492
2010-11-29,45.837039947509766
2010-11-30,44.76880645751953
2010-12-01,45.37118911743164
2010-12-02,46.937381744384766
2010-12-03,45.7968864440918
2010-12-06,44.9294548034668
2010-12-07,44.7768440246582
2010-12-08,45.40332794189453
2010-12-09,45.547908782958984
2010-12-10,46.32696533203125
2010-12-13,46.20649337768555
2010-12-14,46.67233657836914
2010-12-15,45.23466491699219
2010-12-16,44.993709564208984
2010-12-17,44.921417236328125
2010-12-20,45.05796432495117
2010-12-21,45.42741775512695
2010-12-22,45.87718963623047
2010-12-23,46.13420486450195
2010-12-27,45.90129470825195
2010-12-28,45.77277374267578
2010-12-29,45.708534240722656
2010-12-30,45.467567443847656
2010-12-31,45.668365478515625
2011-01-03,46.543827056884766
2011-01-04,46.849029541015625
2011-01-05,46.969505310058594
2011-01-06,47.8047981262207
2011-01-07,48.559791564941406
2011-01-10,49.09791564941406
2011-01-11,49.6922492980957
2011-01-12,49.740455627441406
2011-01-13,49.644073486328125
2011-01-14,51.041587829589844
2011-01-18,50.57575988769531
2011-01-19,49.8448600769043
2011-01-20,49.44327163696289
2011-01-21,49.354923248291016
2011-01-24,48.985469818115234
2011-01-25,49.55571746826172
2011-01-26,50.23843002319336
2011-01-27,51.69214630126953
2011-01-28,50.32676315307617
2011-01-31,49.89307403564453
2011-02-01,51.20222473144531
2011-02-02,51.78855514526367
2011-02-03,51.716251373291016
2011-02-04,52.26240539550781
2011-02-07,51.49136734008789
2011-02-08,52.43107604980469
2011-02-09,52.406986236572266
2011-02-10,52.49532699584961
2011-02-11,52.406986236572266
2011-02-14,52.9611701965332
2011-02-15,52.9611701965332
2011-02-16,53.30655288696289
2011-02-17,53.98120880126953
2011-02-18,54.13382339477539
2011-02-22,52.43910217285156
2011-02-23,52.149967193603516
2011-02-24,53.08163833618164
2011-02-25,53.427005767822266
2011-02-28,53.38685607910156
2011-03-01,52.99330139160156
2011-03-02,53.65992736816406
2011-03-03,55.25824737548828
2011-03-04,54.6076774597168
2011-03-07,54.543418884277344
2011-03-08,55.083553314208984
2011-03-09,55.946109771728516
