Date,SO
2010-01-04,16.64883804321289
2010-01-05,16.313358306884766
2010-01-06,16.543684005737305
2010-01-07,16.47359275817871
2010-01-08,16.438535690307617
2010-01-11,16.653841018676758
2010-01-12,16.548686981201172
2010-01-13,16.784025192260742
2010-01-14,16.743967056274414
2010-01-15,16.69390106201172
2010-01-19,16.849124908447266
2010-01-20,16.738969802856445
2010-01-21,16.598764419555664
2010-01-22,16.293325424194336
2010-01-25,16.423513412475586
2010-01-26,16.508636474609375
2010-01-27,16.478588104248047
2010-01-28,16.213687896728516
2010-01-29,16.239070892333984
2010-02-01,16.239070892333984
2010-02-02,16.315187454223633
2010-02-03,16.239070892333984
2010-02-04,16.02593231201172
2010-02-05,16.086830139160156
2010-02-08,15.797567367553711
2010-02-09,15.878763198852539
2010-02-10,15.873684883117676
2010-02-11,15.893987655639648
2010-02-12,15.817864418029785
2010-02-16,16.178165435791016
2010-02-17,16.056379318237305
2010-02-18,16.142648696899414
2010-02-19,16.386234283447266
2010-02-22,16.411598205566406
2010-02-23,16.249217987060547
2010-02-24,16.305038452148438
2010-02-25,16.244138717651367
2010-02-26,16.122350692749023
2010-03-01,16.269514083862305
2010-03-02,16.35578155517578
2010-03-03,16.330408096313477
2010-03-04,16.386234283447266
2010-03-05,16.3507080078125
2010-03-08,16.416683197021484
2010-03-09,16.396381378173828
2010-03-10,16.421751022338867
2010-03-11,16.4928035736084
2010-03-12,16.482646942138672
2010-03-15,16.67548942565918
2010-03-16,16.853105545043945
2010-03-17,16.97490119934082
2010-03-18,16.939376831054688
2010-03-19,16.837886810302734
2010-03-22,16.802356719970703
2010-03-23,16.924150466918945
2010-03-24,16.76175880432129
2010-03-25,16.751609802246094
2010-03-26,16.797286987304688
2010-03-29,16.91908073425293
2010-03-30,16.853105545043945
2010-03-31,16.827730178833008
2010-04-01,16.959678649902344
2010-04-05,16.99519920349121
2010-04-06,17.193105697631836
2010-04-07,17.030725479125977
2010-04-08,17.005348205566406
2010-04-09,17.218482971191406
2010-04-12,17.2286376953125
2010-04-13,17.208335876464844
2010-04-14,17.248933792114258
2010-04-15,17.2286376953125
2010-04-16,17.188039779663086
2010-04-19,17.2996768951416
2010-04-20,17.457000732421875
2010-04-21,17.48236846923828
2010-04-22,17.533117294311523
2010-04-23,17.624460220336914
2010-04-26,17.69550323486328
2010-04-27,17.507749557495117
2010-04-28,17.893421173095703
2010-04-29,17.808591842651367
2010-04-30,17.76747703552246
2010-05-03,17.793167114257812
2010-05-04,17.644079208374023
2010-05-05,17.489849090576172
2010-05-06,17.212230682373047
2010-05-07,17.43843650817871
2010-05-10,17.92683982849121
2010-05-11,17.93198013305664
2010-05-12,18.024526596069336
2010-05-13,17.803451538085938
2010-05-14,17.72119903564453
2010-05-17,17.803451538085938
2010-05-18,17.618371963500977
2010-05-19,17.44357681274414
2010-05-20,17.176246643066406
2010-05-21,17.284210205078125
2010-05-24,17.022016525268555
2010-05-25,16.9603214263916
2010-05-26,16.795808792114258
2010-05-27,16.92433738708496
2010-05-28,16.811233520507812
2010-06-01,16.590166091918945
2010-06-02,16.80609130859375
2010-06-03,16.878063201904297
2010-06-04,16.518190383911133
2010-06-07,16.595304489135742
2010-06-08,16.88320541381836
2010-06-09,16.744396209716797
2010-06-10,16.975746154785156
2010-06-11,16.980884552001953
2010-06-14,17.052865982055664
2010-06-15,17.330476760864258
2010-06-16,17.40760040283203
2010-06-17,17.489849090576172
2010-06-18,17.536115646362305
2010-06-21,17.43843650817871
2010-06-22,17.243074417114258
2010-06-23,17.140262603759766
2010-06-24,17.11968994140625
2010-06-25,17.109411239624023
2010-06-28,17.38189125061035
2010-06-29,17.294485092163086
2010-06-30,17.109411239624023
2010-07-01,17.155677795410156
2010-07-02,17.16082000732422
2010-07-06,17.22251319885254
2010-07-07,17.75203514099121
2010-07-08,17.74690055847168
2010-07-09,17.84458351135254
2010-07-12,17.880565643310547
2010-07-13,17.937122344970703
2010-07-14,17.947402954101562
2010-07-15,18.003952026367188
2010-07-16,17.880565643310547
2010-07-19,18.209598541259766
2010-07-20,18.425521850585938
2010-07-21,18.183887481689453
2010-07-22,18.327838897705078
2010-07-23,18.451221466064453
2010-07-26,18.548908233642578
2010-07-27,18.883068084716797
2010-07-28,18.811098098754883
2010-07-29,18.475324630737305
2010-07-30,18.392032623291016
2010-08-02,18.657529830932617
2010-08-03,18.53779411315918
2010-08-04,18.62108039855957
2010-08-05,18.699176788330078
2010-08-06,18.67835235595703
2010-08-09,18.818910598754883
2010-08-10,18.9282283782959
2010-08-11,18.66794204711914
2010-08-12,18.626293182373047
2010-08-13,18.657529830932617
2010-08-16,18.67314338684082
2010-08-17,18.77206039428711
2010-08-18,18.71479606628418
2010-08-19,18.475324630737305
2010-08-20,18.626293182373047
2010-08-23,18.67835235595703
2010-08-24,18.959461212158203
2010-08-25,18.886581420898438
2010-08-26,18.813705444335938
2010-08-27,19.24577522277832
2010-08-30,19.011526107788086
2010-08-31,19.100021362304688
2010-09-01,19.209341049194336
2010-09-02,19.1781063079834
2010-09-03,19.256193161010742
2010-09-07,19.209341049194336
2010-09-08,19.240577697753906
2010-09-09,19.329076766967773
2010-09-10,19.318666458129883
2010-09-13,19.391538619995117
2010-09-14,19.375930786132812
2010-09-15,19.344688415527344
2010-09-16,19.2666072845459
2010-09-17,19.292634963989258
2010-09-20,19.506072998046875
2010-09-21,19.360301971435547
