Date,FCN
2010-01-04,47.380001068115234
2010-01-05,47.9900016784668
2010-01-06,48.060001373291016
2010-01-07,48.04999923706055
2010-01-08,44.20000076293945
2010-01-11,44.130001068115234
2010-01-12,44.66999816894531
2010-01-13,44.88999938964844
2010-01-14,44.220001220703125
2010-01-15,43.27000045776367
2010-01-19,43.25
2010-01-20,41.83000183105469
2010-01-21,41.4900016784668
2010-01-22,41.130001068115234
2010-01-25,41.27000045776367
2010-01-26,41.310001373291016
2010-01-27,41.65999984741211
2010-01-28,42.16999816894531
2010-01-29,41.45000076293945
2010-02-01,42.47999954223633
2010-02-02,42.5
2010-02-03,42.63999938964844
2010-02-04,41.869998931884766
2010-02-05,41.5
2010-02-08,41.20000076293945
2010-02-09,41.33000183105469
2010-02-10,40.77000045776367
2010-02-11,41.900001525878906
2010-02-12,42.2400016784668
2010-02-16,42.130001068115234
2010-02-17,42.529998779296875
2010-02-18,42.15999984741211
2010-02-19,41.970001220703125
2010-02-22,42.04999923706055
2010-02-23,41.61000061035156
2010-02-24,41.93000030517578
2010-02-25,42.040000915527344
2010-02-26,36.7400016784668
2010-03-01,36.650001525878906
2010-03-02,36.900001525878906
2010-03-03,36.88999938964844
2010-03-04,37.04999923706055
2010-03-05,36.790000915527344
2010-03-08,36.38999938964844
2010-03-09,36.15999984741211
2010-03-10,36.4900016784668
2010-03-11,38.08000183105469
2010-03-12,38.58000183105469
2010-03-15,38.66999816894531
2010-03-16,39.150001525878906
2010-03-17,39.7400016784668
2010-03-18,39.52000045776367
2010-03-19,39.029998779296875
2010-03-22,39.86000061035156
2010-03-23,39.599998474121094
2010-03-24,39.43000030517578
2010-03-25,39.5
2010-03-26,38.900001525878906
2010-03-29,40.040000915527344
2010-03-30,39.81999969482422
2010-03-31,39.31999969482422
2010-04-01,38.970001220703125
2010-04-05,39.04999923706055
2010-04-06,39.68000030517578
2010-04-07,39.560001373291016
2010-04-08,39.27000045776367
2010-04-09,39.09000015258789
2010-04-12,39.52000045776367
2010-04-13,39.720001220703125
2010-04-14,39.650001525878906
2010-04-15,39.04999923706055
2010-04-16,39.08000183105469
2010-04-19,39.81999969482422
2010-04-20,40.689998626708984
2010-04-21,40.77000045776367
2010-04-22,41.369998931884766
2010-04-23,41.58000183105469
2010-04-26,41.25
2010-04-27,40.83000183105469
2010-04-28,41.02000045776367
2010-04-29,41.29999923706055
2010-04-30,41.130001068115234
2010-05-03,41.689998626708984
2010-05-04,41.060001373291016
2010-05-05,42.65999984741211
2010-05-06,40.70000076293945
2010-05-07,39.41999816894531
2010-05-10,40.849998474121094
2010-05-11,40.43000030517578
2010-05-12,40.599998474121094
2010-05-13,40.45000076293945
2010-05-14,39.65999984741211
2010-05-17,40.47999954223633
2010-05-18,40.720001220703125
2010-05-19,40.400001525878906
2010-05-20,38.79999923706055
2010-05-21,39.18000030517578
2010-05-24,39.220001220703125
2010-05-25,38.869998931884766
2010-05-26,39.56999969482422
2010-05-27,40.119998931884766
2010-05-28,42.7599983215332
2010-06-01,42.7599983215332
2010-06-02,42.52000045776367
2010-06-03,42.47999954223633
2010-06-04,41.400001525878906
2010-06-07,41.810001373291016
2010-06-08,41.68000030517578
2010-06-09,43.7599983215332
2010-06-10,43.130001068115234
2010-06-11,43.939998626708984
2010-06-14,44.29999923706055
2010-06-15,44.70000076293945
2010-06-16,44.52000045776367
2010-06-17,44.779998779296875
2010-06-18,44.939998626708984
2010-06-21,44.459999084472656
2010-06-22,44.13999938964844
2010-06-23,44.470001220703125
2010-06-24,44.47999954223633
2010-06-25,45.189998626708984
2010-06-28,45.790000915527344
2010-06-29,44.779998779296875
2010-06-30,43.59000015258789
2010-07-01,43.18000030517578
2010-07-02,42.869998931884766
2010-07-06,43.27000045776367
2010-07-07,32.13999938964844
2010-07-08,31.940000534057617
2010-07-09,32.86000061035156
2010-07-12,32.61000061035156
2010-07-13,33.0
