Date,RHI
2010-01-04,19.2206974029541
2010-01-05,19.461666107177734
2010-01-06,20.354660034179688
2010-01-07,20.71611785888672
2010-01-08,20.70193862915039
2010-01-11,20.80116081237793
2010-01-12,20.064085006713867
2010-01-13,20.142045974731445
2010-01-14,20.4255428314209
2010-01-15,20.24126625061035
2010-01-19,20.482234954833984
2010-01-20,19.929426193237305
2010-01-21,19.35535430908203
2010-01-22,18.85924530029297
2010-01-25,18.68206214904785
2010-01-26,18.724594116210938
2010-01-27,19.05769920349121
2010-01-28,19.02225112915039
2010-01-29,19.078956604003906
2010-02-01,19.043514251708984
2010-02-02,19.362445831298828
2010-02-03,19.164003372192383
2010-02-04,18.653722763061523
2010-02-05,18.71042251586914
2010-02-08,18.68916130065918
2010-02-09,18.866336822509766
2010-02-10,18.9939022064209
2010-02-11,19.291576385498047
2010-02-12,19.192350387573242
2010-02-16,19.787683486938477
2010-02-17,19.971952438354492
2010-02-18,20.064085006713867
2010-02-19,20.27671241760254
2010-02-22,19.929426193237305
2010-02-23,19.438129425048828
2010-02-24,19.708702087402344
2010-02-25,19.72294807434082
2010-02-26,19.865346908569336
2010-03-01,20.520404815673828
2010-03-02,20.477680206298828
2010-03-03,20.484798431396484
2010-03-04,20.49193000793457
2010-03-05,21.303627014160156
2010-03-08,21.111379623413086
2010-03-09,21.260908126831055
2010-03-10,21.48874855041504
2010-03-11,21.588430404663086
2010-03-12,21.46739387512207
2010-03-15,21.57419776916504
2010-03-16,21.95156478881836
2010-03-17,22.3574161529541
2010-03-18,22.3574161529541
2010-03-19,22.1865291595459
2010-03-22,22.36452865600586
2010-03-23,22.485578536987305
2010-03-24,21.97292709350586
2010-03-25,21.894601821899414
2010-03-26,22.00852394104004
2010-03-29,22.17940330505371
2010-03-30,22.08684539794922
2010-03-31,21.6667537689209
2010-04-01,21.716598510742188
2010-04-05,22.20076560974121
2010-04-06,22.442855834960938
2010-04-07,22.08684539794922
2010-04-08,21.98004913330078
2010-04-09,22.150930404663086
2010-04-12,22.158044815063477
2010-04-13,22.19365692138672
2010-04-14,22.279088973999023
2010-04-15,22.279088973999023
2010-04-16,21.830528259277344
2010-04-19,21.7308349609375
2010-04-20,21.858999252319336
2010-04-21,22.101089477539062
2010-04-22,22.727664947509766
2010-04-23,22.898550033569336
2010-04-26,22.706302642822266
2010-04-27,22.3574161529541
2010-04-28,20.078950881958008
2010-04-29,19.872474670410156
2010-04-30,19.49509620666504
2010-05-03,19.929426193237305
2010-05-04,19.274370193481445
2010-05-05,19.210289001464844
2010-05-06,18.790197372436523
2010-05-07,18.19922637939453
2010-05-10,19.438129425048828
2010-05-11,19.40253448486328
2010-05-12,19.701583862304688
2010-05-13,19.55918312072754
2010-05-14,18.918359756469727
2010-05-17,19.295732498168945
2010-05-18,19.110607147216797
2010-05-19,18.875646591186523
2010-05-20,17.679443359375
2010-05-21,18.065961837768555
2010-05-24,18.209115982055664
2010-05-25,17.77250099182129
2010-05-26,17.86553955078125
2010-05-27,18.33080291748047
2010-05-28,18.10174560546875
2010-06-01,17.679445266723633
2010-06-02,17.9156494140625
2010-06-03,18.065961837768555
2010-06-04,16.899253845214844
2010-06-07,16.362436294555664
2010-06-08,16.44832420349121
2010-06-09,16.4411678314209
2010-06-10,17.328720092773438
2010-06-11,17.278614044189453
2010-06-14,17.106826782226562
2010-06-15,17.5434513092041
2010-06-16,17.471874237060547
2010-06-17,17.5434513092041
2010-06-18,17.693761825561523
2010-06-21,17.922800064086914
2010-06-22,17.650814056396484
2010-06-23,17.87270736694336
2010-06-24,17.87986183166504
2010-06-25,18.037328720092773
2010-06-28,17.81544303894043
2010-06-29,17.02093505859375
2010-06-30,16.856306076049805
2010-07-01,16.820524215698242
2010-07-02,16.69169044494629
2010-07-06,16.799053192138672
2010-07-07,17.607868194580078
2010-07-08,17.71523666381836
2010-07-09,18.16617202758789
2010-07-12,17.894174575805664
2010-07-13,18.488269805908203
2010-07-14,18.05164337158203
2010-07-15,17.86553955078125
2010-07-16,17.207042694091797
2010-07-19,17.228515625
2010-07-20,17.607868194580078
2010-07-21,17.385974884033203
2010-07-22,18.373737335205078
2010-07-23,18.624250411987305
2010-07-26,18.867624282836914
2010-07-27,18.695837020874023
2010-07-28,18.33795928955078
2010-07-29,18.015853881835938
2010-07-30,18.023019790649414
2010-08-02,18.509740829467773
2010-08-03,18.40237045288086
2010-08-04,18.896251678466797
2010-08-05,18.595623016357422
2010-08-06,18.12322425842285
2010-08-09,18.395217895507812
2010-08-10,17.96575355529785
2010-08-11,16.963680267333984
2010-08-12,17.028099060058594
2010-08-13,16.97799301147461
2010-08-16,16.913570404052734
2010-08-17,17.19987678527832
2010-08-18,17.17841148376465
2010-08-19,16.591474533081055
2010-08-20,16.333805084228516
2010-08-23,15.829893112182617
2010-08-24,15.52755069732666
2010-08-25,15.8370943069458
2010-08-26,15.750712394714355
2010-08-27,16.08905029296875
2010-08-30,15.657129287719727
2010-08-31,15.534753799438477
2010-09-01,16.290605545043945
2010-09-02,16.549768447875977
2010-09-03,17.298429489135742
2010-09-07,16.794517517089844
2010-09-08,16.87369728088379
2010-09-09,17.176054000854492
2010-09-10,17.03926658630371
2010-09-13,17.413606643676758
2010-09-14,17.29123306274414
2010-09-15,17.305633544921875
2010-09-16,17.2264461517334
2010-09-17,17.665565490722656
2010-09-20,18.054277420043945
2010-09-21,17.989501953125
2010-09-22,17.80233383178711
2010-09-23,17.607969284057617
2010-09-24,18.16226577758789
2010-09-27,17.917512893676758
2010-09-28,18.241451263427734
2010-09-29,18.277446746826172
2010-09-30,18.71656608581543
2010-10-01,18.766952514648438
2010-10-04,18.270252227783203
2010-10-05,18.975719451904297
2010-10-06,18.860546112060547
2010-10-07,18.774158477783203
2010-10-08,19.09809684753418
2010-10-11,19.14129066467285
2010-10-12,19.306865692138672
2010-10-13,19.594806671142578
2010-10-14,19.42923927307129
2010-10-15,19.2708683013916
2010-10-18,19.5084228515625
2010-10-19,19.10529327392578
2010-10-20,19.544418334960938
2010-10-21,19.5084228515625
2010-10-22,19.695594787597656
2010-10-25,19.7531795501709
2010-10-26,19.724382400512695
2010-10-27,19.58761215209961
2010-10-28,19.62360191345215
2010-10-29,19.51561737060547
2010-11-01,19.65959358215332
2010-11-02,19.868362426757812
2010-11-03,20.04832649230957
2010-11-04,20.40105628967285
2010-11-05,20.451444625854492
2010-11-08,20.235490798950195
2010-11-09,19.882761001586914
2010-11-10,20.005123138427734
2010-11-11,20.0195255279541
2010-11-12,19.882761001586914
2010-11-15,19.853958129882812
2010-11-16,19.436443328857422
2010-11-17,19.42923927307129
2010-11-18,19.825170516967773
2010-11-19,19.551616668701172
2010-11-22,19.7830753326416
2010-11-23,19.61671257019043
2010-11-24,20.34727668762207
2010-11-26,20.14474868774414
2010-11-29,20.24601173400879
2010-11-30,20.05071258544922
2010-12-01,20.846376419067383
2010-12-02,21.584169387817383
2010-12-03,21.52630615234375
2010-12-06,21.432273864746094
2010-12-07,21.504600524902344
2010-12-08,21.62757110595703
2010-12-09,21.822866439819336
2010-12-10,21.844568252563477
2010-12-13,21.815637588500977
2010-12-14,22.112199783325195
2010-12-15,21.916906356811523
2010-12-16,21.8518009185791
2010-12-17,22.003705978393555
2010-12-20,21.938602447509766
2010-12-21,22.29303741455078
2010-12-22,22.329200744628906
2010-12-23,22.350906372070312
2010-12-27,22.336437225341797
2010-12-28,22.408761978149414
2010-12-29,22.336437225341797
2010-12-30,22.350906372070312
2010-12-31,22.133901596069336
2011-01-03,22.394306182861328
2011-01-04,22.025405883789062
2011-01-05,22.850000381469727
2011-01-06,22.980207443237305
2011-01-07,22.951265335083008
2011-01-10,23.13209342956543
2011-01-11,23.414194107055664
2011-01-12,23.848188400268555
2011-01-13,23.783096313476562
2011-01-14,23.906064987182617
2011-01-18,24.484724044799805
2011-01-19,23.884366989135742
2011-01-20,23.739694595336914
2011-01-21,23.76862907409668
2011-01-24,24.108592987060547
2011-01-25,24.470258712768555
2011-01-26,24.368995666503906
2011-01-27,22.828304290771484
2011-01-28,22.256874084472656
2011-01-31,22.68363380432129
2011-02-01,22.994665145874023
2011-02-02,23.0163631439209
2011-02-03,23.69629669189453
2011-02-04,24.311128616333008
2011-02-07,24.224327087402344
2011-02-08,24.282190322875977
2011-02-09,24.17369270324707
2011-02-10,24.04349136352539
2011-02-11,24.050729751586914
2011-02-14,23.746932983398438
2011-02-15,23.508237838745117
2011-02-16,23.58055877685547
2011-02-17,23.515464782714844
2011-02-18,23.587791442871094
2011-02-22,23.146570205688477
2011-02-23,22.65253448486328
2011-02-24,22.8559627532959
2011-02-25,23.161094665527344
2011-02-28,23.175622940063477
2011-03-01,22.76878547668457
2011-03-02,22.92860984802246
2011-03-03,24.09829330444336
2011-03-04,23.82948875427246
2011-03-07,23.320926666259766
2011-03-08,23.807693481445312
2011-03-09,22.746978759765625
2011-03-10,21.933298110961914
2011-03-11,22.303817749023438
2011-03-14,21.940567016601562
2011-03-15,21.875171661376953
2011-03-16,21.693540573120117
2011-03-17,21.511924743652344
2011-03-18,21.599102020263672
2011-03-21,22.020479202270508
2011-03-22,21.555511474609375
2011-03-23,21.41021156311035
2011-03-24,21.373876571655273
2011-03-25,21.599102020263672
2011-03-28,21.315765380859375
2011-03-29,21.548242568969727
2011-03-30,21.88970947265625
2011-03-31,22.231164932250977
2011-04-01,22.572622299194336
2011-04-04,22.52176856994629
2011-04-05,22.78331184387207
2011-04-06,22.76878547668457
2011-04-07,22.550830841064453
2011-04-08,22.064062118530273
2011-04-11,21.860647201538086
2011-04-12,21.75167465209961
2011-04-13,21.802522659301758
2011-04-14,21.831584930419922
2011-04-15,21.853376388549805
2011-04-18,21.22858238220215
2011-04-19,21.526453018188477
2011-04-20,21.95509147644043
2011-04-21,22.267492294311523
2011-04-25,22.52176856994629
2011-04-26,22.449115753173828
2011-04-27,22.216629028320312
2011-04-28,21.92603302001953
2011-04-29,22.03500747680664
2011-05-02,21.882442474365234
2011-05-03,21.75167465209961
2011-05-04,21.35935401916504
2011-05-05,21.046945571899414
2011-05-06,20.952505111694336
2011-05-09,20.923450469970703
2011-05-10,21.090547561645508
2011-05-11,20.959774017333984
2011-05-12,21.083276748657227
2011-05-13,20.625587463378906
2011-05-16,20.037105560302734
2011-05-17,19.94992446899414
2011-05-18,20.49480628967285
2011-05-19,20.240528106689453
2011-05-20,20.066173553466797
2011-05-23,19.817899703979492
2011-05-24,19.861711502075195
2011-05-25,19.978546142578125
2011-05-26,20.241418838500977
2011-05-27,20.117279052734375
2011-05-31,20.131885528564453
2011-06-01,19.51851463317871
2011-06-02,19.394372940063477
2011-06-03,19.43088722229004
2011-06-06,19.20452308654785
2011-06-07,19.51851463317871
2011-06-08,19.138805389404297
2011-06-09,19.116897583007812
2011-06-10,18.773693084716797
2011-06-13,18.63495635986328
2011-06-14,19.06577491760254
2011-06-15,18.61305046081543
2011-06-16,18.773693084716797
2011-06-17,18.897829055786133
2011-06-20,19.24833106994629
2011-06-21,19.591529846191406
2011-06-22,19.343265533447266
2011-06-23,19.394372940063477
2011-06-24,18.985456466674805
2011-06-27,19.160707473754883
2011-06-28,19.37247085571289
2011-06-29,19.277542114257812
2011-06-30,19.73756980895996
2011-07-01,20.1099796295166
2011-07-05,19.70105743408203
2011-07-06,19.883615493774414
2011-07-07,20.299837112426758
2011-07-08,19.482006072998047
2011-07-11,18.934345245361328
2011-07-12,18.85401725769043
2011-07-13,18.83941650390625
2011-07-14,18.488914489746094
2011-07-15,18.53272819519043
2011-07-18,18.160324096679688
2011-07-19,18.766395568847656
2011-07-20,18.85401725769043
2011-07-21,21.738351821899414
2011-07-22,21.43166732788086
2011-07-25,21.23450469970703
2011-07-26,20.48969268798828
2011-07-27,19.839797973632812
2011-07-28,19.832500457763672
2011-07-29,19.99314308166504
2011-08-01,19.613441467285156
2011-08-02,18.88323211669922
2011-08-03,18.70798110961914
2011-08-04,18.06539535522461
2011-08-05,17.619962692260742
2011-08-08,16.188751220703125
2011-08-09,17.145336151123047
2011-08-10,15.98429012298584
2011-08-11,16.853242874145508
2011-08-12,16.83133888244629
2011-08-15,17.07961082458496
2011-08-16,16.824031829833984
2011-08-17,16.604969024658203
2011-08-18,15.670305252075195
2011-08-19,15.568076133728027
2011-08-22,16.028104782104492
2011-08-23,16.513139724731445
2011-08-24,16.696863174438477
2011-08-25,16.3073673248291
2011-08-26,16.638071060180664
2011-08-29,17.218643188476562
2011-08-30,17.586090087890625
2011-08-31,17.578746795654297
2011-09-01,17.15250015258789
2011-09-02,16.520484924316406
2011-09-06,16.233875274658203
2011-09-07,16.711559295654297
2011-09-08,16.22652244567871
2011-09-09,15.543072700500488
2011-09-12,15.329952239990234
2011-09-13,15.719449043273926
2011-09-14,16.05750846862793
2011-09-15,16.535184860229492
2011-09-16,16.68216896057129
