Date,FFBC
2010-01-04,7.770431995391846
2010-01-05,7.303153991699219
2010-01-06,7.292657375335693
2010-01-07,7.455410480499268
2010-01-08,7.586670398712158
2010-01-11,7.576167106628418
2010-01-12,7.612921714782715
2010-01-13,7.607672691345215
2010-01-14,7.870185375213623
2010-01-15,7.728426933288574
2010-01-19,7.980441093444824
2010-01-20,7.849184989929199
2010-01-21,8.190452575683594
2010-01-22,8.153702735900879
2010-01-25,8.179950714111328
2010-01-26,7.77568244934082
2010-01-27,7.948939800262451
2010-01-28,8.505471229553223
2010-01-29,8.61047649383545
2010-02-01,8.736480712890625
2010-02-02,8.699732780456543
2010-02-03,8.489715576171875
2010-02-04,8.248204231262207
2010-02-05,8.536972045898438
2010-02-08,8.452967643737793
2010-02-09,8.594725608825684
2010-02-10,8.678730964660645
2010-02-11,8.715481758117676
2010-02-12,8.888744354248047
2010-02-16,8.951745986938477
2010-02-17,8.888744354248047
2010-02-18,8.977997779846191
2010-02-19,8.993749618530273
2010-02-22,9.224760055541992
2010-02-23,9.408520698547363
2010-02-24,9.776041030883789
2010-02-25,9.849544525146484
2010-02-26,9.744538307189941
2010-03-01,9.82329273223877
2010-03-02,9.581777572631836
2010-03-03,9.349494934082031
2010-03-04,9.4022855758667
2010-03-05,9.65569019317627
2010-03-08,9.539545059204102
2010-03-09,9.587063789367676
2010-03-10,9.724319458007812
2010-03-11,9.750718116760254
2010-03-12,9.660970687866211
2010-03-15,9.682082176208496
2010-03-16,9.755992889404297
2010-03-17,9.81934928894043
2010-03-18,9.74543571472168
2010-03-19,9.771831512451172
2010-03-22,10.004120826721191
2010-03-23,10.030515670776367
2010-03-24,9.9143705368042
2010-03-25,9.94076919555664
2010-03-26,9.692644119262695
2010-03-29,9.56066608428955
2010-03-30,9.52370834350586
2010-03-31,9.38645076751709
2010-04-01,9.55538272857666
2010-04-05,9.814066886901855
2010-04-06,9.845742225646973
2010-04-07,9.856298446655273
2010-04-08,9.666247367858887
2010-04-09,9.792950630187988
2010-04-12,9.9143705368042
2010-04-13,9.94076919555664
2010-04-14,10.257518768310547
2010-04-15,10.27863597869873
2010-04-16,9.951327323913574
2010-04-19,10.183615684509277
2010-04-20,10.32087230682373
2010-04-21,10.563718795776367
2010-04-22,10.906864166259766
2010-04-23,11.255294799804688
2010-04-26,10.78016471862793
2010-04-27,10.410618782043457
2010-04-28,10.442296028137207
2010-04-29,11.0230073928833
2010-04-30,10.088583946228027
2010-05-03,9.703205108642578
2010-05-04,9.375893592834473
2010-05-05,9.222794532775879
2010-05-06,8.974668502807617
2010-05-07,8.710710525512695
2010-05-10,9.196396827697754
2010-05-11,9.460358619689941
2010-05-12,9.887971878051758
2010-05-13,9.713759422302246
2010-05-14,9.544825553894043
2010-05-17,9.381169319152832
2010-05-18,8.93771743774414
2010-05-19,8.969390869140625
2010-05-20,8.357000350952148
2010-05-21,8.552332878112793
2010-05-24,8.23029899597168
2010-05-25,8.335883140563965
2010-05-26,8.383398056030273
2010-05-27,8.668476104736328
2010-05-28,8.39395523071289
2010-06-01,8.24085807800293
2010-06-02,8.43213939666748
2010-06-03,8.649978637695312
2010-06-04,8.219605445861816
2010-06-07,8.1133394241333
2010-06-08,8.134593963623047
2010-06-09,8.060208320617676
2010-06-10,8.368379592895508
2010-06-11,8.37900447845459
2010-06-14,8.341811180114746
2010-06-15,8.474640846252441
2010-06-16,8.46401596069336
2010-06-17,8.549026489257812
2010-06-18,8.50120735168457
2010-06-21,8.58621883392334
2010-06-22,8.453387260437012
2010-06-23,8.36306381225586
2010-06-24,8.485269546508789
2010-06-25,8.729679107666016
2010-06-28,8.67654800415039
2010-06-29,8.27805233001709
2010-06-30,7.943318843841553
2010-07-01,7.826424598693848
2010-07-02,7.539510726928711
2010-07-06,7.55544900894165
2010-07-07,7.911435127258301
2010-07-08,8.065521240234375
2010-07-09,8.065521240234375
2010-07-12,8.0230131149292
2010-07-13,8.187728881835938
2010-07-14,8.07083511352539
2010-07-15,8.049582481384277
2010-07-16,7.72015905380249
2010-07-19,7.688282012939453
2010-07-20,7.7839202880859375
2010-07-21,7.597954750061035
2010-07-22,7.858305931091309
2010-07-23,7.9326887130737305
2010-07-26,8.341811180114746
2010-07-27,8.628729820251465
2010-07-28,8.517147064208984
2010-07-29,8.64466667175293
2010-07-30,8.448074340820312
2010-08-02,8.692483901977539
2010-08-03,8.628729820251465
2010-08-04,9.085667610168457
2010-08-05,8.931585311889648
2010-08-06,8.719050407409668
2010-08-09,8.777497291564941
2010-08-10,8.74030590057373
