Date,FFIN
2010-01-04,6.648636817932129
2010-01-05,6.5202860832214355
2010-01-06,6.456114292144775
2010-01-07,6.614729881286621
2010-01-08,6.6098856925964355
2010-01-11,6.517866611480713
2010-01-12,6.522707462310791
2010-01-13,6.5190749168396
2010-01-14,6.613522529602051
2010-01-15,6.521500110626221
2010-01-19,6.57961893081665
2010-01-20,6.494859218597412
2010-01-21,6.477905750274658
2010-01-22,6.440371513366699
2010-01-25,6.440371513366699
2010-01-26,6.399204254150391
2010-01-27,6.492439270019531
2010-01-28,6.471855640411377
2010-01-29,6.423422336578369
2010-02-01,6.3967814445495605
2010-02-02,6.382253646850586
2010-02-03,6.262381553649902
2010-02-04,6.200629711151123
2010-02-05,6.204263687133789
2010-02-08,6.150985240936279
2010-02-09,6.178834438323975
2010-02-10,6.186102390289307
2010-02-11,6.169149398803711
2010-02-12,6.180047512054443
2010-02-16,6.259959697723389
2010-02-17,6.240584850311279
2010-02-18,6.328974723815918
2010-02-19,6.351981163024902
2010-02-22,6.374989032745361
2010-02-23,6.38346529006958
2010-02-24,6.448849201202393
2010-02-25,6.3967814445495605
2010-02-26,6.338662624359131
2010-03-01,6.450058937072754
2010-03-02,6.494859218597412
2010-03-03,6.490017414093018
2010-03-04,6.4960713386535645
2010-03-05,6.6074676513671875
2010-03-08,6.554189682006836
2010-03-09,6.559034824371338
2010-03-10,6.557821750640869
2010-03-11,6.523705005645752
2010-03-12,6.459125518798828
2010-03-15,6.483495712280273
2010-03-16,6.464001655578613
2010-03-17,6.499335765838623
2010-03-18,6.488371849060059
2010-03-19,6.535890579223633
2010-03-22,6.576100826263428
2010-03-23,6.577320575714111
2010-03-24,6.439631462097168
2010-03-25,6.372616767883301
2010-03-26,6.334841251373291
2010-03-29,6.325093746185303
2010-03-30,6.339718341827393
2010-03-31,6.282450199127197
2010-04-01,6.327531337738037
2010-04-05,6.388454914093018
2010-04-06,6.450596809387207
2010-04-07,6.46034574508667
2010-04-08,6.4908061027526855
2010-04-09,6.435975074768066
2010-04-12,6.472527980804443
2010-04-13,6.438413143157959
2010-04-14,6.488371849060059
2010-04-15,6.457906246185303
2010-04-16,6.410386562347412
2010-04-19,6.488371849060059
2010-04-20,6.580975532531738
2010-04-21,6.6613922119140625
2010-04-22,6.660172462463379
2010-04-23,6.679671287536621
2010-04-26,6.584630489349365
2010-04-27,6.488371849060059
2010-04-28,6.601688385009766
2010-04-29,6.691854476928711
2010-04-30,6.516395568847656
2010-05-03,6.568788051605225
2010-05-04,6.387235164642334
2010-05-05,6.444503307342529
2010-05-06,6.326312065124512
2010-05-07,6.267825603485107
2010-05-10,6.450596809387207
2010-05-11,6.568788051605225
2010-05-12,6.656518459320068
2010-05-13,6.594374179840088
2010-05-14,6.541981220245361
2010-05-17,6.610218048095703
2010-05-18,6.479839324951172
2010-05-19,6.426229000091553
2010-05-20,6.174004554748535
2010-05-21,6.255642414093018
2010-05-24,6.167912006378174
2010-05-25,6.171566963195801
2010-05-26,6.100896835327148
2010-05-27,6.3494648933410645
2010-05-28,6.114297866821289
2010-06-01,5.997324466705322
2010-06-02,6.111862659454346
2010-06-03,6.174004554748535
2010-06-04,5.91447114944458
2010-06-07,5.909594535827637
2010-06-08,6.014382362365723
2010-06-09,5.942492485046387
2010-06-10,6.124045372009277
2010-06-11,6.124046325683594
2010-06-14,6.086016654968262
2010-06-15,6.198880195617676
2010-06-16,6.176797866821289
2010-06-17,6.191519260406494
2010-06-18,6.142448902130127
2010-06-21,6.089698314666748
2010-06-22,6.0847907066345215
2010-06-23,6.0369462966918945
2010-06-24,5.971926689147949
2010-06-25,6.078657627105713
2010-06-28,6.09951114654541
2010-06-29,5.990329742431641
2010-06-30,5.899546146392822
2010-07-01,5.819808006286621
2010-07-02,5.795272350311279
2010-07-06,5.749881267547607
2010-07-07,5.938804626464844
2010-07-08,5.971926689147949
2010-07-09,6.050440788269043
2010-07-12,5.951070785522461
2010-07-13,6.176797866821289
2010-07-14,6.074975967407227
2010-07-15,5.996463298797607
2010-07-16,5.741292953491211
2010-07-19,5.753561496734619
2010-07-20,5.7940449714660645
2010-07-21,5.607574939727783
2010-07-22,5.8308491706848145
2010-07-23,5.949844837188721
2010-07-26,6.131407737731934
2010-07-27,6.207467555999756
2010-07-28,6.127727508544922
2010-07-29,6.09951114654541
2010-07-30,6.013636589050293
2010-08-02,6.104417324066162
2010-08-03,6.035720348358154
2010-08-04,6.057799816131592
2010-08-05,5.9572062492370605
2010-08-06,5.873784065246582
2010-08-09,5.965793132781982
2010-08-10,5.859066009521484
2010-08-11,5.70081090927124
2010-08-12,5.659099102020264
2010-08-13,5.573225498199463
2010-08-16,5.6284308433532715
