Date,SIGI
2010-01-04,12.491470336914062
2010-01-05,12.387374877929688
2010-01-06,12.179181098937988
2010-01-07,12.06021785736084
2010-01-08,11.985859870910645
2010-01-11,11.963554382324219
2010-01-12,11.799976348876953
2010-01-13,11.86689567565918
2010-01-14,11.874330520629883
2010-01-15,11.762798309326172
2010-01-19,11.970987319946289
2010-01-20,11.799976348876953
2010-01-21,11.614089965820312
2010-01-22,11.42077350616455
2010-01-25,11.547173500061035
2010-01-26,11.391030311584473
2010-01-27,11.554608345031738
2010-01-28,11.35385513305664
2010-01-29,11.50256061553955
2010-02-01,11.472819328308105
2010-02-02,11.361288070678711
2010-02-03,11.264625549316406
2010-02-04,11.272065162658691
2010-02-05,11.547173500061035
2010-02-08,11.331546783447266
2010-02-09,11.472819328308105
2010-02-10,11.667780876159668
2010-02-11,11.802755355834961
2010-02-12,12.102700233459473
2010-02-16,12.260176658630371
2010-02-17,12.237674713134766
2010-02-18,12.267666816711426
2010-02-19,12.215178489685059
2010-02-22,12.215178489685059
2010-02-23,12.222676277160645
2010-02-24,12.350149154663086
2010-02-25,12.252667427062988
2010-02-26,12.155189514160156
2010-03-01,12.215178489685059
2010-03-02,12.222676277160645
2010-03-03,12.147692680358887
2010-03-04,12.140191078186035
2010-03-05,12.132696151733398
2010-03-08,12.215178489685059
2010-03-09,12.290166854858398
2010-03-10,12.335155487060547
2010-03-11,12.395146369934082
2010-03-12,12.365147590637207
2010-03-15,12.402642250061035
2010-03-16,12.402642250061035
2010-03-17,12.597606658935547
2010-03-18,12.597606658935547
2010-03-19,12.56761360168457
2010-03-22,12.642597198486328
2010-03-23,12.717581748962402
2010-03-24,12.620100975036621
2010-03-25,12.47762680053711
2010-03-26,12.597606658935547
2010-03-29,12.62759780883789
2010-03-30,12.635102272033691
2010-03-31,12.44763469696045
2010-04-01,12.582608222961426
2010-04-05,12.687588691711426
2010-04-06,12.807565689086914
2010-04-07,12.905044555664062
2010-04-08,12.830060958862305
2010-04-09,12.665096282958984
2010-04-12,12.537617683410645
2010-04-13,12.530118942260742
2010-04-14,12.897547721862793
2010-04-15,12.770072937011719
2010-04-16,12.635102272033691
2010-04-19,12.710081100463867
2010-04-20,12.785069465637207
2010-04-21,12.800066947937012
2010-04-22,12.875055313110352
2010-04-23,12.95003890991211
2010-04-26,12.747580528259277
2010-04-27,12.590106964111328
2010-04-28,12.695085525512695
2010-04-29,12.882552146911621
2010-04-30,12.530118942260742
2010-05-03,12.695085525512695
2010-05-04,12.440136909484863
2010-05-05,12.237674713134766
2010-05-06,11.952728271484375
2010-05-07,11.480314254760742
2010-05-10,12.080204010009766
2010-05-11,12.11019515991211
2010-05-12,12.420133590698242
2010-05-13,12.352095603942871
2010-05-14,12.246269226074219
2010-05-17,12.465490341186523
2010-05-18,12.163114547729492
2010-05-19,12.23115062713623
2010-05-20,11.596158981323242
2010-05-21,11.528119087219238
2010-05-24,11.225747108459473
2010-05-25,11.361815452575684
2010-05-26,11.324018478393555
2010-05-27,11.845620155334473
2010-05-28,11.79270076751709
2010-06-01,11.316458702087402
2010-06-02,11.633954048156738
2010-06-03,11.67931079864502
2010-06-04,11.067001342773438
2010-06-07,10.946044921875
2010-06-08,10.900693893432617
2010-06-09,10.779738426208496
2010-06-10,11.25598430633545
2010-06-11,11.369373321533203
2010-06-14,11.369373321533203
2010-06-15,11.777585983276367
2010-06-16,11.754905700683594
2010-06-17,11.853178977966309
2010-06-18,11.95901107788086
2010-06-21,11.754905700683594
2010-06-22,11.709547996520996
2010-06-23,11.656633377075195
2010-06-24,11.6188325881958
2010-06-25,11.838061332702637
2010-06-28,11.79270076751709
2010-06-29,11.460086822509766
2010-06-30,11.233304023742676
2010-07-01,11.104796409606934
2010-07-02,11.021642684936523
2010-07-06,10.719261169433594
2010-07-07,11.014080047607422
2010-07-08,11.097234725952148
2010-07-09,11.384491920471191
2010-07-12,11.15771198272705
2010-07-13,11.513002395629883
2010-07-14,11.44497013092041
2010-07-15,11.407175064086914
2010-07-16,11.271102905273438
2010-07-19,11.316458702087402
2010-07-20,11.316458702087402
2010-07-21,11.203064918518066
2010-07-22,11.543242454528809
2010-07-23,11.641510963439941
2010-07-26,11.762463569641113
2010-07-27,11.951452255249023
2010-07-28,11.717106819152832
2010-07-29,12.057283401489258
2010-07-30,11.762463569641113
2010-08-02,11.936331748962402
2010-08-03,11.875858306884766
2010-08-04,12.147992134094238
2010-08-05,12.004364967346191
2010-08-06,11.875858306884766
2010-08-09,12.102636337280273
2010-08-10,11.943896293640137
2010-08-11,11.517051696777344
2010-08-12,11.65424919128418
2010-08-13,11.4789400100708
2010-08-16,11.532297134399414
2010-08-17,11.65424919128418
2010-08-18,11.753337860107422
2010-08-19,11.395098686218262
2010-08-20,11.364606857299805
2010-08-23,11.196922302246094
2010-08-24,11.166433334350586
2010-08-25,11.402716636657715
2010-08-26,11.334117889404297
2010-08-27,11.570406913757324
2010-08-30,11.273139953613281
2010-08-31,11.326494216918945
2010-09-01,11.768577575683594
2010-09-02,11.570406913757324
2010-09-03,11.776204109191895
2010-09-07,11.532297134399414
2010-09-08,11.600894927978516
2010-09-09,11.82193660736084
2010-09-10,11.753337860107422
2010-09-13,11.890539169311523
2010-09-14,11.928646087646484
2010-09-15,12.180179595947266
2010-09-16,12.157313346862793
2010-09-17,12.38597583770752
