Date,ACCO
2010-01-04,5.640002727508545
2010-01-05,5.48293924331665
2010-01-06,5.640002727508545
2010-01-07,5.789926052093506
2010-01-08,5.768508434295654
2010-01-11,5.8970160484313965
2010-01-12,5.711395263671875
2010-01-13,5.739951133728027
2010-01-14,5.797068119049072
2010-01-15,5.81134557723999
2010-01-19,6.025519847869873
2010-01-20,5.854179859161377
2010-01-21,5.882737159729004
2010-01-22,5.8684587478637695
2010-01-25,5.825623989105225
2010-01-26,5.711395263671875
2010-01-27,5.704256057739258
2010-01-28,5.5329132080078125
2010-01-29,5.497217655181885
2010-02-01,5.604306697845459
2010-02-02,5.5186357498168945
2010-02-03,5.590027809143066
2010-02-04,5.147395133972168
2010-02-05,5.133116722106934
2010-02-08,4.983192443847656
2010-02-09,5.097421646118164
2010-02-10,4.626230239868164
2010-02-11,5.325875282287598
2010-02-12,5.175952911376953
2010-02-16,5.354433059692383
2010-02-17,5.347293376922607
2010-02-18,5.354433059692383
2010-02-19,5.361572265625
2010-02-22,5.38299036026001
2010-02-23,5.175952911376953
2010-02-24,5.268762111663818
2010-02-25,5.18309211730957
2010-02-26,5.118837356567383
2010-03-01,5.675698757171631
2010-03-02,5.48293924331665
2010-03-03,5.640002727508545
2010-03-04,5.568610191345215
2010-03-05,5.604306697845459
2010-03-08,5.782787799835205
2010-03-09,5.91843318939209
2010-03-10,5.825623989105225
2010-03-11,5.761369705200195
2010-03-12,5.540052890777588
2010-03-15,5.540052890777588
2010-03-16,5.297319412231445
2010-03-17,5.347293376922607
2010-03-18,5.340153694152832
2010-03-19,5.0902814865112305
2010-03-22,5.233065605163574
2010-03-23,5.254483222961426
2010-03-24,5.432963848114014
2010-03-25,5.432963848114014
2010-03-26,5.48293924331665
2010-03-29,5.575747966766357
2010-03-30,5.582889556884766
2010-03-31,5.468660831451416
2010-04-01,5.5186357498168945
2010-04-05,5.66856050491333
2010-04-06,5.797068119049072
2010-04-07,5.661420822143555
2010-04-08,5.411546230316162
2010-04-09,5.475799560546875
2010-04-12,5.432963848114014
2010-04-13,5.361572265625
2010-04-14,5.625724792480469
2010-04-15,5.5186357498168945
2010-04-16,5.283039569854736
2010-04-19,5.447243690490723
2010-04-20,5.647140979766846
2010-04-21,5.789926052093506
2010-04-22,5.9041547775268555
2010-04-23,6.325370788574219
2010-04-26,6.539547443389893
2010-04-27,6.532407760620117
2010-04-28,6.510990142822266
2010-04-29,6.653774738311768
2010-04-30,6.518131256103516
2010-05-03,6.568103790283203
2010-05-04,5.96840763092041
2010-05-05,5.818483829498291
2010-05-06,5.490079402923584
2010-05-07,5.054585933685303
2010-05-10,5.38299036026001
2010-05-11,5.4401044845581055
2010-05-12,5.754230976104736
2010-05-13,5.725674152374268
2010-05-14,5.454382419586182
2010-05-17,5.24734354019165
2010-05-18,4.9260783195495605
2010-05-19,4.854686260223389
2010-05-20,4.44774866104126
2010-05-21,4.66192626953125
2010-05-24,4.547698974609375
2010-05-25,4.640509128570557
2010-05-26,4.719038963317871
2010-05-27,5.211648941040039
2010-05-28,5.040304660797119
2010-06-01,4.761876106262207
2010-06-02,4.811850547790527
2010-06-03,4.6976213455200195
2010-06-04,4.304965019226074
2010-06-07,4.3620781898498535
2010-06-08,4.162179470062256
2010-06-09,4.01225471496582
2010-06-10,4.090786457061768
2010-06-11,3.919445276260376
2010-06-14,3.855191707611084
2010-06-15,3.9694199562072754
2010-06-16,3.8123550415039062
2010-06-17,3.690988302230835
2010-06-18,3.8123550415039062
2010-06-21,3.748103141784668
2010-06-22,3.8980274200439453
2010-06-23,3.855191707611084
2010-06-24,3.7909398078918457
2010-06-25,4.062230110168457
2010-06-28,3.948002815246582
2010-06-29,3.726685047149658
2010-06-30,3.5624823570251465
2010-07-01,3.64815354347229
2010-07-02,3.5482044219970703
2010-07-06,3.4553945064544678
2010-07-07,3.5910401344299316
2010-07-08,3.8052165508270264
2010-07-09,3.9836976528167725
2010-07-12,3.8123550415039062
2010-07-13,4.08364725112915
2010-07-14,3.997976541519165
2010-07-15,3.776660442352295
2010-07-16,3.5196468830108643
2010-07-19,3.4982290267944336
2010-07-20,3.5696218013763428
2010-07-21,3.4910895824432373
2010-07-22,3.7338247299194336
2010-07-23,3.7909398078918457
2010-07-26,4.112205505371094
2010-07-27,4.1550397872924805
2010-07-28,3.9622802734375
2010-07-29,4.254989147186279
2010-07-30,4.2264323234558105
2010-08-02,4.519142150878906
2010-08-03,4.533418655395508
2010-08-04,4.604811191558838
2010-08-05,4.547698974609375
2010-08-06,4.590534687042236
2010-08-09,4.818988800048828
2010-08-10,4.5976738929748535
2010-08-11,4.304965019226074
2010-08-12,4.2692670822143555
2010-08-13,4.276407718658447
2010-08-16,4.297823429107666
2010-08-17,4.512001991271973
2010-08-18,4.5762553215026855
2010-08-19,4.340661525726318
2010-08-20,4.197875022888184
2010-08-23,4.119343280792236
2010-08-24,3.862330675125122
2010-08-25,4.01225471496582
2010-08-26,4.0479512214660645
2010-08-27,4.197875022888184
2010-08-30,4.090786457061768
2010-08-31,4.14790153503418
2010-09-01,4.340661525726318
2010-09-02,4.49772310256958
2010-09-03,4.44774866104126
2010-09-07,4.262129783630371
2010-09-08,4.390633583068848
2010-09-09,4.333521842956543
2010-09-10,4.347799777984619
2010-09-13,4.590534687042236
2010-09-14,4.647648811340332
2010-09-15,4.2692670822143555
2010-09-16,4.2407097816467285
2010-09-17,4.219293594360352
2010-09-20,4.49772310256958
2010-09-21,4.347799777984619
2010-09-22,4.162179470062256
2010-09-23,3.948002815246582
2010-09-24,4.247848987579346
2010-09-27,4.0479512214660645
2010-09-28,4.169319152832031
2010-09-29,4.176456928253174
2010-09-30,4.105064392089844
2010-10-01,4.2264323234558105
2010-10-04,4.01225471496582
2010-10-05,4.205014705657959
2010-10-06,4.1407623291015625
2010-10-07,4.090786457061768
2010-10-08,4.183597087860107
2010-10-11,4.169319152832031
2010-10-12,4.190735816955566
2010-10-13,4.3977742195129395
2010-10-14,4.262129783630371
2010-10-15,4.312103271484375
2010-10-18,4.37635612487793
2010-10-19,4.119343280792236
2010-10-20,4.283544540405273
2010-10-21,4.233571529388428
2010-10-22,4.183597087860107
2010-10-25,4.2407097816467285
2010-10-26,4.190735816955566
2010-10-27,4.469167709350586
2010-10-28,4.44774866104126
2010-10-29,4.44774866104126
2010-11-01,4.333521842956543
2010-11-02,4.369216442108154
2010-11-03,4.3549394607543945
2010-11-04,4.419191360473633
2010-11-05,4.669065952301025
2010-11-08,4.554836273193359
2010-11-09,4.826128959655762
2010-11-10,5.24734354019165
2010-11-11,5.283039569854736
2010-11-12,5.0902814865112305
2010-11-15,5.083140850067139
2010-11-16,5.054585933685303
2010-11-17,5.004610538482666
2010-11-18,5.275900840759277
2010-11-19,5.1688127517700195
2010-11-22,5.0688629150390625
2010-11-23,4.940356731414795
2010-11-24,5.204508304595947
2010-11-26,5.104559421539307
2010-11-29,4.96891450881958
2010-11-30,5.011748790740967
2010-12-01,5.24734354019165
2010-12-02,5.297319412231445
2010-12-03,5.3044586181640625
2010-12-06,5.233065605163574
2010-12-07,5.3044586181640625
2010-12-08,5.697115421295166
2010-12-09,5.8684587478637695
2010-12-10,6.161167144775391
2010-12-13,6.068356990814209
2010-12-14,5.996964454650879
2010-12-15,5.925574779510498
2010-12-16,6.061217308044434
2010-12-17,5.939850807189941
2010-12-20,6.011242866516113
2010-12-21,6.189724445343018
2010-12-22,6.139750957489014
2010-12-23,6.211142539978027
2010-12-27,6.2468390464782715
2010-12-28,6.218282699584961
2010-12-29,6.2468390464782715
2010-12-30,6.261118412017822
2010-12-31,6.082635402679443
2011-01-03,6.303954124450684
2011-01-04,6.275394916534424
2011-01-05,6.318231105804443
2011-01-06,6.018383979797363
2011-01-07,5.925574779510498
2011-01-10,5.911293983459473
2011-01-11,5.782787799835205
2011-01-12,6.0326619148254395
2011-01-13,6.0897746086120605
2011-01-14,6.068356990814209
2011-01-18,6.054079532623291
2011-01-19,5.68283748626709
2011-01-20,5.68283748626709
2011-01-21,5.604306697845459
2011-01-24,5.81134557723999
2011-01-25,5.932713508605957
2011-01-26,6.13261079788208
2011-01-27,6.018383979797363
2011-01-28,5.789926052093506
2011-01-31,5.861318588256836
2011-02-01,6.075496196746826
2011-02-02,6.075496196746826
2011-02-03,6.039800643920898
2011-02-04,6.075496196746826
2011-02-07,6.075496196746826
2011-02-08,6.168307304382324
2011-02-09,6.225419521331787
2011-02-10,6.204002380371094
2011-02-11,6.311092853546143
2011-02-14,6.411040306091309
2011-02-15,6.4181809425354
2011-02-16,6.553825378417969
2011-02-17,6.510990142822266
2011-02-18,6.482433319091797
2011-02-22,6.154027462005615
2011-02-23,5.875597953796387
2011-02-24,5.939850807189941
2011-02-25,6.154027462005615
2011-02-28,6.1040544509887695
2011-03-01,5.996964454650879
2011-03-02,6.154027462005615
2011-03-03,6.332508087158203
2011-03-04,6.353927135467529
2011-03-07,6.389622211456299
2011-03-08,6.603799343109131
2011-03-09,6.760863780975342
2011-03-10,6.446736812591553
2011-03-11,6.4681549072265625
2011-03-14,6.3467864990234375
2011-03-15,6.289675235748291
2011-03-16,6.282533645629883
2011-03-17,6.182585716247559
2011-03-18,6.182585716247559
2011-03-21,6.4181809425354
2011-03-22,6.425320625305176
2011-03-23,6.439598083496094
2011-03-24,6.560965538024902
2011-03-25,6.503849029541016
2011-03-28,6.496710777282715
2011-03-29,6.510990142822266
2011-03-30,6.5823845863342285
2011-03-31,6.81083869934082
2011-04-01,6.875089168548584
2011-04-04,6.996458053588867
2011-04-05,7.210636138916016
2011-04-06,7.3676981925964355
2011-04-07,7.096408843994141
2011-04-08,6.853673458099365
2011-04-11,6.78228235244751
2011-04-12,6.746585845947266
2011-04-13,6.682331562042236
2011-04-14,6.725168228149414
2011-04-15,6.7894206047058105
2011-04-18,6.732306957244873
2011-04-19,6.860814094543457
2011-04-20,7.06071138381958
2011-04-21,7.067849636077881
2011-04-25,6.9393439292907715
2011-04-26,6.889369964599609
2011-04-27,7.06071138381958
2011-04-28,7.003597259521484
2011-04-29,6.932204723358154
2011-05-02,7.010738372802734
2011-05-03,6.875089168548584
2011-05-04,6.768002510070801
2011-05-05,6.746585845947266
2011-05-06,6.75372314453125
2011-05-09,6.675193786621094
2011-05-10,6.78228235244751
2011-05-11,6.632356643676758
2011-05-12,6.839395523071289
2011-05-13,6.603799343109131
2011-05-16,6.568103790283203
2011-05-17,6.411040306091309
2011-05-18,6.325370788574219
2011-05-19,6.268256187438965
2011-05-20,6.225419521331787
2011-05-23,5.911293983459473
2011-05-24,5.825623989105225
2011-05-25,5.754230976104736
2011-05-26,5.689976692199707
2011-05-27,5.818483829498291
2011-05-31,5.925574779510498
2011-06-01,5.71853494644165
2011-06-02,5.71853494644165
2011-06-03,5.590027809143066
2011-06-06,5.354433059692383
2011-06-07,5.261622905731201
2011-06-08,5.147395133972168
2011-06-09,5.211648941040039
2011-06-10,5.054585933685303
2011-06-13,5.083140850067139
2011-06-14,5.454382419586182
2011-06-15,5.261622905731201
2011-06-16,5.38299036026001
2011-06-17,5.447243690490723
2011-06-20,5.432963848114014
2011-06-21,5.66856050491333
2011-06-22,5.447243690490723
2011-06-23,5.447243690490723
2011-06-24,5.261622905731201
2011-06-27,5.283039569854736
2011-06-28,5.418686866760254
2011-06-29,5.504358291625977
2011-06-30,5.604306697845459
2011-07-01,5.797068119049072
2011-07-05,5.9041547775268555
2011-07-06,5.84704065322876
2011-07-07,5.939850807189941
2011-07-08,5.8970160484313965
2011-07-11,5.704256057739258
2011-07-12,5.597166061401367
2011-07-13,5.611446380615234
2011-07-14,5.475799560546875
2011-07-15,5.568610191345215
2011-07-18,5.318737030029297
2011-07-19,5.461523532867432
2011-07-20,5.333014965057373
2011-07-21,5.347293376922607
2011-07-22,5.275900840759277
2011-07-25,5.18309211730957
2011-07-26,5.125977516174316
2011-07-27,5.91843318939209
2011-07-28,6.011242866516113
2011-07-29,6.1183319091796875
2011-08-01,5.9041547775268555
2011-08-02,5.647140979766846
2011-08-03,5.782787799835205
2011-08-04,5.368710041046143
2011-08-05,5.425825595855713
2011-08-08,4.811850547790527
2011-08-09,5.211648941040039
2011-08-10,4.633369445800781
2011-08-11,4.961774826049805
2011-08-12,4.804710388183594
2011-08-15,4.911800384521484
2011-08-16,4.776154518127441
2011-08-17,4.704760551452637
2011-08-18,4.219293594360352
2011-08-19,4.08364725112915
2011-08-22,4.040811538696289
2011-08-23,4.283544540405273
2011-08-24,4.37635612487793
2011-08-25,4.262129783630371
2011-08-26,4.404913425445557
2011-08-29,4.711902141571045
2011-08-30,4.783294200897217
2011-08-31,4.868964195251465
2011-09-01,4.754737377166748
2011-09-02,4.3620781898498535
2011-09-06,4.290685653686523
