Date,KD
2021-10-22,40.75
2021-10-25,37.849998474121094
2021-10-26,35.5
2021-10-27,33.0
2021-10-28,32.0
2021-10-29,31.5
2021-11-01,33.5
2021-11-02,31.25
2021-11-03,28.5
2021-11-04,26.3799991607666
2021-11-05,24.25
2021-11-08,23.75
2021-11-09,20.829999923706055
2021-11-10,21.239999771118164
2021-11-11,21.299999237060547
2021-11-12,20.739999771118164
2021-11-15,20.3700008392334
2021-11-16,19.700000762939453
2021-11-17,18.670000076293945
2021-11-18,17.760000228881836
2021-11-19,18.309999465942383
2021-11-22,18.5
2021-11-23,17.299999237060547
2021-11-24,16.950000762939453
2021-11-26,16.31999969482422
2021-11-29,16.299999237060547
2021-11-30,15.800000190734863
2021-12-01,15.75
2021-12-02,17.25
2021-12-03,18.6299991607666
2021-12-06,19.219999313354492
2021-12-07,19.1299991607666
2021-12-08,18.260000228881836
2021-12-09,18.200000762939453
2021-12-10,18.170000076293945
2021-12-13,18.040000915527344
2021-12-14,17.719999313354492
2021-12-15,17.780000686645508
2021-12-16,18.309999465942383
2021-12-17,18.280000686645508
2021-12-20,17.200000762939453
2021-12-21,18.020000457763672
2021-12-22,18.6299991607666
2021-12-23,19.110000610351562
2021-12-27,18.790000915527344
2021-12-28,18.309999465942383
2021-12-29,18.190000534057617
2021-12-30,18.3799991607666
2021-12-31,18.100000381469727
2022-01-03,19.3700008392334
2022-01-04,18.8799991607666
2022-01-05,17.68000030517578
2022-01-06,17.75
2022-01-07,17.790000915527344
2022-01-10,17.739999771118164
2022-01-11,17.860000610351562
2022-01-12,17.969999313354492
2022-01-13,18.06999969482422
2022-01-14,18.139999389648438
2022-01-18,17.5
2022-01-19,16.940000534057617
2022-01-20,17.0
2022-01-21,16.5
2022-01-24,16.56999969482422
2022-01-25,16.270000457763672
2022-01-26,15.869999885559082
2022-01-27,15.699999809265137
2022-01-28,16.020000457763672
2022-01-31,16.8799991607666
2022-02-01,16.729999542236328
2022-02-02,16.309999465942383
2022-02-03,15.770000457763672
2022-02-04,16.219999313354492
2022-02-07,15.65999984741211
2022-02-08,16.049999237060547
2022-02-09,16.479999542236328
2022-02-10,15.869999885559082
2022-02-11,15.399999618530273
2022-02-14,15.819999694824219
2022-02-15,16.219999313354492
2022-02-16,15.680000305175781
2022-02-17,15.180000305175781
2022-02-18,15.640000343322754
2022-02-22,14.960000038146973
2022-02-23,14.729999542236328
2022-02-24,15.569999694824219
2022-02-25,15.819999694824219
2022-02-28,15.859999656677246
2022-03-01,13.5
2022-03-02,12.819999694824219
2022-03-03,12.569999694824219
2022-03-04,11.880000114440918
2022-03-07,11.329999923706055
2022-03-08,11.289999961853027
2022-03-09,11.8100004196167
2022-03-10,11.850000381469727
2022-03-11,11.529999732971191
2022-03-14,11.279999732971191
2022-03-15,11.350000381469727
2022-03-16,12.359999656677246
2022-03-17,12.640000343322754
2022-03-18,13.0600004196167
2022-03-21,12.899999618530273
2022-03-22,13.289999961853027
2022-03-23,12.979999542236328
2022-03-24,12.979999542236328
2022-03-25,12.84000015258789
2022-03-28,12.930000305175781
2022-03-29,13.289999961853027
2022-03-30,13.149999618530273
2022-03-31,13.119999885559082
2022-04-01,13.260000228881836
2022-04-04,13.529999732971191
2022-04-05,12.970000267028809
2022-04-06,12.630000114440918
2022-04-07,12.100000381469727
2022-04-08,12.050000190734863
2022-04-11,12.039999961853027
2022-04-12,12.109999656677246
2022-04-13,12.739999771118164
2022-04-14,12.539999961853027
2022-04-18,12.369999885559082
2022-04-19,12.520000457763672
2022-04-20,12.520000457763672
2022-04-21,12.220000267028809
2022-04-22,11.819999694824219
2022-04-25,12.279999732971191
2022-04-26,11.5600004196167
2022-04-27,12.0
2022-04-28,12.1899995803833
2022-04-29,11.890000343322754
2022-05-02,11.529999732971191
2022-05-03,11.390000343322754
2022-05-04,11.65999984741211
2022-05-05,13.119999885559082
2022-05-06,13.75
2022-05-09,12.770000457763672
2022-05-10,10.8100004196167
2022-05-11,10.170000076293945
2022-05-12,10.520000457763672
2022-05-13,11.369999885559082
2022-05-16,12.180000305175781
2022-05-17,13.220000267028809
2022-05-18,13.1899995803833
2022-05-19,13.949999809265137
2022-05-20,13.819999694824219
2022-05-23,13.15999984741211
2022-05-24,12.329999923706055
2022-05-25,12.449999809265137
2022-05-26,12.380000114440918
2022-05-27,12.630000114440918
2022-05-31,12.34000015258789
2022-06-01,12.279999732971191
2022-06-02,12.920000076293945
2022-06-03,11.449999809265137
2022-06-06,11.010000228881836
2022-06-07,11.050000190734863
2022-06-08,10.75
2022-06-09,10.170000076293945
2022-06-10,9.829999923706055
2022-06-13,9.489999771118164
2022-06-14,9.720000267028809
2022-06-15,10.300000190734863
2022-06-16,9.4399995803833
2022-06-17,9.369999885559082
2022-06-21,9.199999809265137
2022-06-22,9.25
2022-06-23,9.609999656677246
2022-06-24,10.130000114440918
2022-06-27,9.779999732971191
2022-06-28,9.960000038146973
2022-06-29,9.930000305175781
2022-06-30,9.779999732971191
2022-07-01,10.039999961853027
2022-07-05,10.510000228881836
2022-07-06,10.029999732971191
2022-07-07,10.34000015258789
2022-07-08,10.260000228881836
2022-07-11,9.699999809265137
2022-07-12,9.800000190734863
2022-07-13,9.5600004196167
2022-07-14,9.460000038146973
2022-07-15,9.359999656677246
2022-07-18,9.630000114440918
2022-07-19,10.449999809265137
2022-07-20,10.5
2022-07-21,10.65999984741211
2022-07-22,10.420000076293945
2022-07-25,10.470000267028809
2022-07-26,10.109999656677246
2022-07-27,10.300000190734863
2022-07-28,10.390000343322754
2022-07-29,10.470000267028809
2022-08-01,10.890000343322754
2022-08-02,10.170000076293945
2022-08-03,10.369999885559082
2022-08-04,10.630000114440918
2022-08-05,10.949999809265137
2022-08-08,11.430000305175781
2022-08-09,10.890000343322754
2022-08-10,11.359999656677246
2022-08-11,11.300000190734863
2022-08-12,11.270000457763672
2022-08-15,11.119999885559082
2022-08-16,11.449999809265137
2022-08-17,11.229999542236328
2022-08-18,11.550000190734863
2022-08-19,11.199999809265137
2022-08-22,10.90999984741211
2022-08-23,10.699999809265137
2022-08-24,10.880000114440918
2022-08-25,11.050000190734863
2022-08-26,10.890000343322754
2022-08-29,10.800000190734863
2022-08-30,10.619999885559082
2022-08-31,10.420000076293945
2022-09-01,10.649999618530273
2022-09-02,10.640000343322754
2022-09-06,10.600000381469727
2022-09-07,10.510000228881836
2022-09-08,10.430000305175781
2022-09-09,10.989999771118164
2022-09-12,11.300000190734863
2022-09-13,10.84000015258789
2022-09-14,10.789999961853027
2022-09-15,10.640000343322754
2022-09-16,10.34000015258789
2022-09-19,10.229999542236328
2022-09-20,10.149999618530273
2022-09-21,10.380000114440918
2022-09-22,10.010000228881836
2022-09-23,9.319999694824219
2022-09-26,8.960000038146973
2022-09-27,8.640000343322754
2022-09-28,8.880000114440918
2022-09-29,8.520000457763672
2022-09-30,8.270000457763672
2022-10-03,8.319999694824219
2022-10-04,9.029999732971191
2022-10-05,9.079999923706055
2022-10-06,8.859999656677246
2022-10-07,8.489999771118164
2022-10-10,8.420000076293945
2022-10-11,8.319999694824219
2022-10-12,8.350000381469727
2022-10-13,8.649999618530273
2022-10-14,8.229999542236328
2022-10-17,8.6899995803833
2022-10-18,9.109999656677246
2022-10-19,8.850000381469727
2022-10-20,9.050000190734863
2022-10-21,9.479999542236328
2022-10-24,9.3100004196167
2022-10-25,9.609999656677246
2022-10-26,9.779999732971191
2022-10-27,9.619999885559082
2022-10-28,9.760000228881836
2022-10-31,9.670000076293945
2022-11-01,9.949999809265137
2022-11-02,9.65999984741211
2022-11-03,8.449999809265137
2022-11-04,8.289999961853027
2022-11-07,9.039999961853027
2022-11-08,9.430000305175781
2022-11-09,8.970000267028809
2022-11-10,10.260000228881836
2022-11-11,10.84000015258789
2022-11-14,10.630000114440918
2022-11-15,10.649999618530273
2022-11-16,10.449999809265137
2022-11-17,10.279999732971191
2022-11-18,10.170000076293945
2022-11-21,10.140000343322754
2022-11-22,10.5600004196167
2022-11-23,11.020000457763672
2022-11-25,11.180000305175781
2022-11-28,10.6899995803833
2022-11-29,11.020000457763672
2022-11-30,11.710000038146973
2022-12-01,11.720000267028809
2022-12-02,11.729999542236328
2022-12-05,11.220000267028809
2022-12-06,10.949999809265137
2022-12-07,10.600000381469727
2022-12-08,10.729999542236328
2022-12-09,10.539999961853027
2022-12-12,10.890000343322754
2022-12-13,11.369999885559082
2022-12-14,11.109999656677246
2022-12-15,11.220000267028809
2022-12-16,10.800000190734863
2022-12-19,10.680000305175781
2022-12-20,10.800000190734863
2022-12-21,11.3100004196167
2022-12-22,11.359999656677246
2022-12-23,11.039999961853027
2022-12-27,10.779999732971191
2022-12-28,10.579999923706055
2022-12-29,11.15999984741211
2022-12-30,11.119999885559082
2023-01-03,11.579999923706055
2023-01-04,12.050000190734863
2023-01-05,12.140000343322754
2023-01-06,12.670000076293945
2023-01-09,12.600000381469727
2023-01-10,12.449999809265137
2023-01-11,12.3100004196167
2023-01-12,12.529999732971191
2023-01-13,12.569999694824219
2023-01-17,12.579999923706055
2023-01-18,12.050000190734863
2023-01-19,12.039999961853027
2023-01-20,12.300000190734863
2023-01-23,12.8100004196167
2023-01-24,12.800000190734863
2023-01-25,12.859999656677246
2023-01-26,13.020000457763672
2023-01-27,13.09000015258789
2023-01-30,13.069999694824219
2023-01-31,13.390000343322754
2023-02-01,13.630000114440918
2023-02-02,14.069999694824219
2023-02-03,13.59000015258789
2023-02-06,13.210000038146973
2023-02-07,13.569999694824219
2023-02-08,16.479999542236328
2023-02-09,15.5600004196167
2023-02-10,16.309999465942383
2023-02-13,16.5
2023-02-14,16.84000015258789
2023-02-15,17.079999923706055
2023-02-16,16.809999465942383
2023-02-17,16.459999084472656
2023-02-21,16.209999084472656
2023-02-22,15.979999542236328
2023-02-23,15.890000343322754
2023-02-24,15.449999809265137
2023-02-27,15.6899995803833
2023-02-28,15.6899995803833
2023-03-01,15.59000015258789
2023-03-02,15.789999961853027
2023-03-03,15.75
2023-03-06,15.5
2023-03-07,15.220000267028809
2023-03-08,15.34000015258789
2023-03-09,15.180000305175781
2023-03-10,14.600000381469727
2023-03-13,14.25
2023-03-14,14.420000076293945
2023-03-15,13.619999885559082
2023-03-16,13.899999618530273
2023-03-17,13.649999618530273
2023-03-20,13.760000228881836
2023-03-21,14.170000076293945
2023-03-22,13.600000381469727
2023-03-23,13.760000228881836
2023-03-24,13.979999542236328
2023-03-27,14.15999984741211
2023-03-28,14.09000015258789
