Date,NNI
2010-01-04,13.74431037902832
2010-01-05,13.627763748168945
2010-01-06,12.967353820800781
2010-01-07,13.379135131835938
2010-01-08,13.254827499389648
2010-01-11,13.270366668701172
2010-01-12,13.161592483520508
2010-01-13,13.355831146240234
2010-01-14,13.441296577453613
2010-01-15,13.301441192626953
2010-01-19,13.371369361877441
2010-01-20,13.371369361877441
2010-01-21,13.301441192626953
2010-01-22,13.10720443725586
2010-01-25,12.944040298461914
2010-01-26,12.80419635772705
2010-01-27,12.905196189880371
2010-01-28,12.81196403503418
2010-01-29,12.967353820800781
2010-02-01,12.625494003295898
2010-02-02,12.5167236328125
2010-02-03,12.042778015136719
2010-02-04,11.64653491973877
2010-02-05,11.498913764953613
2010-02-08,11.475607872009277
2010-02-09,11.483373641967773
2010-02-10,11.296906471252441
2010-02-11,11.359060287475586
2010-02-12,12.104936599731445
2010-02-16,12.446796417236328
2010-02-17,12.73426342010498
2010-02-18,12.874119758605957
2010-02-19,12.912970542907715
2010-02-22,12.656573295593262
2010-02-23,12.594416618347168
2010-02-24,12.780887603759766
2010-02-25,12.648236274719238
2010-02-26,12.26590633392334
2010-03-01,12.968151092529297
2010-03-02,13.186628341674805
2010-03-03,14.013715744018555
2010-03-04,14.0917387008667
2010-03-05,14.567713737487793
2010-03-08,14.895426750183105
2010-03-09,15.113899230957031
2010-03-10,15.176329612731934
2010-03-11,15.035877227783203
2010-03-12,14.684751510620117
2010-03-15,14.489686012268066
2010-03-16,14.708166122436523
2010-03-17,15.160724639892578
2010-03-18,15.004669189453125
2010-03-19,14.598926544189453
2010-03-22,15.043675422668457
2010-03-23,14.715964317321777
2010-03-24,14.575514793395996
2010-03-25,14.349238395690918
2010-03-26,14.419453620910645
2010-03-29,14.669140815734863
2010-03-30,14.661348342895508
2010-03-31,14.48188304901123
2010-04-01,15.082694053649902
2010-04-05,15.215337753295898
2010-04-06,15.355783462524414
2010-04-07,15.37919807434082
2010-04-08,14.942243576049805
2010-04-09,14.957849502563477
2010-04-12,14.942243576049805
2010-04-13,15.043675422668457
2010-04-14,15.589871406555176
2010-04-15,16.331127166748047
2010-04-16,16.058034896850586
2010-04-19,15.987810134887695
2010-04-20,16.17507553100586
2010-04-21,16.13606071472168
2010-04-22,16.463781356811523
2010-04-23,16.744678497314453
2010-04-26,16.299922943115234
2010-04-27,15.870766639709473
2010-04-28,15.886375427246094
2010-04-29,16.190683364868164
2010-04-30,15.574267387390137
2010-05-03,15.68350601196289
2010-05-04,15.47282886505127
2010-05-05,14.911036491394043
2010-05-06,14.224390983581543
2010-05-07,13.826446533203125
2010-05-10,15.012467384338379
2010-05-11,15.090497970581055
2010-05-12,15.621084213256836
2010-05-13,15.58206844329834
2010-05-14,16.01122283935547
2010-05-17,15.660096168518066
2010-05-18,15.051478385925293
2010-05-19,15.098299026489258
2010-05-20,13.873268127441406
2010-05-21,14.177574157714844
2010-05-24,14.310223579406738
2010-05-25,13.881072998046875
2010-05-26,14.435067176818848
2010-05-27,15.515933990478516
2010-05-28,15.508103370666504
2010-06-01,14.905009269714355
2010-06-02,15.233975410461426
2010-06-03,15.296624183654785
2010-06-04,14.536888122558594
2010-06-07,14.497720718383789
2010-06-08,14.231422424316406
2010-06-09,14.29408073425293
2010-06-10,15.045990943908691
2010-06-11,15.38278579711914
2010-06-14,15.38278579711914
2010-06-15,15.962381362915039
2010-06-16,16.299169540405273
2010-06-17,16.07202911376953
2010-06-18,16.518474578857422
2010-06-21,16.5968017578125
2010-06-22,16.252174377441406
2010-06-23,16.040699005126953
2010-06-24,15.766558647155762
2010-06-25,16.36966323852539
2010-06-28,16.44798469543457
2010-06-29,15.547261238098145
2010-06-30,15.100817680358887
2010-07-01,14.881509780883789
2010-07-02,14.662208557128906
2010-07-06,14.36457347869873
2010-07-07,14.873682975769043
2010-07-08,15.202638626098633
2010-07-09,15.602090835571289
2010-07-12,15.398451805114746
2010-07-13,15.907556533813477
2010-07-14,15.42977523803711
2010-07-15,15.233975410461426
2010-07-16,14.576042175292969
2010-07-19,14.607378005981445
2010-07-20,14.85018253326416
2010-07-21,13.91029167175293
2010-07-22,14.818853378295898
2010-07-23,15.147804260253906
2010-07-26,15.492441177368164
2010-07-27,15.71174144744873
2010-07-28,15.617754936218262
2010-07-29,16.001543045043945
2010-07-30,15.790067672729492
2010-08-02,16.009368896484375
2010-08-03,15.83706283569336
2010-08-04,15.72740650177002
2010-08-05,15.633421897888184
2010-08-06,15.703910827636719
2010-08-09,16.400989532470703
2010-08-10,16.31484031677246
2010-08-11,15.547261238098145
2010-08-12,15.31229019165039
2010-08-13,14.881509780883789
2010-08-16,15.743077278137207
2010-08-17,16.502809524536133
2010-08-18,16.91792869567871
2010-08-19,16.197351455688477
2010-08-20,16.706457138061523
2010-08-23,16.400989532470703
2010-08-24,16.07202911376953
2010-08-25,16.706457138061523
2010-08-26,16.635969161987305
2010-08-27,17.810823440551758
2010-08-30,17.268712997436523
2010-08-31,17.213720321655273
2010-09-01,17.83438491821289
2010-09-02,18.062225341796875
2010-09-03,18.148651123046875
2010-09-07,17.87367820739746
2010-09-08,18.038658142089844
2010-09-09,18.620046615600586
2010-09-10,18.23507308959961
2010-09-13,18.840023040771484
2010-09-14,18.47077178955078
2010-09-15,18.494346618652344
2010-09-16,18.572906494140625
2010-09-17,18.282217025756836
2010-09-20,18.769311904907227
2010-09-21,18.66718292236328
2010-09-22,17.905101776123047
2010-09-23,17.810815811157227
2010-09-24,18.33721351623535
2010-09-27,18.321504592895508
2010-09-28,18.321504592895508
2010-09-29,18.66718292236328
2010-09-30,17.975814819335938
2010-10-01,18.250783920288086
2010-10-04,17.677261352539062
2010-10-05,18.156511306762695
2010-10-06,18.51004409790039
2010-10-07,18.030799865722656
2010-10-08,18.321504592895508
2010-10-11,18.384353637695312
2010-10-12,17.87367820739746
2010-10-13,18.345064163208008
2010-10-14,18.486473083496094
2010-10-15,18.384353637695312
2010-10-18,18.565052032470703
2010-10-19,18.140790939331055
2010-10-20,18.53362274169922
2010-10-21,18.47077178955078
2010-10-22,18.486473083496094
2010-10-25,18.902875900268555
2010-10-26,18.565052032470703
2010-10-27,18.148651123046875
2010-10-28,17.63797378540039
2010-10-29,17.653690338134766
2010-11-01,17.166587829589844
2010-11-02,17.253005981445312
2010-11-03,17.527984619140625
2010-11-04,18.054370880126953
2010-11-05,18.180072784423828
2010-11-08,18.070087432861328
2010-11-09,18.368637084960938
2010-11-10,18.70646858215332
2010-11-11,18.612184524536133
2010-11-12,18.015092849731445
2010-11-15,17.86581802368164
2010-11-16,17.347278594970703
2010-11-17,17.237295150756836
2010-11-18,17.158720016479492
2010-11-19,17.331565856933594
2010-11-22,17.18229103088379
2010-11-23,17.284427642822266
2010-11-24,17.677261352539062
2010-11-26,17.472984313964844
2010-11-29,17.48102569580078
2010-11-30,17.151649475097656
2010-12-01,17.44085693359375
2010-12-02,17.36855125427246
2010-12-03,17.60152244567871
2010-12-06,17.52118682861328
2010-12-07,18.107635498046875
2010-12-08,18.27634620666504
2010-12-09,18.33257293701172
