Date,BHRB
2010-01-04,26.56175994873047
2010-01-05,26.56175994873047
2010-01-06,26.56175994873047
2010-01-07,26.56175994873047
2010-01-08,26.56175994873047
2010-01-11,26.56175994873047
2010-01-12,26.56175994873047
2010-01-13,26.56175994873047
2010-01-14,26.56175994873047
2010-01-15,26.56175994873047
2010-01-19,26.56175994873047
2010-01-20,26.56175994873047
2010-01-21,26.56175994873047
2010-01-22,26.56175994873047
2010-01-25,26.56175994873047
2010-01-26,26.56175994873047
2010-01-27,26.56175994873047
2010-01-28,26.56175994873047
2010-01-29,26.6351261138916
2010-02-01,26.41500473022461
2010-02-02,26.41500473022461
2010-02-03,26.41500473022461
2010-02-04,26.34163475036621
2010-02-05,26.34163475036621
2010-02-08,26.34163475036621
2010-02-09,26.34163475036621
2010-02-10,26.34163475036621
2010-02-11,26.608449935913086
2010-02-12,26.623281478881836
2010-02-16,26.608449935913086
2010-02-17,26.608449935913086
2010-02-18,26.608449935913086
2010-02-19,26.608449935913086
2010-02-22,26.68332290649414
2010-02-23,26.8308048248291
2010-02-24,26.8308048248291
2010-02-25,26.8308048248291
2010-02-26,26.8308048248291
2010-03-01,26.979042053222656
2010-03-02,26.979042053222656
2010-03-03,26.756702423095703
2010-03-04,26.8308048248291
2010-03-05,26.8308048248291
2010-03-08,26.8308048248291
2010-03-09,26.979042053222656
2010-03-10,26.979042053222656
2010-03-11,27.127286911010742
2010-03-12,27.127286911010742
2010-03-15,27.127286911010742
2010-03-16,27.127286911010742
2010-03-17,27.794349670410156
2010-03-18,27.794349670410156
2010-03-19,29.276716232299805
2010-03-22,29.276716232299805
2010-03-23,34.094398498535156
2010-03-24,27.987058639526367
2010-03-25,27.987058639526367
2010-03-26,27.987058639526367
2010-03-29,27.987058639526367
2010-03-30,27.987058639526367
2010-03-31,27.987058639526367
2010-04-01,28.179765701293945
2010-04-05,28.164953231811523
2010-04-06,28.906131744384766
2010-04-07,28.164953231811523
2010-04-08,28.164953231811523
2010-04-09,28.164953231811523
2010-04-12,28.38729476928711
2010-04-13,28.31318473815918
2010-04-14,28.179906845092773
2010-04-15,28.179906845092773
2010-04-16,28.179906845092773
2010-04-19,28.179765701293945
2010-04-20,28.179765701293945
2010-04-21,28.179765701293945
2010-04-22,28.179765701293945
2010-04-23,28.179765701293945
2010-04-26,29.20258140563965
2010-04-27,29.20258140563965
2010-04-28,29.20258140563965
2010-04-29,29.20258140563965
2010-04-30,29.20258140563965
2010-05-03,29.20258140563965
2010-05-04,29.20258140563965
2010-05-05,29.647308349609375
2010-05-06,29.647308349609375
2010-05-07,34.094398498535156
2010-05-10,34.094398498535156
2010-05-11,34.094398498535156
2010-05-12,29.054359436035156
2010-05-13,32.914310455322266
2010-05-14,29.922096252441406
2010-05-17,31.044179916381836
2010-05-18,29.922096252441406
2010-05-19,29.787445068359375
2010-05-20,31.41820526123047
2010-05-21,31.41820526123047
2010-05-24,31.029212951660156
2010-05-25,31.41820526123047
2010-05-26,31.41820526123047
2010-05-27,29.922256469726562
2010-05-28,29.922256469726562
2010-06-01,32.16625213623047
2010-06-02,32.16625213623047
2010-06-03,31.41820526123047
2010-06-04,32.151283264160156
2010-06-07,32.151283264160156
2010-06-08,32.16625213623047
2010-06-09,32.16625213623047
2010-06-10,32.16625213623047
2010-06-11,32.16625213623047
2010-06-14,32.16625213623047
2010-06-15,32.16625213623047
2010-06-16,31.79239273071289
2010-06-17,31.792226791381836
2010-06-18,31.792226791381836
2010-06-21,31.41820526123047
2010-06-22,31.41820526123047
2010-06-23,31.41820526123047
2010-06-24,31.41820526123047
2010-06-25,32.16625213623047
2010-06-28,32.16625213623047
2010-06-29,32.16625213623047
2010-06-30,32.16625213623047
2010-07-01,32.16625213623047
2010-07-02,32.914310455322266
2010-07-06,33.66236877441406
2010-07-07,33.063926696777344
2010-07-08,32.914310455322266
2010-07-09,32.914310455322266
2010-07-12,32.914310455322266
2010-07-13,32.914310455322266
2010-07-14,33.660858154296875
2010-07-15,33.66236877441406
2010-07-16,33.213539123535156
2010-07-19,33.66161346435547
2010-07-20,33.063926696777344
2010-07-21,33.063926696777344
2010-07-22,33.213539123535156
2010-07-23,33.213539123535156
2010-07-26,33.28833770751953
2010-07-27,33.213539123535156
2010-07-28,32.91445541381836
2010-07-29,32.91445541381836
2010-07-30,33.063926696777344
2010-08-02,33.36314010620117
2010-08-03,32.989112854003906
2010-08-04,33.193321228027344
2010-08-05,33.193321228027344
2010-08-06,33.193321228027344
2010-08-09,33.632450103759766
2010-08-10,33.632450103759766
2010-08-11,33.9039192199707
2010-08-12,33.632442474365234
2010-08-13,33.631690979003906
2010-08-16,33.632442474365234
2010-08-17,33.632442474365234
2010-08-18,33.48162841796875
2010-08-19,33.48162841796875
2010-08-20,33.48162841796875
2010-08-23,33.632442474365234
2010-08-24,33.632442474365234
2010-08-25,33.632442474365234
2010-08-26,33.70785903930664
2010-08-27,33.70785903930664
2010-08-30,33.70785903930664
2010-08-31,33.78324890136719
2010-09-01,33.78324890136719
2010-09-02,33.78324890136719
2010-09-03,33.632442474365234
2010-09-07,33.632442474365234
2010-09-08,33.421287536621094
2010-09-09,33.406219482421875
2010-09-10,33.406219482421875
2010-09-13,33.406219482421875
2010-09-14,33.17997741699219
