Date,HRTX
2010-01-04,28.0
2010-01-05,26.600000381469727
2010-01-06,27.0
2010-01-07,28.200000762939453
2010-01-08,30.399999618530273
2010-01-11,31.799999237060547
2010-01-12,30.399999618530273
2010-01-13,29.600000381469727
2010-01-14,26.799999237060547
2010-01-15,26.799999237060547
2010-01-19,27.799999237060547
2010-01-20,28.200000762939453
2010-01-21,26.799999237060547
2010-01-22,26.600000381469727
2010-01-25,27.200000762939453
2010-01-26,27.200000762939453
2010-01-27,26.200000762939453
2010-01-28,28.399999618530273
2010-01-29,27.399999618530273
2010-02-01,26.799999237060547
2010-02-02,26.799999237060547
2010-02-03,28.799999237060547
2010-02-04,29.399999618530273
2010-02-05,31.200000762939453
2010-02-08,33.20000076293945
2010-02-09,33.0
2010-02-10,38.79999923706055
2010-02-11,38.0
2010-02-12,41.0
2010-02-16,40.0
2010-02-17,38.599998474121094
2010-02-18,35.599998474121094
2010-02-19,36.400001525878906
2010-02-22,35.79999923706055
2010-02-23,38.0
2010-02-24,38.400001525878906
2010-02-25,38.0
2010-02-26,37.400001525878906
2010-03-01,38.599998474121094
2010-03-02,38.599998474121094
2010-03-03,37.400001525878906
2010-03-04,37.20000076293945
2010-03-05,38.0
2010-03-08,37.79999923706055
2010-03-09,37.400001525878906
2010-03-10,35.400001525878906
2010-03-11,34.0
2010-03-12,33.20000076293945
2010-03-15,30.0
2010-03-16,30.600000381469727
2010-03-17,31.200000762939453
2010-03-18,41.20000076293945
2010-03-19,24.200000762939453
2010-03-22,21.200000762939453
2010-03-23,22.200000762939453
2010-03-24,22.799999237060547
2010-03-25,22.0
2010-03-26,22.399999618530273
2010-03-29,21.200000762939453
2010-03-30,20.399999618530273
2010-03-31,20.399999618530273
2010-04-01,20.799999237060547
2010-04-05,20.0
2010-04-06,19.799999237060547
2010-04-07,19.799999237060547
2010-04-08,19.200000762939453
2010-04-09,19.600000381469727
2010-04-12,19.399999618530273
2010-04-13,19.0
2010-04-14,19.0
2010-04-15,18.799999237060547
2010-04-16,19.399999618530273
2010-04-19,18.399999618530273
2010-04-20,19.200000762939453
2010-04-21,18.799999237060547
2010-04-22,18.600000381469727
2010-04-23,18.600000381469727
2010-04-26,18.0
2010-04-27,17.0
2010-04-28,17.200000762939453
2010-04-29,16.799999237060547
2010-04-30,17.0
2010-05-03,16.399999618530273
2010-05-04,16.600000381469727
2010-05-05,16.799999237060547
2010-05-06,16.200000762939453
2010-05-07,15.600000381469727
2010-05-10,15.600000381469727
2010-05-11,16.0
2010-05-12,17.399999618530273
2010-05-13,19.0
2010-05-14,18.799999237060547
2010-05-17,18.0
2010-05-18,16.399999618530273
2010-05-19,16.0
2010-05-20,14.600000381469727
2010-05-21,15.199999809265137
2010-05-24,14.600000381469727
2010-05-25,15.399999618530273
2010-05-26,16.200000762939453
2010-05-27,16.200000762939453
2010-05-28,16.200000762939453
2010-06-01,15.800000190734863
2010-06-02,16.799999237060547
2010-06-03,16.0
2010-06-04,15.199999809265137
2010-06-07,14.600000381469727
2010-06-08,14.600000381469727
2010-06-09,14.399999618530273
2010-06-10,15.199999809265137
2010-06-11,14.800000190734863
2010-06-14,15.399999618530273
2010-06-15,14.399999618530273
2010-06-16,14.600000381469727
2010-06-17,15.0
2010-06-18,15.600000381469727
2010-06-21,14.800000190734863
2010-06-22,14.600000381469727
2010-06-23,14.199999809265137
2010-06-24,14.0
2010-06-25,14.199999809265137
2010-06-28,13.600000381469727
2010-06-29,13.0
2010-06-30,12.199999809265137
2010-07-01,12.600000381469727
2010-07-02,12.0
2010-07-06,12.0
2010-07-07,12.399999618530273
2010-07-08,12.0
2010-07-09,12.199999809265137
2010-07-12,13.0
2010-07-13,13.0
2010-07-14,13.800000190734863
2010-07-15,13.399999618530273
2010-07-16,13.0
2010-07-19,13.800000190734863
2010-07-20,13.0
2010-07-21,13.199999809265137
2010-07-22,12.800000190734863
2010-07-23,12.800000190734863
2010-07-26,12.800000190734863
2010-07-27,13.199999809265137
2010-07-28,13.800000190734863
2010-07-29,13.399999618530273
2010-07-30,12.600000381469727
2010-08-02,12.199999809265137
2010-08-03,13.0
2010-08-04,13.199999809265137
2010-08-05,13.399999618530273
2010-08-06,13.0
2010-08-09,12.800000190734863
2010-08-10,13.0
2010-08-11,12.600000381469727
2010-08-12,13.399999618530273
2010-08-13,12.800000190734863
2010-08-16,12.399999618530273
2010-08-17,12.199999809265137
2010-08-18,12.399999618530273
2010-08-19,12.0
2010-08-20,11.800000190734863
2010-08-23,11.800000190734863
2010-08-24,11.600000381469727
2010-08-25,11.0
2010-08-26,11.600000381469727
2010-08-27,11.800000190734863
2010-08-30,12.0
2010-08-31,11.800000190734863
2010-09-01,11.399999618530273
2010-09-02,11.800000190734863
2010-09-03,12.399999618530273
2010-09-07,13.0
2010-09-08,12.199999809265137
2010-09-09,12.0
2010-09-10,12.0
2010-09-13,12.0
2010-09-14,13.0
2010-09-15,12.199999809265137
2010-09-16,12.600000381469727
2010-09-17,12.199999809265137
2010-09-20,12.0
2010-09-21,12.0
2010-09-22,12.199999809265137
2010-09-23,11.800000190734863
2010-09-24,12.199999809265137
2010-09-27,12.399999618530273
2010-09-28,12.199999809265137
2010-09-29,12.0
2010-09-30,12.0
2010-10-01,12.0
2010-10-04,11.600000381469727
2010-10-05,12.399999618530273
2010-10-06,12.199999809265137
2010-10-07,11.399999618530273
2010-10-08,11.199999809265137
2010-10-11,10.399999618530273
2010-10-12,11.199999809265137
2010-10-13,11.0
2010-10-14,11.399999618530273
2010-10-15,11.600000381469727
2010-10-18,11.399999618530273
2010-10-19,11.399999618530273
2010-10-20,10.600000381469727
2010-10-21,10.600000381469727
2010-10-22,11.0
2010-10-25,11.399999618530273
2010-10-26,14.600000381469727
2010-10-27,14.0
2010-10-28,13.600000381469727
2010-10-29,12.600000381469727
2010-11-01,12.800000190734863
2010-11-02,13.600000381469727
2010-11-03,14.0
2010-11-04,14.0
2010-11-05,14.800000190734863
2010-11-08,15.399999618530273
2010-11-09,15.600000381469727
2010-11-10,16.600000381469727
2010-11-11,17.0
2010-11-12,15.600000381469727
2010-11-15,12.600000381469727
2010-11-16,11.399999618530273
2010-11-17,11.800000190734863
2010-11-18,12.199999809265137
2010-11-19,11.199999809265137
2010-11-22,11.0
2010-11-23,11.0
2010-11-24,10.399999618530273
2010-11-26,10.0
2010-11-29,9.600000381469727
2010-11-30,10.600000381469727
2010-12-01,10.399999618530273
2010-12-02,10.800000190734863
2010-12-03,10.399999618530273
2010-12-06,10.199999809265137
2010-12-07,9.800000190734863
2010-12-08,9.800000190734863
2010-12-09,9.600000381469727
2010-12-10,10.0
2010-12-13,9.800000190734863
2010-12-14,10.0
2010-12-15,9.800000190734863
2010-12-16,9.800000190734863
2010-12-17,9.600000381469727
2010-12-20,9.600000381469727
2010-12-21,9.800000190734863
2010-12-22,9.600000381469727
2010-12-23,10.399999618530273
2010-12-27,10.600000381469727
2010-12-28,11.399999618530273
2010-12-29,9.800000190734863
2010-12-30,9.600000381469727
2010-12-31,9.0
2011-01-03,9.399999618530273
2011-01-04,10.0
2011-01-05,10.399999618530273
2011-01-06,10.0
2011-01-07,9.600000381469727
2011-01-10,9.600000381469727
2011-01-11,9.800000190734863
2011-01-12,10.0
2011-01-13,10.0
2011-01-14,10.600000381469727
2011-01-18,11.0
2011-01-19,11.199999809265137
2011-01-20,10.399999618530273
2011-01-21,10.199999809265137
2011-01-24,11.399999618530273
2011-01-25,11.199999809265137
2011-01-26,11.399999618530273
2011-01-27,10.800000190734863
2011-01-28,10.800000190734863
2011-01-31,10.399999618530273
2011-02-01,10.399999618530273
2011-02-02,10.399999618530273
2011-02-03,9.399999618530273
2011-02-04,10.0
2011-02-07,10.199999809265137
2011-02-08,10.399999618530273
2011-02-09,9.600000381469727
2011-02-10,10.0
2011-02-11,10.0
2011-02-14,9.399999618530273
2011-02-15,9.600000381469727
2011-02-16,9.600000381469727
2011-02-17,9.199999809265137
2011-02-18,9.199999809265137
2011-02-22,8.199999809265137
2011-02-23,8.0
2011-02-24,7.599999904632568
2011-02-25,7.199999809265137
2011-02-28,7.599999904632568
2011-03-01,7.400000095367432
2011-03-02,7.400000095367432
2011-03-03,7.800000190734863
2011-03-04,8.0
2011-03-07,7.800000190734863
2011-03-08,7.800000190734863
2011-03-09,8.399999618530273
