Date,DKS
2010-01-04,18.102401733398438
2010-01-05,18.326875686645508
2010-01-06,18.14584732055664
2010-01-07,18.862703323364258
2010-01-08,18.609264373779297
2010-01-11,18.15308380126953
2010-01-12,17.660703659057617
2010-01-13,17.72587013244629
2010-01-14,17.371063232421875
2010-01-15,17.04521942138672
2010-01-19,17.414514541625977
2010-01-20,17.103147506713867
2010-01-21,16.827991485595703
2010-01-22,16.589038848876953
2010-01-25,16.91488265991211
2010-01-26,16.980056762695312
2010-01-27,16.951087951660156
2010-01-28,16.494909286499023
2010-01-29,16.198028564453125
2010-02-01,16.444215774536133
2010-02-02,16.487667083740234
2010-02-03,16.697654724121094
2010-02-04,16.263198852539062
2010-02-05,16.328365325927734
2010-02-08,16.494909286499023
2010-02-09,16.625242233276367
2010-02-10,16.487667083740234
2010-02-11,16.762826919555664
2010-02-12,17.103147506713867
2010-02-16,16.987295150756836
2010-02-17,17.60276985168457
2010-02-18,17.450716018676758
2010-02-19,17.588293075561523
2010-02-22,17.291412353515625
2010-02-23,17.2624454498291
2010-02-24,17.660703659057617
2010-02-25,17.617259979248047
2010-02-26,17.617259979248047
2010-03-01,17.899654388427734
2010-03-02,17.544851303100586
2010-03-03,17.46518898010254
2010-03-04,17.63898277282715
2010-03-05,18.239974975585938
2010-03-08,18.551342010498047
2010-03-09,18.42824363708496
2010-03-10,18.746854782104492
2010-03-11,18.536865234375
2010-03-12,18.826501846313477
2010-03-15,18.84821891784668
2010-03-16,19.224750518798828
2010-03-17,19.282678604125977
2010-03-18,19.18854522705078
2010-03-19,18.826501846313477
2010-03-22,19.485424041748047
2010-03-23,19.543357849121094
2010-03-24,19.25371742248535
2010-03-25,19.26095962524414
2010-03-26,19.297157287597656
2010-03-29,19.23198699951172
2010-03-30,19.13785743713379
2010-03-31,18.906150817871094
2010-04-01,19.04372215270996
2010-04-05,19.4709415435791
2010-04-06,19.651962280273438
2010-04-07,19.420255661010742
2010-04-08,19.499906539916992
2010-04-09,20.100906372070312
2010-04-12,20.238483428955078
2010-04-13,20.21675682067871
2010-04-14,20.745351791381836
2010-04-15,20.846725463867188
2010-04-16,20.897415161132812
2010-04-19,20.412267684936523
2010-04-20,20.448471069335938
2010-04-21,20.796031951904297
2010-04-22,21.375314712524414
2010-04-23,22.28767967224121
2010-04-26,21.874935150146484
2010-04-27,21.034988403320312
2010-04-28,20.904651641845703
2010-04-29,21.824247360229492
2010-04-30,21.07843780517578
2010-05-03,21.520132064819336
2010-05-04,21.20153045654297
2010-05-05,20.99154281616211
2010-05-06,20.04298210144043
2010-05-07,19.25371742248535
2010-05-10,20.535367965698242
2010-05-11,21.063945770263672
2010-05-12,21.41152000427246
2010-05-13,20.716386795043945
2010-05-14,20.37605857849121
2010-05-17,20.622255325317383
2010-05-18,19.912647247314453
2010-05-19,19.77505874633789
2010-05-20,19.36233139038086
2010-05-21,19.956087112426758
2010-05-24,19.7243709564209
2010-05-25,20.035736083984375
2010-05-26,19.94884490966797
2010-05-27,20.75983238220215
2010-05-28,20.64398193359375
2010-06-01,20.15883445739746
2010-06-02,20.267452239990234
2010-06-03,21.158084869384766
2010-06-04,19.999534606933594
2010-06-07,19.25371742248535
2010-06-08,19.00752067565918
2010-06-09,19.507144927978516
2010-06-10,20.15883445739746
2010-06-11,20.10814666748047
2010-06-14,20.825002670288086
2010-06-15,21.158084869384766
2010-06-16,20.91914176940918
2010-06-17,20.5643253326416
2010-06-18,20.571565628051758
2010-06-21,20.209531784057617
2010-06-22,19.355093002319336
2010-06-23,19.318885803222656
2010-06-24,18.80477523803711
2010-06-25,19.09441375732422
2010-06-28,19.022001266479492
2010-06-29,18.232728958129883
2010-06-30,18.022747039794922
2010-07-01,18.04447364807129
2010-07-02,17.660703659057617
2010-07-06,17.689666748046875
2010-07-07,18.399276733398438
2010-07-08,18.623750686645508
2010-07-09,18.667194366455078
2010-07-12,18.18929100036621
2010-07-13,18.471694946289062
2010-07-14,18.276180267333984
2010-07-15,18.319631576538086
2010-07-16,17.899654388427734
2010-07-19,17.76207160949707
2010-07-20,18.232728958129883
2010-07-21,17.740345001220703
2010-07-22,18.073436737060547
2010-07-23,18.384798049926758
2010-07-26,19.32612419128418
2010-07-27,19.673688888549805
2010-07-28,19.32612419128418
2010-07-29,19.181304931640625
2010-07-30,19.050966262817383
2010-08-02,19.666446685791016
2010-08-03,19.32612419128418
2010-08-04,19.746103286743164
2010-08-05,19.898157119750977
2010-08-06,20.260210037231445
2010-08-09,20.180561065673828
2010-08-10,20.02849769592285
2010-08-11,19.832983016967773
2010-08-12,19.651962280273438
2010-08-13,19.7243709564209
2010-08-16,19.434738159179688
2010-08-17,19.507144927978516
2010-08-18,19.782302856445312
2010-08-19,19.23923110961914
2010-08-20,19.166820526123047
2010-08-23,18.681678771972656
2010-08-24,18.15308380126953
2010-08-25,18.41376304626465
2010-08-26,18.109643936157227
2010-08-27,18.261701583862305
2010-08-30,18.008268356323242
2010-08-31,17.718637466430664
2010-09-01,18.18929100036621
2010-09-02,18.812015533447266
2010-09-03,19.050966262817383
2010-09-07,18.768571853637695
2010-09-08,18.652719497680664
2010-09-09,18.63823127746582
2010-09-10,18.652719497680664
2010-09-13,19.18854522705078
2010-09-14,19.644725799560547
2010-09-15,19.615753173828125
