Date,RWT
2010-01-04,4.242657661437988
2010-01-05,4.271877765655518
2010-01-06,4.198829174041748
2010-01-07,4.350769519805908
2010-01-08,4.379989147186279
2010-01-11,4.517320156097412
2010-01-12,4.420896053314209
2010-01-13,4.502710342407227
2010-01-14,4.514398574829102
2010-01-15,4.420896053314209
2010-01-19,4.458881378173828
2010-01-20,4.435506820678711
2010-01-21,4.327393531799316
2010-01-22,4.283565044403076
2010-01-25,4.27479887008667
2010-01-26,4.27479887008667
2010-01-27,4.263110637664795
2010-01-28,4.181298732757568
2010-01-29,4.178375720977783
2010-02-01,4.1929850578308105
2010-02-02,4.257266521453857
2010-02-03,4.2192816734313965
2010-02-04,4.076107501983643
2010-02-05,4.076107501983643
2010-02-08,4.029357433319092
2010-02-09,3.994292974472046
2010-02-10,3.8978688716888428
2010-02-11,3.906634569168091
2010-02-12,3.9650728702545166
2010-02-16,4.0673418045043945
2010-02-17,4.15792179107666
2010-02-18,4.149157524108887
2010-02-19,4.114091873168945
2010-02-22,4.1170148849487305
2010-02-23,4.070263385772705
2010-02-24,4.084873199462891
2010-02-25,4.081951141357422
2010-02-26,4.163764953613281
2010-03-01,4.271877765655518
2010-03-02,4.228049278259277
2010-03-03,4.233890533447266
2010-03-04,4.251425743103027
2010-03-05,4.318628311157227
2010-03-08,4.406286239624023
2010-03-09,4.409209251403809
2010-03-10,4.379989147186279
2010-03-11,4.356614112854004
2010-03-12,4.309861183166504
2010-03-15,4.324472904205322
2010-03-16,4.330316543579102
2010-03-17,4.356614112854004
2010-03-18,4.339081764221191
2010-03-19,4.365378379821777
2010-03-22,4.412131309509277
2010-03-23,4.379989147186279
2010-03-24,4.382911682128906
2010-03-25,4.397519111633301
2010-03-26,4.4004435539245605
2010-03-29,4.3885579109191895
2010-03-30,4.403413772583008
2010-03-31,4.581690311431885
2010-04-01,4.563860893249512
2010-04-05,4.694596767425537
2010-04-06,4.691627025604248
2010-04-07,4.682712078094482
2010-04-08,4.709454536437988
2010-04-09,4.762936115264893
2010-04-12,4.7421393394470215
2010-04-13,4.754022598266602
2010-04-14,4.783735275268555
2010-04-15,4.780765533447266
2010-04-16,4.650027751922607
2010-04-19,4.724311828613281
2010-04-20,4.789678573608398
2010-04-21,4.982810020446777
2010-04-22,4.979840278625488
2010-04-23,5.092746257781982
2010-04-26,5.0362935066223145
2010-04-27,4.866931915283203
2010-04-28,4.837217807769775
2010-04-29,5.000637054443359
2010-04-30,4.95606803894043
2010-05-03,5.101661205291748
2010-05-04,4.783735275268555
2010-05-05,4.700538635253906
2010-05-06,4.5044355392456055
2010-05-07,4.36181640625
2010-05-10,4.5698041915893555
2010-05-11,4.546034812927246
2010-05-12,4.67379903793335
2010-05-13,4.572774887084961
2010-05-14,4.459868907928467
2010-05-17,4.483638286590576
2010-05-18,4.442039966583252
2010-05-19,4.376672267913818
2010-05-20,4.2102813720703125
2010-05-21,4.311303615570068
2010-05-24,4.311303615570068
2010-05-25,4.320217609405518
2010-05-26,4.305360794067383
2010-05-27,4.513350009918213
2010-05-28,4.513350009918213
2010-06-01,4.355874061584473
2010-06-02,4.501467227935791
2010-06-03,4.477695465087891
2010-06-04,4.272678852081299
2010-06-07,4.272678852081299
2010-06-08,4.338047027587891
2010-06-09,4.2994208335876465
2010-06-10,4.427183628082275
2010-06-11,4.483638286590576
2010-06-14,4.516322612762451
2010-06-15,4.6114020347595215
2010-06-16,4.590603828430176
2010-06-17,4.6114020347595215
2010-06-18,4.718368053436279
2010-06-21,4.694596767425537
2010-06-22,4.629230976104736
2010-06-23,4.664883613586426
2010-06-24,4.543063640594482
2010-06-25,4.718368053436279
2010-06-28,4.691198825836182
2010-06-29,4.573467254638672
2010-06-30,4.419507026672363
2010-07-01,4.380262851715088
2010-07-02,4.365170478820801
2010-07-06,4.362151145935059
2010-07-07,4.516108989715576
2010-07-08,4.516108989715576
2010-07-09,4.579504013061523
2010-07-12,4.567429065704346
2010-07-13,4.618747711181641
2010-07-14,4.555352210998535
2010-07-15,4.497997283935547
2010-07-16,4.347054958343506
2010-07-19,4.434600353240967
2010-07-20,4.455732822418213
2010-07-21,4.371207237243652
2010-07-22,4.561389923095703
2010-07-23,4.573467254638672
2010-07-26,4.673086166381836
2010-07-27,4.745539665222168
2010-07-28,4.700255393981934
2010-07-29,4.673086166381836
2010-07-30,4.724405288696289
2010-08-02,4.827043056488037
2010-08-03,4.811949253082275
2010-08-04,4.7998762130737305
2010-08-05,4.437620639801025
2010-08-06,4.4829020500183105
2010-08-09,4.543278694152832
2010-08-10,4.422526836395264
2010-08-11,4.398376941680908
2010-08-12,4.395359039306641
2010-08-13,4.374224662780762
2010-08-16,4.407433032989502
2010-08-17,4.371207237243652
2010-08-18,4.38328218460083
2010-08-19,4.334981918334961
2010-08-20,4.328944206237793
2010-08-23,4.313849449157715
2010-08-24,4.241400241851807
2010-08-25,4.286681175231934
2010-08-26,4.168947696685791
2010-08-27,4.238380432128906
2010-08-30,4.150835990905762
2010-08-31,4.168947696685791
2010-09-01,4.27762508392334
2010-09-02,4.289700508117676
