Date,FITB
2010-01-04,6.396050453186035
2010-01-05,6.566696643829346
2010-01-06,6.604616165161133
2010-01-07,7.0027875900268555
2010-01-08,7.009108543395996
2010-01-11,7.078633785247803
2010-01-12,6.945908069610596
2010-01-13,7.280878067016602
2010-01-14,7.43888521194458
2010-01-15,7.17975378036499
2010-01-19,7.198712348937988
2010-01-20,7.148155212402344
2010-01-21,7.596888542175293
2010-01-22,7.6474504470825195
2010-01-25,7.893938064575195
2010-01-26,7.400961875915527
2010-01-27,7.698012828826904
2010-01-28,7.748572826385498
2010-01-29,7.862339496612549
2010-02-01,7.900259971618652
2010-02-02,7.887619495391846
2010-02-03,7.584249973297119
2010-02-04,7.091270923614502
2010-02-05,7.116553783416748
2010-02-08,7.198712348937988
2010-02-09,7.249278545379639
2010-02-10,7.388323783874512
2010-02-11,7.502086639404297
2010-02-12,7.337762832641602
2010-02-16,7.634809970855713
2010-02-17,7.615851879119873
2010-02-18,7.533687114715576
2010-02-19,7.729613780975342
2010-02-22,7.931861400604248
2010-02-23,7.754892826080322
2010-02-24,8.020341873168945
2010-02-25,7.710651874542236
2010-02-26,7.716973304748535
2010-03-01,7.735931873321533
2010-03-02,8.001384735107422
2010-03-03,7.925538063049316
2010-03-04,7.792813777923584
2010-03-05,8.045622825622559
2010-03-08,7.969780445098877
2010-03-09,7.976102352142334
2010-03-10,8.190986633300781
2010-03-11,8.39323616027832
2010-03-12,8.311073303222656
2010-03-15,8.456433296203613
2010-03-16,8.500679016113281
2010-03-17,8.658683776855469
2010-03-18,8.494359016418457
2010-03-19,8.405878067016602
2010-03-22,8.488041877746582
2010-03-23,8.507001876831055
2010-03-24,8.582842826843262
2010-03-25,8.4753999710083
2010-03-26,8.342671394348145
2010-03-29,8.418573379516602
2010-03-30,8.393271446228027
2010-03-31,8.576698303222656
2010-04-01,8.595675468444824
2010-04-05,8.823376655578613
2010-04-06,9.076373100280762
2010-04-07,9.044746398925781
2010-04-08,9.025776863098145
2010-04-09,8.918248176574707
2010-04-12,9.082697868347168
2010-04-13,9.06372356414795
2010-04-14,9.449548721313477
2010-04-15,9.424248695373535
2010-04-16,8.981498718261719
2010-04-19,9.006797790527344
2010-04-20,9.360997200012207
2010-04-21,9.58237361907959
2010-04-22,9.462202072143555
2010-04-23,9.563399314880371
2010-04-26,9.183897018432617
2010-04-27,8.886622428894043
2010-04-28,9.133301734924316
2010-04-29,9.4052734375
2010-04-30,9.436899185180664
2010-05-03,9.715197563171387
2010-05-04,9.209197044372559
2010-05-05,9.228174209594727
2010-05-06,8.608323097229004
2010-05-07,8.418573379516602
2010-05-10,9.095349311828613
2010-05-11,9.240819931030273
2010-05-12,9.487500190734863
2010-05-13,9.360997200012207
2010-05-14,8.905601501464844
2010-05-17,8.842350959777832
2010-05-18,8.494471549987793
2010-05-19,8.412249565124512
2010-05-20,7.912572383880615
2010-05-21,8.342670440673828
2010-05-24,7.95051908493042
2010-05-25,8.114974021911621
2010-05-26,7.912572383880615
2010-05-27,8.386948585510254
2010-05-28,8.22249698638916
2010-06-01,7.842998504638672
2010-06-02,8.254124641418457
2010-06-03,8.30472469329834
2010-06-04,7.906247138977051
2010-06-07,7.792400360107422
2010-06-08,8.013772964477539
2010-06-09,8.013772964477539
2010-06-10,8.456521987915039
2010-06-11,8.450197219848633
2010-06-14,8.557723045349121
2010-06-15,8.854996681213379
2010-06-16,8.886622428894043
2010-06-17,8.614651679992676
2010-06-18,8.589350700378418
2010-06-21,8.557723045349121
2010-06-22,8.545072555541992
2010-06-23,8.545072555541992
2010-06-24,8.348997116088867
2010-06-25,8.456521987915039
2010-06-28,8.551469802856445
2010-06-29,8.197005271911621
2010-06-30,7.779242038726807
2010-07-01,7.696954727172852
2010-07-02,7.481745719909668
2010-07-06,7.620997428894043
2010-07-07,8.178016662597656
2010-07-08,8.285618782043457
2010-07-09,8.532480239868164
2010-07-12,8.399556159973145
2010-07-13,8.665403366088867
2010-07-14,8.443863868713379
2010-07-15,8.386895179748535
2010-07-16,7.7032856941223145
2010-07-19,7.532381534576416
2010-07-20,7.456424236297607
2010-07-21,7.13994026184082
2010-07-22,7.880519866943359
2010-07-23,7.779242038726807
2010-07-26,8.11471939086914
2010-07-27,8.317270278930664
2010-07-28,8.076742172241211
2010-07-29,8.11471939086914
2010-07-30,8.04509162902832
2010-08-02,8.494501113891602
2010-08-03,8.418545722961426
2010-08-04,8.412215232849121
2010-08-05,8.266633987426758
2010-08-06,8.032431602478027
2010-08-09,8.241314888000488
2010-08-10,8.228652000427246
2010-08-11,7.836210250854492
2010-08-12,7.696954727172852
2010-08-13,7.677968978881836
2010-08-16,7.715944766998291
2010-08-17,7.639988422393799
2010-08-18,7.66530704498291
2010-08-19,7.39312744140625
2010-08-20,7.317172050476074
2010-08-23,7.342489719390869
2010-08-24,6.988025188446045
2010-08-25,6.950048923492432
2010-08-26,6.931056976318359
2010-08-27,7.07664155960083
2010-08-30,6.867760181427002
2010-08-31,6.988025188446045
2010-09-01,7.3804707527160645
2010-09-02,7.418448448181152
2010-09-03,7.551370143890381
2010-09-07,7.203238487243652
2010-09-08,7.342489719390869
2010-09-09,7.570363521575928
2010-09-10,7.652645587921143
2010-09-13,7.918497562408447
2010-09-14,7.905835151672363
2010-09-15,7.893178462982178
2010-09-16,7.7349348068237305
2010-09-17,7.741266250610352
2010-09-20,7.8425397872924805
2010-09-21,7.772912502288818
2010-09-22,7.620997428894043
2010-09-23,7.418448448181152
2010-09-24,7.747592926025391
2010-09-27,7.5387139320373535
2010-09-28,7.614736557006836
2010-09-29,7.538713455200195
2010-09-30,7.621068000793457
2010-10-01,7.538713455200195
2010-10-04,7.538713455200195
2010-10-05,7.9251508712768555
2010-10-06,7.779443740844727
2010-10-07,7.931482791900635
2010-10-08,7.842794895172119
2010-10-11,7.779443740844727
2010-10-12,8.083523750305176
2010-10-13,8.045520782470703
2010-10-14,7.817453384399414
2010-10-15,7.684417724609375
2010-10-18,7.944155693054199
2010-10-19,7.842794895172119
2010-10-20,7.855466842651367
2010-10-21,8.108867645263672
2010-10-22,8.146879196166992
2010-10-25,7.994833469390869
2010-10-26,8.102532386779785
2010-10-27,8.153210639953613
2010-10-28,8.058185577392578
2010-10-29,7.956825256347656
2010-11-01,7.842794895172119
2010-11-02,7.880804061889648
2010-11-03,8.267245292663574
2010-11-04,8.488967895507812
2010-11-05,8.254571914672852
2010-11-08,8.267245292663574
2010-11-09,8.153210639953613
2010-11-10,8.38761043548584
2010-11-11,8.38761043548584
2010-11-12,8.153210639953613
2010-11-15,8.248239517211914
2010-11-16,8.032845497131348
2010-11-17,7.849130630493164
2010-11-18,7.652743816375732
2010-11-19,7.766774654388428
2010-11-22,7.678086280822754
2010-11-23,7.462691783905029
2010-11-24,7.640072822570801
2010-11-26,7.513371467590332
2010-11-29,7.621068000793457
2010-11-30,7.570388317108154
2010-12-01,7.773110866546631
2010-12-02,8.267245292663574
2010-12-03,8.40661334991455
2010-12-06,8.248239517211914
2010-12-07,8.286248207092285
2010-12-08,8.824728012084961
2010-12-09,9.02111530303955
2010-12-10,9.230173110961914
2010-12-13,9.179492950439453
2010-12-14,9.040120124816895
2010-12-15,8.97043514251709
2010-12-16,8.818394660949707
2010-12-17,8.913420677185059
2010-12-20,8.97043514251709
2010-12-21,9.059122085571289
2010-12-22,9.318860054016113
2010-12-23,9.116140365600586
2010-12-27,9.33786678314209
2010-12-28,9.527920722961426
2010-12-29,9.36309814453125
2010-12-30,9.28069019317627
2010-12-31,9.306045532226562
2011-01-03,9.36943531036377
2011-01-04,9.337742805480957
2011-01-05,9.48354434967041
2011-01-06,9.268006324768066
2011-01-07,9.306045532226562
2011-01-10,9.147565841674805
2011-01-11,9.22363567352295
2011-01-12,9.356760025024414
2011-01-13,9.268006324768066
2011-01-14,9.477204322814941
2011-01-18,9.420150756835938
2011-01-19,9.261666297912598
2011-01-20,9.01443862915039
2011-01-21,9.255330085754395
2011-01-24,9.090507507324219
2011-01-25,9.147565841674805
2011-01-26,9.236312866210938
2011-01-27,9.375779151916504
2011-01-28,9.28069019317627
2011-01-31,9.426492691040039
2011-02-01,9.838541030883789
2011-02-02,9.800506591796875
2011-02-03,9.762470245361328
2011-02-04,9.75613021850586
2011-02-07,9.737115859985352
2011-02-08,9.75613021850586
2011-02-09,9.553275108337402
2011-02-10,9.623006820678711
2011-02-11,9.800506591796875
2011-02-14,9.832206726074219
2011-02-15,9.794170379638672
2011-02-16,9.749794006347656
2011-02-17,9.565953254699707
2011-02-18,9.502561569213867
2011-02-22,9.191934585571289
2011-02-23,9.160243034362793
2011-02-24,9.065149307250977
2011-02-25,9.255330085754395
2011-02-28,9.255330085754395
2011-03-01,8.84327507019043
2011-03-02,8.792564392089844
2011-03-03,8.932024955749512
2011-03-04,8.8115816116333
2011-03-07,8.621402740478516
2011-03-08,8.684796333312988
2011-03-09,8.792564392089844
2011-03-10,8.678459167480469
2011-03-11,8.805242538452148
2011-03-14,8.8115816116333
2011-03-15,8.602385520935059
2011-03-16,8.494616508483887
2011-03-17,8.75452995300293
2011-03-18,8.893993377685547
2011-03-21,8.887652397155762
2011-03-22,8.779885292053223
2011-03-23,8.748188972473145
2011-03-24,8.73551082611084
2011-03-25,8.779885292053223
2011-03-28,8.73551082611084
2011-03-29,8.830597877502441
2011-03-30,8.792401313781738
2011-03-31,8.84333610534668
2011-04-01,8.907001495361328
2011-04-04,8.894267082214355
2011-04-05,8.84333610534668
2011-04-06,8.957934379577637
2011-04-07,8.830599784851074
2011-04-08,8.722366333007812
2011-04-11,8.74146556854248
2011-04-12,8.696898460388184
2011-04-13,8.658697128295898
2011-04-14,8.690528869628906
2011-04-15,8.786031723022461
2011-04-18,8.61413288116455
2011-04-19,8.505898475646973
2011-04-20,8.480432510375977
2011-04-21,8.378561973571777
2011-04-25,8.225763320922852
2011-04-26,8.302166938781738
2011-04-27,8.480432510375977
2011-04-28,8.55046558380127
2011-04-29,8.448601722717285
2011-05-02,8.308531761169434
2011-05-03,8.531362533569336
2011-05-04,8.372199058532715
2011-05-05,8.162097930908203
2011-05-06,8.270332336425781
2011-05-09,8.149362564086914
2011-05-10,8.26396656036377
2011-05-11,8.162097930908203
2011-05-12,8.092063903808594
2011-05-13,7.951994895935059
2011-05-16,7.939264297485352
2011-05-17,8.142995834350586
2011-05-18,8.21302604675293
2011-05-19,8.276698112487793
2011-05-20,8.098427772521973
2011-05-23,7.88832950592041
2011-05-24,7.9456305503845215
2011-05-25,8.028396606445312
2011-05-26,8.104798316955566
2011-05-27,8.232131958007812
2011-05-31,8.314898490905762
2011-06-01,7.856494426727295
2011-06-02,7.875596523284912
2011-06-03,7.88832950592041
2011-06-06,7.729164123535156
2011-06-07,7.831028938293457
2011-06-08,7.8246612548828125
2011-06-09,7.850128173828125
2011-06-10,7.799196720123291
2011-06-13,7.818296909332275
2011-06-14,7.939264297485352
2011-06-15,7.843763828277588
2011-06-16,7.818296909332275
2011-06-17,7.990196704864502
2011-06-20,7.990196704864502
2011-06-21,8.066596984863281
2011-06-22,7.901060581207275
2011-06-23,7.697329044342041
2011-06-24,7.754628658294678
2011-06-27,7.818296909332275
2011-06-28,7.907431602478027
2011-06-29,8.13134479522705
2011-06-30,8.156936645507812
2011-07-01,8.297683715820312
2011-07-05,8.259297370910645
2011-07-06,8.092961311340332
2011-07-07,8.252897262573242
2011-07-08,8.035379409790039
2011-07-11,7.7858757972717285
2011-07-12,7.689914226531982
2011-07-13,7.7858757972717285
2011-07-14,7.689914226531982
2011-07-15,7.709105968475342
2011-07-18,7.670714855194092
2011-07-19,7.80506706237793
2011-07-20,7.8882365226745605
2011-07-21,8.163334846496582
