Date,NUE
2010-01-04,31.31676483154297
2010-01-05,31.533021926879883
2010-01-06,32.48317337036133
2010-01-07,32.2603759765625
2010-01-08,32.71909713745117
2010-01-11,32.52906036376953
2010-01-12,31.723039627075195
2010-01-13,31.73613929748535
2010-01-14,31.395404815673828
2010-01-15,31.080842971801758
2010-01-19,31.526443481445312
2010-01-20,30.871152877807617
2010-01-21,29.940616607666016
2010-01-22,28.95767593383789
2010-01-25,28.918357849121094
2010-01-26,28.544849395751953
2010-01-27,27.90920066833496
2010-01-28,27.12940216064453
2010-01-29,26.736225128173828
2010-02-01,27.50291633605957
2010-02-02,28.125446319580078
2010-02-03,27.483259201049805
2010-02-04,25.884326934814453
2010-02-05,26.513412475585938
2010-02-08,25.930194854736328
2010-02-09,26.513412475585938
2010-02-10,26.1595516204834
2010-02-11,26.9655704498291
2010-02-12,26.952468872070312
2010-02-16,27.9747257232666
2010-02-17,27.8109130859375
2010-02-18,28.584152221679688
2010-02-19,29.06252670288086
2010-02-22,28.610355377197266
2010-02-23,27.522565841674805
2010-02-24,27.58156394958496
2010-02-25,27.443931579589844
2010-02-26,27.12940216064453
2010-03-01,27.765039443969727
2010-03-02,28.118896484375
2010-03-03,28.282718658447266
2010-03-04,28.512073516845703
2010-03-05,29.20014762878418
2010-03-08,29.383621215820312
2010-03-09,29.442607879638672
2010-03-10,29.508136749267578
2010-03-11,29.49501609802246
2010-03-12,29.671955108642578
2010-03-15,29.56708526611328
2010-03-16,30.18964385986328
2010-03-17,29.5605411529541
2010-03-18,29.318098068237305
2010-03-19,29.0887508392334
2010-03-22,29.265661239624023
2010-03-23,30.360031127929688
2010-03-24,30.025814056396484
2010-03-25,29.409828186035156
2010-03-26,29.927520751953125
2010-03-29,30.40970230102539
2010-03-30,30.092649459838867
2010-03-31,29.973752975463867
2010-04-01,30.350248336791992
2010-04-05,31.39384651184082
2010-04-06,31.466501235961914
2010-04-07,31.44667625427246
2010-04-08,31.36742401123047
2010-04-09,31.30799102783203
2010-04-12,31.142837524414062
2010-04-13,31.043773651123047
2010-04-14,31.486310958862305
2010-04-15,30.812599182128906
2010-04-16,30.145488739013672
2010-04-19,30.07283592224121
2010-04-20,29.894493103027344
2010-04-21,29.79541778564453
2010-04-22,29.901111602783203
2010-04-23,30.42290687561035
2010-04-26,30.22475242614746
2010-04-27,29.471759796142578
2010-04-28,29.72935676574707
2010-04-29,30.158695220947266
2010-04-30,29.934123992919922
2010-05-03,30.337034225463867
2010-05-04,29.828447341918945
2010-05-05,30.231365203857422
2010-05-06,29.524608612060547
2010-05-07,29.656709671020508
2010-05-10,30.759765625
2010-05-11,30.376670837402344
2010-05-12,30.89186668395996
2010-05-13,30.601245880126953
2010-05-14,30.31061553955078
2010-05-17,30.07283592224121
2010-05-18,29.39911651611328
2010-05-19,29.432140350341797
2010-05-20,28.210205078125
2010-05-21,28.368730545043945
2010-05-24,27.90636444091797
2010-05-25,28.33571434020996
2010-05-26,28.038475036621094
2010-05-27,28.963172912597656
2010-05-28,28.434772491455078
2010-06-01,27.36474609375
2010-06-02,28.243236541748047
2010-06-03,28.097923278808594
2010-06-04,27.034507751464844
2010-06-07,26.49949073791504
2010-06-08,27.047712326049805
2010-06-09,27.140182495117188
2010-06-10,28.02527618408203
2010-06-11,28.157371520996094
2010-06-14,28.02527618408203
2010-06-15,28.17057991027832
2010-06-16,27.853530883789062
2010-06-17,27.536479949951172
2010-06-18,27.404388427734375
2010-06-21,27.589330673217773
2010-06-22,27.133581161499023
2010-06-23,27.556310653686523
2010-06-24,26.77691078186035
2010-06-25,27.18640899658203
2010-06-28,26.74665641784668
2010-06-29,25.64052391052246
2010-06-30,25.507251739501953
2010-07-01,25.160768508911133
2010-07-02,24.867586135864258
2010-07-06,24.900896072387695
2010-07-07,26.033672332763672
2010-07-08,26.06032943725586
2010-07-09,26.39348602294922
2010-07-12,25.767131805419922
2010-07-13,26.126953125
2010-07-14,26.25355339050293
2010-07-15,26.166933059692383
2010-07-16,25.380659103393555
2010-07-19,25.62053871154785
2010-07-20,26.533409118652344
2010-07-21,26.06032943725586
2010-07-22,26.433462142944336
2010-07-23,26.546737670898438
2010-07-26,26.726654052734375
2010-07-27,26.520084381103516
2010-07-28,26.353506088256836
2010-07-29,26.093637466430664
2010-07-30,26.080312728881836
2010-08-02,26.833261489868164
2010-08-03,26.5600643157959
2010-08-04,26.853246688842773
2010-08-05,26.640024185180664
2010-08-06,26.64669418334961
2010-08-09,26.666683197021484
2010-08-10,26.453458786010742
2010-08-11,25.560562133789062
2010-08-12,25.693838119506836
2010-08-13,25.380659103393555
2010-08-16,25.60054588317871
2010-08-17,26.20024871826172
2010-08-18,26.213573455810547
2010-08-19,25.680511474609375
2010-08-20,25.56722640991211
2010-08-23,25.160768508911133
2010-08-24,24.44112777709961
2010-08-25,24.44112777709961
2010-08-26,24.241228103637695
2010-08-27,24.82093620300293
2010-08-30,24.42780876159668
2010-08-31,24.50775718688965
2010-09-01,25.294036865234375
2010-09-02,25.613882064819336
2010-09-03,25.773805618286133
2010-09-07,26.240232467651367
2010-09-08,26.673351287841797
2010-09-09,26.540077209472656
2010-09-10,26.713329315185547
2010-09-13,27.093141555786133
2010-09-14,26.260217666625977
2010-09-15,26.166933059692383
2010-09-16,25.953706741333008
2010-09-17,25.81377410888672
2010-09-20,25.827104568481445
2010-09-21,25.367332458496094
2010-09-22,25.214073181152344
2010-09-23,24.65435028076172
2010-09-24,25.080801010131836
2010-09-27,25.020832061767578
2010-09-28,25.579259872436523
2010-09-29,25.82818603515625
2010-09-30,25.700347900390625
2010-10-01,26.151113510131836
2010-10-04,25.93583106994629
2010-10-05,26.59516143798828
2010-10-06,26.7969970703125
2010-10-07,26.231853485107422
2010-10-08,26.85753059387207
2010-10-11,26.965185165405273
2010-10-12,26.83062744140625
2010-10-13,27.012283325195312
2010-10-14,26.66916275024414
2010-10-15,26.40677261352539
2010-10-18,26.581697463989258
2010-10-19,25.915637969970703
2010-10-20,26.494232177734375
2010-10-21,25.491785049438477
2010-10-22,25.485050201416016
2010-10-25,25.74071502685547
2010-10-26,25.485050201416016
2010-10-27,25.27650260925293
2010-10-28,25.538881301879883
2010-10-29,25.713802337646484
2010-11-01,25.700347900390625
2010-11-02,26.06365203857422
2010-11-03,25.929100036621094
2010-11-04,26.50769805908203
2010-11-05,27.180477142333984
2010-11-08,27.0997371673584
2010-11-09,26.85753059387207
2010-11-10,27.24774932861328
2010-11-11,27.341938018798828
2010-11-12,26.95172882080078
2010-11-15,26.480775833129883
2010-11-16,25.545608520507812
2010-11-17,25.323593139648438
2010-11-18,25.444686889648438
2010-11-19,25.538881301879883
2010-11-22,25.74071502685547
2010-11-23,25.229400634765625
2010-11-24,25.538881301879883
2010-11-26,25.25630760192871
2010-11-29,25.310129165649414
2010-11-30,25.39087677001953
2010-12-01,26.3865909576416
2010-12-02,27.086286544799805
2010-12-03,26.850811004638672
2010-12-06,26.736448287963867
2010-12-07,27.806169509887695
2010-12-08,27.71869468688965
2010-12-09,27.880163192749023
2010-12-10,28.176197052001953
2010-12-13,28.734600067138672
2010-12-14,29.057540893554688
2010-12-15,29.17191505432129
2010-12-16,29.83797836303711
2010-12-17,29.992712020874023
2010-12-20,29.797603607177734
2010-12-21,29.985977172851562
2010-12-22,29.938886642456055
2010-12-23,29.985977172851562
2010-12-27,29.891807556152344
2010-12-28,29.979257583618164
2010-12-29,30.015216827392578
2010-12-30,30.15765380859375
2010-12-31,29.72353744506836
2011-01-03,29.98807144165039
2011-01-04,29.730310440063477
2011-01-05,30.062692642211914
2011-01-06,29.78458023071289
2011-01-07,29.838851928710938
2011-01-10,29.676054000854492
2011-01-11,30.33400535583496
2011-01-12,30.340782165527344
2011-01-13,30.33400535583496
2011-01-14,29.98128890991211
2011-01-18,30.551074981689453
2011-01-19,29.70319175720215
2011-01-20,30.266178131103516
2011-01-21,30.21870231628418
2011-01-24,30.571414947509766
2011-01-25,30.483230590820312
2011-01-26,31.541399002075195
2011-01-27,30.795265197753906
2011-01-28,30.591760635375977
2011-01-31,31.14120864868164
2011-02-01,32.01621627807617
2011-02-02,32.43677520751953
2011-02-03,32.70130920410156
2011-02-04,32.538516998291016
2011-02-07,32.55209732055664
2011-02-08,32.30111312866211
2011-02-09,31.91448402404785
2011-02-10,32.0772705078125
2011-02-11,32.429996490478516
2011-02-14,32.70130920410156
2011-02-15,32.78948974609375
2011-02-16,32.96585464477539
2011-02-17,33.155792236328125
2011-02-18,33.06081771850586
2011-02-22,32.11117935180664
2011-02-23,31.805946350097656
2011-02-24,31.826276779174805
2011-02-25,31.826276779174805
2011-02-28,32.531734466552734
2011-03-01,31.61602020263672
2011-03-02,31.778810501098633
2011-03-03,32.538516998291016
2011-03-04,32.51816177368164
2011-03-07,31.79916763305664
2011-03-08,32.01621627807617
2011-03-09,31.398969650268555
2011-03-10,30.571414947509766
2011-03-11,31.94160270690918
2011-03-14,31.778810501098633
2011-03-15,31.58887481689453
2011-03-16,30.381494522094727
2011-03-17,30.68673324584961
2011-03-18,30.774927139282227
2011-03-21,30.964847564697266
2011-03-22,30.99875831604004
2011-03-23,31.24295425415039
2011-03-24,31.453224182128906
2011-03-25,31.58209991455078
2011-03-28,31.365055084228516
2011-03-29,31.87300682067871
2011-03-30,31.87986183166504
2011-03-31,31.462810516357422
2011-04-01,31.585880279541016
2011-04-04,32.04393768310547
2011-04-05,32.44731903076172
2011-04-06,32.57036209106445
2011-04-07,32.45415115356445
2011-04-08,31.736282348632812
2011-04-11,31.62687873840332
2011-04-12,30.909048080444336
2011-04-13,30.662899017333984
2011-04-14,30.744949340820312
2011-04-15,30.92270851135254
2011-04-18,30.61505699157715
2011-04-19,31.244043350219727
2011-04-20,31.77730941772461
2011-04-21,31.551692962646484
2011-04-25,30.83382225036621
2011-04-26,31.715761184692383
2011-04-27,31.64056396484375
2011-04-28,31.78414535522461
2011-04-29,32.105472564697266
2011-05-02,31.20985221862793
2011-05-03,31.510671615600586
2011-05-04,31.00473976135254
2011-05-05,30.560352325439453
2011-05-06,30.225360870361328
2011-05-09,30.731273651123047
2011-05-10,30.738113403320312
2011-05-11,30.259540557861328
2011-05-12,30.273210525512695
2011-05-13,29.37075424194336
2011-05-16,29.452804565429688
2011-05-17,29.097280502319336
2011-05-18,29.350265502929688
2011-05-19,29.288726806640625
2011-05-20,28.577693939208984
2011-05-23,28.406768798828125
2011-05-24,28.673412322998047
2011-05-25,28.564016342163086
2011-05-26,28.639223098754883
2011-05-27,28.775955200195312
2011-05-31,28.946882247924805
2011-06-01,27.989715576171875
2011-06-02,27.969207763671875
2011-06-03,27.62055206298828
2011-06-06,27.347082138061523
2011-06-07,27.374425888061523
2011-06-08,26.9984073638916
