Date,BIPC
2020-03-31,17.686321258544922
2020-04-01,18.58856773376465
2020-04-02,19.88759422302246
2020-04-03,19.181013107299805
2020-04-06,20.143051147460938
2020-04-07,20.860506057739258
2020-04-08,21.40403175354004
2020-04-09,22.246501922607422
2020-04-13,21.849721908569336
2020-04-14,21.708406448364258
2020-04-15,20.420251846313477
2020-04-16,20.425687789916992
2020-04-17,21.887765884399414
2020-04-20,20.909423828125
2020-04-21,20.452861785888672
2020-04-22,20.833328247070312
2020-04-23,20.697452545166016
2020-04-24,20.512653350830078
2020-04-27,21.561655044555664
2020-04-28,21.393159866333008
2020-04-29,22.855247497558594
2020-04-30,22.75197982788086
2020-05-01,22.50739097595215
2020-05-04,22.648706436157227
2020-05-05,23.24114990234375
2020-05-06,22.382383346557617
2020-05-07,22.545434951782227
2020-05-08,23.632490158081055
2020-05-11,25.49677848815918
2020-05-12,25.002174377441406
2020-05-13,23.947736740112305
2020-05-14,23.62704849243164
2020-05-15,23.757497787475586
2020-05-18,24.670618057250977
2020-05-19,24.980426788330078
2020-05-20,24.39885711669922
2020-05-21,23.909683227539062
2020-05-22,23.969472885131836
2020-05-26,23.69771385192871
2020-05-27,23.752063751220703
2020-05-28,23.6668701171875
2020-05-29,23.853740692138672
2020-06-01,24.502302169799805
2020-06-02,25.453153610229492
2020-06-03,26.11270523071289
2020-06-04,26.39301300048828
2020-06-05,27.091035842895508
2020-06-08,28.18479347229004
2020-06-09,27.349363327026367
2020-06-10,27.162490844726562
2020-06-11,25.73896026611328
2020-06-12,26.00278091430664
2020-06-15,26.294076919555664
2020-06-16,27.20646095275879
2020-06-17,27.266916275024414
2020-06-18,27.481271743774414
2020-06-19,27.805545806884766
2020-06-22,27.65715217590332
2020-06-23,27.563716888427734
2020-06-24,27.014087677001953
2020-06-25,26.294076919555664
2020-06-26,24.38138198852539
2020-06-29,24.320926666259766
2020-06-30,25.029939651489258
2020-07-01,24.694669723510742
2020-07-02,24.777111053466797
2020-07-06,25.1948299407959
2020-07-07,25.084901809692383
2020-07-08,24.590240478515625
2020-07-09,23.86473846435547
2020-07-10,23.84824562072754
2020-07-13,24.72215461730957
2020-07-14,25.513614654541016
2020-07-15,26.189651489257812
2020-07-16,26.11270523071289
2020-07-17,26.65683364868164
2020-07-20,26.211631774902344
2020-07-21,26.761260986328125
2020-07-22,25.931325912475586
2020-07-23,25.859882354736328
2020-07-24,25.546586990356445
2020-07-27,25.634525299072266
2020-07-28,25.6180477142334
2020-07-29,25.33223533630371
2020-07-30,24.936500549316406
2020-07-31,25.084901809692383
2020-08-03,25.684001922607422
2020-08-04,25.436664581298828
2020-08-05,26.255603790283203
2020-08-06,26.288585662841797
2020-08-07,26.31057357788086
2020-08-10,26.964624404907227
2020-08-11,27.536237716674805
2020-08-12,28.399147033691406
2020-08-13,28.2232666015625
2020-08-14,27.629667282104492
2020-08-17,27.514245986938477
2020-08-18,27.32188606262207
2020-08-19,27.920970916748047
2020-08-20,28.09135627746582
2020-08-21,28.256240844726562
2020-08-24,29.05869483947754
2020-08-25,28.151809692382812
2020-08-26,28.15731430053711
2020-08-27,28.12433624267578
2020-08-28,28.027231216430664
2020-08-31,27.69985008239746
2020-09-01,27.999486923217773
2020-09-02,29.392248153686523
2020-09-03,28.687545776367188
2020-09-04,28.415647506713867
2020-09-08,28.215892791748047
2020-09-09,29.07040786743164
2020-09-10,28.53217124938965
2020-09-11,29.186939239501953
2020-09-14,29.902742385864258
2020-09-15,30.801654815673828
2020-09-16,30.568592071533203
2020-09-17,31.018051147460938
2020-09-18,31.32323455810547
2020-09-21,29.963773727416992
2020-09-22,30.185726165771484
2020-09-23,29.775117874145508
2020-09-24,29.791763305664062
2020-09-25,30.61298942565918
2020-09-28,31.095735549926758
2020-09-29,30.868234634399414
2020-09-30,30.735065460205078
2020-10-01,30.696226119995117
2020-10-02,30.546401977539062
2020-10-05,31.367626190185547
2020-10-06,31.384279251098633
2020-10-07,32.088993072509766
2020-10-08,31.606233596801758
2020-10-09,31.034706115722656
2020-10-12,31.50080680847168
2020-10-13,30.929283142089844
2020-10-14,31.073543548583984
2020-10-15,31.045791625976562
2020-10-16,31.70612335205078
2020-10-19,31.811542510986328
2020-10-20,32.10563659667969
2020-10-21,32.1389274597168
2020-10-22,32.51624298095703
2020-10-23,32.344234466552734
2020-10-26,31.872581481933594
2020-10-27,31.64507484436035
2020-10-28,30.091398239135742
2020-10-29,30.402132034301758
2020-10-30,30.224576950073242
2020-11-02,31.273303985595703
2020-11-03,32.494041442871094
2020-11-04,32.677162170410156
2020-11-05,34.22528839111328
2020-11-06,34.34736251831055
2020-11-09,35.82890701293945
2020-11-10,37.75990295410156
2020-11-11,37.843135833740234
2020-11-12,36.677879333496094
2020-11-13,36.60019302368164
2020-11-16,37.199466705322266
2020-11-17,36.77220153808594
2020-11-18,36.66122817993164
2020-11-19,36.12299346923828
2020-11-20,36.68898391723633
2020-11-23,37.47136688232422
2020-11-24,38.65326690673828
2020-11-25,38.43132019042969
2020-11-27,37.5903205871582
2020-11-30,37.243873596191406
2020-12-01,36.42243957519531
2020-12-02,36.57890701293945
2020-12-03,36.88624572753906
2020-12-04,38.17707061767578
2020-12-07,37.61267852783203
2020-12-08,37.847373962402344
2020-12-09,38.478816986083984
2020-12-10,38.58498764038086
2020-12-11,38.00942611694336
2020-12-14,37.58474349975586
2020-12-15,37.93678283691406
2020-12-16,38.188236236572266
2020-12-17,38.95379638671875
2020-12-18,38.41175842285156
2020-12-21,38.48440933227539
2020-12-22,39.17731857299805
2020-12-23,40.691646575927734
2020-12-24,41.08281326293945
2020-12-28,40.50725555419922
2020-12-29,40.004329681396484
2020-12-30,40.4178466796875
2020-12-31,40.40108108520508
2021-01-04,39.277889251708984
2021-01-05,39.261138916015625
2021-01-06,36.89182662963867
2021-01-07,36.32185745239258
2021-01-08,36.58448791503906
2021-01-11,36.87506103515625
2021-01-12,36.76889419555664
2021-01-13,37.450626373291016
2021-01-14,36.84711837768555
2021-01-15,37.55679702758789
2021-01-19,38.17147445678711
2021-01-20,38.4620475769043
2021-01-21,37.92559814453125
2021-01-22,38.478816986083984
2021-01-25,37.389156341552734
2021-01-26,36.60684585571289
2021-01-27,35.95305252075195
2021-01-28,36.85271453857422
2021-01-29,37.484153747558594
2021-02-01,37.959129333496094
2021-02-02,36.57331848144531
2021-02-03,36.29950714111328
2021-02-04,36.84711837768555
2021-02-05,36.595672607421875
2021-02-08,35.37190628051758
2021-02-09,35.399837493896484
2021-02-10,35.153968811035156
2021-02-11,34.51693344116211
2021-02-12,33.24287796020508
2021-02-16,33.941375732421875
2021-02-17,33.75138473510742
2021-02-18,33.695499420166016
2021-02-19,34.455474853515625
2021-02-22,34.67340087890625
2021-02-23,35.366310119628906
2021-02-24,36.187740325927734
2021-02-25,36.846736907958984
2021-02-26,37.29730224609375
2021-03-01,38.01261901855469
2021-03-02,38.198490142822266
2021-03-03,38.07457733154297
2021-03-04,38.305503845214844
2021-03-05,39.330589294433594
2021-03-08,39.595298767089844
2021-03-09,40.54716491699219
2021-03-10,41.076602935791016
2021-03-11,42.450897216796875
2021-03-12,42.912742614746094
2021-03-15,41.234317779541016
2021-03-16,40.76682662963867
2021-03-17,41.2117805480957
2021-03-18,38.93632507324219
2021-03-19,39.47702407836914
2021-03-22,39.34184265136719
2021-03-23,39.47702407836914
2021-03-24,40.411991119384766
2021-03-25,40.49647903442383
2021-03-26,42.067893981933594
2021-03-29,42.30445861816406
2021-03-30,42.467796325683594
2021-03-31,43.014137268066406
2021-04-01,43.44218444824219
2021-04-05,43.16620635986328
2021-04-06,41.85950469970703
2021-04-07,41.397647857666016
2021-04-08,41.20615768432617
2021-04-09,41.904563903808594
2021-04-12,41.791908264160156
2021-04-13,41.47086715698242
2021-04-14,41.35259246826172
2021-04-15,41.20051956176758
2021-04-16,41.042816162109375
2021-04-19,41.679264068603516
2021-04-20,42.27629852294922
2021-04-21,41.3807487487793
2021-04-22,40.91889953613281
2021-04-23,40.400726318359375
2021-04-26,40.823150634765625
2021-04-27,41.12165451049805
2021-04-28,41.082244873046875
2021-04-29,41.70179748535156
2021-04-30,40.5697021484375
2021-05-03,40.119117736816406
2021-05-04,39.814964294433594
2021-05-05,40.490840911865234
2021-05-06,40.84004592895508
2021-05-07,41.61731719970703
2021-05-10,41.47086715698242
2021-05-11,40.69923400878906
2021-05-12,39.741737365722656
2021-05-13,40.136009216308594
2021-05-14,39.69105911254883
2021-05-17,39.55024719238281
2021-05-18,39.437599182128906
2021-05-19,39.05460739135742
2021-05-20,39.645992279052734
2021-05-21,38.57585144042969
2021-05-24,39.10528564453125
2021-05-25,39.403804779052734
2021-05-26,40.51337432861328
2021-05-27,39.60009002685547
2021-05-28,40.604129791259766
2021-06-01,42.60087203979492
2021-06-02,41.56846618652344
2021-06-03,41.41530990600586
2021-06-04,41.19975662231445
2021-06-07,41.33589553833008
2021-06-08,40.37156295776367
2021-06-09,39.36184310913086
2021-06-10,39.00447082519531
2021-06-11,39.639801025390625
2021-06-14,39.8893928527832
2021-06-15,40.89910888671875
2021-06-16,40.5077018737793
2021-06-17,40.76296615600586
2021-06-18,40.950164794921875
2021-06-21,41.228118896484375
2021-06-22,41.710289001464844
2021-06-23,41.25080490112305
2021-06-24,41.26214599609375
2021-06-25,41.829402923583984
2021-06-28,41.48337936401367
2021-06-29,41.41530990600586
2021-06-30,42.77104568481445
2021-07-01,44.08707809448242
2021-07-02,44.63164520263672
2021-07-06,45.3520622253418
2021-07-07,45.641361236572266
2021-07-08,44.26860427856445
2021-07-09,44.42744064331055
2021-07-12,44.18351745605469
2021-07-13,43.00929260253906
2021-07-14,43.338314056396484
2021-07-15,40.814029693603516
2021-07-16,40.39424514770508
2021-07-19,38.6357536315918
2021-07-20,38.35780334472656
2021-07-21,38.72084426879883
2021-07-22,39.174644470214844
2021-07-23,39.690853118896484
2021-07-26,37.67709732055664
2021-07-27,36.93399429321289
2021-07-28,36.58229446411133
2021-07-29,36.72411346435547
2021-07-30,36.73545455932617
2021-08-02,37.55797576904297
2021-08-03,36.45750427246094
2021-08-04,36.46316909790039
2021-08-05,36.56527328491211
2021-08-06,35.895912170410156
2021-08-09,36.77516174316406
2021-08-10,36.84890365600586
2021-08-11,36.7978515625
2021-08-12,36.548255920410156
2021-08-13,36.5312385559082
2021-08-16,36.56527328491211
2021-08-17,36.41211700439453
2021-08-18,36.2532844543457
