Date,AMAT
2010-01-04,11.048752784729004
2010-01-05,10.963767051696777
2010-01-06,10.940587997436523
2010-01-07,10.824691772460938
2010-01-08,11.24191665649414
2010-01-11,11.48916244506836
2010-01-12,10.971490859985352
2010-01-13,11.025578498840332
2010-01-14,11.087386131286621
2010-01-15,10.608349800109863
2010-01-19,10.79378604888916
2010-01-20,10.662434577941895
2010-01-21,10.492456436157227
2010-01-22,9.758447647094727
2010-01-25,9.766175270080566
2010-01-26,9.773896217346191
2010-01-27,10.075228691101074
2010-01-28,9.742995262145996
2010-01-29,9.410758972167969
2010-02-01,9.673453330993652
2010-02-02,9.665730476379395
2010-02-03,9.48802375793457
2010-02-04,9.11715316772461
2010-02-05,9.449389457702637
2010-02-08,9.325764656066895
2010-02-09,9.387578964233398
2010-02-10,9.449389457702637
2010-02-11,9.6348237991333
2010-02-12,9.6348237991333
2010-02-16,10.005691528320312
2010-02-17,10.036598205566406
2010-02-18,9.797080993652344
2010-02-19,9.658002853393555
2010-02-22,9.665762901306152
2010-02-23,9.324165344238281
2010-02-24,9.526021003723145
2010-02-25,9.487203598022461
2010-02-26,9.502728462219238
2010-03-01,9.70458698272705
2010-03-02,9.64247989654541
2010-03-03,9.619187355041504
2010-03-04,9.518258094787598
2010-03-05,9.541549682617188
2010-03-08,9.595892906188965
2010-03-09,9.541549682617188
2010-03-10,9.727875709533691
2010-03-11,9.634713172912598
2010-03-12,9.595892906188965
2010-03-15,9.49496841430664
2010-03-16,9.665762901306152
2010-03-17,9.828803062438965
2010-03-18,9.805513381958008
2010-03-19,9.696820259094238
2010-03-22,9.921968460083008
2010-03-23,10.279098510742188
2010-03-24,10.092768669128418
2010-03-25,10.216985702514648
2010-03-26,10.255804061889648
2010-03-29,10.333442687988281
2010-03-30,10.442134857177734
2010-03-31,10.457662582397461
2010-04-01,10.364500999450684
2010-04-05,10.496481895446777
2010-04-06,10.465423583984375
2010-04-07,10.543065071105957
2010-04-08,10.356731414794922
2010-04-09,10.457662582397461
2010-04-12,10.581881523132324
2010-04-13,10.713863372802734
2010-04-14,11.187444686889648
2010-04-15,11.133097648620605
2010-04-16,11.148628234863281
2010-04-19,11.102046012878418
2010-04-20,11.226262092590332
2010-04-21,11.202977180480957
2010-04-22,11.156392097473145
2010-04-23,11.234031677246094
2010-04-26,11.148628234863281
2010-04-27,10.814788818359375
2010-04-28,10.907955169677734
2010-04-29,11.070990562438965
2010-04-30,10.698336601257324
2010-05-03,10.869136810302734
2010-05-04,10.395553588867188
2010-05-05,10.263571739196777
2010-05-06,9.867623329162598
2010-05-07,9.70458698272705
2010-05-10,10.240276336669922
2010-05-11,10.372259140014648
2010-05-12,10.690571784973145
2010-05-13,10.271333694458008
2010-05-14,10.053951263427734
2010-05-17,10.232513427734375
2010-05-18,10.046187400817871
2010-05-19,10.108296394348145
2010-05-20,9.852097511291504
2010-05-21,9.875389099121094
2010-05-24,9.750478744506836
2010-05-25,9.891000747680664
2010-05-26,9.773900032043457
2010-05-27,10.203263282775879
2010-05-28,10.086165428161621
2010-06-01,9.828545570373535
2010-06-02,10.03152084350586
2010-06-03,10.172037124633789
2010-06-04,9.812928199768066
2010-06-07,9.50847339630127
2010-06-08,9.633379936218262
2010-06-09,9.516283988952637
2010-06-10,9.781704902648926
2010-06-11,9.906615257263184
2010-06-14,9.906615257263184
2010-06-15,10.351588249206543
2010-06-16,10.45307731628418
2010-06-17,10.460886001586914
2010-06-18,10.414039611816406
2010-06-21,10.351588249206543
2010-06-22,10.195456504821777
2010-06-23,10.24229621887207
2010-06-24,9.961257934570312
2010-06-25,10.10958480834961
2010-06-28,10.01590347290039
2010-06-29,9.617767333984375
2010-06-30,9.383569717407227
2010-07-01,9.36795425415039
2010-07-02,9.36795425415039
2010-07-06,9.196207046508789
2010-07-07,9.516283988952637
2010-07-08,9.453827857971191
2010-07-09,9.602154731750488
2010-07-12,9.609959602355957
