Date,CACC
2010-01-04,43.84000015258789
2010-01-05,43.79999923706055
2010-01-06,43.900001525878906
2010-01-07,43.97999954223633
2010-01-08,43.97999954223633
2010-01-11,47.959999084472656
2010-01-12,48.20000076293945
2010-01-13,46.880001068115234
2010-01-14,48.0
2010-01-15,47.41999816894531
2010-01-19,48.4900016784668
2010-01-20,49.0
2010-01-21,49.4900016784668
2010-01-22,49.08000183105469
2010-01-25,49.150001525878906
2010-01-26,49.470001220703125
2010-01-27,52.63999938964844
2010-01-28,53.119998931884766
2010-01-29,53.220001220703125
2010-02-01,53.18000030517578
2010-02-02,51.2599983215332
2010-02-03,45.4900016784668
2010-02-04,44.0
2010-02-05,42.790000915527344
2010-02-08,41.79999923706055
2010-02-09,40.900001525878906
2010-02-10,39.0
2010-02-11,40.189998626708984
2010-02-12,39.88999938964844
2010-02-16,40.369998931884766
2010-02-17,40.33000183105469
2010-02-18,40.529998779296875
2010-02-19,40.36000061035156
2010-02-22,40.150001525878906
2010-02-23,40.15999984741211
2010-02-24,41.31999969482422
2010-02-25,40.540000915527344
2010-02-26,40.16999816894531
2010-03-01,42.40999984741211
2010-03-02,44.540000915527344
2010-03-03,43.72999954223633
2010-03-04,43.09000015258789
2010-03-05,43.470001220703125
2010-03-08,44.310001373291016
2010-03-09,44.25
2010-03-10,43.95000076293945
2010-03-11,43.95000076293945
2010-03-12,43.61000061035156
2010-03-15,43.0
2010-03-16,43.04999923706055
2010-03-17,43.31999969482422
2010-03-18,43.38999938964844
2010-03-19,42.40999984741211
2010-03-22,42.349998474121094
2010-03-23,41.75
2010-03-24,41.939998626708984
2010-03-25,42.279998779296875
2010-03-26,42.04999923706055
2010-03-29,42.380001068115234
2010-03-30,42.2599983215332
2010-03-31,41.2400016784668
2010-04-01,42.939998626708984
2010-04-05,44.779998779296875
2010-04-06,44.16999816894531
2010-04-07,43.7400016784668
2010-04-08,43.970001220703125
2010-04-09,42.7599983215332
2010-04-12,41.9900016784668
2010-04-13,42.13999938964844
2010-04-14,42.939998626708984
2010-04-15,43.52000045776367
2010-04-16,42.790000915527344
2010-04-19,42.400001525878906
2010-04-20,43.099998474121094
2010-04-21,44.63999938964844
2010-04-22,45.77000045776367
2010-04-23,46.209999084472656
2010-04-26,46.9900016784668
2010-04-27,45.380001068115234
2010-04-28,45.13999938964844
2010-04-29,46.75
2010-04-30,45.099998474121094
2010-05-03,45.439998626708984
2010-05-04,45.209999084472656
2010-05-05,44.47999954223633
2010-05-06,42.7400016784668
2010-05-07,42.15999984741211
2010-05-10,45.04999923706055
2010-05-11,44.91999816894531
2010-05-12,46.599998474121094
2010-05-13,45.43000030517578
2010-05-14,45.58000183105469
2010-05-17,46.2599983215332
2010-05-18,47.349998474121094
2010-05-19,46.939998626708984
2010-05-20,45.86000061035156
2010-05-21,46.220001220703125
2010-05-24,46.189998626708984
2010-05-25,45.93000030517578
2010-05-26,46.5
2010-05-27,47.900001525878906
2010-05-28,47.66999816894531
2010-06-01,46.66999816894531
2010-06-02,47.88999938964844
2010-06-03,47.54999923706055
2010-06-04,45.459999084472656
2010-06-07,45.38999938964844
2010-06-08,45.4900016784668
2010-06-09,44.06999969482422
2010-06-10,45.470001220703125
2010-06-11,46.400001525878906
2010-06-14,45.41999816894531
2010-06-15,46.93000030517578
2010-06-16,46.75
2010-06-17,47.290000915527344
2010-06-18,48.5
2010-06-21,49.0
2010-06-22,48.61000061035156
2010-06-23,48.5
2010-06-24,48.16999816894531
2010-06-25,48.40999984741211
2010-06-28,49.47999954223633
2010-06-29,49.18000030517578
2010-06-30,48.77000045776367
2010-07-01,48.22999954223633
2010-07-02,48.400001525878906
2010-07-06,47.470001220703125
2010-07-07,48.5
2010-07-08,48.63999938964844
2010-07-09,49.13999938964844
2010-07-12,49.779998779296875
2010-07-13,50.36000061035156
2010-07-14,50.130001068115234
2010-07-15,50.02000045776367
2010-07-16,49.15999984741211
2010-07-19,50.0
2010-07-20,50.060001373291016
2010-07-21,48.869998931884766
2010-07-22,50.099998474121094
2010-07-23,52.5
2010-07-26,53.439998626708984
2010-07-27,53.970001220703125
2010-07-28,53.119998931884766
2010-07-29,52.650001525878906
2010-07-30,55.97999954223633
2010-08-02,55.9900016784668
2010-08-03,55.029998779296875
2010-08-04,58.56999969482422
2010-08-05,56.04999923706055
2010-08-06,58.0
2010-08-09,59.75
2010-08-10,58.36000061035156
2010-08-11,58.13999938964844
2010-08-12,58.09000015258789
2010-08-13,57.88999938964844
2010-08-16,59.310001373291016
2010-08-17,60.90999984741211
2010-08-18,61.22999954223633
2010-08-19,59.41999816894531
2010-08-20,59.119998931884766
2010-08-23,59.130001068115234
2010-08-24,58.33000183105469
2010-08-25,59.38999938964844
2010-08-26,59.029998779296875
2010-08-27,59.66999816894531
2010-08-30,56.72999954223633
2010-08-31,56.650001525878906
2010-09-01,59.47999954223633
2010-09-02,59.4900016784668
2010-09-03,59.4900016784668
2010-09-07,58.790000915527344
2010-09-08,59.599998474121094
2010-09-09,59.52000045776367
