Date,CTRE
2014-05-29,4.076352596282959
2014-05-30,4.894423007965088
2014-06-02,5.034263610839844
2014-06-03,4.815180778503418
2014-06-04,4.050717353820801
2014-06-05,4.2185258865356445
2014-06-06,4.118306636810303
2014-06-09,4.036733627319336
2014-06-10,3.962150812149048
2014-06-11,3.9295215606689453
2014-06-12,3.8899011611938477
2014-06-13,4.020418167114258
2014-06-16,4.099661350250244
2014-06-17,4.195218563079834
2014-06-18,4.241832733154297
2014-06-19,4.258147239685059
2014-06-20,4.456254482269287
2014-06-23,4.395656108856201
2014-06-24,4.384003162384033
2014-06-25,4.465577602386475
2014-06-26,4.432947158813477
2014-06-27,4.488883972167969
2014-06-30,4.614741325378418
2014-07-01,4.619401454925537
2014-07-02,4.617072105407715
2014-07-03,4.638046741485596
2014-07-07,4.55181360244751
2014-07-08,4.456254482269287
2014-07-09,4.428284645080566
2014-07-10,4.31874418258667
2014-07-11,4.241832733154297
2014-07-14,4.246493816375732
2014-07-15,4.099661350250244
2014-07-16,4.1206374168396
2014-07-17,4.069362163543701
2014-07-18,4.197549819946289
2014-07-21,4.134620189666748
2014-07-22,4.1625895500183105
2014-07-23,4.1252970695495605
2014-07-24,4.099661350250244
2014-07-25,4.1206374168396
2014-07-28,4.150935173034668
2014-07-29,4.076352596282959
2014-07-30,4.039064884185791
2014-07-31,3.976134777069092
2014-08-01,3.880577325820923
2014-08-04,3.801334857940674
2014-08-05,3.6032276153564453
2014-08-06,3.5402982234954834
2014-08-07,3.549621820449829
2014-08-08,3.563605785369873
2014-08-11,3.549621820449829
2014-08-12,3.5962350368499756
2014-08-13,3.6545023918151855
2014-08-14,3.7663745880126953
2014-08-15,3.9365134239196777
2014-08-18,4.04372501373291
2014-08-19,4.1043219566345215
2014-08-20,4.108983039855957
2014-08-21,4.078684329986572
2014-08-22,4.097329616546631
2014-08-25,4.078684329986572
2014-08-26,4.083346366882324
2014-08-27,4.081015586853027
2014-08-28,4.1043219566345215
2014-08-29,4.071692943572998
2014-09-02,4.071692943572998
2014-09-03,4.036733627319336
2014-09-04,4.04372501373291
2014-09-05,4.046055316925049
2014-09-08,4.108983039855957
2014-09-09,4.022748947143555
2014-09-10,4.071692943572998
2014-09-11,3.9691431522369385
2014-09-12,3.866593599319458
2014-09-15,3.712768793106079
2014-09-16,3.6032276153564453
2014-09-17,3.5263137817382812
2014-09-18,3.5566136837005615
2014-09-19,3.565936326980591
2014-09-22,3.5286457538604736
2014-09-23,3.456393241882324
2014-09-24,3.4214344024658203
2014-09-25,3.381812334060669
2014-09-26,3.3351988792419434
2014-09-29,3.3328685760498047
2014-09-30,3.3328685760498047
2014-10-01,3.286254644393921
2014-10-02,3.2955777645111084
2014-10-03,3.2839243412017822
2014-10-06,3.262948513031006
2014-10-07,3.230318546295166
2014-10-08,3.2256579399108887
2014-10-09,3.188366174697876
2014-10-10,3.130099296569824
2014-10-13,3.267609119415283
2014-10-14,3.4144413471221924
2014-10-15,3.381812334060669
2014-10-16,3.353843927383423
2014-10-17,3.4214344024658203
2014-10-20,3.4470717906951904
2014-10-21,3.42376446723938
2014-10-22,3.4144413471221924
2014-10-23,3.307230234146118
2014-10-24,3.288585662841797
2014-10-27,3.255955696105957
2014-10-28,3.377150774002075
2014-10-29,5.66780948638916
2014-10-30,5.820781230926514
2014-10-31,6.091422080993652
2014-11-03,6.150259494781494
2014-11-04,6.2247843742370605
2014-11-05,6.248318195343018
2014-11-06,6.236550331115723
2014-11-07,6.232629776000977
2014-11-10,6.256163120269775
2014-11-11,6.197327613830566
2014-11-12,6.248318195343018
2014-11-13,6.189481258392334
2014-11-14,6.205173969268799
2014-11-17,6.075735569000244
2014-11-18,6.075735569000244
2014-11-19,6.0600457191467285
2014-11-20,6.0953450202941895
2014-11-21,6.107112407684326
2014-11-24,6.138493061065674
2014-11-25,6.087502956390381
2014-11-26,6.311075687408447
2014-11-28,6.3424553871154785
2014-12-01,6.401289939880371
2014-12-02,6.511117458343506
2014-12-03,6.942575454711914
2014-12-04,7.0445556640625
2014-12-05,7.126925468444824
2014-12-08,7.189685344696045
2014-12-09,6.98179817199707
2014-12-10,7.209296703338623
2014-12-11,7.030505180358887
2014-12-12,7.0708770751953125
2014-12-15,7.203528881072998
2014-12-16,6.932456970214844
2014-12-17,7.053575038909912
2014-12-18,7.099714279174805
2014-12-19,6.603714942932129
2014-12-22,6.886320114135742
2014-12-23,7.0708770751953125
2014-12-24,7.053575038909912
2014-12-26,7.365018844604492
2014-12-29,7.431997299194336
2014-12-30,7.309685230255127
2014-12-31,7.18154764175415
2015-01-02,6.983515739440918
2015-01-05,6.826257228851318
2015-01-06,6.75636100769043
2015-01-07,6.913623332977295
2015-01-08,6.936920166015625
2015-01-09,6.820433139801025
2015-01-12,6.890323638916016
2015-01-13,6.8029561042785645
2015-01-14,6.750536918640137
2015-01-15,6.698116779327393
2015-01-16,6.523384094238281
2015-01-20,6.517560005187988
2015-01-21,6.546680450439453
2015-01-22,6.779661655426025
2015-01-23,7.006812572479248
2015-01-26,7.303857803344727
2015-01-27,7.146599769592285
2015-01-28,7.600905895233154
2015-01-29,8.037742614746094
2015-01-30,7.851359844207764
2015-02-02,8.14258098602295
2015-02-03,8.608537673950195
2015-02-04,8.550294876098633
2015-02-05,8.497873306274414
2015-02-06,8.031917572021484
2015-02-09,7.758167743682861
2015-02-10,7.5659589767456055
2015-02-11,7.612557888031006
2015-02-12,7.688272476196289
2015-02-13,7.8397088050842285
2015-02-17,7.659152030944824
2015-02-18,7.932901859283447
2015-02-19,7.734869003295898
2015-02-20,7.659152030944824
2015-02-23,7.670802116394043
2015-02-24,7.647503852844238
2015-02-25,7.577611446380615
2015-02-26,7.4494733810424805
2015-02-27,7.4028778076171875
2015-03-02,7.868832111358643
2015-03-03,7.903779029846191
2015-03-04,7.810586929321289
2015-03-05,7.531015872955322
2015-03-06,7.164072513580322
2015-03-09,7.1116557121276855
2015-03-10,7.129127502441406
2015-03-11,7.222318172454834
2015-03-12,7.612557888031006
